bdgt_id,bdgtyr,opertype,oper01_DT,fuel01_DT,powr01_DT,capc01_DT,oper02_DT,fuel02_DT,powr02_DT,capc02_DT,oper03_DT,fuel03_DT,powr03_DT,capc03_DT,oper04_DT,fuel04_DT,powr04_DT,capc04_DT,oper05_DT,fuel05_DT,powr05_DT,capc05_DT,oper01_AC,fuel01_AC,powr01_AC,capc01_AC,oper02_AC,fuel02_AC,powr02_AC,capc02_AC,n_AC,p2o5_AC,k2o_AC,lime_AC,herb_AC
FULL.02.HWU.NE,1,HARV,Cable Skidder (large),0.6322,155,4.628,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.02.HWU.PN,1,HARV,Cable Skidder (large),0.6322,155,4.628,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.03.MWD.IW,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.03.MWD.NE,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.03.MWD.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.03.MWD.S,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.03.SWN.IW,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.03.SWN.NE,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.03.SWN.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.03.SWP.IW,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.03.SWP.IW,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.03.SWP.PN,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.03.SWP.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.04.HWL.IW,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.HWL.NC,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.HWL.NE,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.HWL.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.HWL.S,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.HWU.S,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.MWD.IW,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.MWD.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.SWP.IW,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.04.SWP.IW,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.04.SWP.PN,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.04.SWP.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.05.HWL.S,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.05.HWU.S,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.05.SWN.NC,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.05.SWN.S,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.06.MWD.NE,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.06.MWD.S,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.06.SWN.IW,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.06.SWN.NE,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.07.SWP.NC,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.07.SWP.NC,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.07.SWP.NE,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.07.SWP.NE,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.07.SWP.S,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.07.SWP.S,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.08.SWN.NC,1,HARV,Feller Buncher (large),0.1952,215,18.514,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.08.SWN.PN,1,HARV,Feller Buncher (large),0.1952,215,18.514,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.08.SWN.S,1,HARV,Feller Buncher (large),0.1952,215,18.514,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.08.SWP.NC,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.08.SWP.NC,1,HARV,Feller Buncher (large),0.1952,215,18.514,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.08.SWP.NE,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.08.SWP.NE,1,HARV,Feller Buncher (large),0.1952,215,18.514,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.08.SWP.S,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.08.SWP.S,1,HARV,Feller Buncher (large),0.1952,215,18.514,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.09.MWD.NC,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,,,,,,,,,,,,,,,,,
FULL.10.MWD.NC,1,HARV,Feller Buncher (large),0.1952,215,18.514,Fixed Base Landing Delimber,0.1631,200,23.143,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,,,,,,,,,,,,,,,,,
FULL.11.HWL.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,,,,,,,,,,,,,,,,,
FULL.11.HWU.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,,,,,,,,,,,,,,,,,
FULL.11.MWD.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,,,,,,,,,,,,,,,,,
FULL.11.SWN.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,,,,,,,,,,,,,,,,,
FULL.11.SWP.PN,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.11.SWP.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,,,,,,,,,,,,,,,,,
FULL.12.HWL.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,,,,,,,,,,,,,,,,,
FULL.12.HWU.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,,,,,,,,,,,,,,,,,
FULL.12.MWD.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,,,,,,,,,,,,,,,,,
FULL.12.SWN.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,,,,,,,,,,,,,,,,,
FULL.12.SWP.PN,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
FULL.12.SWP.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,,,,,,,,,,,,,,,,,
LNGT.13.MWD.IW,1,HARV,Cut to Length Processor (small),0.3713,55,2.796,Forwarder (medium),0.9482,155,3.086,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.13.MWD.NC,1,HARV,Cut to Length Processor (small),0.3713,55,2.796,Forwarder (medium),0.9482,155,3.086,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.13.SWN.IW,1,HARV,Cut to Length Processor (small),0.3713,55,2.796,Forwarder (medium),0.9482,155,3.086,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.13.SWN.NC,1,HARV,Cut to Length Processor (small),0.3713,55,2.796,Forwarder (medium),0.9482,155,3.086,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.13.SWP.IW,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
LNGT.13.SWP.IW,1,HARV,Cut to Length Processor (small),0.3713,55,2.796,Forwarder (medium),0.9482,155,3.086,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.13.SWP.NC,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
LNGT.13.SWP.NC,1,HARV,Cut to Length Processor (small),0.3713,55,2.796,Forwarder (medium),0.9482,155,3.086,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.13.SWP.NE,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
LNGT.13.SWP.NE,1,HARV,Cut to Length Processor (small),0.3713,55,2.796,Forwarder (medium),0.9482,155,3.086,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.14.MWD.IW,1,HARV,Cut to Length Processor (large),0.7545,185,2.796,Forwarder (large),0.6933,170,4.628,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.14.MWD.NC,1,HARV,Cut to Length Processor (large),0.7545,185,2.796,Forwarder (large),0.6933,170,4.628,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.14.SWN.IW,1,HARV,Cut to Length Processor (large),0.7545,185,2.796,Forwarder (large),0.6933,170,4.628,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.14.SWN.NC,1,HARV,Cut to Length Processor (large),0.7545,185,2.796,Forwarder (large),0.6933,170,4.628,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.14.SWN.NE,1,HARV,Cut to Length Processor (large),0.7545,185,2.796,Forwarder (large),0.6933,170,4.628,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.14.SWP.IW,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
LNGT.14.SWP.IW,1,HARV,Cut to Length Processor (large),0.7545,185,2.796,Forwarder (large),0.6933,170,4.628,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.14.SWP.NC,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
LNGT.14.SWP.NC,1,HARV,Cut to Length Processor (large),0.7545,185,2.796,Forwarder (large),0.6933,170,4.628,,,,,,,,,,,,,,,,,,,,,,,,,
LNGT.14.SWP.NE,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
LNGT.14.SWP.NE,1,HARV,Cut to Length Processor (large),0.7545,185,2.796,Forwarder (large),0.6933,170,4.628,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.01.HWL.IW,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.01.HWL.NC,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.01.HWL.NE,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.01.HWL.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.01.HWU.IW,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.01.HWU.NC,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.01.HWU.NE,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.01.HWU.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.02.HWU.IW,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.02.HWU.NC,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.02.HWU.NE,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.02.HWU.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.MWD.IW,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.MWD.NE,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.MWD.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.MWD.S,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.SWN.IW,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.SWN.NE,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.SWN.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.SWP.IW,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.03.SWP.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.HWL.IW,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.HWL.NC,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.HWL.NE,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.HWL.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.HWL.S,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.HWU.S,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.MWD.IW,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.MWD.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.SWP.IW,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.04.SWP.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.05.HWL.S,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.05.HWU.S,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.05.SWN.NC,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.05.SWN.S,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.06.MWD.NE,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.06.MWD.S,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.06.SWN.IW,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
