bdgt_id,bdgtyr,opertype,oper01_DT,fuel01_DT,powr01_DT,capc01_DT,oper02_DT,fuel02_DT,powr02_DT,capc02_DT,oper03_DT,fuel03_DT,powr03_DT,capc03_DT,oper04_DT,fuel04_DT,powr04_DT,capc04_DT,oper05_DT,fuel05_DT,powr05_DT,capc05_DT,oper01_AC,fuel01_AC,powr01_AC,capc01_AC,oper02_AC,fuel02_AC,powr02_AC,capc02_AC,n_AC,p2o5_AC,k2o_AC,lime_AC,herb_AC
RESD.06.SWN.NE,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.07.SWP.NC,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.07.SWP.NE,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.07.SWP.S,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.08.SWN.NC,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.08.SWN.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.08.SWN.S,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.08.SWP.NC,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.08.SWP.NE,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.08.SWP.S,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.09.MWD.NC,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.10.MWD.NC,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.11.HWL.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.11.HWU.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.11.MWD.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.11.SWN.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.11.SWP.PN,1,HARV,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.12.HWL.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.12.HWU.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.12.MWD.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.12.SWN.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
RESD.12.SWP.PN,1,HARV,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,,,,,,,,,
TREE.11.HWL.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,
TREE.11.HWU.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,
TREE.11.MWD.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,
TREE.11.SWN.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,
TREE.11.SWP.PN,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.11.SWP.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (thin),0.0614,3.4,2.376,Loader (medium),0.4134,174,12.343,Skyline (medium),1.4096,250,3.348,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,
TREE.12.HWL.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,
TREE.12.HWU.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,
TREE.12.MWD.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,
TREE.12.SWN.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,
TREE.12.SWP.PN,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.12.SWP.PN,1,HARV,Chainsaw Delimbing,0.0124,3.4,5.188,Hand Felling (CC),0.0573,3.4,2.376,Loader (large),0.2315,174,6.643,Skyline (large),0.813,400,9.288,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,
TREE.15.HWL.IW,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWL.NC,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWL.NE,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWL.PN,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWL.S,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWU.IW,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWU.NC,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWU.NE,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWU.PN,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.HWU.S,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.MWD.IW,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.MWD.NC,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.MWD.NE,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.MWD.PN,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.MWD.S,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWN.IW,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWN.NC,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWN.NE,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWN.PN,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWN.S,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWP.IW,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.15.SWP.IW,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWP.NC,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.15.SWP.NC,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWP.NE,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.15.SWP.NE,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWP.PN,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.15.SWP.PN,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.15.SWP.S,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.15.SWP.S,1,HARV,Feller Buncher (medium),0.2381,180,15.428,Grapple Skidder (medium),0.6362,130,3.857,Loader (medium),0.4134,174,12.343,Whole Tree Chipper (medium),0.225,450,30.612,,,,,,,,,,,,,,,,,
TREE.16.HWL.IW,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWL.NC,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWL.NE,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWL.PN,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWL.S,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWU.IW,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWU.NC,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWU.NE,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWU.PN,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.HWU.S,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.MWD.IW,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.MWD.NC,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.MWD.NE,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.MWD.PN,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.MWD.S,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWN.IW,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWN.NC,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWN.NE,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWN.PN,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWN.S,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWP.IW,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.16.SWP.IW,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWP.NC,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.16.SWP.NC,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWP.NE,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.16.SWP.NE,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWP.PN,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.16.SWP.PN,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
TREE.16.SWP.S,1,ESTC,,,,,,,,,,,,,,,,,,,,,Burn and Hand Plant,1,,,D6 Crawler Tractor,5.6,200,4,40,25,0,0,0.1875
TREE.16.SWP.S,1,HARV,Feller Buncher (large),0.1952,215,18.514,Grapple Skidder (large),0.6322,155,4.628,Loader (large),0.2315,174,6.643,Whole Tree Chipper (large),0.2812,750,40.816,,,,,,,,,,,,,,,,,
