bdgt_id,crop,till,bdgtyr,operunit,opertype,polyfrr,oper01ac,fuel01_galac,powr01_hpac,time01_hrac,oper02ac,fuel02_galac,powr02_hpac,time02_hrac,oper03ac,fuel03_galac,powr03_hpac,time03_hrac,n_lbac,p2o5_lbac,k2o_lbac,lime_lbac,n_lbdt,p2o5_lbdt,k2o_lbdt,lime_lbdt,herb_lbac,insc_lbac,othr_lbac
BA.CT.03,Barley,CT,1,7,HRVR,3,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.03,Barley,CT,1,4,MNTC,3,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,0.065,,
BA.CT.03,Barley,CT,1,2,MNTR,3,,,,,,,,,,,,,0,0,21.9,0,1.4,2.8,26.1,0,,,
BA.CT.03,Barley,CT,1,5,HRVC,3,Combine with Row Header (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.03,Barley,CT,1,3,MNTC,3,Tractor 2wd 100 hp,0.392857143,100,0.087301587,,,,,,,,,100,0,0,0,,,,,,,
BA.CT.04,Barley,CT,1,4,MNTR,4,,,,,,,,,,,,,,,,,0,2.8,24.7,0,,,
BA.CT.04,Barley,CT,1,2,ESTC,4,Tractor 2wd 135 hp,0.642548077,135,0.105769231,,,,,,,,,90.2,0,0,0,,,,,,,
BA.CT.04,Barley,CT,1,6,HRVC,4,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.04,Barley,CT,1,3,ESTC,4,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,,,,,,,,,0.75,,
BA.CT.04,Barley,CT,1,1,ESTC,4,Tractor 2wd 160 hp,0.537556561,160,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.04,Barley,CT,1,2,MNTR,4,,,,,,,,,,,,,,,,,10.988,0,0,0,,,
BA.CT.04,Barley,CT,1,4,ESTC,4,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,0,20,30,0,,,,,,,
BA.CT.04,Barley,CT,1,7,HRVR,4,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.04,Barley,CT,1,5,MNTC,4,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.35625,,
BA.CT.04,Barley,CT,1,8,HRVR,4,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.05,Barley,CT,1,4,MNTC,5,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.25,0.15,
BA.CT.05,Barley,CT,1,7,ESTC,5,Tractor 2wd 175 hp,0.587952489,175,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.05,Barley,CT,1,3,ESTC,5,Tractor 2wd 175 hp,1.40625,175,0.178571429,,,,,,,,,,,,,,,,,,,
BA.CT.05,Barley,CT,1,1,MNTR,5,,,,,,,,,,,,,,,,,10.988,2.8,24.7,0,,,
BA.CT.05,Barley,CT,1,5,HRVC,5,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.05,Barley,CT,1,6,ESTC,5,Tractor 2wd 175 hp,0.587952489,175,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.05,Barley,CT,1,1,ESTC,5,Tractor 2wd 160 hp,0.628571429,160,0.087301587,,,,,,,,,52.93,5,5,0,,,,,,,
BA.CT.05,Barley,CT,1,8,HRVR,5,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.05,Barley,CT,1,2,ESTC,5,Tractor 2wd 175 hp,0.496323529,175,0.06302521,,,,,,,,,,,,,,,,,,,
BA.CT.05,Barley,CT,1,9,HRVR,5,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.06,Barley,CT,1,2,ESTC,6,Tractor 2wd 135 hp,0.642548077,135,0.105769231,,,,,,,,,90.2,0,0,0,,,,,,,
BA.CT.06,Barley,CT,1,6,HRVC,6,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.06,Barley,CT,1,5,MNTC,6,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.35625,,
BA.CT.06,Barley,CT,1,7,HRVR,6,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.06,Barley,CT,1,2,MNTR,6,,,,,,,,,,,,,,,,,10.988,0,0,0,,,
BA.CT.06,Barley,CT,1,8,HRVR,6,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.06,Barley,CT,1,3,ESTC,6,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,,,,,,,,,0.75,,
BA.CT.06,Barley,CT,1,4,ESTC,6,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,0,20,30,0,,,,,,,
BA.CT.06,Barley,CT,1,4,MNTR,6,,,,,,,,,,,,,,,,,0,2.8,24.7,0,,,
BA.CT.06,Barley,CT,1,1,ESTC,6,Tractor 2wd 160 hp,0.537556561,160,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.07,Barley,CT,1,6,HRVC,7,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.07,Barley,CT,1,4,ESTC,7,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,46.2,17.2,0,0,,,,,,,
BA.CT.07,Barley,CT,1,1,ESTC,7,Tractor 2wd 160 hp,0.537556561,160,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.07,Barley,CT,1,2,ESTC,7,Tractor 2wd 160 hp,0.7734375,160,0.107421875,,,,,,,,,,,,,,,,,,,
BA.CT.07,Barley,CT,1,3,ESTC,7,Tractor 2wd 160 hp,0.7734375,160,0.107421875,,,,,,,,,,,,,,,,,,,
BA.CT.07,Barley,CT,1,7,HRVR,7,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.07,Barley,CT,1,4,MNTR,7,,,,,,,,,,,,,,,,,11,2.8,24.7,0,,,
BA.CT.07,Barley,CT,1,8,HRVR,7,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.07,Barley,CT,1,5,MNTC,7,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.2375,,
BA.CT.08,Barley,CT,1,5,ESTC,8,Tractor 2wd 160 hp,1.285714286,160,0.178571429,,,,,,,,,,,,,,,,,,,
BA.CT.08,Barley,CT,1,3,MNTR,8,,,,,,,,,,,,,,,,,10.988,2.8,0,0,,,
BA.CT.08,Barley,CT,1,9,HRVR,8,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.08,Barley,CT,1,6,MNTC,8,Tractor 2wd 160 hp,0.281183432,160,0.039053254,,,,,,,,,,,,,,,,,,0.25,
BA.CT.08,Barley,CT,1,8,HRVR,8,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.08,Barley,CT,1,4,ESTC,8,Tractor 2wd 160 hp,0.453781513,160,0.06302521,,,,,,,,,,,,,,,,,,,
BA.CT.08,Barley,CT,1,2,ESTC,8,Tractor 2wd 160 hp,1.164705882,160,0.161764706,,,,,,,,,,,,,,,,,,,
BA.CT.08,Barley,CT,1,1,ESTC,8,Tractor 2wd 160 hp,1.164705882,160,0.161764706,,,,,,,,,,,,,,,,,,,
BA.CT.08,Barley,CT,1,3,ESTC,8,Tractor 2wd 160 hp,0.628571429,160,0.087301587,,,,,,,,,52.93,5,5,0,,,,,,,
BA.CT.08,Barley,CT,1,7,HRVC,8,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.09,Barley,CT,1,7,HRVR,9,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.09,Barley,CT,1,8,ESTC,9,Tractor 2wd 160 hp,0.537556561,160,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.09,Barley,CT,1,3,ESTC,9,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,52.93,19.7,0,0,,,,,,,
BA.CT.09,Barley,CT,1,4,MNTC,9,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.2375,,
BA.CT.09,Barley,CT,1,6,HRVR,9,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.09,Barley,CT,1,1,ESTC,9,Tractor 2wd 160 hp,0.453781513,160,0.06302521,,,,,,,,,,,,,,,,,,,
BA.CT.09,Barley,CT,1,5,HRVC,9,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.09,Barley,CT,1,2,ESTC,9,Tractor 2wd 160 hp,0.7734375,160,0.107421875,,,,,,,,,,,,,,,,,,,
BA.CT.09,Barley,CT,1,3,MNTR,9,,,,,,,,,,,,,,,,,10.988,2.8,0,0,,,
BA.CT.10,Barley,CT,1,7,HRVR,10,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.10,Barley,CT,1,8,ESTC,10,Tractor 2wd 160 hp,0.537556561,160,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.10,Barley,CT,1,3,MNTR,10,,,,,,,,,,,,,,,,,10.988,2.8,0,0,,,
BA.CT.10,Barley,CT,1,1,ESTC,10,Tractor 2wd 160 hp,0.453781513,160,0.06302521,,,,,,,,,,,,,,,,,,,
BA.CT.10,Barley,CT,1,4,MNTC,10,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.2375,,
BA.CT.10,Barley,CT,1,2,ESTC,10,Tractor 2wd 160 hp,0.7734375,160,0.107421875,,,,,,,,,,,,,,,,,,,
BA.CT.10,Barley,CT,1,3,ESTC,10,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,52.93,19.7,0,0,,,,,,,
BA.CT.10,Barley,CT,1,5,HRVC,10,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.10,Barley,CT,1,6,HRVR,10,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,13,HRVR,11,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,5,HRVC,11,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,8,ESTC,11,Tractor 2wd 160 hp,1.03125,160,0.143229167,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,10,ESTC,11,Tractor 2wd 100 hp,1.262755102,100,0.280612245,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,12,HRVR,11,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,9,ESTC,11,Tractor 2wd 135 hp,0.994419643,135,0.163690476,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,6,ESTC,11,Tractor 2wd 100 hp,0.473533163,100,0.105229592,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,4,MNTC,11,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.2375,,
BA.CT.11,Barley,CT,1,1,ESTC,11,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,0.25,,
BA.CT.11,Barley,CT,1,2,ESTC,11,Tractor 2wd 100 hp,0.475961539,100,0.105769231,,,,,,,,,61.5,0,0,0,,,,,,,
BA.CT.11,Barley,CT,1,7,MNTR,11,,,,,,,,,,,,,,,,,2.24,2.8,0,0,,,
BA.CT.11,Barley,CT,1,3,ESTC,11,Tractor 2wd 100 hp,0.64453125,100,0.143229167,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,11,ESTC,11,Tractor 2wd 85 hp,1.207708333,85,0.229166667,,,,,,,,,,,,,,,,,,,
BA.CT.11,Barley,CT,1,7,ESTC,11,Tractor 2wd 100 hp,0.392857143,100,0.087301587,,,,,,,,,40,50,0,0,,,,,,,
BA.CT.11,Barley,CT,1,2,MNTR,11,,,,,,,,,,,,,,,,,8.774,0,0,0,,,
BA.CT.12,Barley,CT,1,10,HRVR,12,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.12,Barley,CT,1,12,ESTC,12,Tractor 2wd 205 hp,0.990966797,205,0.107421875,,,,,,,,,,,,,,,,,,,
BA.CT.12,Barley,CT,1,9,HRVC,12,Combine - Hilside,3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.12,Barley,CT,1,6,MNTC,12,Tractor 2wd 205 hp,2.416071429,205,0.261904762,,,,,,,,,,,,,,,,,1.5,,
BA.CT.12,Barley,CT,1,1,ESTC,12,Tractor 2wd 205 hp,0.360266272,205,0.039053254,,,,,,,,,,,,,,,,,0.4321875,,
BA.CT.12,Barley,CT,1,11,HRVR,12,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.12,Barley,CT,1,2,ESTC,12,Tractor 2wd 205 hp,0.688744344,205,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.12,Barley,CT,1,13,ESTC,12,Tractor 2wd 205 hp,0.688744344,205,0.074660634,,,,,,,,,,,,,,,,,,,
BA.CT.12,Barley,CT,1,3,ESTC,12,Tractor 2wd 205 hp,0.805357143,205,0.087301587,,,,,,,,,79.998,0,0,0,,,,,,,
BA.CT.12,Barley,CT,1,3,MNTR,12,,,,,,,,,,,,,,,,,10.988,2.8,0,0,,,
BA.CT.12,Barley,CT,1,8,MNTC,12,Tractor 2wd 205 hp,0.360266272,205,0.039053254,,,,,,,,,,,,,,,,,0.03109375,,
BA.CT.12,Barley,CT,1,4,ESTC,12,Tractor 2wd 205 hp,1.359040179,205,0.147321429,,,,,,,,,,,,,,,,,,,
BA.CT.12,Barley,CT,1,7,MNTC,12,Tractor 2wd 205 hp,0.358147059,205,0.038823529,,,,,,,,,,,,,,,,,,,
BA.CT.12,Barley,CT,1,5,ESTC,12,Tractor 2wd 205 hp,1.208035714,205,0.130952381,,,,,,,,,,,,,,,,,,,
BA.CT.13,Barley,CT,1,2,ESTC,13,Tractor 2wd 135 hp,0.795535714,135,0.130952381,,,,,,,,,0,0,0,660,,,,,,,
BA.CT.13,Barley,CT,1,3,MNTR,13,,,,,,,,,,,,,,,,,11,2.8,24.7,0,,,
BA.CT.13,Barley,CT,1,1,ESTC,13,Tractor 2wd 135 hp,0.652587891,135,0.107421875,,,,,,,,,,,,,,,,,,,
BA.CT.13,Barley,CT,1,6,HRVR,13,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.CT.13,Barley,CT,1,3,MNTC,13,Tractor 2wd 100 hp,0.392857143,100,0,,,,,,,,,100,0,0,0,,,,,,,
BA.CT.13,Barley,CT,1,7,HRVR,13,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.CT.13,Barley,CT,1,4,MNTC,13,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,0.065,,
BA.CT.13,Barley,CT,1,5,HRVC,13,Combine with Row Header (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.CT.13,Barley,CT,1,3,ESTC,13,,,,,,,,,,,,,20,40,40,0,,,,,,,
BA.NT.01,Barley,NT,1,6,HRVR,1,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.NT.01,Barley,NT,1,4,MNTC,1,Tractor 2wd 135 hp,0.530357143,135,0.087301587,,,,,,,,,30.15,0,0,0,,,,,,,
BA.NT.01,Barley,NT,1,3,ESTC,1,Tractor 2wd 175 hp,2.0625,175,0.261904762,,,,,,,,,0,45,80,0,,,,,,,
BA.NT.01,Barley,NT,1,1,ESTC,1,Tractor 2wd 160 hp,0.281183432,160,0.039053254,,,,,,,,,,,,,,,,,0.19,,
BA.NT.01,Barley,NT,1,7,HRVR,1,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.NT.01,Barley,NT,1,2,ESTC,1,Tractor 2wd 100 hp,0.392857143,100,0.087301587,,,,,,,,,0,0,0,1000,,,,,,,
BA.NT.01,Barley,NT,1,4,MNTR,1,,,,,,,,,,,,,,,,,10.98,0,0,0,,,
BA.NT.01,Barley,NT,1,5,HRVC,1,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.NT.01,Barley,NT,1,3,MNTR,1,,,,,,,,,,,,,,,,,0,2.8,24.7,0,,,
BA.NT.02,Barley,NT,1,5,HRVC,2,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.NT.02,Barley,NT,1,4,MNTC,2,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.35625,,
BA.NT.02,Barley,NT,1,1,MNTR,2,,,,,,,,,,,,,,,,,10.98,0,0,0,,,
BA.NT.02,Barley,NT,1,3,MNTR,2,,,,,,,,,,,,,,,,,0,2.8,24.7,0,,,
BA.NT.02,Barley,NT,1,1,ESTC,2,Tractor 2wd 135 hp,0.530357143,135,0.087301587,,,,,,,,,90,0,0,0,,,,,,,
BA.NT.02,Barley,NT,1,2,ESTC,2,Tractor 2wd 160 hp,0.281183432,160,0.039053254,,,,,,,,,,,,,,,,,0.75,,
BA.NT.02,Barley,NT,1,7,HRVR,2,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.NT.02,Barley,NT,1,6,HRVR,2,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.NT.02,Barley,NT,1,3,ESTC,2,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,0,20,30,0,,,,,,,
BA.NT.03,Barley,NT,1,5,HRVC,3,Combine with Row Header (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.NT.03,Barley,NT,1,7,HRVR,3,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.NT.03,Barley,NT,1,2,ESTC,3,Tractor 2wd 135 hp,0.715982143,135,0.117857143,,,,,,,,,20,40,40,660,,,,,,,
BA.NT.03,Barley,NT,1,2,MNTR,3,,,,,,,,,,,,,,,,,1.4,2.8,2.8,0,,,
BA.NT.03,Barley,NT,1,3,MNTR,3,,,,,,,,,,,,,,,,,9.6,0,21.9,0,,,
BA.NT.03,Barley,NT,1,3,MNTC,3,Tractor 2wd 100 hp,0.392857143,100,0.087301587,,,,,,,,,100,0,0,0,,,,,,,
BA.NT.03,Barley,NT,1,1,ESTC,3,Tractor 2wd 160 hp,0.281183432,160,0.039053254,,,,,,,,,,,,,,,,,0.19,,
BA.NT.03,Barley,NT,1,4,MNTC,3,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,0.065,,
BA.NT.03,Barley,NT,1,6,HRVR,3,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.NT.04,Barley,NT,1,5,HRVC,4,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.NT.04,Barley,NT,1,7,HRVR,4,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.NT.04,Barley,NT,1,4,MNTC,4,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.35625,,
BA.NT.04,Barley,NT,1,6,HRVR,4,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.NT.04,Barley,NT,1,3,ESTC,4,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,,,,,,,,,,,
BA.NT.04,Barley,NT,1,1,ESTC,4,Tractor 2wd 135 hp,0.642548077,135,0.105769231,,,,,,,,,90.2,0,0,0,,,,,,,
BA.NT.04,Barley,NT,1,3,MNTR,4,,,,,,,,,,,,,,,,,0,2.8,24.7,0,,,
BA.NT.04,Barley,NT,1,1,MNTR,4,,,,,,,,,,,,,,,,,10.988,0,0,0,,,
BA.NT.04,Barley,NT,1,2,ESTC,4,Tractor 2wd 160 hp,0.281183432,160,0.039053254,,,,,,,,,,,,,,,,,0.75,,
BA.NT.04,Barley,NT,1,3,MNTC,4,,,,,,,,,,,,,0,20,30,0,,,,,,,
BA.NT.05,Barley,NT,1,3,MNTR,5,,,,,,,,,,,,,,,,,0,0,24.7,0,,,
BA.NT.05,Barley,NT,1,6,HRVR,5,Tractor 2wd 160 hp,0.7425,160,0.103125,,,,,,,,,,,,,,,,,,,
BA.NT.05,Barley,NT,1,4,MNTC,5,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.25,0.15,
BA.NT.05,Barley,NT,1,2,MNTR,5,,,,,,,,,,,,,,,,,10.988,2.8,0,0,,,
BA.NT.05,Barley,NT,1,3,ESTC,5,Tractor 2wd 175 hp,0.928125,175,0.117857143,,,,,,,,,0,0,5,0,,,,,,,
BA.NT.05,Barley,NT,1,2,ESTC,5,Tractor 2wd 160 hp,0.628571429,160,0.087301587,,,,,,,,,52.93,5,0,0,,,,,,,
BA.NT.05,Barley,NT,1,5,HRVC,5,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
BA.NT.05,Barley,NT,1,7,HRVR,5,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.NT.05,Barley,NT,1,1,ESTC,5,Tractor 2wd 160 hp,0.281183432,160,0.039053254,,,,,,,,,,,,,,,,,0.19,,
BA.NT.06,Barley,NT,1,3,ESTC,6,Tractor 2wd 160 hp,1.885714286,160,0.261904762,,,,,,,,,0,20,30,0,,,,,,,
BA.NT.06,Barley,NT,1,4,MNTC,6,Tractor 2wd 135 hp,0.237248521,135,0.039053254,,,,,,,,,,,,,,,,,0.35625,,
BA.NT.06,Barley,NT,1,7,HRVR,6,Tractor 2wd 135 hp,0.737040441,135,0.121323529,,,,,,,,,,,,,,,,,,,
BA.NT.06,Barley,NT,1,2,ESTC,6,Tractor 2wd 160 hp,0.281183432,160,0.039053254,,,,,,,,,,,,,,,,,0.75,,
BA.NT.06,Barley,NT,1,1,MNTR,6,,,,,,,,,,,,,,,,,10.988,0,0,0,,,
BA.NT.06,Barley,NT,1,5,HRVC,6,Combine (2wd),3.830357143,390,0.218253968,Single-axle Truck (2 ton),3.382936508,250,0,,,,,,,,,,,,,,,
