feedstock,tillage_type,equipment_group,rotation_year,activity,equipment_name,equipment_horsepower,resource,rate,unit_numerator,unit_denominator
corn grain,conventional tillage,7,1,establishment,tractor 2wd 175 hp,175,k2o,36,pound,acre
corn grain,conventional tillage,8,1,establishment,tractor 2wd 135 hp,135,k2o,20,pound,acre
corn grain,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,k2o,17,pound,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 160 hp,160,k2o,35,pound,acre
corn grain,no tillage,2,1,establishment,tractor 2wd 175 hp,175,k2o,46,pound,acre
corn grain,no tillage,3,1,establishment,tractor 2wd 160 hp,160,k2o,80,pound,acre
corn grain,no tillage,5,1,establishment,tractor 2wd 160 hp,160,k2o,35,pound,acre
corn grain,no tillage,6,1,establishment,tractor 2wd 100 hp,100,k2o,60,pound,acre
corn grain,no tillage,7,1,establishment,tractor 2wd 205 hp,205,k2o,36,pound,acre
corn grain,no tillage,13,1,establishment,tractor 2wd 135 hp,135,k2o,30,pound,acre
cotton,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,k2o,60,pound,acre
cotton,conventional tillage,5,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
cotton,conventional tillage,6,1,maintenance,tractor 2wd 135 hp,135,k2o,60,pound,acre
cotton,conventional tillage,7,1,maintenance,tractor 2wd 160 hp,160,k2o,60,pound,acre
cotton,conventional tillage,13,1,establishment,tractor 2wd 160 hp,160,k2o,60,pound,acre
cotton,no tillage,3,1,establishment,tractor 2wd 160 hp,160,k2o,30,pound,acre
cotton,no tillage,4,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
cotton,no tillage,5,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
cotton,no tillage,6,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
cotton,no tillage,7,1,maintenance,tractor 2wd 160 hp,160,k2o,60,pound,acre
cotton,no tillage,13,1,establishment,tractor 2wd 160 hp,160,k2o,60,pound,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 160 hp,160,k2o,138,pound,acre
hay,conventional tillage,1,3,maintenance,tractor 2wd 100 hp,100,k2o,174,pound,acre
hay,conventional tillage,1,4,maintenance,tractor 2wd 100 hp,100,k2o,174,pound,acre
hay,conventional tillage,3,1,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,3,1,establishment,tractor 2wd 85 hp,85,k2o,48,pound,acre
hay,conventional tillage,3,2,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,3,3,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,3,4,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,3,5,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,4,1,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,4,1,establishment,tractor 2wd 85 hp,85,k2o,48,pound,acre
hay,conventional tillage,4,2,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,4,3,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,4,4,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,4,5,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,5,1,establishment,tractor 2wd 100 hp,100,k2o,160,pound,acre
hay,conventional tillage,5,2,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,5,3,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,5,4,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,5,5,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,6,1,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,6,1,establishment,tractor 2wd 85 hp,85,k2o,48,pound,acre
hay,conventional tillage,6,2,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,6,3,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,6,4,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,6,5,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,7,1,establishment,tractor 2wd 100 hp,100,k2o,90,pound,acre
hay,conventional tillage,7,2,maintenance,tractor 2wd 100 hp,100,k2o,120,pound,acre
hay,conventional tillage,7,3,maintenance,tractor 2wd 100 hp,100,k2o,120,pound,acre
hay,conventional tillage,7,4,maintenance,tractor 2wd 100 hp,100,k2o,120,pound,acre
hay,conventional tillage,8,1,establishment,tractor 2wd 100 hp,100,k2o,160,pound,acre
hay,conventional tillage,8,2,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,8,3,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,8,4,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,8,5,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,9,1,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,9,1,establishment,tractor 2wd 85 hp,85,k2o,15,pound,acre
hay,conventional tillage,9,2,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,9,3,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,conventional tillage,10,2,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,conventional tillage,10,3,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,conventional tillage,10,4,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,conventional tillage,12,2,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,conventional tillage,12,3,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,conventional tillage,12,4,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,conventional tillage,13,1,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,13,1,establishment,tractor 2wd 85 hp,85,k2o,48,pound,acre
hay,conventional tillage,13,2,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,13,3,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,13,4,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,conventional tillage,13,5,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,1,1,establishment,tractor 2wd 160 hp,160,k2o,138,pound,acre
hay,no tillage,1,3,maintenance,tractor 2wd 100 hp,100,k2o,174,pound,acre
hay,no tillage,1,4,maintenance,tractor 2wd 100 hp,100,k2o,174,pound,acre
hay,no tillage,2,1,establishment,tractor 2wd 160 hp,160,k2o,138,pound,acre
hay,no tillage,2,3,maintenance,tractor 2wd 100 hp,100,k2o,174,pound,acre
hay,no tillage,2,4,maintenance,tractor 2wd 100 hp,100,k2o,174,pound,acre
hay,no tillage,3,1,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,3,1,establishment,tractor 2wd 85 hp,85,k2o,48,pound,acre
hay,no tillage,3,2,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,3,3,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,3,4,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,3,5,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,4,1,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,4,1,establishment,tractor 2wd 85 hp,85,k2o,48,pound,acre
hay,no tillage,4,2,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,4,3,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,4,4,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,4,5,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,5,1,establishment,tractor 2wd 100 hp,100,k2o,160,pound,acre
hay,no tillage,5,2,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,5,3,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,5,4,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,5,5,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,6,1,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,6,1,establishment,tractor 2wd 85 hp,85,k2o,48,pound,acre
hay,no tillage,6,2,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,6,3,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,6,4,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,6,5,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,7,1,establishment,tractor 2wd 100 hp,100,k2o,90,pound,acre
hay,no tillage,7,2,maintenance,tractor 2wd 100 hp,100,k2o,120,pound,acre
hay,no tillage,7,3,maintenance,tractor 2wd 100 hp,100,k2o,120,pound,acre
hay,no tillage,7,4,maintenance,tractor 2wd 100 hp,100,k2o,120,pound,acre
hay,no tillage,8,1,establishment,tractor 2wd 100 hp,100,k2o,160,pound,acre
hay,no tillage,8,2,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,8,3,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,8,4,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,8,5,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,9,1,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,9,1,establishment,tractor 2wd 85 hp,85,k2o,15,pound,acre
hay,no tillage,9,2,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,9,3,maintenance,tractor 2wd 85 hp,85,k2o,50,pound,acre
hay,no tillage,12,2,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,no tillage,12,3,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,no tillage,12,4,maintenance,tractor 2wd 205 hp,205,k2o,60,pound,acre
hay,no tillage,13,1,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,13,1,establishment,tractor 2wd 85 hp,85,k2o,48,pound,acre
hay,no tillage,13,2,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,13,3,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,13,4,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
hay,no tillage,13,5,maintenance,tractor 2wd 85 hp,85,k2o,39,pound,acre
oat,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
oat,conventional tillage,2,1,establishment,tractor 2wd 135 hp,135,k2o,35,pound,acre
oat,conventional tillage,3,1,establishment,tractor 2wd 100 hp,100,k2o,15,pound,acre
oat,conventional tillage,4,1,establishment,tractor 2wd 135 hp,135,k2o,35,pound,acre
oat,conventional tillage,6,1,establishment,tractor 2wd 135 hp,135,k2o,35,pound,acre
oat,conventional tillage,8,1,establishment,tractor 2wd 135 hp,135,k2o,20,pound,acre
oat,conventional tillage,10,1,establishment,tractor 2wd 135 hp,135,k2o,35,pound,acre
oat,conventional tillage,13,1,maintenance,tractor 2wd 100 hp,100,k2o,15,pound,acre
oat,no tillage,1,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
oat,no tillage,2,1,establishment,tractor 2wd 135 hp,135,k2o,35,pound,acre
oat,no tillage,3,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
oat,no tillage,4,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
oat,no tillage,5,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
oat,no tillage,6,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
oat,no tillage,7,1,maintenance,tractor 2wd 135 hp,135,k2o,5,pound,acre
oat,no tillage,10,1,establishment,tractor 2wd 135 hp,135,k2o,35,pound,acre
oat,no tillage,13,1,establishment,tractor 2wd 175 hp,175,k2o,15,pound,acre
rice,conventional tillage,3,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
rice,conventional tillage,4,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
rice,conventional tillage,6,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
rice,conventional tillage,8,1,establishment,aerial appl - fert,,k2o,15,pound,acre
rice,conventional tillage,13,1,establishment,aerial appl - fert,,k2o,15,pound,acre
rice,no tillage,3,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
rice,no tillage,4,1,establishment,tractor 2wd 100 hp,100,k2o,37.98,pound,acre
rice,no tillage,4,1,establishment,tractor 2wd 100 hp,100,k2o,12,pound,acre
rice,no tillage,6,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
rice,no tillage,8,1,establishment,aerial appl - fert,,k2o,15,pound,acre
rice,no tillage,13,1,establishment,aerial appl - fert,,k2o,15,pound,acre
sorghum,conventional tillage,2,1,establishment,tractor 2wd 160 hp,160,k2o,40,pound,acre
sorghum,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,k2o,10.5,pound,acre
sorghum,conventional tillage,4,1,establishment,tractor 2wd 135 hp,135,k2o,39.9,pound,acre
sorghum,conventional tillage,5,1,establishment,tractor 2wd 160 hp,160,k2o,40,pound,acre
sorghum,conventional tillage,6,1,establishment,tractor 2wd 135 hp,135,k2o,39.9,pound,acre
sorghum,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,k2o,40,pound,acre
sorghum,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,k2o,40,pound,acre
sorghum,no tillage,2,1,establishment,tractor 2wd 160 hp,160,k2o,40,pound,acre
sorghum,no tillage,3,1,establishment,tractor 2wd 135 hp,135,k2o,10.5,pound,acre
sorghum,no tillage,4,1,establishment,tractor 2wd 135 hp,135,k2o,39.9,pound,acre
sorghum,no tillage,5,1,establishment,tractor 2wd 135 hp,135,k2o,10.5,pound,acre
sorghum,no tillage,6,1,establishment,tractor 2wd 135 hp,135,k2o,39.9,pound,acre
sorghum,no tillage,7,1,establishment,tractor 2wd 100 hp,100,k2o,100,pound,acre
sorghum,no tillage,13,1,establishment,tractor 2wd 135 hp,135,k2o,40,pound,acre
soybean,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
soybean,conventional tillage,2,1,establishment,tractor 4wd 205 hp,205,k2o,33,pound,acre
soybean,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,k2o,80,pound,acre
soybean,conventional tillage,4,1,establishment,tractor 2wd 160 hp,160,k2o,80,pound,acre
soybean,conventional tillage,5,1,maintenance,tractor 2wd 135 hp,135,k2o,40,pound,acre
soybean,conventional tillage,6,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
soybean,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,k2o,31.2,pound,acre
soybean,conventional tillage,8,1,establishment,tractor 2wd 135 hp,135,k2o,20,pound,acre
soybean,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,k2o,65.6,pound,acre
soybean,no tillage,1,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
soybean,no tillage,2,1,establishment,tractor 4wd 205 hp,205,k2o,33,pound,acre
soybean,no tillage,3,1,establishment,tractor 2wd 160 hp,160,k2o,65.6,pound,acre
soybean,no tillage,4,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
soybean,no tillage,5,1,establishment,tractor 2wd 175 hp,175,k2o,80,pound,acre
soybean,no tillage,6,1,establishment,tractor 2wd 135 hp,135,k2o,60,pound,acre
soybean,no tillage,7,1,establishment,tractor 2wd 160 hp,160,k2o,31.2,pound,acre
soybean,no tillage,8,1,establishment,tractor 2wd 135 hp,135,k2o,20,pound,acre
soybean,no tillage,13,1,establishment,tractor 2wd 160 hp,160,k2o,65.6,pound,acre
wheat,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,k2o,60,pound,acre
wheat,conventional tillage,2,1,establishment,tractor 2wd 135 hp,135,k2o,42,pound,acre
wheat,conventional tillage,3,1,maintenance,tractor 2wd 160 hp,160,k2o,20,pound,acre
wheat,conventional tillage,5,1,maintenance,tractor 2wd 135 hp,135,k2o,20,pound,acre
wheat,conventional tillage,6,1,maintenance,tractor 2wd 135 hp,135,k2o,20,pound,acre
wheat,conventional tillage,7,1,establishment,tractor 2wd 135 hp,135,k2o,59,pound,acre
wheat,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,k2o,20,pound,acre
wheat,no tillage,1,1,establishment,tractor 2wd 175 hp,175,k2o,40,pound,acre
wheat,no tillage,2,1,establishment,tractor 2wd 135 hp,135,k2o,42,pound,acre
wheat,no tillage,3,1,maintenance,tractor 2wd 160 hp,160,k2o,20,pound,acre
wheat,no tillage,5,1,maintenance,tractor 2wd 135 hp,135,k2o,20,pound,acre
wheat,no tillage,6,1,maintenance,tractor 2wd 135 hp,135,k2o,20,pound,acre
wheat,no tillage,7,1,maintenance,tractor 2wd 205 hp,205,k2o,18,pound,acre
wheat,no tillage,13,1,establishment,tractor 2wd 135 hp,135,k2o,20,pound,acre
barley straw,conventional tillage,3,1,maintenance,,,k2o,21.9,pound,acre
barley,conventional tillage,13,1,establishment,,,k2o,40,pound,acre
barley,no tillage,4,1,maintenance,,,k2o,30,pound,acre
barley,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
barley,conventional tillage,3,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
barley,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
barley,no tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
barley,no tillage,3,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
barley,no tillage,13,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
corn grain,conventional tillage,1,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,lime,500,pound,acre
corn grain,conventional tillage,5,1,establishment,tractor 2wd 160 hp,160,lime,1000,pound,acre
corn grain,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,lime,1000,pound,acre
corn grain,conventional tillage,8,1,establishment,tractor 2wd 100 hp,100,lime,500,pound,acre
corn grain,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
corn grain,no tillage,3,1,establishment,tractor 2wd 160 hp,160,lime,500,pound,acre
corn grain,no tillage,5,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
corn grain,no tillage,7,1,establishment,tractor 2wd 205 hp,205,lime,1000,pound,acre
corn grain,no tillage,13,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
cotton,conventional tillage,5,1,establishment,tractor 2wd 135 hp,135,lime,500,pound,acre
cotton,conventional tillage,6,1,establishment,tractor 2wd 135 hp,135,lime,1000,pound,acre
cotton,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,lime,1000,pound,acre
cotton,conventional tillage,13,1,establishment,tractor 2wd 160 hp,160,lime,660,pound,acre
cotton,no tillage,3,1,establishment,tractor 2wd 160 hp,160,lime,660,pound,acre
cotton,no tillage,6,1,establishment,tractor 2wd 135 hp,135,lime,1000,pound,acre
cotton,no tillage,7,1,maintenance,tractor 2wd 160 hp,160,lime,1000,pound,acre
cotton,no tillage,13,1,establishment,tractor 2wd 160 hp,160,lime,660,pound,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,3000,pound,acre
hay,conventional tillage,3,1,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,3,1,establishment,tractor 2wd 85 hp,85,lime,700,pound,acre
hay,conventional tillage,3,2,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,3,3,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,3,4,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,3,5,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,4,1,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,4,1,establishment,tractor 2wd 85 hp,85,lime,700,pound,acre
hay,conventional tillage,4,2,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,4,3,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,4,4,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,4,5,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,5,1,establishment,tractor 2wd 100 hp,100,lime,2000,pound,acre
hay,conventional tillage,6,1,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,6,1,establishment,tractor 2wd 85 hp,85,lime,700,pound,acre
hay,conventional tillage,6,2,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,6,3,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,6,4,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,6,5,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,7,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
hay,conventional tillage,7,2,maintenance,tractor 2wd 100 hp,100,lime,1000,pound,acre
hay,conventional tillage,7,3,maintenance,tractor 2wd 100 hp,100,lime,1000,pound,acre
hay,conventional tillage,7,4,maintenance,tractor 2wd 100 hp,100,lime,1000,pound,acre
hay,conventional tillage,8,1,establishment,tractor 2wd 100 hp,100,lime,2000,pound,acre
hay,conventional tillage,13,1,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,13,1,establishment,tractor 2wd 85 hp,85,lime,2400,pound,acre
hay,conventional tillage,13,2,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,13,3,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,13,4,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,conventional tillage,13,5,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,3000,pound,acre
hay,no tillage,2,1,establishment,tractor 2wd 100 hp,100,lime,3000,pound,acre
hay,no tillage,3,1,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,3,1,establishment,tractor 2wd 85 hp,85,lime,700,pound,acre
hay,no tillage,3,2,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,3,3,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,3,4,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,3,5,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,4,1,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,4,1,establishment,tractor 2wd 85 hp,85,lime,700,pound,acre
hay,no tillage,4,2,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,4,3,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,4,4,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,4,5,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,5,1,establishment,tractor 2wd 100 hp,100,lime,2000,pound,acre
hay,no tillage,6,1,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,6,1,establishment,tractor 2wd 85 hp,85,lime,700,pound,acre
hay,no tillage,6,2,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,6,3,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,6,4,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,6,5,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,7,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
hay,no tillage,7,2,maintenance,tractor 2wd 100 hp,100,lime,1000,pound,acre
hay,no tillage,7,3,maintenance,tractor 2wd 100 hp,100,lime,1000,pound,acre
hay,no tillage,7,4,maintenance,tractor 2wd 100 hp,100,lime,1000,pound,acre
hay,no tillage,8,1,establishment,tractor 2wd 100 hp,100,lime,2000,pound,acre
hay,no tillage,13,1,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,13,1,establishment,tractor 2wd 85 hp,85,lime,700,pound,acre
hay,no tillage,13,2,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,13,3,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,13,4,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
hay,no tillage,13,5,maintenance,tractor 2wd 85 hp,85,lime,260,pound,acre
oat,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
oat,conventional tillage,3,1,establishment,tractor 2wd 100 hp,100,lime,320,pound,acre
oat,conventional tillage,7,1,establishment,tractor 2wd 205 hp,205,lime,1000,pound,acre
oat,conventional tillage,13,1,maintenance,tractor 2wd 100 hp,100,lime,320,pound,acre
oat,no tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
oat,no tillage,3,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
oat,no tillage,4,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
oat,no tillage,5,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
oat,no tillage,6,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
oat,no tillage,13,1,establishment,tractor 2wd 175 hp,175,lime,320,pound,acre
oat,no tillage,13,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
sorghum,conventional tillage,2,1,establishment,tractor 2wd 160 hp,160,lime,800,pound,acre
sorghum,conventional tillage,3,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
sorghum,conventional tillage,5,1,establishment,tractor 2wd 160 hp,160,lime,800,pound,acre
sorghum,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,lime,800,pound,acre
sorghum,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
sorghum,no tillage,2,1,establishment,tractor 2wd 160 hp,160,lime,800,pound,acre
sorghum,no tillage,3,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
sorghum,no tillage,4,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
sorghum,no tillage,5,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
sorghum,no tillage,7,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
sorghum,no tillage,13,1,establishment,tractor 2wd 135 hp,135,lime,660,pound,acre
soybean,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
soybean,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,lime,660,pound,acre
