feedstock,tillage_type,equipment_group,rotation_year,activity,equipment_name,equipment_horsepower,resource,rate,unit_numerator,unit_denominator
barley,conventional tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley straw,conventional tillage,4,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,conventional tillage,4,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,conventional tillage,4,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,5,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,conventional tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.074660634,hour,acre
barley,conventional tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.178571429,hour,acre
barley,conventional tillage,5,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,conventional tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.074660634,hour,acre
barley,conventional tillage,5,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
barley straw,conventional tillage,5,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,conventional tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.06302521,hour,acre
barley straw,conventional tillage,5,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,6,1,establishment,tractor 2wd 135 hp,135,time,0.105769231,hour,acre
barley,conventional tillage,6,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,conventional tillage,6,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,conventional tillage,6,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,conventional tillage,6,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,conventional tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,conventional tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,conventional tillage,7,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
barley,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
barley straw,conventional tillage,7,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,conventional tillage,7,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,7,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,conventional tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.178571429,hour,acre
barley straw,conventional tillage,8,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,8,1,maintenance,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley straw,conventional tillage,8,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,conventional tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.06302521,hour,acre
barley,conventional tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.161764706,hour,acre
barley,conventional tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.161764706,hour,acre
barley,conventional tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
barley,conventional tillage,8,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,conventional tillage,9,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,conventional tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,conventional tillage,9,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,conventional tillage,9,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,conventional tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.06302521,hour,acre
barley,conventional tillage,9,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,conventional tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
barley straw,conventional tillage,10,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,conventional tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.06302521,hour,acre
barley,conventional tillage,10,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,conventional tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
barley,conventional tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,conventional tillage,10,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,conventional tillage,10,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,conventional tillage,11,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,11,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 160 hp,160,time,0.143229167,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.280612245,hour,acre
barley straw,conventional tillage,11,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 135 hp,135,time,0.163690476,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.105229592,hour,acre
barley,conventional tillage,11,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.105769231,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.143229167,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 85 hp,85,time,0.229166667,hour,acre
barley,conventional tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
barley straw,conventional tillage,12,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,conventional tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.107421875,hour,acre
barley,conventional tillage,12,1,harvest,combine - hilside,390,time,0.218253968,hour,acre
barley,conventional tillage,12,1,maintenance,tractor 2wd 205 hp,205,time,0.261904762,hour,acre
barley,conventional tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.039053254,hour,acre
barley straw,conventional tillage,12,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.074660634,hour,acre
barley,conventional tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.074660634,hour,acre
barley,conventional tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.087301587,hour,acre
barley,conventional tillage,12,1,maintenance,tractor 2wd 205 hp,205,time,0.039053254,hour,acre
barley,conventional tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.147321429,hour,acre
barley,conventional tillage,12,1,maintenance,tractor 2wd 205 hp,205,time,0.038823529,hour,acre
barley,conventional tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.130952381,hour,acre
barley,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,time,0.130952381,hour,acre
barley,conventional tillage,13,1,establishment,tractor 2wd 135 hp,135,time,0.107421875,hour,acre
barley straw,conventional tillage,13,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,conventional tillage,13,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,conventional tillage,13,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
barley,conventional tillage,13,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
barley straw,no tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,1,1,maintenance,tractor 2wd 135 hp,135,time,0.087301587,hour,acre
barley,no tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.261904762,hour,acre
barley,no tillage,1,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley straw,no tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
barley,no tillage,1,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,no tillage,2,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,no tillage,2,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,no tillage,2,1,establishment,tractor 2wd 135 hp,135,time,0.087301587,hour,acre
barley,no tillage,2,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley straw,no tillage,2,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley straw,no tillage,2,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,2,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,no tillage,3,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
barley straw,no tillage,3,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,3,1,establishment,tractor 2wd 135 hp,135,time,0.117857143,hour,acre
barley,no tillage,3,1,maintenance,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
barley,no tillage,3,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley,no tillage,3,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
barley straw,no tillage,3,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,4,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,no tillage,4,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,4,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,no tillage,4,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,no tillage,4,1,establishment,tractor 2wd 135 hp,135,time,0.105769231,hour,acre
barley,no tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley straw,no tillage,5,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,5,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,no tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.117857143,hour,acre
barley,no tillage,5,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
barley,no tillage,5,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,no tillage,5,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,5,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley,no tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,no tillage,6,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,no tillage,6,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley,no tillage,6,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,no tillage,6,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,6,1,establishment,tractor 2wd 135 hp,135,time,0.105769231,hour,acre
barley,no tillage,7,1,establishment,tractor 2wd 100 hp,100,time,0.261904762,hour,acre
barley,no tillage,7,1,establishment,tractor 2wd 55 hp,55,time,0.039053254,hour,acre
barley,no tillage,7,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,no tillage,7,1,establishment,tractor 2wd 55 hp,55,time,0.039053254,hour,acre
barley straw,no tillage,7,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley,no tillage,7,1,establishment,tractor 2wd 135 hp,135,time,0.117857143,hour,acre
barley,no tillage,7,1,maintenance,tractor 2wd 55 hp,55,time,0.039053254,hour,acre
barley straw,no tillage,7,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,no tillage,8,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,8,1,maintenance,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley,no tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
barley straw,no tillage,8,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,8,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,no tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley,no tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.117857143,hour,acre
barley straw,no tillage,9,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,9,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,no tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley,no tillage,9,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,no tillage,9,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley straw,no tillage,10,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,10,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,no tillage,10,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,no tillage,10,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,no tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley,no tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.117857143,hour,acre
barley,no tillage,11,1,maintenance,tractor 2wd 100 hp,100,time,0.105769231,hour,acre
barley,no tillage,11,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,no tillage,11,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,11,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
barley,no tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
barley,no tillage,11,1,establishment,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley straw,no tillage,11,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley straw,no tillage,12,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,no tillage,12,1,maintenance,tractor 2wd 205 hp,205,time,0.261904762,hour,acre
barley straw,no tillage,12,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,no tillage,12,1,maintenance,tractor 2wd 205 hp,205,time,0.039053254,hour,acre
barley,no tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.087301587,hour,acre
barley,no tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.117857143,hour,acre
barley,no tillage,12,1,harvest,combine - hilside,390,time,0.218253968,hour,acre
barley,no tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.039053254,hour,acre
barley,no tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.074660634,hour,acre
barley,no tillage,13,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
barley,no tillage,13,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
barley,no tillage,13,1,establishment,tractor 2wd 135 hp,135,time,0.107421875,hour,acre
barley,no tillage,13,1,establishment,tractor 2wd 135 hp,135,time,0.117857143,hour,acre
barley,no tillage,13,1,maintenance,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
barley,no tillage,13,1,establishment,tractor 2wd 205 hp,205,time,0.039053254,hour,acre
barley straw,no tillage,13,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley straw,no tillage,13,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,time,0.114583333,hour,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,diesel,1.05703125,gallon,acre
corn grain,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
corn grain,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,diesel,0.392857143,gallon,acre
corn stover,conventional tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn grain,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,lime,1000,pound,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,time,0.161132813,hour,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,diesel,1.486450195,gallon,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,time,0.261904762,hour,acre
corn stover,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn stover,conventional tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn stover,conventional tillage,2,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn stover,conventional tillage,2,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn grain,conventional tillage,2,1,maintenance,tractor 4wd 205 hp,205,time,0.087301587,hour,acre
corn grain,conventional tillage,2,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,conventional tillage,2,1,establishment,tractor 4wd 205 hp,205,time,0.114583333,hour,acre
corn grain,conventional tillage,2,1,establishment,tractor 4wd 205 hp,205,time,0.261904762,hour,acre
corn stover,conventional tillage,2,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn grain,conventional tillage,2,1,maintenance,tractor 4wd 205 hp,205,time,0.039053254,hour,acre
corn grain,conventional tillage,2,1,establishment,tractor 4wd 205 hp,205,time,0.161132813,hour,acre
corn grain,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
corn stover,conventional tillage,3,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn grain,conventional tillage,3,1,maintenance,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
corn stover,conventional tillage,3,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn grain,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
corn stover,conventional tillage,3,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn grain,conventional tillage,3,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
corn grain,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
corn grain,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
corn grain,conventional tillage,3,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
corn grain,conventional tillage,4,1,maintenance,tractor 2wd 160 hp,160,time,0.12810559,hour,acre
corn grain,conventional tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
corn stover,conventional tillage,4,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn grain,conventional tillage,4,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn stover,conventional tillage,4,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn grain,conventional tillage,4,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
corn grain,conventional tillage,4,1,maintenance,tractor 2wd 160 hp,160,time,0.12810559,hour,acre
corn grain,conventional tillage,4,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
corn grain,conventional tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
corn grain,conventional tillage,4,1,maintenance,tractor 2wd 100 hp,100,time,0.105769231,hour,acre
corn grain,conventional tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
corn grain,conventional tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
corn stover,conventional tillage,4,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn grain,conventional tillage,5,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
corn grain,conventional tillage,5,1,maintenance,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
corn stover,conventional tillage,5,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn stover,conventional tillage,5,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn grain,conventional tillage,5,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
corn stover,conventional tillage,5,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn grain,conventional tillage,5,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
corn grain,conventional tillage,5,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
corn grain,conventional tillage,5,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,conventional tillage,6,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn stover,conventional tillage,6,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn grain,conventional tillage,6,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
corn grain,conventional tillage,6,1,maintenance,tractor 2wd 160 hp,160,time,0.12810559,hour,acre
corn grain,conventional tillage,6,1,maintenance,tractor 2wd 100 hp,100,time,0.105769231,hour,acre
corn grain,conventional tillage,6,1,maintenance,tractor 2wd 160 hp,160,time,0.12810559,hour,acre
corn stover,conventional tillage,6,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn stover,conventional tillage,6,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn grain,conventional tillage,6,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
corn grain,conventional tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
corn grain,conventional tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
corn grain,conventional tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
corn grain,conventional tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
corn stover,conventional tillage,7,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn grain,conventional tillage,7,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,conventional tillage,7,1,maintenance,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
corn stover,conventional tillage,7,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn grain,conventional tillage,7,1,establishment,tractor 2wd 175 hp,175,time,0.107421875,hour,acre
corn stover,conventional tillage,7,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn grain,conventional tillage,7,1,establishment,tractor 2wd 175 hp,175,time,0.261904762,hour,acre
corn grain,conventional tillage,7,1,maintenance,tractor 2wd 175 hp,175,time,0.12810559,hour,acre
corn grain,conventional tillage,7,1,establishment,tractor 2wd 175 hp,175,time,0.074660634,hour,acre
corn grain,conventional tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
corn stover,conventional tillage,8,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn stover,conventional tillage,8,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn grain,conventional tillage,8,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,conventional tillage,8,1,maintenance,tractor 2wd 135 hp,135,time,0.12810559,hour,acre
corn grain,conventional tillage,8,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
corn stover,conventional tillage,8,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn grain,conventional tillage,8,1,establishment,tractor 2wd 100 hp,100,time,0.06302521,hour,acre
corn grain,conventional tillage,8,1,maintenance,tractor 2wd 100 hp,100,time,0.105769231,hour,acre
corn grain,conventional tillage,8,1,establishment,tractor 2wd 135 hp,135,time,0.107421875,hour,acre
corn grain,conventional tillage,8,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
corn grain,conventional tillage,8,1,establishment,tractor 2wd 135 hp,135,time,0.261904762,hour,acre
corn grain,conventional tillage,8,1,establishment,tractor 2wd 135 hp,135,time,0.074660634,hour,acre
