feedstock,tillage_type,equipment_group,rotation_year,activity,equipment_name,equipment_horsepower,resource,rate,unit_numerator,unit_denominator
corn stover,no tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
corn grain,no tillage,1,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
corn stover,no tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn stover,no tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
corn grain,no tillage,1,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
corn grain,no tillage,1,1,maintenance,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 160 hp,160,time,0.130952381,hour,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 160 hp,160,time,0.184151786,hour,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 160 hp,160,time,0.342039801,hour,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,2,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,2,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,3,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,3,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,3,maintenance,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,4,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 85 hp,85,time,0.2578125,hour,acre
hay,conventional tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,conventional tillage,1,4,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,conventional tillage,1,4,maintenance,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
hay,no tillage,1,1,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,1,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,1,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,1,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,1,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,1,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,1,establishment,tractor 2wd 160 hp,160,time,0.336734694,hour,acre
hay,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,2,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,2,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,2,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,3,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,3,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,3,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,3,maintenance,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,4,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,4,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.572916667,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 160 hp,160,time,0.169230769,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 85 hp,85,time,0.171875,hour,acre
hay,no tillage,1,4,harvest,tractor 2wd 100 hp,100,time,0.229166667,hour,acre
hay,no tillage,1,4,maintenance,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
oat,conventional tillage,1,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
oat,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.280612245,hour,acre
oat,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.161132813,hour,acre
oat,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.074660634,hour,acre
oat,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
oat,no tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
oat,no tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
oat,no tillage,1,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
oat,no tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.336734694,hour,acre
oat,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
oat,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
pasture intense,no tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
pasture intense,no tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.169230769,hour,acre
pasture intense,no tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.1375,hour,acre
pasture intense,no tillage,1,1,maintenance,tractor 2wd 55 hp,55,time,0.042091837,hour,acre
soybean,conventional tillage,1,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
soybean,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.280612245,hour,acre
soybean,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
soybean,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.161132813,hour,acre
soybean,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.074660634,hour,acre
soybean,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
soybean,no tillage,1,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
soybean,no tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.336734694,hour,acre
soybean,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
soybean,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
wheat straw,conventional tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
wheat straw,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
wheat,conventional tillage,1,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
wheat,conventional tillage,1,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
wheat,conventional tillage,1,1,establishment,tractor 2wd 135 hp,135,time,0.130952381,hour,acre
wheat,conventional tillage,1,1,establishment,tractor 2wd 135 hp,135,time,0.161132813,hour,acre
wheat,conventional tillage,1,1,establishment,tractor 2wd 135 hp,135,time,0.161132813,hour,acre
wheat,conventional tillage,1,1,establishment,tractor 2wd 135 hp,135,time,0.074660634,hour,acre
wheat,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
wheat straw,no tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
wheat straw,no tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
wheat,no tillage,1,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
wheat,no tillage,1,1,maintenance,tractor 2wd 205 hp,205,time,0.087301587,hour,acre
wheat,no tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.336734694,hour,acre
wheat,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
wheat,no tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
oat,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.121323529,hour,acre
barley straw,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,diesel,0.7425,gallon,acre
barley straw,conventional tillage,1,1,harvest,tractor 2wd 135 hp,135,diesel,0.737040441,gallon,acre
barley,conventional tillage,1,1,harvest,combine (2wd),390,diesel,3.830357143,gallon,acre
barley,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,diesel,2.209821429,gallon,acre
barley,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,diesel,0.392857143,gallon,acre
barley,conventional tillage,1,1,maintenance,tractor 2wd 135 hp,135,diesel,0.530357143,gallon,acre
barley,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,diesel,1.268920898,gallon,acre
barley,conventional tillage,1,1,establishment,tractor 2wd 175 hp,175,diesel,0.587952489,gallon,acre
barley straw,no tillage,1,1,harvest,tractor 2wd 160 hp,160,diesel,0.7425,gallon,acre
barley,no tillage,1,1,maintenance,tractor 2wd 135 hp,135,diesel,0.530357143,gallon,acre
barley,no tillage,1,1,establishment,tractor 2wd 175 hp,175,diesel,2.0625,gallon,acre
barley,no tillage,1,1,establishment,tractor 2wd 160 hp,160,diesel,0.281183432,gallon,acre
barley straw,no tillage,1,1,harvest,tractor 2wd 135 hp,135,diesel,0.737040441,gallon,acre
barley,no tillage,1,1,establishment,tractor 2wd 100 hp,100,diesel,0.392857143,gallon,acre
barley,no tillage,1,1,harvest,combine (2wd),390,diesel,3.830357143,gallon,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,diesel,2.416071429,gallon,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,nitrogen,30.15,pound,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,p2o5,50,pound,acre
corn grain,conventional tillage,1,1,establishment,tractor 4wd 205 hp,205,k2o,35,pound,acre
corn stover,conventional tillage,1,1,harvest,tractor 2wd 135 hp,135,diesel,0.522070313,gallon,acre
corn grain,conventional tillage,1,1,maintenance,tractor 4wd 205 hp,205,time,0.039053254,hour,acre
corn grain,conventional tillage,1,1,maintenance,tractor 4wd 205 hp,205,diesel,0.360266272,gallon,acre
corn grain,conventional tillage,1,1,maintenance,tractor 4wd 205 hp,205,insecticide,0.45,pound,acre
corn grain,conventional tillage,1,1,maintenance,tractor 4wd 205 hp,205,time,0.039053254,hour,acre
corn stover,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,diesel,0.7425,gallon,acre
corn stover,conventional tillage,1,1,harvest,tractor 2wd 135 hp,135,diesel,0.737040441,gallon,acre
corn stover,no tillage,1,1,harvest,tractor 2wd 160 hp,160,diesel,0.7425,gallon,acre
corn grain,no tillage,1,1,maintenance,tractor 2wd 100 hp,100,diesel,0.175739645,gallon,acre
corn stover,no tillage,1,1,harvest,tractor 2wd 135 hp,135,diesel,0.522070313,gallon,acre
corn stover,no tillage,1,1,harvest,tractor 2wd 135 hp,135,diesel,0.737040441,gallon,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 160 hp,160,diesel,1.885714286,gallon,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 100 hp,100,diesel,0.175739645,gallon,acre
corn grain,no tillage,1,1,harvest,combine with row header (2wd),390,diesel,3.830357143,gallon,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 100 hp,100,diesel,0.175739645,gallon,acre
corn grain,no tillage,1,1,establishment,tractor 2wd 100 hp,100,diesel,0.392857143,gallon,acre
corn grain,no tillage,1,1,maintenance,tractor 2wd 100 hp,100,diesel,0.392857143,gallon,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 100 hp,100,diesel,2.578125,gallon,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 100 hp,100,diesel,1.03125,gallon,acre
hay,conventional tillage,1,1,maintenance,tractor 2wd 100 hp,100,diesel,0.175739645,gallon,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 100 hp,100,diesel,2.578125,gallon,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,diesel,1.218461539,gallon,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 85 hp,85,diesel,1.358671875,gallon,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 160 hp,160,diesel,1.218461539,gallon,acre
hay,conventional tillage,1,1,maintenance,tractor 2wd 100 hp,100,diesel,0.175739645,gallon,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 160 hp,160,diesel,0.942857143,gallon,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 160 hp,160,diesel,1.325892857,gallon,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 100 hp,100,diesel,1.03125,gallon,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,diesel,0.175739645,gallon,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 160 hp,160,diesel,2.462686567,gallon,acre
hay,conventional tillage,1,1,harvest,tractor 2wd 85 hp,85,diesel,1.358671875,gallon,acre
hay,conventional tillage,1,1,establishment,tractor 2wd 100 hp,100,diesel,0.392857143,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 160 hp,160,diesel,1.218461539,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 85 hp,85,diesel,1.358671875,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,diesel,1.03125,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,diesel,2.578125,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,diesel,2.578125,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 160 hp,160,diesel,1.218461539,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 85 hp,85,diesel,1.358671875,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,diesel,1.03125,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 160 hp,160,diesel,1.218461539,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,diesel,2.578125,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 85 hp,85,diesel,1.358671875,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,diesel,1.03125,gallon,acre
hay,conventional tillage,1,2,maintenance,tractor 2wd 100 hp,100,diesel,0.175739645,gallon,acre
hay,conventional tillage,1,2,maintenance,tractor 2wd 100 hp,100,diesel,0.175739645,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,diesel,2.578125,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 160 hp,160,diesel,1.218461539,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 85 hp,85,diesel,1.358671875,gallon,acre
hay,conventional tillage,1,2,harvest,tractor 2wd 100 hp,100,diesel,1.03125,gallon,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,diesel,2.578125,gallon,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 160 hp,160,diesel,1.218461539,gallon,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 85 hp,85,diesel,1.358671875,gallon,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,diesel,1.03125,gallon,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 160 hp,160,diesel,1.218461539,gallon,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 100 hp,100,diesel,2.578125,gallon,acre
hay,conventional tillage,1,3,harvest,tractor 2wd 85 hp,85,diesel,1.358671875,gallon,acre
