sourceTypeID,modelYearID,fuelTypeID,engTechID,fuelEngFraction
61,1960,1,1,0.085362006
61,1961,1,1,0.085362006
61,1962,1,1,0.085362006
61,1963,1,1,0.085362006
61,1964,1,1,0.085362006
61,1965,1,1,0.085362006
61,1966,1,1,0.085362006
61,1967,1,1,0.085362006
61,1968,1,1,0.085362006
61,1969,1,1,0.085362006
61,1970,1,1,0.085362006
61,1971,1,1,0.085362029
61,1972,1,1,0.085362006
61,1973,1,1,0.085361997
61,1974,1,1,0.085362008
61,1975,1,1,0.085361983
61,1976,1,1,0.085362004
61,1977,1,1,0.085362006
61,1978,1,1,0.085362004
61,1979,1,1,0.085362008
61,1980,1,1,0.085361971
61,1981,1,1,0.085362004
61,1982,1,1,0.01228148
61,1983,1,1,0.012063719
61,1984,1,1,0.005224204
61,1985,1,1,0.004996816
61,1986,1,1,0.006093059
61,1987,1,1,0.003703382
61,1988,1,1,0.003399672
61,1989,1,1,0.006022582
61,1990,1,1,0.0
61,1991,1,1,0.0
61,1992,1,1,0.00375897
61,1993,1,1,0.002892
61,1994,1,1,0.0
61,1995,1,1,0.001457095
61,1996,1,1,0.0
61,1997,1,1,2.05e-06
61,1998,1,1,0.0
61,1999,1,1,4.78e-06
61,2000,1,1,1.71e-05
61,2001,1,1,3.82e-05
61,2002,1,1,1.92e-05
61,2003,1,1,0.0
61,2004,1,1,6.16e-05
61,2005,1,1,0.0
61,2006,1,1,0.0
61,2007,1,1,0.0
61,2008,1,1,0.0
61,2009,1,1,0.0
61,2010,1,1,0.0
61,2011,1,1,0.0
61,2012,1,1,0.0
61,2013,1,1,0.0
61,2014,1,1,0.0
61,2015,1,1,0.0
61,2016,1,1,0.0
61,2017,1,1,0.0
61,2018,1,1,0.0
61,2019,1,1,0.0
61,2020,1,1,0.0
61,2021,1,1,0.0
61,2022,1,1,0.0
61,2023,1,1,0.0
61,2024,1,1,0.0
61,2025,1,1,0.0
61,2026,1,1,0.0
61,2027,1,1,0.0
61,2028,1,1,0.0
61,2029,1,1,0.0
61,2030,1,1,0.0
61,2031,1,1,0.0
61,2032,1,1,0.0
61,2033,1,1,0.0
61,2034,1,1,0.0
61,2035,1,1,0.0
61,2036,1,1,0.0
61,2037,1,1,0.0
61,2038,1,1,0.0
61,2039,1,1,0.0
61,2040,1,1,0.0
61,2041,1,1,0.0
61,2042,1,1,0.0
61,2043,1,1,0.0
61,2044,1,1,0.0
61,2045,1,1,0.0
61,2046,1,1,0.0
61,2047,1,1,0.0
61,2048,1,1,0.0
61,2049,1,1,0.0
61,2050,1,1,0.0
61,1960,2,1,0.914637994
61,1961,2,1,0.914637994
61,1962,2,1,0.914637994
61,1963,2,1,0.914637994
61,1964,2,1,0.914637994
