feed_id,sply_fips,used_qnty,avg_total_cost,avg_dist
HWLRSD,22119,2366,45.51,14.4
SWPRSD,13173,837,45.54,22.82
SWNRSD,45079,2837,45.57,22.04
SWPRSD,13069,2283,45.65,21.74
SWPRSD,51171,278,45.68,38.5
SWNRSD,45085,1881,45.69,20.4
MIXRSD,13173,204,45.77,22.82
HWURSD,51079,771,45.81,18.39
SWNRSD,41071,6351,45.82,25.71
MIXRSD,13069,2855,45.87,21.74
MIXRSD,45079,5957,45.93,22.04
SWPRSD,45017,1442,46.04,25.28
MIXRSD,23031,10853,46.11,15.47
SWNRSD,12033,1214,46.16,25.75
SWPRSD,12033,2405,46.16,25.75
HWURSD,28029,6249,46.17,20.19
SWPRSD,1053,6235,46.20,25.6
SWNRSD,5029,4236,46.22,26.58
MIXRSD,45085,6314,46.24,20.4
SWPRSD,28057,4778,46.33,37.95
HWURSD,51139,1419,46.42,20.75
SWNRSD,1053,4378,46.43,25.6
SWNRSD,51165,1289,46.51,24.89
HWLRSD,23031,15604,46.53,15.47
SWPRSD,13155,535,46.59,28.02
SWNRSD,41051,3452,46.61,31.07
HWLRSD,51139,1684,46.62,20.75
MIXRSD,12033,5335,46.65,25.75
HWURSD,23031,11765,46.66,15.47
SWPRSD,22017,2577,46.70,32.23
SWNRSD,28077,6673,46.71,29.56
MIXRSD,45017,4786,46.73,25.28
MIXRSD,51165,2807,46.76,24.89
SWNRSD,28065,5294,46.85,30.38
HWLRSD,45079,682,46.86,22.04
SWPRSD,1033,1438,46.87,27.1
SWPRSD,55125,766,46.92,35.68
MIXRSD,13097,37,46.94,30.35
MIXRSD,5029,6104,46.96,26.58
HWLRSD,45085,2509,46.98,20.4
SWPRSD,23005,1880,46.99,21.68
MIXRSD,1053,2790,47.01,25.6
SWNRSD,45055,16276,47.03,29.75
SWPRSD,22015,5472,47.08,34.16
SWNRSD,13233,6772,47.10,29.75
SWPRSD,55099,51,47.10,36.46
SWPRSD,28077,917,47.10,29.56
HWURSD,13173,1658,47.11,22.82
SWNRSD,22017,12287,47.13,32.23
SWPRSD,13233,1007,47.14,29.75
SWNRSD,1033,1809,47.19,27.1
SWPRSD,28065,1493,47.21,30.38
SWNRSD,23005,9261,47.24,21.68
SWPRSD,13277,157,47.25,30.19
HWURSD,13069,4675,47.26,21.74
SWPRSD,45055,4612,47.36,29.75
HWLRSD,1053,417,47.40,25.6
HWLRSD,41067,326,47.42,17.24
SWNRSD,47133,742,47.43,30.42
SWNRSD,37077,9914,47.48,32.15
MIXRSD,55085,2172,47.49,23.54
SWPRSD,13065,10436,47.50,32.13
SWNRSD,13277,1348,47.51,30.19
HWLRSD,45017,1314,47.53,25.28
SWPRSD,27001,159,47.54,41.05
SWNRSD,22027,13699,47.55,32.06
SWNRSD,22015,5304,47.57,34.16
MIXRSD,28077,2878,47.59,29.56
MIXRSD,13233,2714,47.60,29.75
HWURSD,26161,769,47.69,20
HWURSD,51165,1961,47.69,24.89
HWURSD,5029,1124,47.73,26.58
SWNRSD,47151,138,47.73,31.94
MIXRSD,13065,1539,47.73,32.13
SWNRSD,13065,1572,47.76,32.13
MIXRSD,1033,2336,47.84,27.1
SWPRSD,22027,4347,47.94,32.06
MIXRSD,23005,16428,47.97,21.68
MIXRSD,28065,4875,47.98,30.38
SWPRSD,1003,8515,48.05,32.77
SWNRSD,37135,5618,48.12,37.42
HWLRSD,5029,189,48.14,26.58
SWNRSD,27001,447,48.18,41.05
MIXRSD,45055,2435,48.19,29.75
HWURSD,1033,4833,48.20,27.1
MIXRSD,22017,8100,48.21,32.23
SWNRSD,1003,8297,48.28,32.77
SWPRSD,13075,35,48.29,32.76
SWNRSD,13223,9899,48.31,37.9
SWNRSD,51113,555,48.32,33.19
MIXRSD,22015,7849,48.44,34.16
MIXRSD,51113,1486,48.45,33.19
MIXRSD,13075,1477,48.52,32.76
HWLRSD,23005,8499,48.52,21.68
HWURSD,13233,1098,48.56,29.75
SWNRSD,13075,628,48.56,32.76
HWLRSD,47133,388,48.56,30.42
SWPRSD,13223,750,48.58,37.9
MIXRSD,22027,16518,48.61,32.06
HWURSD,28077,1527,48.61,29.56
MIXRSD,47151,1083,48.63,31.94
HWURSD,23005,2724,48.63,21.68
SWNRSD,28129,9093,48.65,38.29
SWPRSD,1079,1463,48.67,31.89
SWNRSD,28057,4791,48.67,37.95
SWPRSD,1035,3611,48.68,40.49
HWURSD,55085,14690,48.69,23.54
HWURSD,28065,436,48.72,30.38
MIXRSD,48159,1874,48.72,33.53
MIXRSD,1003,18489,48.73,32.77
HWLRSD,21053,815,48.74,31.99
HWLRSD,47151,4038,48.78,31.94
HWURSD,55069,7122,48.78,23.94
SWNRSD,37157,6723,48.79,38.04
SWNRSD,1111,18097,48.79,38.07
SWPRSD,13149,1680,48.81,37.64
SWPRSD,1015,1099,48.82,38.42
MIXRSD,37077,9815,48.84,32.15
SWNRSD,53011,4412,48.87,40.76
SWNRSD,51171,523,48.89,38.5
HWURSD,47133,979,48.93,30.42
HWLRSD,55085,14310,48.93,23.54
MIXRSD,26125,913,48.98,26.05
HWLRSD,55069,29517,49.00,23.94
MIXRSD,51171,1570,49.02,38.5
SWPRSD,45063,1551,49.05,38.08
SWPRSD,28129,1252,49.06,38.29
SWNRSD,1015,1642,49.07,38.42
SWNRSD,13149,3046,49.12,37.64
HWLRSD,41071,489,49.13,25.71
HWLRSD,22017,11439,49.15,32.23
HWURSD,21053,574,49.15,31.99
HWURSD,47151,2497,49.15,31.94
MIXRSD,28129,2278,49.16,38.29
SWNRSD,28121,10204,49.18,39.11
HWURSD,48159,3935,49.19,33.53
SWNRSD,5129,1400,49.21,40.58
MIXRSD,13223,1130,49.23,37.9
SWPRSD,13017,2067,49.24,38.78
HWLRSD,1003,1878,49.25,32.77
HWURSD,22027,3720,49.26,32.06
SWNRSD,45063,8478,49.26,38.08
MIXRSD,28057,5785,49.27,37.95
SWNRSD,41005,29233,49.28,41.93
MIXRSD,13149,3312,49.28,37.64
SWPRSD,45061,1226,49.30,42.05
SWPRSD,28121,720,49.33,39.11
MIXRSD,1035,6250,49.36,40.49
SWNRSD,28031,3079,49.36,41.69
MIXRSD,1079,2935,49.38,31.89
SWPRSD,47035,2267,49.43,39.15
MIXRSD,37135,5936,49.44,37.42
MIXRSD,1015,7194,49.45,38.42
MIXRSD,13017,805,49.47,38.78
SWNRSD,45061,2241,49.51,42.05
HWURSD,37077,2149,49.54,32.15
SWNRSD,51137,335,49.54,51.22
SWNRSD,28085,10736,49.57,45.51
HWLRSD,22015,443,49.58,34.16
MIXRSD,45063,11675,49.62,38.08
MIXRSD,28121,5060,49.62,39.11
SWNRSD,47035,3370,49.64,39.15
SWNRSD,5105,8028,49.66,41.54
HWURSD,26125,1161,49.69,26.05
SWPRSD,45027,2540,49.69,40.63
SWNRSD,37001,4345,49.70,41.8
SWPRSD,13299,6166,49.72,41.21
MIXRSD,1111,6608,49.73,38.07
SWNRSD,13121,5739,49.75,47.92
SWNRSD,51003,4093,49.76,43.34
HWLRSD,37077,213,49.77,32.15
MIXRSD,28031,3090,49.77,41.69
SWPRSD,28031,882,49.79,41.69
SWPRSD,45075,2631,49.81,40.4
MIXRSD,37157,10203,49.81,38.04
SWNRSD,37063,5105,49.81,38.59
SWPRSD,47129,1453,49.82,41.75
SWNRSD,27017,1329,49.86,39.24
SWNRSD,13299,172,49.86,41.21
SWPRSD,13005,3294,49.86,40.21
SWPRSD,53011,82,49.87,40.76
HWLRSD,1035,1307,49.88,40.49
SWNRSD,47129,91,49.89,41.75
SWNRSD,45027,1708,49.90,40.63
HWLRSD,41051,376,49.91,31.07
HWURSD,13223,188,49.99,37.9
SWNRSD,13005,978,50.00,40.21
HWURSD,51171,2661,50.02,38.5
SWNRSD,45075,6469,50.02,40.4
HWURSD,1079,3867,50.04,31.89
SWNRSD,5045,378,50.08,46.58
HWURSD,37135,1271,50.08,37.42
SWPRSD,28141,4371,50.10,49.86
SWPRSD,28085,2453,50.10,45.51
SWNRSD,37181,1452,50.11,46.28
HWURSD,1015,854,50.12,38.42
HWURSD,13149,452,50.12,37.64
MIXRSD,45061,210,50.12,42.05
SWPRSD,1099,8149,50.13,42
SWPRSD,37063,577,50.17,38.59
SWPRSD,51083,916,50.18,39.38
SWPRSD,5105,3976,50.19,41.54
SWNRSD,30031,13799,50.22,45.43
HWLRSD,37135,502,50.31,37.42
SWNRSD,51157,1344,50.31,43.62
SWPRSD,1077,251,50.33,38.24
MIXRSD,13005,1269,50.34,40.21
MIXRSD,45027,3753,50.35,40.63
HWURSD,1111,7954,50.36,38.07
MIXRSD,5129,1245,50.36,40.58
SWNRSD,1099,4304,50.36,42
MIXRSD,47035,1295,50.37,39.15
MIXRSD,13299,3044,50.41,41.21
SWNRSD,28049,3895,50.41,46.63
MIXRSD,45075,8404,50.43,40.4
SWPRSD,51143,582,50.44,44.29
SWNRSD,51083,1054,50.46,39.38
SWPRSD,1093,6495,50.46,41.63
HWURSD,28057,3949,50.47,37.95
HWURSD,37157,4026,50.51,38.04
SWPRSD,13185,844,50.53,43.52
HWURSD,28129,130,50.56,38.29
MIXRSD,13121,2413,50.57,47.92
SWNRSD,1077,1232,50.60,38.24
MIXRSD,55125,4813,50.66,35.68
SWNRSD,22061,14638,50.67,51.11
SWPRSD,51003,1268,50.68,43.34
MIXRSD,5105,2527,50.69,41.54
SWNRSD,51015,1950,50.69,44.88
MIXRSD,47129,3647,50.71,41.75
SWNRSD,51143,2147,50.72,44.29
MIXRSD,1099,4523,50.73,42
SWPRSD,28117,3947,50.74,56.89
MIXRSD,51083,12749,50.76,39.38
MIXRSD,13185,2566,50.76,43.52
HWURSD,28121,5183,50.77,39.11
MIXRSD,37063,5178,50.77,38.59
MIXRSD,28085,10047,50.78,45.51
HWLRSD,45061,67,50.80,42.05
SWNRSD,13185,3543,50.80,43.52
SWNRSD,1093,4432,50.82,41.63
HWLRSD,5129,693,50.85,40.58
SWPRSD,12113,6025,50.85,46.79
SWNRSD,5137,2596,50.85,47.32
HWURSD,5129,15529,50.91,40.58
SWPRSD,28049,1005,50.93,46.63
MIXRSD,37001,1644,50.93,41.8
SWNRSD,12113,1297,50.94,46.79
SWPRSD,22081,1990,50.94,50.85
MIXRSD,1093,7650,50.98,41.63
MIXRSD,51187,255,51.00,43.57
SWNRSD,21057,363,51.02,45.62
MIXRSD,51143,5235,51.03,44.29
HWLRSD,28129,143,51.13,38.29
SWPRSD,55041,812,51.14,55.34
HWURSD,47035,2739,51.14,39.15
MIXRSD,28049,3548,51.14,46.63
MIXRSD,51003,3020,51.15,43.34
SWNRSD,55041,874,51.17,55.34
SWPRSD,22061,1182,51.18,51.11
HWLRSD,45027,1023,51.19,40.63
SWNRSD,47141,1318,51.19,48.81
SWNRSD,1027,5733,51.22,49.4
SWPRSD,27061,135,51.24,55.5
SWNRSD,51109,729,51.28,58.69
SWNRSD,13077,4975,51.28,44.68
HWLRSD,27017,6670,51.28,39.24
HWLRSD,45075,2167,51.30,40.4
HWURSD,28031,665,51.30,41.69
SWPRSD,55073,948,51.30,56.72
HWLRSD,1099,1479,51.33,42
MIXRSD,33017,3756,51.33,37.11
SWPRSD,13287,2037,51.36,49.81
HWURSD,28085,3725,51.37,45.51
MIXRSD,51015,6003,51.38,44.88
HWURSD,47129,3514,51.39,41.75
HWURSD,5105,811,51.40,41.54
MIXRSD,5045,2662,51.40,46.58
SWNRSD,22013,22130,51.44,50.78
HWURSD,37063,87,51.47,38.59
SWNRSD,22081,4937,51.51,50.85
MIXRSD,12113,5161,51.53,46.79
SWNRSD,28141,5371,51.53,49.86
HWURSD,51083,7775,51.56,39.38
HWURSD,1077,3827,51.61,38.24
SWNRSD,47027,175,51.61,47.83
HWURSD,51187,177,51.62,43.57
HWURSD,51157,232,51.63,43.62
SWPRSD,51061,1278,51.64,62.68
SWNRSD,45039,19676,51.65,52.15
HWURSD,37001,2067,51.66,41.8
MIXRSD,13077,5518,51.67,44.68
MIXRSD,5137,1715,51.69,47.32
MIXRSD,47027,1181,51.69,47.83
HWLRSD,27001,10329,51.69,41.05
MIXRSD,1027,8209,51.73,49.4
HWLRSD,51083,745,51.76,39.38
SWPRSD,45039,4039,51.76,52.15
HWURSD,51015,23659,51.77,44.88
SWPRSD,22013,4034,51.79,50.78
MIXRSD,22061,8395,51.79,51.11
SWPRSD,13229,1756,51.81,49.32
HWURSD,51143,3648,51.82,44.29
HWURSD,1093,5647,51.83,41.63
HWLRSD,21057,1744,51.85,45.62
SWPRSD,23023,1900,51.87,46.05
HWLRSD,37001,427,51.90,41.8
SWPRSD,13161,3403,51.93,49.1
MIXRSD,47141,2865,51.93,48.81
SWNRSD,13229,507,51.94,49.32
SWPRSD,1133,1323,51.95,49.43
HWURSD,55125,4129,51.97,35.68
HWURSD,5045,2530,51.97,46.58
HWLRSD,51143,920,52.02,44.29
HWURSD,51003,1277,52.02,43.34
SWNRSD,33003,660,52.02,45.68
MIXRSD,22013,2040,52.03,50.78
HWURSD,26163,160,52.05,40.09
SWNRSD,51117,12993,52.06,50.12
HWLRSD,53011,8130,52.08,40.76
SWNRSD,41009,4651,52.08,51.15
HWLRSD,33017,1368,52.09,37.11
SWNRSD,13067,2876,52.09,53.18
MIXRSD,22081,1657,52.12,50.85
SWNRSD,23023,3090,52.12,46.05
MIXRSD,37181,3150,52.12,46.28
HWURSD,55099,13059,52.12,36.46
SWPRSD,13101,8385,52.13,50.55
MIXRSD,13161,602,52.15,49.1
HWURSD,27017,10810,52.17,39.24
SWNRSD,13161,1280,52.19,49.1
HWURSD,28049,2413,52.20,46.63
SWPRSD,51137,483,52.20,51.22
SWNRSD,1121,7608,52.25,53.8
HWURSD,21057,2361,52.26,45.62
SWNRSD,1133,1871,52.27,49.43
HWURSD,13077,1068,52.28,44.68
SWNRSD,51047,2005,52.28,50.24
HWLRSD,55125,20776,52.30,35.68
HWLRSD,47141,1749,52.33,48.81
MIXRSD,28141,487,52.36,49.86
HWURSD,26049,1989,52.38,40.6
SWNRSD,41053,13217,52.38,52.41
HWLRSD,5137,222,52.39,47.32
HWLRSD,55099,36381,52.41,36.46
SWPRSD,51117,2153,52.41,50.12
HWURSD,5137,18446,52.44,47.32
SWNRSD,28061,5856,52.48,53.5
HWURSD,22061,574,52.49,51.11
SWPRSD,1121,128,52.49,53.8
MIXRSD,45039,10831,52.52,52.15
SWPRSD,13321,1718,52.52,52.82
SWPRSD,51069,557,52.53,71.37
MIXRSD,1133,5612,52.55,49.43
HWURSD,1027,18698,52.56,49.4
MIXRSD,51047,1632,52.56,50.24
HWLRSD,41005,1145,52.58,41.93
HWURSD,27001,15053,52.58,41.05
SWPRSD,28061,948,52.62,53.5
SWNRSD,37081,9256,52.64,55.27
HWURSD,47141,1241,52.70,48.81
MIXRSD,51137,2423,52.71,51.22
MIXRSD,13229,1543,52.73,49.32
MIXRSD,13321,2876,52.73,52.82
SWPRSD,13071,878,52.77,52.07
MIXRSD,33003,5581,52.78,45.68
SWNRSD,13115,3314,52.79,52.19
SWPRSD,13115,735,52.81,52.19
SWPRSD,22031,3974,52.85,62.17
HWURSD,13287,523,52.94,49.81
MIXRSD,21147,2269,52.94,52.93
MIXRSD,13067,1398,52.94,53.18
SWNRSD,30067,14163,52.95,58.84
SWNRSD,21231,731,52.96,52.6
MIXRSD,51117,5411,52.99,50.12
MIXRSD,23023,3181,52.99,46.05
MIXRSD,13071,2509,53.00,52.07
SWPRSD,51089,54,53.07,52.66
HWURSD,22013,1075,53.10,50.78
SWPRSD,1097,1558,53.13,58.49
MIXRSD,21231,1809,53.15,52.6
MIXRSD,28061,7102,53.17,53.5
SWNRSD,55067,682,53.17,63.61
MIXRSD,1121,6044,53.17,53.8
SWNRSD,28117,3062,53.17,56.89
SWNRSD,22031,8113,53.19,62.17
SWNRSD,28081,3244,53.20,57.28
HWURSD,28141,2854,53.23,49.86
SWNRSD,28091,13754,53.24,57.38
SWNRSD,27061,2856,53.25,55.5
HWURSD,1133,2364,53.28,49.43
HWLRSD,23023,2823,53.29,46.05
SWNRSD,51089,3730,53.35,52.66
SWNRSD,1097,4298,53.36,58.49
MIXRSD,47087,394,53.37,52.81
MIXRSD,13115,10076,53.39,52.19
SWNRSD,47087,153,53.40,52.81
HWLRSD,22081,1772,53.44,50.85
HWURSD,13161,160,53.50,49.1
HWURSD,23023,2565,53.51,46.05
MIXRSD,28081,1675,53.51,57.28
SWNRSD,23001,7752,53.53,48.03
HWURSD,51137,2494,53.55,51.22
SWPRSD,48203,170,53.55,61.43
HWURSD,51047,478,53.56,50.24
MIXRSD,51089,3450,53.56,52.66
HWLRSD,33003,6989,53.58,45.68
MIXRSD,28091,2124,53.59,57.38
MIXRSD,37081,4527,53.59,55.27
SWPRSD,28091,1701,53.61,57.38
SWNRSD,28123,8868,53.66,59.56
MIXRSD,1097,7109,53.71,58.49
HWLRSD,51047,1313,53.76,50.24
SWNRSD,45009,2293,53.78,58.33
SWNRSD,37183,520,53.78,64.28
SWNRSD,48203,2216,53.80,61.43
SWNRSD,13089,2195,53.81,66.71
HWLRSD,51137,1707,53.81,51.22
HWLRSD,28061,327,53.85,53.5
SWPRSD,28123,356,53.85,59.56
SWNRSD,37037,2374,53.87,68.5
SWPRSD,45009,646,53.88,58.33
HWURSD,1121,5062,53.89,53.8
SWPRSD,1103,731,53.90,53.64
SWPRSD,13285,660,53.93,59.09
SWPRSD,51109,1635,53.94,58.69
HWURSD,28061,4300,53.99,53.5
SWPRSD,26053,120,53.99,65.45
MIXRSD,22031,8575,54.03,62.17
SWNRSD,28089,4589,54.03,61.93
SWPRSD,13001,5857,54.04,58.51
SWNRSD,5023,8845,54.05,61.66
MIXRSD,28117,5132,54.07,56.89
SWNRSD,30007,4206,54.08,62.44
MIXRSD,28123,1837,54.14,59.56
MIXRSD,48203,9164,54.19,61.43
SWPRSD,45041,4020,54.20,59.45
SWNRSD,45071,6379,54.21,61.2
HWURSD,13115,2928,54.23,52.19
SWNRSD,13285,5672,54.25,59.09
SWPRSD,13315,2677,54.26,59.06
SWPRSD,45031,3104,54.28,63.92
SWNRSD,28021,1431,54.28,63.29
HWURSD,37081,3946,54.30,55.27
SWPRSD,28089,913,54.30,61.93
MIXRSD,23001,1219,54.30,48.03
HWLRSD,1097,1761,54.33,58.49
HWURSD,13071,1658,54.34,52.07
SWPRSD,47185,968,54.34,62.96
MIXRSD,1103,3707,54.35,53.64
SWNRSD,37185,6925,54.36,63.16
SWNRSD,45041,5564,54.38,59.45
SWPRSD,5023,1153,54.39,61.66
MIXRSD,13089,3810,54.41,66.71
SWNRSD,53015,4364,54.41,69.59
SWNRSD,26087,651,54.42,62.09
SWNRSD,30093,8662,54.44,67.72
MIXRSD,45031,1847,54.44,63.92
HWURSD,51089,2770,54.45,52.66
SWNRSD,45031,1444,54.46,63.92
SWPRSD,13027,2203,54.47,59.37
MIXRSD,13315,604,54.49,59.06
SWPRSD,13015,1838,54.49,61.67
SWNRSD,13015,10063,54.51,61.67
SWNRSD,41047,20090,54.52,64.61
SWNRSD,13315,1256,54.52,59.06
SWNRSD,27137,3100,54.58,69.09
SWPRSD,27137,3195,54.59,69.09
MIXRSD,13285,2404,54.62,59.09
MIXRSD,45009,2724,54.62,58.33
MIXRSD,13001,4368,54.62,58.51
HWURSD,48203,2920,54.65,61.43
MIXRSD,13027,1538,54.69,59.37
MIXRSD,45041,8980,54.71,59.45
SWNRSD,13027,338,54.73,59.37
HWURSD,21207,191,54.73,56.42
HWLRSD,23001,7782,54.73,48.03
MIXRSD,28089,6791,54.78,61.93
MIXRSD,45071,3059,54.78,61.2
SWNRSD,28037,3377,54.78,68.03
MIXRSD,51109,1340,54.80,58.69
SWNRSD,28063,5015,54.81,65.1
SWPRSD,13025,6575,54.81,62.53
SWPRSD,28021,400,54.81,63.29
SWPRSD,13271,4909,54.83,62.01
SWNRSD,51061,465,54.85,62.68
HWURSD,28081,1811,54.88,57.28
HWURSD,28117,894,54.88,56.89
SWPRSD,1115,1446,54.88,69.6
SWPRSD,26145,279,54.92,74.5
SWNRSD,30043,13760,54.93,66.15
SWPRSD,45057,1118,54.94,63.39
SWNRSD,28067,4473,54.94,65.43
SWNRSD,45057,9213,54.95,63.39
SWNRSD,13025,768,54.95,62.53
MIXRSD,51061,975,54.98,62.68
MIXRSD,5023,4672,55.00,61.66
MIXRSD,13271,1605,55.06,62.01
SWNRSD,22049,14800,55.09,70.73
SWNRSD,28113,6058,55.10,70.08
SWNRSD,13271,1280,55.10,62.01
MIXRSD,13015,5339,55.11,61.67
SWNRSD,28147,5288,55.11,64.96
HWURSD,28091,219,55.12,57.38
SWNRSD,1115,2627,55.13,69.6
SWNRSD,22111,18259,55.14,70.81
SWNRSD,13095,217,55.16,72.2
MIXRSD,27061,755,55.21,55.5
SWNRSD,47145,266,55.21,68.41
SWPRSD,28095,1026,55.22,63.83
MIXRSD,47185,432,55.23,62.96
SWPRSD,28037,4130,55.23,68.03
HWURSD,45009,8316,55.24,58.33
HWURSD,13285,649,55.25,59.09
SWPRSD,48365,349,55.27,67.8
HWURSD,1103,3387,55.27,53.64
HWURSD,51109,2616,55.28,58.69
HWURSD,28123,1362,55.29,59.56
SWPRSD,37185,1069,55.29,63.16
HWURSD,13089,323,55.30,66.71
SWPRSD,28063,2932,55.30,65.1
SWPRSD,45089,4795,55.34,65.47
SWPRSD,28067,1788,55.35,65.43
SWPRSD,13081,359,55.38,68.95
HWLRSD,41009,1224,55.39,51.15
SWPRSD,53015,335,55.41,69.59
SWPRSD,48213,33,55.42,65.29
HWURSD,45071,2863,55.43,61.2
MIXRSD,28037,4244,55.43,68.03
SWPRSD,28147,1178,55.45,64.96
SWPRSD,47145,298,55.45,68.41
SWNRSD,41057,23350,55.46,66.32
SWPRSD,28113,1113,55.46,70.08
SWPRSD,27021,726,55.49,75.19
SWNRSD,28095,170,55.49,63.83
MIXRSD,28063,5737,55.51,65.1
MIXRSD,13025,3322,55.52,62.53
SWPRSD,1013,5328,55.52,73.94
SWNRSD,45089,7283,55.52,65.47
SWNRSD,48365,2217,55.52,67.8
MIXRSD,1115,11493,55.53,69.6
SWPRSD,22049,5995,55.53,70.73
HWURSD,26115,160,55.55,54.15
SWPRSD,47143,764,55.55,65.25
SWNRSD,51069,1586,55.56,71.37
SWNRSD,22073,4659,55.58,75.91
HWURSD,45041,242,55.59,59.45
SWNRSD,37169,1846,55.60,68.49
MIXRSD,13081,1633,55.60,68.95
SWNRSD,1057,3268,55.63,65.8
SWPRSD,22111,5023,55.64,70.81
SWNRSD,5027,9693,55.64,66.08
SWPRSD,1057,694,55.66,65.8
HWURSD,45031,802,55.67,63.92
HWLRSD,41053,210,55.68,52.41
MIXRSD,28021,2983,55.68,63.29
HWLRSD,45071,909,55.69,61.2
HWLRSD,47185,1768,55.69,62.96
SWNRSD,5115,5122,55.70,70.44
SWPRSD,26087,609,55.70,62.09
MIXRSD,48365,5776,55.71,67.8
SWPRSD,5115,498,55.72,70.44
MIXRSD,45089,6821,55.73,65.47
HWURSD,28089,1026,55.74,61.93
SWNRSD,1013,3612,55.75,73.94
SWPRSD,27115,150,55.76,79.83
MIXRSD,45057,9072,55.77,63.39
SWPRSD,28115,1662,55.79,75.54
HWURSD,5023,13665,55.80,61.66
SWNRSD,5119,4422,55.81,73.57
MIXRSD,48213,859,55.81,65.29
HWURSD,13315,5970,55.83,59.06
SWPRSD,1019,1074,55.83,66.76
SWPRSD,47007,1492,55.83,67.15
SWNRSD,23015,6397,55.85,62.24
MIXRSD,51069,1539,55.88,71.37
MIXRSD,22111,3147,55.89,70.81
HWURSD,13015,1585,55.91,61.67
SWNRSD,1055,2200,55.91,64.17
HWURSD,55041,6731,55.91,55.34
SWPRSD,12091,3474,55.91,68.46
MIXRSD,28067,3119,55.92,65.43
MIXRSD,37185,6127,55.94,63.16
SWPRSD,55107,141,55.98,75.05
HWURSD,51061,4843,55.98,62.68
MIXRSD,28095,8472,55.99,63.83
HWURSD,47185,1143,55.99,62.96
SWPRSD,22073,2183,56.00,75.91
MIXRSD,28113,6177,56.02,70.08
HWURSD,13027,515,56.04,59.37
MIXRSD,51065,2149,56.06,65.76
SWNRSD,47007,371,56.06,67.15
SWNRSD,1019,985,56.07,66.76
HWURSD,28021,544,56.08,63.29
SWNRSD,37069,11415,56.08,66.22
SWNRSD,13113,1491,56.09,62.7
MIXRSD,22049,5034,56.11,70.73
SWNRSD,12091,1539,56.11,68.46
SWNRSD,45081,812,56.12,67.56
SWPRSD,5027,3351,56.12,66.08
SWNRSD,26053,165,56.15,65.45
MIXRSD,1055,4660,56.17,64.17
SWPRSD,12047,3514,56.17,67.94
HWURSD,1115,3278,56.18,69.6
MIXRSD,5115,3620,56.19,70.44
SWPRSD,48387,69,56.19,69.67
SWPRSD,33015,740,56.19,58.41
SWPRSD,5119,213,56.22,73.57
SWPRSD,13199,2581,56.23,66.08
MIXRSD,1013,9027,56.26,73.94
HWURSD,55073,10030,56.27,56.72
HWURSD,27061,25220,56.27,55.5
MIXRSD,28147,2313,56.27,64.96
MIXRSD,12047,917,56.28,67.94
MIXRSD,13113,2878,56.28,62.7
MIXRSD,1019,7124,56.28,66.76
SWPRSD,1025,4725,56.29,69.67
MIXRSD,33015,4934,56.34,58.41
SWPRSD,51037,513,56.38,66.82
SWPRSD,13309,1241,56.39,68.46
