feed_id,sply_fips,used_qnty,avg_total_cost,avg_dist
HWURSD,21123,868,69.90,121.79
SWNTRE,22073,2193,69.90,45.33
SWPRSD,13031,6612,69.90,126.82
SWNRSD,27005,321,69.92,139.12
SWPTRE,5029,261,69.93,43.01
MIXRSD,22103,3581,69.94,124.12
MIXTRE,47189,1301,69.94,47.41
SWNRSD,22115,4334,69.95,137.08
SWNRSD,47051,1793,69.96,121.33
MIXRSD,45013,7800,69.96,134.48
SWPTRE,1031,624,69.97,41.47
MIXTRE,51143,7077,69.99,42.42
MIXRSD,51036,1819,70.00,134.16
MIXTRE,51011,3219,70.01,43.29
SWNRSD,47063,279,70.01,136.09
SWPRSD,13103,6199,70.02,129.36
SWPRSD,1001,4729,70.02,137.91
MIXRSD,5025,3161,70.03,137.93
MIXRSD,28069,4898,70.03,125.13
HWLRSD,26139,3127,70.04,128.51
SWPRSD,51097,5652,70.04,129.15
MIXRSD,5019,6901,70.04,131.69
MIXRSD,51149,2047,70.06,129.57
HWURSD,48073,8519,70.06,125.71
SWPTRE,13197,3072,70.07,42.23
HWURSD,47139,5,70.08,116.7
MIXTRE,37091,4757,70.09,18.3
SWPRSD,1129,6559,70.10,129.36
SWNRSD,13031,1827,70.11,126.82
SWNRSD,37093,536,70.11,130.31
HWLTRE,1027,310,70.12,39.39
SWNRSD,5087,194,70.12,128.68
MIXTRE,51175,2329,70.16,42.83
HWLTRE,28063,882,70.17,41.51
HWURSD,28097,3288,70.19,131.9
MIXRSD,51175,3393,70.19,125.95
SWNRSD,37097,1214,70.20,155.9590033
HWLTRE,28153,1893,70.20,40.21
MIXRSD,28159,7878,70.20,126.89
MIXRSD,22063,10263,70.20,142.52
SWNRSD,28047,6821,70.22,133.05
HWURSD,27025,1011,70.22,125.76
HWURSD,28105,1536,70.22,117.59
SWNRSD,13103,698,70.22,129.36
MIXRSD,48403,5505,70.23,128.36
HWUTRE,28129,9822,70.23,29.69
HWURSD,54057,5168,70.24,118.94
HWLTRE,1045,785,70.25,40.92
HWLRSD,5003,1688,70.26,119.18
MIXRSD,51193,4284,70.27,124.34
SWPRSD,26121,763,70.27,154.35
MIXRSD,47029,1128,70.28,136.86
HWURSD,5003,220,70.29,119.18
HWUTRE,5135,58268,70.29,0
HWLRSD,27059,3392,70.29,122.37
HWUTRE,28153,6273,70.30,40.21
SWPTRE,1107,99945,70.30,11.04
SWPRSD,13259,7218,70.31,126.36
SWNRSD,41031,10528,70.31,134.35
HWLRSD,21213,989,70.32,123.15
HWURSD,1047,52,70.33,124.47
SWNRSD,26035,616,70.33,143.48
SWNRSD,1129,6841,70.33,129.36
HWLTRE,28083,2385,70.34,40.08
HWURSD,55075,16506,70.35,118.7
HWURSD,48225,3902,70.35,120.82
HWURSD,54093,709,70.35,119.79
MIXRSD,50005,1984,70.35,125
SWNRSD,51023,517,70.35,132.6
HWURSD,48449,3324,70.36,128.33
MIXRSD,37093,1383,70.37,130.31
MIXRSD,5087,2396,70.38,128.68
SWPTRE,45009,14871,70.38,17.01
MIXRSD,13031,4909,70.39,126.82
HWUTRE,26143,16633,70.39,28.39
MIXRSD,13099,1627,70.41,120.61
MIXRSD,51097,6161,70.41,129.15
HWURSD,48499,4727,70.42,129.58
SWNRSD,12007,111,70.43,131.23
SWPRSD,51145,217,70.43,127.43
MIXTRE,26079,2867,70.43,32.38
MIXRSD,13079,4896,70.44,133.73
MIXRSD,1001,2543,70.44,137.91
HWLRSD,37051,1929,70.45,129.1
HWLRSD,27029,9252,70.45,117.36
HWURSD,47081,6267,70.46,119.75
MIXRSD,51045,2278,70.47,126.47
MIXRSD,13269,2100,70.48,130.22
SWPRSD,28161,996,70.48,127.43
SWPRSD,55129,1303,70.48,141.02
MIXRSD,29153,3755,70.48,122.21
HWUTRE,37019,1791,70.50,42.52
MIXRSD,13103,2426,70.51,129.36
SWPRSD,1023,4346,70.51,137.84
HWLRSD,51183,2771,70.52,125.86
HWLRSD,21229,871,70.53,125.2
MIXRSD,12039,1827,70.54,123.78
HWLTRE,45007,2296,70.54,40.1
SWPTRE,5059,3242,70.54,49.8
HWLTRE,13039,3084,70.55,42.59
SWPRSD,13165,2894,70.55,131.25
SWPRSD,22125,1451,70.56,138.75
SWPRSD,13197,1429,70.56,132.52
SWPRSD,28047,1552,70.57,133.05
HWLRSD,55007,6362,70.58,118.89
SWNRSD,55001,1297,70.58,128.72
MIXRSD,12007,1910,70.60,131.23
SWPRSD,12001,3382,70.61,138.11
HWUTRE,48459,3109,70.62,41.54
MIXRSD,51023,979,70.62,132.6
HWLTRE,48459,1654,70.63,41.54
HWURSD,37193,3121,70.63,123.4
MIXRSD,1119,9942,70.63,137.43
SWNRSD,30107,2540,70.64,139.59
HWURSD,51057,7,70.64,124.15
HWLRSD,54057,3110,70.65,118.94
MIXRSD,24017,319,70.65,121.07
HWURSD,22103,568,70.66,124.12
SWPRSD,37163,2441,70.66,133.27
HWURSD,39039,1767,70.67,119.9
HWURSD,13319,4411,70.68,123.3
HWLTRE,1099,1158,70.69,42
HWURSD,37167,631,70.69,123.97
HWLRSD,27097,1654,70.69,121.34
HWURSD,1071,8505,70.70,118.17
SWPRSD,13317,1268,70.71,132.03
SWPTRE,28061,28451,70.72,14.48
HWURSD,37051,300,70.72,129.1
SWNRSD,55077,60,70.73,150.79
SWNRSD,1023,927,70.74,137.84
SWPRSD,13265,572,70.74,143.03
SWPTRE,5053,8843,70.74,47.24
SWNRSD,26013,398,70.75,128.71
HWLRSD,22103,994,70.75,124.12
SWNRSD,13165,1433,70.75,131.25
SWNRSD,26061,170,70.75,129.45
HWLRSD,54093,8045,70.76,119.79
HWURSD,5131,2293,70.76,127.96
MIXRSD,27007,295,70.76,124.42
SWNRSD,51125,473,70.76,134.54
MIXRSD,1129,13117,70.77,129.36
SWNRSD,47113,570,70.77,128.67
HWLRSD,26051,4520,70.78,129.65
HWLTRE,13065,14881,70.78,42.59
SWPRSD,28103,1823,70.78,131.29
HWUTRE,51111,16549,70.79,36.61
HWLTRE,28101,1212,70.80,43.85
MIXRSD,51121,652,70.80,124.6
HWURSD,55007,18367,70.80,118.89
SWPRSD,12041,935,70.81,138.11
SWPRSD,1045,1550,70.81,133.64
SWNRSD,12001,5422,70.81,138.11
SWNRSD,28107,2838,70.82,129.96
SWNRSD,12129,100,70.83,128.51
HWURSD,27029,9774,70.84,117.36
SWNRSD,28161,2662,70.85,127.43
HWURSD,13269,415,70.86,130.22
SWNRSD,26005,1398,70.86,129.6
MIXRSD,47113,2022,70.86,128.67
SWPTRE,45001,13795,70.87,11.02
SWNRSD,13197,904,70.87,132.52
HWLTRE,13127,2541,70.88,42.98
HWURSD,28069,4846,70.89,125.13
SWNRSD,37163,2245,70.89,133.27
SWPRSD,45007,692,70.89,138.72
HWUTRE,28101,4520,70.90,43.85
SWNTRE,50009,5497,70.92,34.67
HWURSD,13079,1299,70.92,133.73
SWPRSD,51159,841,70.93,131.39
HWURSD,51045,10276,70.93,126.47
SWPTRE,22011,154117,70.94,16.07
SWNRSD,12041,271,70.94,138.11
SWPRSD,26069,1755,70.94,151.21
MIXRSD,48467,935,70.95,146.9
SWPRSD,13253,656,70.95,132.38
SWNTRE,28005,13341,70.96,11.74
HWURSD,28159,1970,70.96,126.89
HWLRSD,50005,1881,70.96,125
MIXRSD,51145,3199,70.98,127.43
HWLRSD,51149,333,70.98,129.57
MIXRSD,47067,980,70.98,132.21
HWURSD,28155,2329,70.99,124.37
SWPRSD,51125,1691,70.99,134.54
HWLRSD,55075,7026,71.00,118.7
HWLTRE,1031,1455,71.00,41.47
HWURSD,54083,1351,71.01,121.16
SWNRSD,45007,4030,71.01,138.72
SWNRSD,13265,2088,71.02,143.03
SWNRSD,51155,314,71.02,132.91
SWPRSD,37017,1629,71.03,138.26
SWNTRE,22019,8842,71.04,48.44
SWPTRE,1065,4278,71.04,49.16
SWNRSD,50009,797,71.05,129.09
HWLRSD,47081,1065,71.05,119.75
HWURSD,48403,729,71.05,128.36
SWNRSD,28103,2893,71.05,131.29
SWPTRE,13299,56757,71.05,19.34
MIXRSD,37003,3871,71.06,134.04
HWLRSD,37093,1788,71.06,130.31
MIXRSD,47051,512,71.06,121.33
MIXTRE,42127,434,71.06,31.86
SWNTRE,28073,1599,71.06,51.66
HWURSD,5025,233,71.07,137.93
HWURSD,5019,2097,71.07,131.69
HWUTRE,48183,1704,71.07,41.81
HWUTRE,42115,506,71.07,34.81
HWLTRE,48183,692,71.08,41.81
HWURSD,16043,396,71.08,121.37
MIXRSD,22125,1196,71.08,138.75
SWPRSD,22115,10881,71.08,137.08
SWNTRE,28043,1610,71.09,49.95
MIXRSD,1023,11335,71.10,137.84
HWLTRE,13001,5933,71.11,43.88
SWNRSD,1045,861,71.11,133.64
SWNRSD,48289,3596,71.11,132.82
HWURSD,29153,5932,71.12,122.21
MIXRSD,22115,13402,71.12,137.08
SWNRSD,28019,5110,71.12,136.03
HWURSD,26051,9237,71.14,129.65
HWURSD,27059,2384,71.16,122.37
MIXRSD,37163,3207,71.16,133.27
SWNRSD,26069,121,71.16,151.21
HWLTRE,30053,2039,71.18,32.22
HWLRSD,51175,1316,71.19,125.95
HWLTRE,48063,1314,71.20,44.95
SWNRSD,51041,1784,71.20,132.92
SWNTRE,55125,5215,71.21,35.68
SWNRSD,24027,813,71.21,131.41
SWNRSD,27009,89,71.23,131.08
HWLRSD,5025,1711,71.24,137.93
HWLRSD,5019,1061,71.24,131.69
HWUTRE,1059,60109,71.25,0
SWNRSD,37017,1061,71.25,138.26
SWNTRE,28141,4551,71.25,49.86
HWURSD,1119,48,71.26,137.43
HWUTRE,26079,9523,71.26,32.38
HWUTRE,13167,14163,71.27,0
SWPRSD,13239,1324,71.28,131.16
SWPTRE,55125,197,71.28,35.68
HWLRSD,1129,1371,71.30,129.36
MIXRSD,51159,484,71.30,131.39
SWNRSD,30049,31770,71.30,141.74
HWURSD,51023,16580,71.30,132.6
MIXRSD,13197,5429,71.30,132.52
SWNRSD,28045,4177,71.31,134.12
HWLTRE,42031,773,71.31,35.02
HWURSD,22063,526,71.31,142.52
MIXRSD,1045,11017,71.32,133.64
HWURSD,5087,8093,71.32,128.68
MIXRSD,26013,376,71.32,128.71
SWPTRE,28005,61707,71.32,11.74
SWPRSD,13125,1108,71.34,141.06
SWNTRE,37101,15332,71.37,13.35
HWLRSD,51193,583,71.37,124.34
SWNRSD,47187,644,71.37,126.89
SWNRSD,26109,544,71.37,134.24
SWPRSD,12129,2381,71.37,128.51
HWLTRE,5075,1780,71.39,46.13
HWURSD,1001,29,71.39,137.91
SWPRSD,12029,7515,71.39,134.5
HWLRSD,51121,1893,71.39,124.6
SWPTRE,51009,8362,71.40,51.15
SWNRSD,48005,17624,71.41,129.02
SWNTRE,39001,1595,71.41,38.75
SWNTRE,55099,7156,71.41,36.46
HWLRSD,54083,38832,71.42,121.16
HWURSD,47029,2,71.42,136.86
HWLRSD,47113,8100,71.43,128.67
HWLTRE,28053,2140,71.43,45.64
MIXRSD,13061,1270,71.43,126.14
SWNRSD,5039,8261,71.44,134.217125
HWURSD,47051,1786,71.44,121.33
HWUTRE,42127,359,71.44,31.86
SWNRSD,22079,4241,71.44,145.19
MIXRSD,24027,1060,71.45,131.41
MIXRSD,28103,7164,71.46,131.29
SWPRSD,28019,560,71.47,136.03
HWURSD,51121,1369,71.48,124.6
MIXRSD,28047,1500,71.49,133.05
SWPTRE,37079,133,71.49,49.55
HWURSD,27097,7337,71.50,121.34
MIXRSD,12029,5440,71.50,134.5
SWNRSD,26143,51,71.50,156.23
SWPRSD,5087,76,71.50,128.68
SWPTRE,22119,1310,71.51,50.63
HWLRSD,41007,773,71.52,115.35
MIXRSD,42055,1518,71.52,136.95
MIXRSD,37035,2836,71.53,136.92
SWPRSD,12019,2074,71.54,136.17
SWNRSD,12029,1721,71.55,134.5
HWUTRE,47187,10286,71.55,2.99
SWNTRE,27017,2501,71.56,39.24
SWPTRE,13267,20196,71.57,14.62206576
SWPTRE,1037,56932,71.57,14.63
MIXTRE,51135,822,71.58,50.85
HWUTRE,23025,151020,71.58,0
MIXRSD,33005,5041,71.60,124.1
MIXRSD,47187,2385,71.60,126.89
HWLTRE,1125,632,71.61,44.85
HWLRSD,21151,3982,71.62,130.02
HWLTRE,13289,1045,71.62,48.11
SWPRSD,28149,373,71.62,151.33
HWUTRE,28043,311,71.63,49.95
HWLTRE,13003,3553,71.64,45.99
HWLRSD,47051,936,71.65,121.33
MIXTRE,47003,1036,71.65,49.89
SWPTRE,28051,10410,71.66,13.55
HWURSD,13259,3016,71.66,126.36
MIXRSD,26005,362,71.66,129.6
SWPRSD,28045,552,71.66,134.12
MIXRSD,51125,5089,71.66,134.54
SWNRSD,12019,2647,71.67,136.17
SWNRSD,48159,1610,71.67,138.61
SWNTRE,8057,69397,71.67,0
SWNRSD,26123,729,71.67,157.18
SWPTRE,12109,47375,71.68,15.69
HWLTRE,45061,3105,71.69,40.81
HWLRSD,1023,874,71.71,137.84
SWPTRE,28067,48734,71.71,14.72
SWPRSD,51041,1076,71.72,132.92
MIXRSD,12001,1993,71.72,138.11
HWLRSD,51023,74,71.73,132.6
SWPRSD,48005,3888,71.74,129.02
MIXRSD,5039,4967,71.75,135.81
SWNTRE,37065,4802,71.75,50.01
HWURSD,42055,2758,71.77,136.95
HWURSD,51145,1138,71.77,127.43
SWPRSD,26123,380,71.77,157.18
SWPRSD,23007,108,71.77,128.48
SWNTRE,23009,32209,71.78,39.68
SWPTRE,51800,7795,71.78,52
HWLTRE,45009,16064,71.79,17.01
HWURSD,48467,4543,71.79,146.9
HWURSD,12007,1167,71.80,131.23
HWUTRE,28073,4249,71.80,51.66
HWUTRE,17127,666,71.81,35.67
HWLTRE,5121,49,71.84,47.71
HWURSD,28161,3841,71.84,127.43
HWLRSD,37163,5545,71.85,133.27
HWLRSD,28047,3097,71.85,133.05
HWLTRE,13009,423,71.85,46.74
HWUTRE,48365,3597,71.85,45.78
HWLTRE,28073,1814,71.86,51.66
HWLTRE,48365,4281,71.86,45.78
HWURSD,13197,992,71.88,132.52
SWPRSD,55035,58,71.88,141.38
SWNRSD,51163,2204,71.88,136.37
HWURSD,24017,2419,71.90,121.07
SWPTRE,48351,79689,71.90,13.19
MIXRSD,13053,1973,71.91,133.0339483
SWNTRE,27001,11332,71.91,41.05
SWPRSD,13303,4589,71.91,135.12
HWUTRE,50009,8527,71.92,34.67
SWPRSD,5109,4754,71.92,134.85
HWLRSD,5087,180,71.93,128.68
SWNTRE,48351,1904,71.94,13.19
SWNTRE,23017,5598,71.95,40.19
SWNTRE,28061,11943,71.97,14.48
SWPTRE,12107,19738,71.98,17.45
SWNRSD,23007,8410,71.99,128.48
HWURSD,28047,580,71.99,133.05
SWNRSD,28043,572,71.99,151.24
MIXRSD,28019,3063,71.99,136.03
HWURSD,47113,2152,72.00,128.67
HWURSD,37003,2517,72.01,134.04
SWPRSD,27153,85,72.02,145.98
HWUTRE,51037,2896,72.03,26.86
HWLRSD,22123,1036,72.04,134.87
SWPRSD,5039,2067,72.04,133.88
SWPRSD,22079,5684,72.06,145.19
MIXRSD,51095,2739,72.08,145.42
SWNTRE,53049,34910,72.08,0.8
HWLTRE,1065,1631,72.09,49.16
HWURSD,47067,6,72.11,132.21
MIXRSD,48005,719,72.11,129.02
MIXRSD,28045,1280,72.11,134.12
SWNRSD,5075,1066,72.11,139.98
HWURSD,37163,1933,72.12,133.27
HWURSD,27007,18792,72.14,124.42
HWLRSD,42055,4863,72.14,136.95
MIXRSD,51155,1330,72.15,132.91
SWPRSD,37091,2243,72.17,136.09
SWPTRE,12121,19411,72.17,22.54
HWLTRE,45059,869,72.17,49.06
SWPTRE,51093,5938,72.18,53.43
SWPTRE,13175,36001,72.18,23.3
SWNRSD,13303,3275,72.19,135.12
SWPTRE,45065,36664,72.19,14.66729217
MIXRSD,48289,4435,72.19,132.82
HWURSD,26129,2294,72.20,136.22
HWURSD,40013,3146,72.20,127.57
HWLTRE,42047,31646,72.20,18.17
SWNRSD,21031,505,72.22,138.61
SWPRSD,55139,80,72.22,150.79
SWPRSD,37079,635,72.22,133.97
HWURSD,1045,2399,72.23,133.64
HWURSD,26063,3733,72.23,128.56
HWURSD,28103,1206,72.24,131.29
HWLRSD,26063,7454,72.25,128.56
HWUTRE,29107,330,72.25,37.6
MIXRSD,25027,9582,72.25,139.83
MIXRSD,51163,3323,72.25,136.37
SWPTRE,28015,25136,72.27,17.29
MIXTRE,27017,48,72.28,39.24
SWPRSD,54025,262,72.28,148.89
HWURSD,51159,36,72.29,131.39
HWUTRE,37129,2596,72.30,49.41
HWLRSD,47187,4118,72.31,126.89
HWURSD,13253,310,72.31,132.38
HWLTRE,42033,3334,72.32,34.69
MIXRSD,12041,1725,72.32,138.11
HWURSD,51125,1549,72.33,134.54
MIXRSD,47047,3831,72.33,136.16
SWNRSD,37091,299,72.34,136.09
HWUTRE,37085,2802,72.34,52.32
SWNRSD,27087,7,72.35,150.27
SWNRSD,47003,1694,72.35,134.61
HWUTRE,28141,5912,72.35,49.86
HWLRSD,33005,7742,72.35,124.1
MIXRSD,23007,1433,72.36,128.48
HWLRSD,27007,15933,72.36,124.42
HWURSD,39137,1012,72.37,128.21
SWPTRE,22013,15605,72.37,56.3
MIXRSD,12129,1839,72.38,128.51
MIXTRE,47081,906,72.38,51.07
MIXRSD,51041,2846,72.38,132.92
MIXTRE,51800,1226,72.40,52
SWPRSD,27087,125,72.40,150.27
HWLTRE,37129,351,72.41,49.41
SWNTRE,51019,1013,72.41,55.13
HWURSD,26005,1129,72.43,129.6
SWPRSD,51065,2129,72.43,135.98
SWPTRE,12123,61696,72.44,32.05
HWLTRE,37085,1237,72.46,52.32
HWURSD,37035,364,72.46,136.92
MIXRSD,54075,1130,72.46,124.52
SWPRSD,5079,1333,72.46,149.27
HWLRSD,50009,2213,72.46,129.09
HWURSD,28107,4521,72.47,129.96
SWPRSD,28043,1489,72.48,151.24
SWPTRE,12063,9545,72.49,33.04
MIXRSD,26061,352,72.49,129.45
SWPTRE,51019,1194,72.49,55.13
HWUTRE,55125,10164,72.50,35.68
HWUTRE,37065,149,72.50,50.01
SWNTRE,27139,231,72.50,46.7
HWLTRE,37079,522,72.51,49.55
HWURSD,24003,1800,72.51,131.01
SWNRSD,27003,189,72.51,148.46
SWNRSD,21085,253,72.51,138.11
SWNRSD,28039,1159,72.51,142.71
HWLTRE,28001,1274,72.52,49.75
HWLTRE,28035,1824,72.53,54.15
SWNTRE,28067,2387,72.53,14.72
SWNTRE,37003,2601,72.53,50.38
HWLRSD,54075,4944,72.54,124.52
HWURSD,47147,267,72.54,131.09
HWLTRE,13023,1437,72.56,50.15
HWLTRE,13165,4127,72.56,50.5
HWLTRE,13043,3020,72.57,50.42
HWLTRE,28141,257,72.57,49.86
SWPRSD,26133,883,72.60,154.84
MIXRSD,5109,6594,72.60,134.85
MIXRSD,21093,1462,72.61,141.35
SWNRSD,21093,1401,72.61,141.35
SWNTRE,48405,2612,72.62,16.16
SWPTRE,48203,38092,72.62,15.81
HWURSD,26061,1898,72.62,129.45
MIXRSD,37091,3703,72.63,136.09
HWLTRE,23027,14345,72.64,37.27
SWNTRE,22091,360,72.65,56.36
HWUTRE,33009,7588,72.66,41.82
MIXRSD,13303,5377,72.66,135.12
SWPRSD,13169,460,72.66,150.02
MIXRSD,21085,1491,72.67,138.11
MIXRSD,28161,4874,72.67,154.05508
SWNTRE,22013,3188,72.69,56.3
SWPTRE,37107,1015,72.69,53.52
HWUTRE,55099,15587,72.69,36.46
SWPTRE,22091,4273,72.70,56.36
MIXRSD,13165,3748,72.70,135.5441782
MIXRSD,47003,1551,72.71,134.61
HWURSD,51155,2099,72.72,132.91
HWUTRE,37063,4323,72.74,53.18988203
MIXRSD,28043,7119,72.74,151.24
HWLTRE,17127,510,72.75,35.67
HWLTRE,21121,449,72.76,52.59
SWNRSD,26133,151,72.76,154.84
SWNRSD,51093,1264,72.76,150.63
HWLTRE,39001,586,72.77,38.75
HWLTRE,5117,1752,72.79,55.16
HWURSD,5039,1583,72.80,135.81
SWNRSD,40135,106,72.80,155.5
SWPTRE,26001,810,72.80,42.49
HWURSD,12001,2129,72.81,138.11
SWNTRE,41035,416089,72.81,0
HWLTRE,23009,34803,72.82,39.68
HWLTRE,13183,7018,72.84,50.44
HWUTRE,28035,1483,72.84,54.15
HWURSD,12029,7310,72.85,134.5
SWNTRE,26001,610,72.85,42.49
SWPTRE,26129,9654,72.85,42.71
HWUTRE,5119,18736,72.85,10.76
HWUTRE,13229,9621,72.86,8.06
SWPTRE,1053,26097,72.86,25.6
HWURSD,48289,9956,72.88,132.82
HWLRSD,26013,17528,72.89,128.71
HWLRSD,28045,2262,72.89,134.12
SWNTRE,28117,1845,72.89,56.89
HWURSD,28019,3298,72.90,136.03
SWNTRE,26129,1203,72.90,42.71
SWPRSD,28039,711,72.92,142.71
SWPTRE,12013,6410,72.92,58.03
SWNRSD,13169,7185,72.93,150.02
SWNRSD,40005,500,72.94,140.95
SWPRSD,51181,820,72.95,147.04
SWPTRE,13303,51379,72.96,19.77
HWLRSD,5039,1414,72.96,135.81
MIXRSD,13051,4183,72.96,136.89
MIXRSD,12019,3892,72.97,136.17
SWNTRE,23021,135578,72.97,38.34
HWUTRE,51143,17928,72.98,42.42
SWNTRE,28023,4892,72.99,59.61
HWLTRE,5005,340,72.99,54.54
SWNTRE,28065,2510,72.99,55.63
MIXTRE,51019,929,73.00,55.13
HWUTRE,23017,14471,73.01,40.19
HWUTRE,37051,6622,73.02,58.35
HWUTRE,27017,11706,73.03,39.24
HWURSD,28045,890,73.03,134.12
MIXRSD,40005,666,73.03,140.95
HWLTRE,13091,5500,73.04,51.1
SWPTRE,37147,2654,73.04,56.26
HWURSD,47021,1034,73.05,143.78
HWLRSD,26061,17717,73.05,129.45
HWLTRE,37091,10940,73.06,18.3
HWLRSD,21031,9941,73.06,138.61
MIXTRE,45065,1025,73.06,14.5
MIXRSD,13169,2209,73.08,150.02
SWPRSD,55033,325,73.08,149.74
SWNTRE,30023,51025,73.08,0
HWLTRE,40077,470,73.09,54.42
HWURSD,27009,1201,73.09,131.08
HWURSD,48005,434,73.09,129.02
MIXRSD,5079,1648,73.11,149.27
SWPTRE,45079,3660,73.12,60
SWNTRE,50005,1796,73.14,42.78
MIXRSD,5111,662,73.16,141.27
HWUTRE,48449,1123,73.17,52.24
HWLTRE,48449,40,73.18,52.24
HWUTRE,48457,2499,73.21,54.43
HWLRSD,23007,28241,73.23,128.48
HWLRSD,5095,429,73.23,148.72
SWPTRE,48067,70422,73.23,18.95
HWLTRE,48457,5191,73.24,54.43
MIXRSD,21005,1306,73.24,141.77
MIXTRE,26001,69,73.25,42.49
SWNRSD,53049,13167,73.26,143.5
SWNRSD,55033,248,73.27,149.74
MIXRSD,1063,6055,73.27,138.85
SWPRSD,13163,5252,73.28,142.173789
HWLRSD,47003,1752,73.28,134.61
SWPTRE,1067,4875,73.28,57.4
HWUTRE,51135,3364,73.28,50.85
HWURSD,27075,14629,73.29,128.25
SWPTRE,13053,2357,73.29,55.93
HWLRSD,21093,1056,73.29,141.35
HWLRSD,47047,5555,73.31,136.16
HWLTRE,40121,2524,73.31,55.57
HWURSD,13303,795,73.32,135.12
HWUTRE,37083,8454,73.32,59.96
MIXRSD,40127,442,73.32,139.85
HWURSD,5109,7,73.32,134.85
SWPTRE,45091,1510,73.32,55.95
HWLTRE,5119,11225,73.33,10.76
HWLRSD,21085,3483,73.34,138.11
MIXTRE,27139,120,73.34,46.7
MIXRSD,51181,4698,73.35,147.04
SWPRSD,55053,1107,73.35,152.24
HWUTRE,37163,1771,73.40,55.4
HWURSD,23007,11806,73.41,128.48
MIXTRE,37147,1303,73.43,56.26
HWUTRE,27001,18326,73.44,41.05
HWLTRE,39015,246,73.45,41.49
HWUTRE,13275,5322,73.45,8.23
HWURSD,21031,1202,73.47,138.61
SWPTRE,45069,4373,73.47,58.77
HWLRSD,5037,530,73.48,138.16
HWLRSD,27159,985,73.49,134.92
SWPRSD,1063,4130,73.50,150.5424358
SWNTRE,28159,1780,73.50,59.54
SWNRSD,13163,2526,73.51,142.19
SWNRSD,5113,5242,73.51,146.32
HWLTRE,1075,3338,73.52,55.48
SWPTRE,37007,2226,73.52,59.55
HWLTRE,21129,412,73.53,55.29
HWUTRE,51031,24370,73.54,24.77
SWPRSD,50017,3125,73.55,141.31
HWURSD,47047,3053,73.56,136.16
SWPTRE,1103,1692,73.56,53.64
SWNRSD,50017,2771,73.57,141.31
HWUTRE,13267,9530,73.58,11.21
SWPTRE,51117,5232,73.60,59.15
SWPTRE,13049,34522,73.60,31.01
SWNTRE,37007,1411,73.60,59.55
SWPTRE,1003,25936,73.61,32.77
SWPTRE,41011,74698,73.62,0
SWPTRE,12131,13668,73.63,41.82
SWNRSD,1063,4180,73.64,153.1115263
SWNTRE,22003,704,73.65,59.16
SWPRSD,22033,1532,73.65,152.22
MIXRSD,28039,3317,73.67,142.71
HWLTRE,12109,20524,73.67,15.69
HWLTRE,1097,4933,73.69,58.49
SWNRSD,55009,286,73.69,146.84
SWPRSD,26135,2195,73.70,164.86
HWUTRE,51083,15081,73.70,28.79
HWURSD,21093,312,73.70,141.35
HWLTRE,37107,5757,73.71,53.52
SWNTRE,21151,2041,73.71,63.46
SWPTRE,37041,951,73.72,61.32
HWLTRE,13033,1411,73.73,55.15
HWUTRE,28065,8801,73.73,55.63
SWPTRE,12133,25047,73.74,25.27
HWUTRE,13025,62784,73.74,11.93
HWURSD,12019,1486,73.74,136.17
SWNRSD,55053,3212,73.75,152.24
HWURSD,21085,2077,73.75,138.11
HWUTRE,37003,5557,73.75,50.38
HWLTRE,5033,1134,73.76,64.77
SWPRSD,51119,841,73.78,152.59
SWNRSD,28137,742,73.79,144.73
HWLTRE,28065,2296,73.79,55.63
HWURSD,5075,2557,73.79,139.98
HWUTRE,27171,1128,73.79,45.68
HWURSD,26109,5028,73.79,134.24
SWNRSD,1011,3277,73.79,156.49
HWLRSD,27075,7436,73.80,128.25
SWNRSD,1007,5604,73.80,146.8
HWURSD,28043,2134,73.80,151.24
HWUTRE,48037,5252,73.81,54.47
HWUTRE,1107,19453,73.82,11.04
MIXTRE,37037,3204,73.82,58.57
SWNTRE,26137,920,73.82,50.67
SWPTRE,12035,37312,73.82,30.79
SWPRSD,1067,4700,73.84,140.44
MIXRSD,5143,3310,73.85,158.46
SWNTRE,51067,1053,73.85,61.27
HWLTRE,48037,4469,73.87,54.47
HWLTRE,28023,1240,73.87,59.61
HWUTRE,37101,25586,73.87,13.35
HWUTRE,28135,8213,73.88,57.88
MIXRSD,21141,2361,73.88,142.64
SWNTRE,37131,18399,73.89,36.29238817
SWPRSD,1087,822,73.90,159.94
MIXRSD,29149,4905,73.91,137.37
HWUTRE,5049,62608,73.92,18.75
HWUTRE,28123,662,73.93,56.49
SWNRSD,53027,26849,73.93,160.02
SWPTRE,13249,2288,73.93,59.3
SWPRSD,5113,1599,73.93,146.32
MIXTRE,37135,1683,73.94,64.22
MIXRSD,13163,7286,73.95,142.19
HWLTRE,37131,17094,73.95,12.52759214
MIXTRE,37181,1621,73.95,56.86
MIXRSD,42057,2914,73.95,141.76
SWNTRE,37195,24566,73.96,22.22
SWPRSD,1011,2853,73.96,156.49
SWPTRE,13109,4749,73.96,27.4463845
HWLTRE,13169,359,73.97,56.11
HWUTRE,28023,7353,73.97,59.61
SWNRSD,47059,549,73.97,155.62
HWURSD,5079,687,73.98,149.27
HWURSD,1063,24,73.98,138.85
HWUTRE,28081,2193,73.98,57.28
SWNRSD,48455,5255,73.98,144.24
HWUTRE,28117,7928,73.99,56.89
HWUTRE,26129,8761,74.01,42.71
