feed_id,sply_fips,used_qnty,avg_flddep_dist,avg_depref_dist,avg_total_cost,avg_dist
SRWC - coppice,54049,29420,16.25,0,55.26,16.25
SRWC - coppice,39013,80126,21.69,0,55.39,21.69
SRWC - coppice,19107,178911,26.17,0,55.4,26.17
SRWC - coppice,34013,2,26.29,0,55.41,26.29
SRWC - coppice,36053,86770,20.74,0,55.42,20.74
SRWC - coppice,21181,82407,26.93,0,55.7,26.93
SRWC - coppice,39053,56265,16.12,0,55.72,16.12
Residues,13167,5076,0,0,55.72,0
Residues,48315,8615,0,0,55.77,0
Residues,5135,1220,0,0,55.91,0
SRWC - coppice,19111,98425,27.39,0,56.07,27.39
SRWC - coppice,19115,5818,24.48,0,56.09,24.48
SRWC - coppice,18023,3135,28.63,0,56.11,28.63
SRWC - coppice,51515,12,26.93,0,56.21,26.93
SRWC - coppice,42043,19777,21.59,0,56.27,21.59
SRWC - coppice,21223,9955,30,0,56.32,30
SRWC - coppice,54103,186,22.62,0,56.47,22.62
SRWC - coppice,51003,101444,18.4,0,56.49,18.4
SRWC - coppice,54091,33835,24.44,0,56.5,24.44
SRWC - coppice,18043,1212,34.37,0,56.53,34.37
SRWC - coppice,42085,45254,26,0,56.56,26
Residues,28035,11953,3.16,0,56.6,3.16
SRWC - coppice,21239,105767,32.27,0,56.62,32.27
Residues,48315,4275,0,0,56.69177544,0
Residues,5135,4827,0,0,56.72,0
SRWC - coppice,19135,25688,26.27,0,56.77,26.27
SRWC - coppice,29227,7936,22.12,0,56.77,22.12
SRWC - coppice,51630,31,14.5,0,56.8,14.5
SRWC - coppice,19123,142250,32.73,0,56.9,32.73
Residues,51125,872,3.72,0,56.92,3.72
SRWC - coppice,18101,25857,36.6,0,56.96,36.6
SRWC - coppice,21017,221449,36.16368568,0,56.99677077,36.16368568
SRWC - coppice,50015,127,12.28,0,57.07,12.28
SRWC - coppice,39059,55092,27.29,0,57.36,27.29
Residues,48201,12183,7,0,57.37,7
SRWC - coppice,55015,5995,29.47,0,57.43,29.47
Residues,48201,3736,7,0,57.45,7
SRWC - coppice,42127,39412,31.86,0,57.45,31.86
Residues,51183,16815,7.75,0,57.52,7.75
Residues,21069,6390,0,0,57.54,0
SRWC - coppice,51019,134128,26.34,0,57.56,26.34
Residues,28035,4468,3.16,0,57.57,3.16
SRWC - coppice,21173,98746,35.81,0,57.61,35.81
Residues,51125,3007,3.72,0,57.61453276,3.72
Residues,26071,4110,0,0,57.61612652,0
Residues,37163,20792,8.16,0,57.67,8.16
SRWC - coppice,42039,139814,32.64,0,57.67,32.64
SRWC - coppice,29163,101034,16.09,0,57.68,16.09
SRWC - coppice,54053,145,21.34,0,57.75,21.34
SRWC - coppice,19087,38056,30.0959754,5.908366618,57.75387429,36.00434202
Residues,51183,7466,7.75,0,57.77,7.75
SRWC - coppice,34003,5,32.68,0,57.77,32.68
Residues,47009,1419,4.39,0,57.83,4.39
SRWC - coppice,25017,21,25.76,0,57.89,25.76
SRWC - coppice,21185,23450,38.16,0,57.92,38.16
SRWC - coppice,51061,150498,25.66,0,57.94,25.66
SRWC - coppice,21011,135956,34.5,0,57.95,34.5
SRWC - coppice,19125,2600,28.71,0,57.98,28.71
SRWC - coppice,42115,62242,34.81,0,58.03,34.81
SRWC - coppice,21151,237542,36.78,0,58.09,36.78
SRWC - coppice,39157,48610,32.82,0,58.13,32.82
SRWC - coppice,36077,85171,33.3,0,58.14,33.3
SRWC - coppice,21023,47791,35.95,0,58.15,35.95
SRWC - coppice,21097,89298,35.32,0,58.16,35.32
SRWC - coppice,54001,57083,35.92,0,58.16,35.92
SRWC - coppice,19039,32694,25.29030281,6.098507371,58.18740717,31.38881018
SRWC - coppice,18107,6993,39.64,0,58.19,39.64
SRWC - coppice,21045,1002,31.3,0,58.2,31.3
SRWC - coppice,26149,10274,32.25,0,58.21,32.25
SRWC - coppice,29127,87669,23.43,0,58.3,23.43
SRWC - coppice,51047,75214,27.74,0,58.3,27.74
Residues,55071,1502,3.29,0,58.35,3.29
Residues,28035,1106,3.16,0,58.35,3.16
SRWC - coppice,18125,30758,35.09,0,58.36,35.09
SRWC - coppice,21049,143763,41.71,0,58.45,41.71
Residues,51183,2764,7.75,0,58.54,7.75
Residues,51035,6874,10.53,0,58.59,10.53
Residues,51035,1947,10.53,0,58.6,10.53
SRWC - coppice,21205,269,25.3,0,58.63,25.3
Residues,37163,4166,8.16,0,58.64,8.16
SRWC - coppice,51045,27943,25.25,0,58.66,25.25
SRWC - coppice,21077,19314,45.96,0,58.69,45.96
SRWC - coppice,42079,4383,35.28,0,58.7,35.28
Residues,51175,45174,13.32,0,58.79,13.32
SRWC - coppice,51179,6105,21.53,0,58.81,21.53
SRWC - coppice,51009,53696,29.08,0,58.84,29.08
SRWC - coppice,17033,62743,37.85,0,58.93,37.85
SRWC - coppice,37171,43050,27.5,0,58.97,27.5
SRWC - coppice,18055,114303,45.39,0,58.98,45.39
SRWC - coppice,21191,46528,34.45,0,59.03,34.45
Residues,51175,8132,13.32,0,59.04,13.32
SRWC - coppice,21201,26076,34.45,0,59.04,34.45
SRWC - coppice,42067,21905,29.09,0,59.06,29.09
SRWC - coppice,39081,33846,31.34,0,59.07,31.34
SRWC - coppice,36065,136249,36.41,0,59.08,36.41
SRWC - coppice,18155,3331,41.86,0,59.08,41.86
Residues,41019,14594,14.06,0,59.17,14.06
Residues,51077,3025,13.53,0,59.2,13.53
Residues,51077,4120,13.53,0,59.21,13.53
Residues,51035,4420,10.53,0,59.25,10.53
SRWC - coppice,44007,199,42.45,0,59.26,42.45
Residues,41019,140777,14.06,0,59.27,14.06
Residues,19117,699,0,0,59.32,0
Residues,37163,17000,8.16,0,59.33,8.16
SRWC - coppice,39163,9273,31.88,0,59.36,31.88
Residues,13063,2560,4.57,0,59.37,4.57
SRWC - coppice,54017,32694,32.28,0,59.41,32.28
SRWC - coppice,42103,1571,39.37,0,59.43,39.37
Residues,48203,16295,15.81,0,59.48,15.81
Residues,28073,10204,15.33,0,59.51,15.33
SRWC - coppice,51177,19496,28.05,0,59.51,28.05
SRWC - coppice,25005,3435,36.62,0,59.53,36.62
Residues,51161,1493,13.4,0,59.54,13.4
Residues,5087,2987,13.05,0,59.56,13.05
SRWC - coppice,34023,2888,39.16,0,59.57,39.16
SRWC - coppice,51023,54662,28.13,0,59.58,28.13
SRWC - coppice,29129,69064,37.92,0,59.66,37.92
SRWC - coppice,39111,62453,38.85,0,59.67,38.85
SRWC - coppice,21229,81760,40.58,0,59.69,40.58
SRWC - coppice,21073,41292,40.68,0,59.7,40.68
Residues,20133,5855,0,0,59.71,0
SRWC - coppice,42041,82447,30.32,0,59.72,30.32
Residues,1007,8654,16.61,0,59.73,16.61
SRWC - coppice,21005,67752,42.44,0,59.73,42.44
Residues,26071,41995,0,0,59.76259674,0
Residues,51175,2981,13.32,0,59.82,13.32
Residues,13151,11780,19.45,0,59.94,19.45
Residues,13089,2238,19.59,0,59.97,19.59
SRWC - coppice,5087,139,13.05,0,59.97,13.05
SRWC - coppice,36119,236,47.24,0,59.98,47.24
SRWC - coppice,18065,9874,3.54,53.74,59.98,57.28
SRWC - coppice,39105,25766,35.29,0,60,35.29
Residues,37051,17594,18.51,0,60.05,18.51
Residues,48067,21879,18.95,0,60.09,18.95
Residues,13121,8535,20.24,0,60.11,20.24
Residues,51035,1369,10.53,0,60.13,10.53
Residues,13113,654,15.3,0,60.14,15.3
Residues,51003,5402,18.4,0,60.26,18.4
Wastes,20133,588,0,0,60.26,0
Wastes,21069,519,0,0,60.26,0
Wastes,26071,415,0,0,60.26,0
Wastes,51640,248,0,0,60.26,0
Residues,51077,3465,13.53,0,60.3084329,13.53
Residues,1045,14552,18.66,0,60.35,18.66
Residues,13303,5745,19.77,0,60.38,19.77
SRWC - coppice,17095,27434,0.62,55.17,60.38,55.79
Residues,48203,3266,15.81,0,60.42,15.81
SRWC - coppice,36087,59,45.45,0,60.43,45.45
SRWC - coppice,19053,14133,40.6,0,60.44,40.6
SRWC - coppice,55009,90475,30.27621663,14.86162012,60.5285942,45.13783675
Residues,50015,1412,12.28,0,60.55,12.28
Residues,25021,313,9.66,0,60.61,9.66
Residues,42121,1599,5.75,0,60.61,5.75
Residues,5087,1290,13.05,0,60.62,13.05
Residues,1007,10028,16.61,0,60.62583666,16.61
SRWC - coppice,21103,69438,49.02,0,60.65,49.02
Residues,53053,7398,21.75,0,60.67,21.75
Residues,5015,1795,18.17,0,60.73,18.17
SRWC - coppice,18037,38985,48.34,0,60.75,48.34
SRWC - coppice,36101,80325,35.28,0,60.78,35.28
SRWC - coppice,19007,37390,42.17,0,60.8,42.17
SRWC - coppice,42131,21676,27.13038753,13.58359291,60.81679922,40.71398044
Residues,13089,2720,19.59,0,60.82,19.59
Residues,13151,1702,19.45,0,60.84,19.45
SRWC - coppice,51137,57058,38.34,0,60.86,38.34
Residues,45079,20268,22.04,0,60.88,22.04
Wastes,55071,2891,3.29,0,60.94,3.29
Residues,51003,3929,18.4,0,60.94642912,18.4
Residues,13121,1722,20.24,0,60.96,20.24
Residues,53067,3698,21.82,0,60.97,21.82
Residues,53053,25914,21.75,0,60.99,21.75
Residues,45085,20773,20.4,0,61,20.4
Residues,47085,546,15.95,0,61,15.95
Residues,5049,1037,18.75,0,61,18.75
Residues,37051,2171,18.51,0,61.02,18.51
Residues,48067,5394,18.95,0,61.03,18.95
Residues,13113,2161,15.3,0,61.04,15.3
Residues,28111,9683,20.55,0,61.08,20.55
Wastes,51125,529,3.72,0,61.11,3.72
Residues,13175,7448,23.3,0,61.19,23.3
Residues,1045,16168,18.66,0,61.28560861,18.66
Residues,53067,37191,21.82,0,61.29,21.82
Residues,42069,10214,9.16,0,61.31,9.16
Residues,42099,1394,10.52,0,61.32,10.52
Residues,13303,1696,19.77,0,61.37,19.77
SRWC - coppice,51067,45780,27.84498471,9.113335518,61.38809961,36.95832023
SRWC - coppice,51091,65594,28.84,0,61.48,28.84
SRWC - coppice,36051,22589,30.48255788,7.679478507,61.49610209,38.16203639
SRWC - coppice,18031,13659,12.09,55.29,61.52,67.38
SRWC - coppice,18167,66468,10.26,53.56,61.53,63.82
Residues,48339,35978,27.07,0,61.54,27.07
Residues,45017,8763,25.28,0,61.55,25.28
Residues,21021,1657,16.33,0,61.55,16.33
SRWC - coppice,29061,77930,37.09112871,11.17671962,61.56372385,48.26784833
SRWC - coppice,21135,44,41.97,0,61.57,41.97
SRWC - coppice,26045,20705,4.12,53.43,61.59,57.55
Residues,1109,11238,25.04,0,61.63,25.04
Residues,1005,13268,25.55,0,61.64,25.55
SRWC - coppice,21187,88296,54.63,0,61.65,54.63
Residues,13247,3060,29.04,0,61.66,29.04
Wastes,17197,24400,4.99,0,61.69,4.99
Wastes,42121,1939,5.75,0,61.7,5.75
Residues,37051,5912,18.51,0,61.71,18.51
SRWC - coppice,51157,40983,43.16,0,61.79,43.16
Residues,5015,1365,18.17,0,61.79,18.17
Wastes,26023,1565,5.37,0,61.8,5.37
Wastes,36047,92096,5.55,0,61.8,5.55
Residues,28131,2274,26.13,0,61.85,26.13
Residues,54033,1958,10.52,0,61.85,10.52
Residues,45079,3498,22.04,0,61.87,22.04
Residues,5065,12101,26.24,0,61.89,26.24
SRWC - coppice,19099,56350,14.35,58.04,61.93,72.39
Residues,51179,2447,21.53,0,61.98,21.53
SRWC - coppice,18137,85431,13.18,55.29,61.98,68.47
SRWC - coppice,18115,2696,49.55,0,62.01,49.55
SRWC - coppice,39025,66415,13.7,58.79,62.01,72.49
Wastes,51183,427,7.75,0,62.03,7.75
SRWC - coppice,34025,15246,46.85,0,62.03,46.85
Residues,51019,4498,26.34,0,62.12,26.34
Wastes,37163,2285,8.16,0,62.12,8.16
Residues,51181,20535,28.02,0,62.14,28.02
Residues,13175,1639,23.3,0,62.18,23.3
Residues,13255,8845,24.97,0,62.19,24.97
Wastes,42069,7672,9.16,0,62.19,9.16
Wastes,21113,1773,8.54,0,62.21,8.54
Residues,13107,18009,27.17,0,62.26,27.17
Residues,51045,1493,25.25,0,62.26,25.25
SRWC - coppice,36123,17871,33.21,0,62.26,33.21
Residues,50015,2002,12.28,0,62.27,12.28
SRWC - coppice,17001,103674,14.09,57.42,62.28,71.51
SRWC - coppice,51063,1160,39.58,0,62.28,39.58
SRWC - coppice,42055,143361,36.42321238,0.133233725,62.28646745,36.55644611
Residues,51023,2935,28.13,0,62.3,28.13
Residues,51149,13855,28.7,0,62.3,28.7
Residues,45085,5271,20.4,0,62.31717511,20.4
SRWC - coppice,39061,43,12.96,58.79,62.32,71.75
Residues,13319,3438,28.47,0,62.33,28.47
Residues,48339,7043,27.07,0,62.33,27.07
SRWC - coppice,26031,10046,20.42,0,62.34,20.42
SRWC - coppice,18079,90119,34.69800286,30.93562589,62.37671102,65.63362875
SRWC - coppice,51033,35349,34.89164983,1.059515121,62.37728677,35.95116495
Wastes,36081,81573,9.36,0,62.4,9.36
Residues,47135,200,22.12,0,62.41,22.12
Residues,28079,18722,28.36,0,62.45,28.36
Residues,1031,3839,29.24,0,62.48,29.24
Residues,18077,724,17.43,0,62.48,17.43
Residues,22043,9612,28.93,0,62.49,28.93
Wastes,25021,24420,9.66,0,62.5,9.66
SRWC - coppice,18061,60921,50.93153543,12.25192282,62.51407528,63.18345825
Residues,51149,3878,28.7,0,62.55,28.7
Residues,1109,4212,25.04,0,62.55,25.04
Residues,1005,1314,25.55,0,62.57,25.55
Residues,51061,547,25.66,0,62.58,25.66
Wastes,25025,26806,8.12,0,62.58,8.12
Wastes,51770,3501,8.62,0,62.6,8.62
SRWC - coppice,54071,93631,25.68,0,62.63,25.68
Residues,5065,1167,26.24,0,62.66506427,26.24
SRWC - coppice,25023,50,40.97,0,62.68,40.97
Residues,21181,240,26.93,0,62.69,26.93
Wastes,21029,2716,11.89,0,62.69,11.89
Residues,37171,10574,27.5,0,62.73,27.5
Residues,51047,4513,27.74,0,62.73,27.74
Wastes,29075,243,11.12,0,62.8,11.12
Residues,1125,37937,26.52,0,62.81,26.52
Residues,51091,5067,28.84,0,62.81985198,28.84
Residues,13077,13959,33.84,0,62.82,33.84
Residues,28131,3740,26.13,0,62.82,26.13
Residues,13283,3560,28.86,0,62.83,28.86
Residues,28111,7835,20.55,0,62.83,20.55
Residues,47005,12566,32.52,0,62.84,32.52
Wastes,51035,1068,10.53,0,62.84,10.53
SRWC - coppice,34015,1461,31.94,0,62.84,31.94
Residues,45017,5662,25.28,0,62.84336277,25.28
Residues,51019,1766,26.34,0,62.86,26.34
Wastes,42099,1638,10.52,0,62.86,10.52
SRWC - coppice,26141,9872,24.8,0,62.86,24.8
Residues,51177,3963,28.05,0,62.87396417,28.05
SRWC - coppice,44005,24,56.16,0,62.91,56.16
Residues,45055,40745,29.75,0,62.94,29.75
SRWC - coppice,25009,82,36.75,0,62.94,36.75
SRWC - coppice,34007,748,30.12,0,62.94,30.12
Residues,26141,1069,24.8,0,62.97,24.8
Residues,51067,5676,26.05,0,62.98,26.05
Wastes,54033,2474,10.52,0,62.99,10.52
Residues,13163,7788,30.88,0,63.01,30.88
Residues,51047,915,27.74,0,63.05,27.74
SRWC - coppice,18109,62939,17.14,50.06805987,63.08838193,67.20805987
Residues,13255,2629,24.97,0,63.09,24.97
Residues,37119,1201,33.38,0,63.11,33.38
Residues,45021,2547,33.07,0,63.11,33.07
SRWC - coppice,18021,120893,19.05,53.56,63.12,72.61
Residues,51181,5015,28.02,0,63.17,28.02
Wastes,50015,891,12.28,0,63.17,12.28
Residues,22043,1574,28.93,0,63.22,28.93
Residues,13107,2792,27.17,0,63.23,27.17
SRWC - coppice,54029,22,46.93,0,63.23,46.93
SRWC - coppice,29063,59154,42.83573537,14.99673801,63.2321843,57.83247338
Residues,55009,410,27.14,0,63.24,27.14
Residues,21123,1458,25.49,0,63.24,25.49
Residues,21161,5833,23.49,0,63.25,23.49
SRWC - coppice,21211,83944,54.43189769,14.92245116,63.25947382,69.35434885
SRWC - coppice,42133,22942,43.58,0,63.27,43.58
Residues,47093,707,24.51,0,63.28,24.51
SRWC - coppice,18151,35438,28.09561939,36.67584937,63.29775721,64.77146876
Wastes,51175,659,13.32,0,63.3,13.32
Residues,1067,7055,32.87,0,63.31,32.87
Residues,5009,1813,29.49,0,63.31,29.49
SRWC - coppice,21117,23818,19.95,58.79,63.31,78.74
Residues,21067,634,24.12,0,63.32,24.12
Residues,13319,1182,28.47,0,63.32,28.47
Residues,51149,1476,28.7,0,63.32,28.7
Residues,51023,845,28.13,0,63.33,28.13
Residues,37171,5952,27.5,0,63.34,27.5
SRWC - coppice,50017,13264,39.72,0,63.34,39.72
Wastes,21079,606,13.63,0,63.37,13.63
SRWC - coppice,51183,8530,7.75,0,63.38,7.75
Residues,1031,2629,29.24,0,63.41,29.24
Wastes,39005,1904,15.59,0,63.45,15.59
Wastes,51077,543,13.53,0,63.45,13.53
SRWC - coppice,39007,50316,12.57,62.49,63.45,75.06
SRWC - coppice,17159,106817,18.41,53.41,63.48,71.82
Residues,19185,475,18.35,0,63.51,18.35
Residues,21111,365,31.93,0,63.52,31.93
Residues,51177,4538,28.05,0,63.53480167,28.05
Residues,42001,6233,17.05,0,63.54,17.05
Residues,37013,14813,31.43,0,63.55,31.43
Wastes,37071,7447,13.31,0,63.55,13.31
Wastes,51630,970,14.5,0,63.55,14.5
Residues,26119,1151,27.44,0,63.56,27.44
Residues,51045,5999,25.25,0,63.58,25.25
Residues,28131,17701,26.13,0,63.6,26.13
SRWC - coppice,36093,128,9.9,53.39,63.62,63.29
SRWC - coppice,17067,23452,20.77,57.42,63.64,78.19
SRWC - coppice,9001,220,62.61,0,63.65,62.61
SRWC - coppice,19181,98648,34.86211976,25.20088314,63.66904773,60.0630029
Residues,47105,176,30.49,0,63.69,30.49
Residues,47005,844,32.52,0,63.7,32.52
Residues,13077,2280,33.84,0,63.72,33.84
Residues,21181,2210,26.93,0,63.73,26.93
Residues,54049,1148,16.25,0,63.76,16.25
Residues,1073,11714,32.96,0,63.79146662,32.96
SRWC - coppice,29007,175735,39.25974507,12.37961954,63.80519123,51.63936461
Residues,13283,270,28.86,0,63.82,28.86
Residues,53053,6067,21.75,0,63.83,21.75
Wastes,36061,58130,13.41,0,63.83,13.41
Residues,21205,489,25.3,0,63.84,25.3
SRWC - coppice,36067,27400,7.08,56,63.84,63.08
Wastes,39067,562,15.74,0,63.85,15.74
Wastes,29219,1173,17.67,0,63.88,17.67
Wastes,51161,3327,13.4,0,63.96,13.4
Wastes,5135,610,0,0,63.97,0
Residues,13163,3095,30.88,0,63.98,30.88
Residues,37119,1122,33.38,0,63.98,33.38
Wastes,18097,32856,14.45,0,63.98,14.45
Residues,37035,5504,30.62,0,63.99,30.62
Residues,45055,885,29.75,0,64,29.75
Wastes,51775,896,13.67,0,64,13.67
SRWC - coppice,21215,291,57.49,0,64.05,57.49
SRWC - coppice,18121,12723,14.29,71,64.06,85.29
Residues,22049,23420,35.58,0,64.08,35.58
Wastes,18011,2113,16.47,0,64.1,16.47
SRWC - coppice,44009,56,67.01,0,64.11,67.01
Residues,37117,8883,34.75,0,64.12,34.75
Residues,53067,3084,21.82,0,64.13,21.82
SRWC - coppice,42065,34339,17.55,62.66,64.14,80.21
Wastes,37079,765,16.69,0,64.15,16.69
SRWC - coppice,18153,4629,21.63,53.56,64.17,75.19
Wastes,34017,23495,15.14,0,64.21,15.14
Residues,21045,636,31.3,0,64.24,31.3
Wastes,18027,1149,17.45,0,64.24,17.45
Wastes,21021,1039,16.33,0,64.27,16.33
Residues,51099,3231,33.7,0,64.28,33.7
Wastes,21093,3829,17.21,0,64.29,17.21
Wastes,36085,16846,17.24,0,64.29,17.24
Wastes,6001,55664,17.27,0,64.3,17.27
Residues,47105,465,30.49,0,64.33,30.49
Residues,8015,850,22.17,0,64.33,22.17
Wastes,42001,3632,17.05,0,64.34,17.05
SRWC - coppice,21199,44868,10.77,62.56,64.34,73.33
Residues,28049,7996,37.85,0,64.37,37.85
Residues,28121,12471,33.17,0,64.37,33.17
Residues,55019,336,30.31,0,64.37,30.31
Residues,47005,870,32.52,0,64.38,32.52
Wastes,18077,1162,17.43,0,64.41,17.43
Residues,21223,1243,30,0,64.42,30
Residues,37013,4372,31.43,0,64.42,31.43
SRWC - coppice,19153,16901,23.4,58.04,64.43,81.44
SRWC - coppice,50011,678,45.85,0,64.43,45.85
Wastes,51003,3650,18.4,0,64.45,18.4
Residues,25017,7827,25.76,0,64.45882969,25.76
SRWC - coppice,39165,17891,26.47,58.79,64.47,85.26
Residues,26031,18826,20.65178158,0.647988951,64.47922554,21.29977053
Wastes,18057,10356,18.14,0,64.48,18.14
SRWC - coppice,19175,93476,10.41,55.4,64.48,65.81
Residues,47123,6195,35.52,0,64.49,35.52
Residues,51153,3700,35.32,0,64.49,35.32
SRWC - coppice,19159,10605,13.7,55.4,64.5,69.1
SRWC - coppice,26047,9688,27.85,0,64.51,27.85
Residues,45091,2297,31.42,0,64.53,31.42
SRWC - coppice,39167,55099,8.62,66.7,64.54,75.32
Wastes,37045,3488,15.62,0,64.56,15.62
Residues,54103,2034,22.62,0,64.57,22.62
Residues,51033,16801,34.53,0,64.58528897,34.53
SRWC - coppice,26027,8768,6.83,64.21,64.59,71.04
Residues,26119,1091,27.44,0,64.61,27.44
Residues,48473,9236,35.71,0,64.62,35.71
SRWC - coppice,55131,5422,20.13,56.83,64.62,76.96
Residues,28163,2186,31.66,0,64.64,31.66
SRWC - coppice,26059,46729,32.11241563,36.09933104,64.64744399,68.21174667
Residues,54071,2232,25.68,0,64.66,25.68
SRWC - coppice,18175,91388,20.3,59.56,64.66,79.86
Residues,51197,1405,38.8,0,64.67,38.8
Residues,22069,4001,35.35,0,64.67,35.35
SRWC - coppice,36121,30848,16.1,57.46,64.68,73.56
SRWC - coppice,18105,25817,28.92,49.78,64.69,78.7
Residues,37035,2069,30.62,0,64.7,30.62
Wastes,37109,2824,15.61,0,64.7,15.61
Residues,39013,1760,21.69,0,64.71,21.69
Residues,55119,186,31.81,0,64.72,31.81
SRWC - coppice,54041,53972,17.83,58.99,64.74,76.82
SRWC - coppice,42047,3389,18.17,62.66,64.75,80.83
Wastes,24013,5980,16.67,0,64.77,16.67
Residues,47123,567,35.52,0,64.8,35.52
Wastes,39169,4113,18.56,0,64.8,18.56
SRWC - coppice,18005,82171,28.94,49.78,64.8,78.72
Residues,50005,2114,23.93,0,64.81,23.93
Residues,45061,5178,42.05,0,64.82,42.05
Wastes,18019,4003,19.1,0,64.83,19.1
Residues,42131,18226,23.29,0,64.85,23.29
Wastes,26031,922,20.42,0,64.85,20.42
SRWC - coppice,55029,43429,10.19,58.76,64.88,68.95
Residues,37065,1893,33.84,0,64.88,33.84
SRWC - coppice,26025,26841,27.76,53.43,64.88,81.19
Residues,22049,1040,35.58,0,64.89,35.58
Residues,21045,1566,31.3,0,64.91,31.3
Residues,21179,3719,32.88,0,64.91,32.88
Wastes,54049,2032,16.25,0,64.91,16.25
SRWC - coppice,42031,34651,33.61905457,44.63469395,64.91578569,78.25374852
Residues,19039,614,24.61,0,64.93,24.61
SRWC - coppice,17023,94460,25.88,53.56,64.94,79.44
Wastes,18143,851,20.65,0,64.97,20.65
SRWC - coppice,33015,73,16.59,53.69,64.98,70.28
SRWC - coppice,36095,24745,17.97,53.39,64.98,71.36
SRWC - coppice,55117,85643,30.98988417,53.74260138,64.99329227,84.73248555
Residues,54091,1117,24.44,0,65,24.44
Wastes,39013,2490,21.69,0,65,21.69
Residues,20037,7179,23.19,0,65,23.19
SRWC - coppice,36079,293,73.12,0,65.01,73.12
Wastes,13063,9524,4.57,0,65.015,4.57
Wastes,51620,304,20.2,0,65.02,20.2
Residues,37117,2443,34.75,0,65.05,34.75
SRWC - coppice,42093,15929,12.05,56.09,65.05,68.14
Residues,28121,5654,33.17,0,65.07,33.17
Residues,51029,915,36.42,0,65.08,36.42
Residues,50019,3023,32.03,0,65.08,32.03
SRWC - coppice,36015,12939,51.3,0,65.09,51.3
Residues,28049,3613,37.85,0,65.1,37.85
Wastes,42043,9654,21.59,0,65.1,21.59
Wastes,36005,50584,20.69,0,65.11,20.69
SRWC - coppice,19013,110,14.36,62.56,65.13,76.92
SRWC - coppice,17187,17926,24.75412697,52.17544405,65.143433,76.92957102
SRWC - coppice,19011,36520,18.7,62.56,65.15,81.26
SRWC - coppice,34029,167,56.98,0,65.16,56.98
SRWC - coppice,25027,19458,13.46,62.88,65.18,76.34
Residues,28109,18007,43.7,0,65.19,43.7
Residues,51153,3487,35.32,0,65.19,35.32
SRWC - coppice,42011,113204,14.78,64.11,65.2,78.89
Residues,45027,6310,40.63,0,65.21,40.63
Residues,50023,2187,33.09,0,65.22,33.09
Wastes,53053,29058,21.75,0,65.22,21.75
Residues,51033,6644,34.53,0,65.24675497,34.53
Wastes,42091,28957,18.67,0,65.25,18.67
SRWC - coppice,19139,13140,16.67,66.83,65.25,83.5
Residues,54071,2681,25.68,0,65.26,25.68
SRWC - coppice,13077,358,33.84,0,65.26,33.84
SRWC - coppice,42025,3885,2.38,85.51,65.27,87.89
Wastes,51540,1593,21.38,0,65.29,21.38
Residues,19135,1633,26.27,0,65.31,26.27
Wastes,29227,74,22.12,0,65.31,22.12
Wastes,18063,5391,22.82,0,65.32,22.82
SRWC - coppice,21209,97332,14.35,73.6,65.33,87.95
Residues,13231,9900,37.94,0,65.35,37.94
Residues,51065,1784,33.83,0,65.35,33.83
SRWC - coppice,19177,95700,16.04,65.18,65.36,81.22
Residues,26043,2125,33.48,0,65.36015529,33.48
Wastes,37005,391,21.12,0,65.37,21.12
