feed_id,sply_fips,used_qnty,avg_flddep_dist,avg_depref_dist,avg_total_cost,avg_dist
Coppice wood,21017,225232,35.87,0,53.05,35.87
Coppice wood,18139,229023,29.26447457,6.28697633,53.07417941,35.5514509
Coppice wood,18171,8549,32.22,0,53.1,32.22
Coppice wood,39141,80220,30.86,0,53.1,30.86
Coppice wood,51061,226183,25.66,0,53.11,25.66
Coppice wood,39103,54116,13.17,25.04364255,53.1248117,38.21364255
Coppice wood,18101,36552,36.6,0,53.15,36.6
Coppice wood,55015,96115,29.47,0,53.15,29.47
Coppice wood,42029,172766,31.84,0,53.21,31.84
Coppice wood,29127,70687,23.43,0,53.23,23.43
Coppice wood,39017,56622,32.43,0,53.24,32.43
Coppice wood,18157,7700,33.92,0,53.28,33.92
Coppice wood,39175,193527,35.67179195,0,53.28775173,35.67179195
Coppice wood,18079,29497,36.55,0,53.33,36.55
Coppice wood,39117,114447,30.81,0,53.34,30.81
Coppice wood,17009,39642,35.42824277,0,53.45184804,35.42824277
Coppice wood,39091,150732,33.71099475,0,53.48847643,33.71099475
Coppice wood,51047,123852,27.74,0,53.51,27.74
Coppice wood,26015,92368,27.51,0,53.59,27.51
Coppice wood,39041,116658,32.17,0,53.59,32.17
Coppice wood,55021,112673,25.96058577,5.57917691,53.59396297,31.53976268
Coppice wood,21173,124593,35.81,0,53.62,35.81
Coppice wood,10001,87861,23.18,0,53.64,23.18
Coppice wood,21053,490,31.99,0,53.64,31.99
Coppice wood,26123,49897,19.55,0,53.65,19.55
Coppice wood,31133,88587,12.62,0,53.65,12.62
Coppice wood,47151,1396,31.94,0,53.65,31.94
Coppice wood,51179,8405,21.53,0,53.66,21.53
Coppice wood,19153,165147,26.07440335,12.5917838,53.68656936,38.66618715
Coppice wood,47133,64508,30.42,0,53.7,30.42
Coppice wood,21011,155868,34.5,0,53.71,34.5
Coppice wood,54013,29992,27.93,0,53.72,27.93
Coppice wood,39157,113387,32.82,0,53.72,32.82
Coppice wood,21205,13797,25.3,0,53.75,25.3
Coppice wood,21045,1136,31.3,0,53.76,31.3
Coppice wood,39075,135481,33.75,0,53.76,33.75
Coppice wood,19169,288228,36.14055248,0,53.7601972,36.14055248
Coppice wood,51045,33959,25.25,0,53.79,25.25
Coppice wood,42115,92740,34.81,0,53.8,34.81
Coppice wood,19171,285168,34.63218461,0,53.82627732,34.63218461
Coppice wood,34003,5,32.68,0,53.86,32.68
Coppice wood,42109,41231,27.18,0,53.86,27.18
Coppice wood,18133,168786,39.62,0,53.88,39.62
Coppice wood,55045,148499,32.72,0,53.89,32.72
Coppice wood,55047,64152,27.45855281,1.143528807,53.89517833,28.60208162
Coppice wood,21097,120181,35.32,0,53.9,35.32
Coppice wood,18035,142812,27.21312873,7.205408509,53.95676344,34.41853724
Coppice wood,5087,352,13.05,0,53.98,13.05
Coppice wood,36083,25670,34.37,0,53.98,34.37
Coppice wood,51009,65570,29.08,0,53.98,29.08
Coppice wood,39015,188626,39.78871767,0,54.00534666,39.78871767
Coppice wood,21023,58292,35.95,0,54.03,35.95
Coppice wood,26149,149915,32.25,0,54.04,32.25
Coppice wood,54001,69740,35.92,0,54.05,35.92
Coppice wood,37171,63700,27.5,0,54.05,27.5
Coppice wood,18119,36955,39.32680152,0,54.05425923,39.32680152
Coppice wood,21151,289798,36.78,0,54.11,36.78
Coppice wood,24021,135312,24.36,0,54.14,24.36
Coppice wood,51067,49843,26.05,0,54.21,26.05
Coppice wood,18049,154873,33.99,0,54.22,33.99
Coppice wood,19181,137338,34.66,0,54.25,34.66
Coppice wood,17173,341264,29.34,9.313432943,54.2571394,38.65343294
Coppice wood,39081,40798,31.34,0,54.29,31.34
Coppice wood,39129,201159,35.58,0,54.34,35.58
Coppice wood,42079,9643,35.28,0,54.34,35.28
Coppice wood,21191,56585,34.45,0,54.36,34.45
Coppice wood,18023,2762,37.42,0,54.38,37.42
Coppice wood,51023,70650,28.13,0,54.45,28.13
Coppice wood,51177,32416,28.05,0,54.49,28.05
Coppice wood,51820,40,25.82,0,54.49,25.82
Coppice wood,51125,53803,3.72,37.53339851,54.60022099,41.25339851
Coppice wood,18141,25835,35.71,0,54.63,35.71
Coppice wood,21077,18227,45.96,0,54.68,45.96
Coppice wood,17033,103368,37.85,0,54.71,37.85
Coppice wood,54017,39945,32.28,0,54.72,32.28
Coppice wood,51660,303,22.43,0,54.73,22.43
Coppice wood,18015,4427,36.92,0,54.77,36.92
Coppice wood,21201,30685,34.45,0,54.77,34.45
Coppice wood,36059,4,20.81,0,54.78,20.81
Coppice wood,19127,27403,40.1,0,54.85,40.1
Coppice wood,39037,286714,29.85,13.48543922,54.88932114,43.33543922
Coppice wood,42081,40903,31.85,0,54.94,31.85
Coppice wood,17053,171376,10.4,32.83078955,54.94293775,43.23078955
Coppice wood,17045,360365,42.6012204,0,54.94388331,42.6012204
Coppice wood,18039,86031,34.56,0,54.99,34.56
Coppice wood,18155,3640,41.86,0,55.06,41.86
Coppice wood,29129,73053,37.92,0,55.15,37.92
Coppice wood,18055,77185,45.39,0,55.17,45.39
Coppice wood,17129,4730,41.21,0,55.22,41.21
Coppice wood,25005,11218,36.62,0,55.22,36.62
Coppice wood,39111,76685,38.85,0,55.24,38.85
Coppice wood,18169,148558,38.53,0,55.26,38.53
Coppice wood,51147,33234,31.43,0,55.27,31.43
Coppice wood,51165,144510,24.89,0,55.29,24.89
Coppice wood,29115,96396,37.26390348,4.097911324,55.30020665,41.3618148
Coppice wood,39027,195990,38.30259059,7.449776162,55.35926098,45.75236675
Coppice wood,26081,76047,30.17,0,55.36,30.17
Coppice wood,39089,150870,40.70045536,0,55.37200895,40.70045536
Coppice wood,21073,53872,40.68,0,55.39,40.68
Coppice wood,36095,52306,24.76126678,15.2427255,55.40451803,40.00399228
Coppice wood,24019,38081,28.9,0,55.47,28.9
Coppice wood,39097,148651,42.08,0,55.48,42.08
Coppice wood,19117,79969,0,51.12,55.51,51.12
Coppice wood,21229,119277,40.58,0,55.55,40.58
Coppice wood,26115,117147,26.32462419,3.582680905,55.55296055,29.9073051
Coppice wood,26121,22284,29.03,0,55.7,29.03
Coppice wood,26087,89582,31.35,0,55.71,31.35
Residues,5073,10587,0.42,0,55.72,0.42
Coppice wood,19061,114162,39.92,0,55.77,39.92
Coppice wood,31127,270,26.3,0,55.77,26.3
Coppice wood,18061,39498,49.33,0,55.81,49.33
Coppice wood,39021,185057,44.16106908,0,55.83064267,44.16106908
Coppice wood,36089,150621,26.47875336,7.755971677,55.83145259,34.23472504
Coppice wood,47129,34934,41.75,0,55.89,41.75
Coppice wood,10003,34018,34.74,0,55.99,34.74
Coppice wood,51137,94299,38.34,0,56.07,38.34
Coppice wood,55077,11715,37.07,0,56.07,37.07
Coppice wood,17095,28711,0.62,55.17,56.14,55.79
Coppice wood,24041,79918,31.82,0,56.19,31.82
Coppice wood,26075,116625,37.14,0,56.19,37.14
Coppice wood,21005,86073,48.60191953,0,56.25714719,48.60191953
Coppice wood,19007,59022,42.17,0,56.28,42.17
Coppice wood,26067,68069,34.71,0,56.34,34.71
Residues,37143,8725,3.27,0,56.36,3.27
Coppice wood,19027,189725,36.57215164,0.810844433,56.39619613,37.38299607
Residues,47049,753,0,0,56.4,0
Coppice wood,36087,70,45.45,0,56.48,45.45
Coppice wood,21041,33845,47.53,0,56.5,47.53
Residues,51125,2708,3.72,0,56.52,3.72
Residues,5073,1333,0.42,0,56.59,0.42
Coppice wood,34031,16,40.87,0,56.59,40.87
Coppice wood,39105,34840,42.53,0,56.66,42.53
Coppice wood,26045,114570,4.12,51.29084132,56.66808693,55.41084132
Coppice wood,21103,76570,49.25531409,0,56.70249915,49.25531409
Coppice wood,26065,83279,32.70905414,10.19546969,56.72023872,42.90452383
Coppice wood,54069,5141,40.04,0,56.73,40.04
Coppice wood,31131,205965,29.79,0,56.75,29.79
Residues,13321,5133,5.34,0,56.78,5.34
Coppice wood,18037,161288,48.34,0,56.78,48.34
Coppice wood,21135,350,41.97,0,56.78,41.97
Coppice wood,42051,93964,39.48,0,56.81,39.48
Coppice wood,19021,10,36.77,0,56.88,36.77
Coppice wood,19025,249043,32.07,9.963851463,56.88630088,42.03385146
Residues,51125,329,3.72,0,56.92,3.72
Residues,1103,2125,4.82,0,56.97,4.82
Coppice wood,51790,169,36.61,0,56.98,36.61
Coppice wood,51157,48917,43.33137273,0,57.04098044,43.33137273
Coppice wood,19083,19703,0,60.92,57.07,60.92
Residues,47049,1696,0,0,57.14,0
Coppice wood,42055,115930,36.41,0,57.14,36.41
Residues,1103,2600,4.82,0,57.25,4.82
Coppice wood,42129,106210,38.23,0,57.35,38.23
Residues,48201,10661,7,0,57.37,7
Residues,48201,1026,7,0,57.45,7
Residues,55073,1466,0,0,57.46,0
Coppice wood,42025,4244,2.38,59.34,57.47,61.72
Residues,37143,1071,3.27,0,57.52,3.27
Residues,51135,13318,7.99,0,57.54,7.99
Residues,21069,2465,0,0,57.54,0
Coppice wood,54105,26870,37.64176591,11.38061742,57.54540417,49.02238333
Residues,37041,6031,8.59,0,57.57,8.59
Coppice wood,17149,21376,45.29495509,0,57.59389222,45.29495509
Coppice wood,17109,288733,45.19176883,9.619597067,57.59428732,54.8113659
Residues,26071,4288,0,0,57.61979478,0
Residues,51125,1891,3.72,0,57.62898995,3.72
Residues,13321,4422,5.34,0,57.68,5.34
Coppice wood,25023,65,40.97,0,57.76,40.97
Coppice wood,25009,107,36.75,0,57.78,36.75
Coppice wood,51015,262396,39.03,0,57.86,39.03
Coppice wood,51171,100702,38.5,0,57.94,38.5
Coppice wood,42101,59,7.28,64.63,58.01,71.91
Coppice wood,18137,93043,13.18,55.29,58.05,68.47
Coppice wood,19173,118185,41.61977281,7.902355629,58.05604391,49.52212844
Residues,1103,2668,4.82,0,58.13,4.82
Residues,37047,2651,8.44,0,58.22,8.44
Coppice wood,55089,30918,4.37,59.64,58.27,64.01
Coppice wood,54029,89,46.93,0,58.28,46.93
Coppice wood,54097,62350,39.81262133,19.52015525,58.32433681,59.33277658
Residues,55071,470,3.29,0,58.35,3.29
Coppice wood,51029,53989,43.35207876,0,58.36175536,43.35207876
Coppice wood,55101,1328,9.23,56.41,58.39,65.64
Coppice wood,18045,11543,12.27,53.34,58.4,65.61
Coppice wood,18131,146470,49.59023377,0,58.40433788,49.59023377
Coppice wood,44009,73,13.74,56.72,58.44,70.46
Coppice wood,9001,286,10.51,57.26,58.46,67.77
Residues,1075,1371,11.28,0,58.51,11.28
Residues,1029,8771,12.46,0,58.51306807,12.46
Coppice wood,37183,14864,27.3,0,58.52,27.3
Coppice wood,29211,11888,0.15,70.33,58.58,70.48
Residues,51035,2418,10.53,0,58.59,10.53
Residues,48351,34687,13.19,0,58.6,13.19
Residues,51035,597,10.53,0,58.6,10.53
Coppice wood,17019,9800,6.99,66.48,58.63,73.47
Coppice wood,21049,177403,43.50201671,22.20595492,58.65425867,65.70797163
Residues,51135,3108,7.99,0,58.67,7.99
Coppice wood,54039,333,54.51,0,58.69,54.51
Coppice wood,42009,110878,38.89167905,3.313898249,58.72593689,42.2055773
Coppice wood,36119,223,14.11,57.26,58.83,71.37
Coppice wood,39035,646,21.77,42.81,58.86,64.58
Coppice wood,39145,67486,40.78871321,15.19352636,58.86524761,55.98223957
Coppice wood,19079,285719,24.11,39.5890351,58.87803877,63.6990351
Residues,48351,5206,13.19,0,58.88,13.19
Coppice wood,42127,48031,31.86,34.23222835,58.89111844,66.09222835
Coppice wood,55025,45348,49.36449061,5.383004322,58.9155621,54.74749493
Residues,28061,22874,14.48,0,58.92,14.48
Coppice wood,44005,30,56.16,0,58.97,56.16
Coppice wood,31067,189,36.04,0,58.99,36.04
Coppice wood,51197,758,38.8,0,59.06,38.8
Residues,28061,2914,14.48,0,59.08,14.48
Coppice wood,51063,1154,46.32,0,59.09,46.32
Residues,37101,11285,13.35,0,59.11,13.35
Residues,24025,984,3.21,0,59.16,3.21
Residues,28067,25847,14.72,0,59.17,14.72
Residues,13143,565,15.88,0,59.18,15.88
Coppice wood,18115,2406,58.41,0,59.18,58.41
Residues,37047,8323,8.44,0,59.19,8.44
Residues,51077,1064,13.53,0,59.2,13.53
Residues,37139,3074,15.45,0,59.2,15.45
Coppice wood,51121,676,40.42,0,59.2,40.42
Residues,51077,1263,13.53,0,59.21,13.53
Coppice wood,39151,111926,16.85,54.17,59.21,71.02
Coppice wood,37047,49828,8.44,0,59.23,8.44
Coppice wood,18063,98134,26.02028869,43.31185664,59.23664337,69.33214533
Residues,51035,4326,10.53,0,59.25,10.53
Coppice wood,18057,125209,18.14,49.78,59.25,67.92
Residues,19117,969,0,0,59.32,0
Residues,1029,5129,12.46,0,59.32657438,12.46
Residues,28067,4322,14.72,0,59.33,14.72
Coppice wood,36109,56136,4.35,60.54,59.35,64.89
Coppice wood,42133,200492,41.58775073,6.497647188,59.36265008,48.08539792
Residues,53069,7716,15.37,0,59.37,15.37
Residues,1075,2726,11.28,0,59.39514307,11.28
Coppice wood,39007,126576,12.57,62.49,59.4,75.06
Residues,42121,631,5.75,0,59.41,5.75
Residues,37139,913,15.45,0,59.43,15.45
Residues,13143,2172,15.88,0,59.48,15.88
Residues,13045,5010,16.56,0,59.48,16.56
Coppice wood,29175,22603,9.2,57.3,59.51,66.5
Residues,51161,567,13.4,0,59.54,13.4
Residues,5087,2472,13.05,0,59.56,13.05
Coppice wood,42039,87005,38.28827274,25.44776955,59.60745371,63.73604229
Coppice wood,17183,87301,31.72491609,39.37771755,59.6105024,71.10263364
Coppice wood,26093,53706,10.17,60.91,59.62,71.08
Residues,48351,5615,13.19,0,59.64165628,13.19
Residues,1101,2780,14.67,0,59.67,14.67
Coppice wood,47035,94952,15.76,51.98,59.68,67.74
Residues,53069,16798,15.37,0,59.69,15.37
Residues,26071,18994,0,0,59.70408339,0
Residues,20133,2619,0,0,59.71,0
Coppice wood,26057,10395,0,63.47,59.73,63.47
Residues,13045,7577,16.56,0,59.79,16.56
Residues,37187,12855,18.67,0,59.87,18.67
Residues,55073,25489,0,0,59.87402958,0
Coppice wood,39167,79712,8.62,66.7,59.88,75.32
Residues,37047,15152,8.44,0,59.88,8.44
Coppice wood,13233,2637,29.75,0,59.89,29.75
Residues,51053,5517,18.04,0,59.9,18.04
Coppice wood,21199,35825,10.77,62.56,59.93,73.33
Coppice wood,39137,56,7.56,55.25,59.96,62.81
Residues,37101,7732,13.35,0,59.98,13.35
Residues,1001,22650,16.45,0,60.01,16.45
Residues,45081,31350,19.33,0,60.01,19.33
Wastes,1001,22650,16.45,0,60.01,16.45
Coppice wood,24025,66810,3.21,64.37,60.02,67.58
Coppice wood,55111,116477,13.11,56.72,60.02,69.83
Coppice wood,18011,197225,16.47,61.60649857,60.03465585,78.07649857
Residues,41009,1621,18.72,0,60.04,18.72
Residues,28061,7353,14.48,0,60.05,14.48
Coppice wood,18031,177572,12.09,65.14080351,60.05909175,77.23080351
Coppice wood,39093,86497,22.81,42.81,60.07,65.62
Coppice wood,17147,122650,20.27,56.38,60.09,76.65
Residues,37187,2083,18.67,0,60.1,18.67
Coppice wood,18033,83292,10.98,59.58,60.1,70.56
Coppice wood,18097,7419,14.45,71,60.11,85.45
Residues,1101,2513,14.67,0,60.12,14.67
Residues,51035,380,10.53,0,60.13,10.53
Coppice wood,54047,76,58.47,0,60.13,58.47
Residues,51053,1274,18.04,0,60.15,18.04
Residues,45081,6025,19.33,0,60.19,19.33
Residues,41009,43462,18.72,0,60.2,18.72
Residues,13287,1246,20.27,0,60.21,20.27
Coppice wood,17015,11569,9.51,66.8,60.24,76.31
Coppice wood,54041,65688,17.83,58.99,60.25,76.82
Residues,51077,1039,13.53,0,60.25943215,13.53
Wastes,18083,1361,0,0,60.26,0
Wastes,20133,588,0,0,60.26,0
Wastes,21069,519,0,0,60.26,0
Wastes,26071,415,0,0,60.26,0
Wastes,46137,103,0,0,60.26,0
Wastes,51640,248,0,0,60.26,0
Wastes,55073,4818,0,0,60.26,0
Coppice wood,37015,24322,30.23,0,60.26,30.23
Coppice wood,17197,18351,4.99,72.11,60.28,77.1
Coppice wood,55131,54356,20.13,56.83,60.29,76.96
Residues,28067,3062,14.72,0,60.31,14.72
Coppice wood,39133,42817,21.79,54.17,60.32,75.96
Coppice wood,42065,51919,17.55,62.66,60.32,80.21
Coppice wood,29049,35727,5.51,64.72,60.33,70.23
Coppice wood,55029,53066,10.19,58.76,60.33,68.95
Coppice wood,55117,97616,28.53792821,52.47006034,60.35899852,81.00798855
Wastes,29139,430,0.49,0,60.36,0.49
Residues,13143,2326,15.88,0,60.38,15.88
Coppice wood,26005,129795,0,71.06,60.43,71.06
Coppice wood,47007,1433,15.18,51.98,60.43,67.16
Residues,1001,1974,16.45,0,60.45,16.45
Wastes,1001,1974,16.45,0,60.45,16.45
Coppice wood,17097,17764,32.82846881,42.19635668,60.46903175,75.02482549
Coppice wood,20037,24315,23.19,0,60.48,23.19
Wastes,51191,1970,1.12,0,60.49,1.12
Residues,51111,19373,19.71,0,60.5,19.71
Residues,22011,1132,16.07,0,60.51,16.07
Coppice wood,33015,95,16.59,53.69,60.53,70.28
Coppice wood,42053,1537,44.06683149,22.5037866,60.53902407,66.57061809
Coppice wood,51107,110458,10.37,56.32,60.55,66.69
Residues,12059,1044,17.22,0,60.55,17.22
Coppice wood,29007,135275,37.8,22.42251044,60.55208361,60.22251044
Residues,53015,5250,19.94,0,60.58,19.94
Residues,13277,1388,22,0,60.61,22
Residues,25021,355,9.66,0,60.61,9.66
Residues,42121,780,5.75,0,60.61,5.75
Coppice wood,39143,205,56.82,0,60.61,56.82
Residues,5087,543,13.05,0,60.62,13.05
Coppice wood,42075,107405,36.56869298,31.81993194,60.62175262,68.38862492
Coppice wood,36065,124520,40.23087978,29.80655822,60.66955027,70.037438
Coppice wood,39025,85749,13.7,65.16,60.67,78.86
Residues,13045,2161,16.56,0,60.69,16.56
Coppice wood,24037,3007,0,70.4,60.69,70.4
Residues,51111,395,19.71,0,60.7,19.71
Residues,1061,5117,20.94,0,60.72,20.94
Coppice wood,51187,31919,52.56414455,0,60.72821172,52.56414455
Residues,5015,1486,18.17,0,60.73,18.17
Coppice wood,39099,53258,21.34,54.17,60.73,75.51
Coppice wood,18175,61355,20.3,59.56,60.74,79.86
Coppice wood,51195,286,12.85,62.54,60.74,75.39
Coppice wood,39055,43268,20.48,62.49,60.79,82.97
Residues,47137,945,14.41,0,60.82,14.41
Residues,1101,3260,14.67,0,60.82,14.67
Coppice wood,31025,99,47.85,0,60.82,47.85
Residues,28061,512,14.48,0,60.83,14.48
Coppice wood,19139,20505,16.67,62.26,60.85,78.93
Coppice wood,42047,2895,18.17,62.66,60.86,80.83
