feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator
forest residues,no tillage,22025,22043,south,harvested,1467.3,dry short ton,
forest residues,no tillage,22027,05003,south,harvested,3505.6,dry short ton,
forest residues,no tillage,22031,01073,south,harvested,2146.8,dry short ton,
forest residues,no tillage,22033,22005,south,harvested,196.5,dry short ton,
forest residues,no tillage,22037,28001,south,harvested,3105.7,dry short ton,
forest residues,no tillage,22039,22043,south,harvested,2128.5,dry short ton,
forest residues,no tillage,22041,28001,south,harvested,82.6,dry short ton,
forest residues,no tillage,22043,22043,south,harvested,1566.1,dry short ton,
forest residues,no tillage,22049,22043,south,harvested,4075.4,dry short ton,
forest residues,no tillage,22053,48245,south,harvested,1018.4,dry short ton,
forest residues,no tillage,22059,22043,south,harvested,2117.5,dry short ton,
forest residues,no tillage,22061,05003,south,harvested,4034.6,dry short ton,
forest residues,no tillage,22063,22089,south,harvested,3104.6,dry short ton,
forest residues,no tillage,22067,05003,south,harvested,178.6,dry short ton,
forest residues,no tillage,22069,22043,south,harvested,1710.1,dry short ton,
forest residues,no tillage,22073,05003,south,harvested,1188.6,dry short ton,
forest residues,no tillage,22079,22043,south,harvested,2360.1,dry short ton,
forest residues,no tillage,22081,22043,south,harvested,874.3,dry short ton,
forest residues,no tillage,22085,22043,south,harvested,1650,dry short ton,
forest residues,no tillage,22091,22089,south,harvested,2396.9,dry short ton,
forest residues,no tillage,22103,22005,south,harvested,3662,dry short ton,
forest residues,no tillage,22105,22089,south,harvested,2096.7,dry short ton,
forest residues,no tillage,22111,05003,south,harvested,5198.4,dry short ton,
forest residues,no tillage,22115,22043,south,harvested,1220.8,dry short ton,
forest residues,no tillage,22117,22089,south,harvested,1674.7,dry short ton,
forest residues,no tillage,22119,47157,south,harvested,1179.1,dry short ton,
forest residues,no tillage,22125,22043,south,harvested,555,dry short ton,
forest residues,no tillage,22127,22043,south,harvested,3026.5,dry short ton,
forest residues,no tillage,23001,25017,northeast,harvested,2749.1,dry short ton,
forest residues,no tillage,23005,25003,northeast,harvested,5498.9,dry short ton,
forest residues,no tillage,23007,25009,northeast,harvested,5634.2,dry short ton,
forest residues,no tillage,23009,36117,northeast,harvested,1230.9,dry short ton,
forest residues,no tillage,23011,25017,northeast,harvested,5173,dry short ton,
forest residues,no tillage,23013,36117,northeast,harvested,1614.1,dry short ton,
forest residues,no tillage,23015,36047,northeast,harvested,3139.2,dry short ton,
forest residues,no tillage,23017,25009,northeast,harvested,12609.4,dry short ton,
forest residues,no tillage,23019,36117,northeast,harvested,657.8,dry short ton,
forest residues,no tillage,23021,25003,northeast,harvested,1966.3,dry short ton,
forest residues,no tillage,23023,36047,northeast,harvested,1471.9,dry short ton,
forest residues,no tillage,23025,25003,northeast,harvested,310.6,dry short ton,
forest residues,no tillage,23027,25017,northeast,harvested,859.3,dry short ton,
forest residues,no tillage,23031,25009,northeast,harvested,7659.1,dry short ton,
forest residues,no tillage,24001,36085,northeast,harvested,818.2,dry short ton,
forest residues,no tillage,24005,42041,northeast,harvested,187.4,dry short ton,
forest residues,no tillage,24011,34017,northeast,harvested,34.6,dry short ton,
forest residues,no tillage,24015,42041,northeast,harvested,117.7,dry short ton,
forest residues,no tillage,24019,25017,northeast,harvested,83.9,dry short ton,
forest residues,no tillage,24023,36085,northeast,harvested,2043.7,dry short ton,
forest residues,no tillage,24027,42041,northeast,harvested,131.6,dry short ton,
forest residues,no tillage,24029,26091,northeast,harvested,97,dry short ton,
forest residues,no tillage,24033,39151,northeast,harvested,126.8,dry short ton,
forest residues,no tillage,24035,42049,northeast,harvested,117.7,dry short ton,
forest residues,no tillage,24037,25017,northeast,harvested,154.5,dry short ton,
forest residues,no tillage,24045,42049,northeast,harvested,231.9,dry short ton,
forest residues,no tillage,24047,39061,northeast,harvested,185.7,dry short ton,
forest residues,no tillage,25001,25003,northeast,harvested,193.4,dry short ton,
forest residues,no tillage,25003,25003,northeast,harvested,90.6,dry short ton,
forest residues,no tillage,25005,25009,northeast,harvested,342.5,dry short ton,
forest residues,no tillage,25009,25009,northeast,harvested,558.8,dry short ton,
forest residues,no tillage,25011,25003,northeast,harvested,592.7,dry short ton,
forest residues,no tillage,25013,25003,northeast,harvested,422.3,dry short ton,
forest residues,no tillage,25015,25003,northeast,harvested,500.4,dry short ton,
forest residues,no tillage,25017,25017,northeast,harvested,785.7,dry short ton,
forest residues,no tillage,25021,25009,northeast,harvested,31.2,dry short ton,
forest residues,no tillage,25023,25009,northeast,harvested,814.9,dry short ton,
forest residues,no tillage,25027,25017,northeast,harvested,1230,dry short ton,
forest residues,no tillage,26001,39139,north central,harvested,1700.6,dry short ton,
forest residues,no tillage,26003,19183,north central,harvested,7336.6,dry short ton,
forest residues,no tillage,26005,26159,north central,harvested,300.1,dry short ton,
forest residues,no tillage,26007,19061,north central,harvested,1318.2,dry short ton,
forest residues,no tillage,26009,17075,north central,harvested,2569.9,dry short ton,
forest residues,no tillage,26011,19045,north central,harvested,372,dry short ton,
forest residues,no tillage,26013,19193,north central,harvested,6388.1,dry short ton,
forest residues,no tillage,26017,17197,north central,harvested,245.3,dry short ton,
forest residues,no tillage,26019,29175,north central,harvested,2431.8,dry short ton,
forest residues,no tillage,26021,26159,north central,harvested,143.3,dry short ton,
forest residues,no tillage,26029,39061,north central,harvested,2536.5,dry short ton,
forest residues,no tillage,26031,17099,north central,harvested,2165.3,dry short ton,
forest residues,no tillage,26033,18065,north central,harvested,5194.4,dry short ton,
forest residues,no tillage,26035,39061,north central,harvested,137.4,dry short ton,
forest residues,no tillage,26039,17119,north central,harvested,647.3,dry short ton,
forest residues,no tillage,26041,29175,north central,harvested,4379.8,dry short ton,
forest residues,no tillage,26043,17113,north central,harvested,2764.8,dry short ton,
forest residues,no tillage,26047,39139,north central,harvested,2668.6,dry short ton,
forest residues,no tillage,26053,39061,north central,harvested,7857.4,dry short ton,
forest residues,no tillage,26055,26091,north central,harvested,1614.4,dry short ton,
forest residues,no tillage,26061,27063,north central,harvested,7062.1,dry short ton,
forest residues,no tillage,26063,39061,north central,harvested,380.2,dry short ton,
forest residues,no tillage,26069,17197,north central,harvested,1478.3,dry short ton,
forest residues,no tillage,26071,17113,north central,harvested,6129.9,dry short ton,
forest residues,no tillage,26077,26159,north central,harvested,165.5,dry short ton,
forest residues,no tillage,26079,19183,north central,harvested,1679.5,dry short ton,
forest residues,no tillage,26083,17075,north central,harvested,2317.4,dry short ton,
forest residues,no tillage,26085,21059,north central,harvested,206.5,dry short ton,
forest residues,no tillage,26087,26099,north central,harvested,193.6,dry short ton,
forest residues,no tillage,26089,18171,north central,harvested,1395.7,dry short ton,
forest residues,no tillage,26093,26099,north central,harvested,73.3,dry short ton,
forest residues,no tillage,26095,26091,north central,harvested,4901.8,dry short ton,
forest residues,no tillage,26097,19061,north central,harvested,5827.5,dry short ton,
forest residues,no tillage,26101,19027,north central,harvested,2698.8,dry short ton,
forest residues,no tillage,26103,19183,north central,harvested,8524.5,dry short ton,
forest residues,no tillage,26105,26091,north central,harvested,147.9,dry short ton,
forest residues,no tillage,26109,39139,north central,harvested,3862.5,dry short ton,
forest residues,no tillage,26113,42003,north central,harvested,2103.4,dry short ton,
forest residues,no tillage,26119,17183,north central,harvested,1275.6,dry short ton,
forest residues,no tillage,26121,55079,north central,harvested,101.9,dry short ton,
forest residues,no tillage,26125,26099,north central,harvested,131.8,dry short ton,
forest residues,no tillage,26127,17113,north central,harvested,143.6,dry short ton,
forest residues,no tillage,26129,39139,north central,harvested,817,dry short ton,
forest residues,no tillage,26131,17113,north central,harvested,5092.1,dry short ton,
forest residues,no tillage,26135,42041,north central,harvested,1636.5,dry short ton,
forest residues,no tillage,26137,42003,north central,harvested,2690.7,dry short ton,
forest residues,no tillage,26139,26159,north central,harvested,37.9,dry short ton,
forest residues,no tillage,26141,18065,north central,harvested,1121.9,dry short ton,
forest residues,no tillage,26143,19099,north central,harvested,357.1,dry short ton,
forest residues,no tillage,26145,19061,north central,harvested,555.5,dry short ton,
forest residues,no tillage,26151,26099,north central,harvested,1033.5,dry short ton,
forest residues,no tillage,26153,19045,north central,harvested,3865.8,dry short ton,
forest residues,no tillage,26157,26099,north central,harvested,1530.1,dry short ton,
forest residues,no tillage,26165,18065,north central,harvested,2598,dry short ton,
forest residues,no tillage,27001,20111,north central,harvested,2777.9,dry short ton,
forest residues,no tillage,27003,27053,north central,harvested,455.6,dry short ton,
forest residues,no tillage,27005,27063,north central,harvested,4965.5,dry short ton,
forest residues,no tillage,27007,19183,north central,harvested,4454,dry short ton,
forest residues,no tillage,27009,27053,north central,harvested,41.3,dry short ton,
forest residues,no tillage,27011,19083,north central,harvested,24.5,dry short ton,
forest residues,no tillage,27013,27047,north central,harvested,134.8,dry short ton,
forest residues,no tillage,27015,27063,north central,harvested,132.9,dry short ton,
forest residues,no tillage,27017,17183,north central,harvested,693.6,dry short ton,
forest residues,no tillage,27019,27053,north central,harvested,91.4,dry short ton,
forest residues,no tillage,27021,27063,north central,harvested,7438.8,dry short ton,
forest residues,no tillage,27023,17075,north central,harvested,59.9,dry short ton,
forest residues,no tillage,27025,27053,north central,harvested,571.1,dry short ton,
forest residues,no tillage,27027,29021,north central,harvested,994.5,dry short ton,
forest residues,no tillage,27029,19035,north central,harvested,3351.4,dry short ton,
forest residues,no tillage,27031,17183,north central,harvested,1637,dry short ton,
forest residues,no tillage,27033,27063,north central,harvested,96.8,dry short ton,
forest residues,no tillage,27035,38049,north central,harvested,2108.9,dry short ton,
forest residues,no tillage,27037,27053,north central,harvested,181,dry short ton,
forest residues,no tillage,27039,27047,north central,harvested,186.1,dry short ton,
forest residues,no tillage,27041,27053,north central,harvested,86.9,dry short ton,
forest residues,no tillage,27043,19033,north central,harvested,4,dry short ton,
forest residues,no tillage,27045,19033,north central,harvested,496.8,dry short ton,
forest residues,no tillage,27049,27053,north central,harvested,275.8,dry short ton,
forest residues,no tillage,27053,27053,north central,harvested,188.6,dry short ton,
forest residues,no tillage,27055,27047,north central,harvested,242,dry short ton,
forest residues,no tillage,27057,29027,north central,harvested,2975,dry short ton,
forest residues,no tillage,27059,27053,north central,harvested,428.7,dry short ton,
forest residues,no tillage,27061,55079,north central,harvested,4515.3,dry short ton,
forest residues,no tillage,27063,27063,north central,harvested,143.8,dry short ton,
forest residues,no tillage,27065,27053,north central,harvested,759.2,dry short ton,
forest residues,no tillage,27067,08063,north central,harvested,142.9,dry short ton,
forest residues,no tillage,27069,27063,north central,harvested,878.1,dry short ton,
forest residues,no tillage,27071,26159,north central,harvested,1689.7,dry short ton,
forest residues,no tillage,27073,08063,north central,harvested,183.6,dry short ton,
forest residues,no tillage,27075,29033,north central,harvested,3129.2,dry short ton,
forest residues,no tillage,27077,19099,north central,harvested,261.6,dry short ton,
forest residues,no tillage,27079,27053,north central,harvested,91.6,dry short ton,
forest residues,no tillage,27081,27063,north central,harvested,30.8,dry short ton,
forest residues,no tillage,27083,27063,north central,harvested,19.3,dry short ton,
forest residues,no tillage,27085,27053,north central,harvested,77.8,dry short ton,
forest residues,no tillage,27087,19061,north central,harvested,1377.6,dry short ton,
forest residues,no tillage,27089,29021,north central,harvested,1545.1,dry short ton,
forest residues,no tillage,27091,19109,north central,harvested,62.8,dry short ton,
forest residues,no tillage,27093,27053,north central,harvested,111,dry short ton,
forest residues,no tillage,27095,27053,north central,harvested,747.7,dry short ton,
forest residues,no tillage,27097,27047,north central,harvested,283.6,dry short ton,
forest residues,no tillage,27099,27047,north central,harvested,13,dry short ton,
forest residues,no tillage,27103,27053,north central,harvested,139.1,dry short ton,
forest residues,no tillage,27107,20111,north central,harvested,536.4,dry short ton,
forest residues,no tillage,27109,27047,north central,harvested,189.8,dry short ton,
forest residues,no tillage,27111,19083,north central,harvested,419.1,dry short ton,
forest residues,no tillage,27113,19183,north central,harvested,690.6,dry short ton,
forest residues,no tillage,27115,27053,north central,harvested,2414.4,dry short ton,
forest residues,no tillage,27119,29021,north central,harvested,1337.9,dry short ton,
forest residues,no tillage,27121,29217,north central,harvested,33.1,dry short ton,
forest residues,no tillage,27125,19061,north central,harvested,719.1,dry short ton,
forest residues,no tillage,27127,27063,north central,harvested,45.2,dry short ton,
forest residues,no tillage,27129,17099,north central,harvested,64.3,dry short ton,
forest residues,no tillage,27131,27053,north central,harvested,270,dry short ton,
forest residues,no tillage,27135,19193,north central,harvested,2154.8,dry short ton,
forest residues,no tillage,27137,17075,north central,harvested,6211.6,dry short ton,
forest residues,no tillage,27139,27053,north central,harvested,79.8,dry short ton,
forest residues,no tillage,27141,27053,north central,harvested,318.1,dry short ton,
forest residues,no tillage,27143,27053,north central,harvested,85.5,dry short ton,
forest residues,no tillage,27145,27053,north central,harvested,248.9,dry short ton,
forest residues,no tillage,27147,27047,north central,harvested,11.1,dry short ton,
forest residues,no tillage,27151,29021,north central,harvested,171.5,dry short ton,
forest residues,no tillage,27153,20111,north central,harvested,90,dry short ton,
forest residues,no tillage,27157,18065,north central,harvested,128.7,dry short ton,
forest residues,no tillage,27159,20111,north central,harvested,329.3,dry short ton,
forest residues,no tillage,27161,19109,north central,harvested,90.5,dry short ton,
forest residues,no tillage,27163,27053,north central,harvested,568,dry short ton,
forest residues,no tillage,27165,27063,north central,harvested,51.2,dry short ton,
forest residues,no tillage,27167,27047,north central,harvested,29.1,dry short ton,
forest residues,no tillage,27169,19033,north central,harvested,200.3,dry short ton,
forest residues,no tillage,27171,27053,north central,harvested,184.5,dry short ton,
forest residues,no tillage,28001,28001,south,harvested,454.6,dry short ton,
forest residues,no tillage,28003,47039,south,harvested,1169.3,dry short ton,
forest residues,no tillage,28005,28001,south,harvested,1407.5,dry short ton,
forest residues,no tillage,28007,48245,south,harvested,2678.8,dry short ton,
forest residues,no tillage,28009,47157,south,harvested,636,dry short ton,
forest residues,no tillage,28013,01067,south,harvested,1071.5,dry short ton,
forest residues,no tillage,28015,28151,south,harvested,1891.6,dry short ton,
forest residues,no tillage,28017,48339,south,harvested,502.8,dry short ton,
forest residues,no tillage,28019,29027,south,harvested,1404.7,dry short ton,
forest residues,no tillage,28021,28001,south,harvested,356.1,dry short ton,
forest residues,no tillage,28023,17113,south,harvested,3654.7,dry short ton,
forest residues,no tillage,28025,28151,south,harvested,173.4,dry short ton,
forest residues,no tillage,28029,28001,south,harvested,3079.8,dry short ton,
forest residues,no tillage,28031,01067,south,harvested,756.5,dry short ton,
forest residues,no tillage,28033,47157,south,harvested,425.1,dry short ton,
forest residues,no tillage,28035,12023,south,harvested,3551.6,dry short ton,
forest residues,no tillage,28037,28001,south,harvested,1164.7,dry short ton,
forest residues,no tillage,28039,05003,south,harvested,3499.9,dry short ton,
forest residues,no tillage,28041,13115,south,harvested,8190.5,dry short ton,
forest residues,no tillage,28043,05107,south,harvested,1354.1,dry short ton,
forest residues,no tillage,28045,22089,south,harvested,3236.3,dry short ton,
forest residues,no tillage,28047,29007,south,harvested,5748.8,dry short ton,
forest residues,no tillage,28049,28001,south,harvested,1323.6,dry short ton,
forest residues,no tillage,28051,28151,south,harvested,812,dry short ton,
forest residues,no tillage,28057,01065,south,harvested,1919.2,dry short ton,
forest residues,no tillage,28059,21191,south,harvested,6579.7,dry short ton,
forest residues,no tillage,28061,45003,south,harvested,5545.6,dry short ton,
forest residues,no tillage,28063,28001,south,harvested,1760.3,dry short ton,
forest residues,no tillage,28065,47037,south,harvested,1170,dry short ton,
forest residues,no tillage,28067,47037,south,harvested,5237.7,dry short ton,
forest residues,no tillage,28069,01065,south,harvested,3148.7,dry short ton,
forest residues,no tillage,28071,47157,south,harvested,2251.1,dry short ton,
forest residues,no tillage,28073,05003,south,harvested,1292.5,dry short ton,
forest residues,no tillage,28075,01065,south,harvested,4990.2,dry short ton,
forest residues,no tillage,28077,05041,south,harvested,1532.1,dry short ton,
forest residues,no tillage,28079,47039,south,harvested,2220.9,dry short ton,
forest residues,no tillage,28081,47039,south,harvested,915.7,dry short ton,
forest residues,no tillage,28085,28001,south,harvested,2954.3,dry short ton,
forest residues,no tillage,28089,01067,south,harvested,1537.8,dry short ton,
forest residues,no tillage,28091,47039,south,harvested,3075.3,dry short ton,
forest residues,no tillage,28093,47157,south,harvested,1305.2,dry short ton,
forest residues,no tillage,28095,13115,south,harvested,1880.1,dry short ton,
forest residues,no tillage,28097,21191,south,harvested,780.2,dry short ton,
forest residues,no tillage,28099,22089,south,harvested,4158.8,dry short ton,
forest residues,no tillage,28101,48339,south,harvested,4821.2,dry short ton,
forest residues,no tillage,28103,01065,south,harvested,1500.4,dry short ton,
forest residues,no tillage,28105,29021,south,harvested,1330.6,dry short ton,
forest residues,no tillage,28107,05107,south,harvested,1502.4,dry short ton,
forest residues,no tillage,28109,22089,south,harvested,8325.9,dry short ton,
forest residues,no tillage,28111,12105,south,harvested,4830.1,dry short ton,
forest residues,no tillage,28113,48245,south,harvested,1310,dry short ton,
forest residues,no tillage,28115,01065,south,harvested,143.9,dry short ton,
forest residues,no tillage,28117,47039,south,harvested,833.7,dry short ton,
forest residues,no tillage,28121,29217,south,harvested,2201.7,dry short ton,
forest residues,no tillage,28123,48201,south,harvested,1732.8,dry short ton,
forest residues,no tillage,28127,01065,south,harvested,484.7,dry short ton,
forest residues,no tillage,28129,48201,south,harvested,2167.6,dry short ton,
forest residues,no tillage,28131,48167,south,harvested,3766.1,dry short ton,
forest residues,no tillage,28135,28151,south,harvested,1982.1,dry short ton,
forest residues,no tillage,28137,05107,south,harvested,866.9,dry short ton,
forest residues,no tillage,28139,47039,south,harvested,2187.4,dry short ton,
forest residues,no tillage,28141,47039,south,harvested,1430.4,dry short ton,
forest residues,no tillage,28145,47157,south,harvested,705.5,dry short ton,
forest residues,no tillage,28147,47037,south,harvested,1122.3,dry short ton,
forest residues,no tillage,28153,05041,south,harvested,6107,dry short ton,
forest residues,no tillage,28155,48167,south,harvested,1305.1,dry short ton,
forest residues,no tillage,28157,22043,south,harvested,1667,dry short ton,
forest residues,no tillage,28159,01067,south,harvested,3186.3,dry short ton,
forest residues,no tillage,28161,05107,south,harvested,963.7,dry short ton,
forest residues,no tillage,28163,28151,south,harvested,305.3,dry short ton,
forest residues,no tillage,29003,29021,north central,harvested,153.9,dry short ton,
forest residues,no tillage,29005,29021,north central,harvested,127.9,dry short ton,
forest residues,no tillage,29007,29007,north central,harvested,1047.6,dry short ton,
forest residues,no tillage,29009,29021,north central,harvested,378,dry short ton,
forest residues,no tillage,29013,29095,north central,harvested,504.3,dry short ton,
forest residues,no tillage,29015,48201,north central,harvested,158.6,dry short ton,
forest residues,no tillage,29019,29175,north central,harvested,456.7,dry short ton,
forest residues,no tillage,29021,29021,north central,harvested,410.3,dry short ton,
forest residues,no tillage,29023,01067,north central,harvested,319.5,dry short ton,
forest residues,no tillage,29027,29027,north central,harvested,399.4,dry short ton,
forest residues,no tillage,29029,01083,north central,harvested,192.7,dry short ton,
forest residues,no tillage,29033,29033,north central,harvested,124.7,dry short ton,
forest residues,no tillage,29035,29027,north central,harvested,412.1,dry short ton,
forest residues,no tillage,29037,29217,north central,harvested,72,dry short ton,
forest residues,no tillage,29039,29217,north central,harvested,633.4,dry short ton,
forest residues,no tillage,29041,29007,north central,harvested,245.5,dry short ton,
forest residues,no tillage,29043,48201,north central,harvested,428.6,dry short ton,
forest residues,no tillage,29047,29095,north central,harvested,215.5,dry short ton,
forest residues,no tillage,29051,29007,north central,harvested,120.9,dry short ton,
forest residues,no tillage,29053,29175,north central,harvested,215,dry short ton,
forest residues,no tillage,29055,29027,north central,harvested,510.4,dry short ton,
forest residues,no tillage,29059,40143,north central,harvested,381.1,dry short ton,
forest residues,no tillage,29061,29033,north central,harvested,190,dry short ton,
forest residues,no tillage,29063,29021,north central,harvested,286.8,dry short ton,
forest residues,no tillage,29065,27047,north central,harvested,248.2,dry short ton,
forest residues,no tillage,29067,28001,north central,harvested,287,dry short ton,
forest residues,no tillage,29071,29027,north central,harvested,1382.7,dry short ton,
forest residues,no tillage,29073,29007,north central,harvested,440,dry short ton,
forest residues,no tillage,29077,27063,north central,harvested,72,dry short ton,
forest residues,no tillage,29081,29033,north central,harvested,293.5,dry short ton,
forest residues,no tillage,29083,29095,north central,harvested,879,dry short ton,
forest residues,no tillage,29085,19045,north central,harvested,211.5,dry short ton,
forest residues,no tillage,29087,29021,north central,harvested,54.1,dry short ton,
forest residues,no tillage,29089,29007,north central,harvested,362.4,dry short ton,
forest residues,no tillage,29091,05063,north central,harvested,522.9,dry short ton,
forest residues,no tillage,29093,29021,north central,harvested,307,dry short ton,
forest residues,no tillage,29095,29095,north central,harvested,225.1,dry short ton,
forest residues,no tillage,29099,17119,north central,harvested,226.3,dry short ton,
forest residues,no tillage,29101,29217,north central,harvested,46.6,dry short ton,
forest residues,no tillage,29103,29175,north central,harvested,166.7,dry short ton,
forest residues,no tillage,29105,05063,north central,harvested,245.6,dry short ton,
forest residues,no tillage,29107,29033,north central,harvested,331,dry short ton,
forest residues,no tillage,29111,29175,north central,harvested,240.6,dry short ton,
forest residues,no tillage,29113,29027,north central,harvested,646.3,dry short ton,
forest residues,no tillage,29115,29033,north central,harvested,7.3,dry short ton,
forest residues,no tillage,29117,29033,north central,harvested,7.3,dry short ton,
forest residues,no tillage,29121,29007,north central,harvested,153.8,dry short ton,
forest residues,no tillage,29123,29027,north central,harvested,464.6,dry short ton,
forest residues,no tillage,29125,29027,north central,harvested,604.5,dry short ton,
forest residues,no tillage,29131,29007,north central,harvested,225,dry short ton,
forest residues,no tillage,29137,29027,north central,harvested,700,dry short ton,
forest residues,no tillage,29139,29027,north central,harvested,502.4,dry short ton,
forest residues,no tillage,29141,29175,north central,harvested,203.6,dry short ton,
forest residues,no tillage,29147,29021,north central,harvested,166.9,dry short ton,
forest residues,no tillage,29149,05063,north central,harvested,562.5,dry short ton,
forest residues,no tillage,29151,29027,north central,harvested,465.2,dry short ton,
forest residues,no tillage,29153,01067,north central,harvested,452.2,dry short ton,
forest residues,no tillage,29159,29033,north central,harvested,3.8,dry short ton,
forest residues,no tillage,29161,29027,north central,harvested,381.6,dry short ton,
forest residues,no tillage,29163,17119,north central,harvested,201.6,dry short ton,
forest residues,no tillage,29175,29175,north central,harvested,36.7,dry short ton,
forest residues,no tillage,29177,29033,north central,harvested,180,dry short ton,
forest residues,no tillage,29179,55079,north central,harvested,821.1,dry short ton,
forest residues,no tillage,29181,05063,north central,harvested,1232,dry short ton,
forest residues,no tillage,29183,17119,north central,harvested,1220.8,dry short ton,
forest residues,no tillage,29185,29217,north central,harvested,603.9,dry short ton,
forest residues,no tillage,29186,17119,north central,harvested,591.3,dry short ton,
forest residues,no tillage,29187,17119,north central,harvested,446.8,dry short ton,
forest residues,no tillage,29189,17119,north central,harvested,388.1,dry short ton,
forest residues,no tillage,29195,29033,north central,harvested,456.1,dry short ton,
forest residues,no tillage,29199,19183,north central,harvested,198.1,dry short ton,
forest residues,no tillage,29203,29217,north central,harvested,789.8,dry short ton,
forest residues,no tillage,29205,29027,north central,harvested,66,dry short ton,
forest residues,no tillage,29209,28001,north central,harvested,259.9,dry short ton,
forest residues,no tillage,29211,29033,north central,harvested,151.6,dry short ton,
forest residues,no tillage,29213,01067,north central,harvested,916.7,dry short ton,
forest residues,no tillage,29215,17099,north central,harvested,1131.4,dry short ton,
forest residues,no tillage,29217,29217,north central,harvested,1202.1,dry short ton,
forest residues,no tillage,29219,29027,north central,harvested,248.8,dry short ton,
forest residues,no tillage,29221,48251,north central,harvested,1143.6,dry short ton,
forest residues,no tillage,29223,29033,north central,harvested,954.9,dry short ton,
forest residues,no tillage,29225,40139,north central,harvested,113.9,dry short ton,
forest residues,no tillage,29229,40013,north central,harvested,534.2,dry short ton,
forest residues,no tillage,30001,08031,inland west,harvested,8109.6,dry short ton,
forest residues,no tillage,30003,16075,inland west,harvested,984.9,dry short ton,
forest residues,no tillage,30007,31157,inland west,harvested,1591.8,dry short ton,
forest residues,no tillage,30009,08031,inland west,harvested,735.5,dry short ton,
forest residues,no tillage,30011,31157,inland west,harvested,94.8,dry short ton,
forest residues,no tillage,30013,16075,inland west,harvested,2062.2,dry short ton,
forest residues,no tillage,30017,08031,inland west,harvested,510.3,dry short ton,
forest residues,no tillage,30027,31157,inland west,harvested,3634.5,dry short ton,
forest residues,no tillage,30029,16075,inland west,harvested,409.7,dry short ton,
forest residues,no tillage,30031,08031,inland west,harvested,4264.7,dry short ton,
forest residues,no tillage,30037,08031,inland west,harvested,493,dry short ton,
forest residues,no tillage,30039,16075,inland west,harvested,151.2,dry short ton,
forest residues,no tillage,30043,16075,inland west,harvested,4165.5,dry short ton,
forest residues,no tillage,30045,08031,inland west,harvested,673,dry short ton,
forest residues,no tillage,30047,16075,inland west,harvested,394.6,dry short ton,
forest residues,no tillage,30049,53071,inland west,harvested,11153.1,dry short ton,
forest residues,no tillage,30053,53071,inland west,harvested,341.2,dry short ton,
forest residues,no tillage,30057,16075,inland west,harvested,6010.2,dry short ton,
forest residues,no tillage,30059,16075,inland west,harvested,6700.4,dry short ton,
forest residues,no tillage,30061,53043,inland west,harvested,18.8,dry short ton,
forest residues,no tillage,30063,16075,inland west,harvested,469.3,dry short ton,
forest residues,no tillage,30065,08031,inland west,harvested,2245.2,dry short ton,
forest residues,no tillage,30067,53071,inland west,harvested,4060.4,dry short ton,
forest residues,no tillage,30069,16075,inland west,harvested,805.9,dry short ton,
forest residues,no tillage,30075,08031,inland west,harvested,257.5,dry short ton,
forest residues,no tillage,30077,53071,inland west,harvested,185.2,dry short ton,
forest residues,no tillage,30081,53071,inland west,harvested,64.1,dry short ton,
forest residues,no tillage,30083,38049,inland west,harvested,282.9,dry short ton,
forest residues,no tillage,30087,38049,inland west,harvested,1158.8,dry short ton,
forest residues,no tillage,30089,53027,inland west,harvested,408.7,dry short ton,
forest residues,no tillage,30093,53043,inland west,harvested,2633.1,dry short ton,
forest residues,no tillage,30095,53043,inland west,harvested,1926.1,dry short ton,
forest residues,no tillage,30097,53071,inland west,harvested,189.8,dry short ton,
forest residues,no tillage,30099,53071,inland west,harvested,471,dry short ton,
forest residues,no tillage,30103,31157,inland west,harvested,112.5,dry short ton,
forest residues,no tillage,30105,08031,inland west,harvested,282.9,dry short ton,
forest residues,no tillage,30107,53071,inland west,harvested,884.5,dry short ton,
forest residues,no tillage,30111,08031,inland west,harvested,323,dry short ton,
forest residues,no tillage,31003,17119,north central,harvested,25.7,dry short ton,
forest residues,no tillage,31011,38049,north central,harvested,15.8,dry short ton,
forest residues,no tillage,31019,19099,north central,harvested,261.1,dry short ton,
forest residues,no tillage,31021,19193,north central,harvested,115.4,dry short ton,
forest residues,no tillage,31027,19193,north central,harvested,3.3,dry short ton,
forest residues,no tillage,31039,19193,north central,harvested,15.2,dry short ton,
forest residues,no tillage,31051,19193,north central,harvested,175.8,dry short ton,
forest residues,no tillage,31057,08063,north central,harvested,189.4,dry short ton,
forest residues,no tillage,31083,29217,north central,harvested,378.4,dry short ton,
forest residues,no tillage,31093,48251,north central,harvested,316.4,dry short ton,
forest residues,no tillage,31103,40143,north central,harvested,37.6,dry short ton,
forest residues,no tillage,31107,19183,north central,harvested,127.8,dry short ton,
forest residues,no tillage,31109,19083,north central,harvested,153.8,dry short ton,
forest residues,no tillage,31111,40143,north central,harvested,931.2,dry short ton,
forest residues,no tillage,31139,27063,north central,harvested,26.3,dry short ton,
forest residues,no tillage,31153,29021,north central,harvested,141,dry short ton,
forest residues,no tillage,31159,17113,north central,harvested,30.1,dry short ton,
forest residues,no tillage,31163,48251,north central,harvested,65.2,dry short ton,
forest residues,no tillage,31167,19193,north central,harvested,8.3,dry short ton,
forest residues,no tillage,31175,29007,north central,harvested,116.5,dry short ton,
