feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,unit_numerator,feedstock_amount,unit_denominator,source_lon,source_lat,destination_lon,destination_lat
forest residues,no tillage,01129,01099,south,harvested,acre,11569.80000,,-88.18791,31.40677,-87.38233,31.52865
forest residues,no tillage,01129,01099,south,production,dry short ton,33747.10000,,-88.18791,31.40677,-87.38233,31.52865
forest residues,no tillage,01131,01065,south,harvested,acre,7196.70000,,-87.40051,32.04806,-87.63819,32.74414
forest residues,no tillage,01131,01065,south,production,dry short ton,22200.70000,,-87.40051,32.04806,-87.63819,32.74414
forest residues,no tillage,01133,01073,south,harvested,acre,3673.00000,,-87.37366,34.14671,-86.86054,33.54472
forest residues,no tillage,01133,01073,south,production,dry short ton,13779.50000,,-87.37366,34.14671,-86.86054,33.54472
forest residues,no tillage,04001,06065,inland west,harvested,acre,593.50000,,-109.44490,35.23660,-116.02030,33.75271
forest residues,no tillage,04001,06065,inland west,production,dry short ton,2439.00000,,-109.44490,35.23660,-116.02030,33.75271
forest residues,no tillage,04005,08031,inland west,harvested,acre,64.20000,,-112.04241,35.63009,-104.95491,39.76444
forest residues,no tillage,04005,08031,inland west,production,dry short ton,263.60000,,-112.04241,35.63009,-104.95491,39.76444
forest residues,no tillage,04007,04013,inland west,harvested,acre,219.70000,,-110.68134,33.74159,-112.76812,33.27676
forest residues,no tillage,04007,04013,inland west,production,dry short ton,709.90000,,-110.68134,33.74159,-112.76812,33.27676
forest residues,no tillage,04017,08031,inland west,harvested,acre,174.30000,,-110.29724,35.28763,-104.95491,39.76444
forest residues,no tillage,04017,08031,inland west,production,dry short ton,716.30000,,-110.29724,35.28763,-104.95491,39.76444
forest residues,no tillage,05001,05107,south,harvested,acre,312.20000,,-91.38796,34.25276,-90.82395,34.38173
forest residues,no tillage,05001,05107,south,production,dry short ton,749.80000,,-91.38796,34.25276,-90.82395,34.38173
forest residues,no tillage,05003,05003,south,harvested,acre,6341.60000,,-91.79584,33.20198,-91.79584,33.20198
forest residues,no tillage,05003,05003,south,production,dry short ton,18370.30000,,-91.79584,33.20198,-91.79584,33.20198
forest residues,no tillage,05005,05063,south,harvested,acre,5282.20000,,-92.31723,36.23612,-91.58219,35.73479
forest residues,no tillage,05005,05063,south,production,dry short ton,21699.60000,,-92.31723,36.23612,-91.58219,35.73479
forest residues,no tillage,05007,17119,south,harvested,acre,3356.80000,,-94.22754,36.29929,-89.85542,38.82656
forest residues,no tillage,05007,17119,south,production,dry short ton,9871.00000,,-94.22754,36.29929,-89.85542,38.82656
forest residues,no tillage,05009,29007,south,harvested,acre,2811.10000,,-93.09345,36.30660,-91.76238,39.20232
forest residues,no tillage,05009,29007,south,production,dry short ton,8626.40000,,-93.09345,36.30660,-91.76238,39.20232
forest residues,no tillage,05011,05003,south,harvested,acre,5032.90000,,-92.16675,33.43407,-91.79584,33.20198
forest residues,no tillage,05011,05003,south,production,dry short ton,19130.80000,,-92.16675,33.43407,-91.79584,33.20198
forest residues,no tillage,05013,05003,south,harvested,acre,6566.10000,,-92.54776,33.53599,-91.79584,33.20198
forest residues,no tillage,05013,05003,south,production,dry short ton,28215.00000,,-92.54776,33.53599,-91.79584,33.20198
forest residues,no tillage,05015,13115,south,harvested,acre,3798.00000,,-93.55641,36.31044,-85.19449,34.33305
forest residues,no tillage,05015,13115,south,production,dry short ton,10194.10000,,-93.55641,36.31044,-85.19449,34.33305
forest residues,no tillage,05017,28151,south,harvested,acre,1600.90000,,-91.29476,33.28398,-90.88081,33.26906
forest residues,no tillage,05017,28151,south,production,dry short ton,4454.70000,,-91.29476,33.28398,-90.88081,33.26906
forest residues,no tillage,05019,29007,south,harvested,acre,5880.30000,,-93.16144,34.05533,-91.76238,39.20232
forest residues,no tillage,05019,29007,south,production,dry short ton,24928.60000,,-93.16144,34.05533,-91.76238,39.20232
forest residues,no tillage,05023,05063,south,harvested,acre,8420.60000,,-92.02123,35.53585,-91.58219,35.73479
forest residues,no tillage,05023,05063,south,production,dry short ton,36235.20000,,-92.02123,35.53585,-91.58219,35.73479
forest residues,no tillage,05025,05041,south,harvested,acre,5611.10000,,-92.18386,33.88423,-91.30305,33.81824
forest residues,no tillage,05025,05041,south,production,dry short ton,22832.00000,,-92.18386,33.88423,-91.30305,33.81824
forest residues,no tillage,05027,48251,south,harvested,acre,6607.00000,,-93.23284,33.23618,-97.35095,32.34447
forest residues,no tillage,05027,48251,south,production,dry short ton,26684.20000,,-93.23284,33.23618,-97.35095,32.34447
forest residues,no tillage,05029,01099,south,harvested,acre,3652.60000,,-92.67641,35.26711,-87.38233,31.52865
forest residues,no tillage,05029,01099,south,production,dry short ton,13588.40000,,-92.67641,35.26711,-87.38233,31.52865
forest residues,no tillage,05031,05063,south,harvested,acre,271.20000,,-90.66015,35.84739,-91.58219,35.73479
forest residues,no tillage,05031,05063,south,production,dry short ton,971.70000,,-90.66015,35.84739,-91.58219,35.73479
forest residues,no tillage,05033,13115,south,harvested,acre,2683.10000,,-94.24147,35.55808,-85.19449,34.33305
forest residues,no tillage,05033,13115,south,production,dry short ton,8540.20000,,-94.24147,35.55808,-85.19449,34.33305
forest residues,no tillage,05037,47157,south,harvested,acre,269.00000,,-90.77217,35.29639,-89.86571,35.20148
forest residues,no tillage,05037,47157,south,production,dry short ton,646.20000,,-90.77217,35.29639,-89.86571,35.20148
forest residues,no tillage,05039,05003,south,harvested,acre,4984.10000,,-92.71767,33.97569,-91.79584,33.20198
forest residues,no tillage,05039,05003,south,production,dry short ton,23290.20000,,-92.71767,33.97569,-91.79584,33.20198
forest residues,no tillage,05041,05041,south,harvested,acre,919.30000,,-91.30305,33.81824,-91.30305,33.81824
forest residues,no tillage,05041,05041,south,production,dry short ton,2578.00000,,-91.30305,33.81824,-91.30305,33.81824
forest residues,no tillage,05043,05041,south,harvested,acre,5319.80000,,-91.71457,33.59015,-91.30305,33.81824
forest residues,no tillage,05043,05041,south,production,dry short ton,16253.40000,,-91.71457,33.59015,-91.30305,33.81824
forest residues,no tillage,05045,05063,south,harvested,acre,2319.60000,,-92.33319,35.10533,-91.58219,35.73479
forest residues,no tillage,05045,05063,south,production,dry short ton,7330.90000,,-92.33319,35.10533,-91.58219,35.73479
forest residues,no tillage,05047,29021,south,harvested,acre,3525.40000,,-93.87459,35.48706,-94.80496,39.67595
forest residues,no tillage,05047,29021,south,production,dry short ton,10890.00000,,-93.87459,35.48706,-94.80496,39.67595
forest residues,no tillage,05049,05063,south,harvested,acre,6477.60000,,-91.80361,36.37455,-91.58219,35.73479
forest residues,no tillage,05049,05063,south,production,dry short ton,27178.20000,,-91.80361,36.37455,-91.58219,35.73479
forest residues,no tillage,05051,47039,south,harvested,acre,5504.40000,,-93.10609,34.58084,-88.11233,35.61490
forest residues,no tillage,05051,47039,south,production,dry short ton,20875.90000,,-93.10609,34.58084,-88.11233,35.61490
forest residues,no tillage,05053,05003,south,harvested,acre,7528.50000,,-92.44206,34.27689,-91.79584,33.20198
forest residues,no tillage,05053,05003,south,production,dry short ton,23987.10000,,-92.44206,34.27689,-91.79584,33.20198
forest residues,no tillage,05055,05063,south,harvested,acre,349.40000,,-90.52715,36.11635,-91.58219,35.73479
forest residues,no tillage,05055,05063,south,production,dry short ton,1804.80000,,-90.52715,36.11635,-91.58219,35.73479
forest residues,no tillage,05057,48037,south,harvested,acre,4221.00000,,-93.71467,33.74258,-94.39487,33.47649
forest residues,no tillage,05057,48037,south,production,dry short ton,13905.00000,,-93.71467,33.74258,-94.39487,33.47649
forest residues,no tillage,05059,48291,south,harvested,acre,3826.50000,,-93.01339,34.32780,-94.86440,30.18875
forest residues,no tillage,05059,48291,south,production,dry short ton,13221.50000,,-93.01339,34.32780,-94.86440,30.18875
forest residues,no tillage,05061,48037,south,harvested,acre,3154.50000,,-93.95419,34.05170,-94.39487,33.47649
forest residues,no tillage,05061,48037,south,production,dry short ton,8800.10000,,-93.95419,34.05170,-94.39487,33.47649
forest residues,no tillage,05063,05063,south,harvested,acre,1839.70000,,-91.58219,35.73479,-91.58219,35.73479
forest residues,no tillage,05063,05063,south,production,dry short ton,5473.30000,,-91.58219,35.73479,-91.58219,35.73479
forest residues,no tillage,05065,05063,south,harvested,acre,7394.60000,,-91.89707,36.06442,-91.58219,35.73479
forest residues,no tillage,05065,05063,south,production,dry short ton,32937.50000,,-91.89707,36.06442,-91.58219,35.73479
forest residues,no tillage,05067,05063,south,harvested,acre,326.20000,,-91.20377,35.62258,-91.58219,35.73479
forest residues,no tillage,05067,05063,south,production,dry short ton,1145.60000,,-91.20377,35.62258,-91.58219,35.73479
forest residues,no tillage,05069,05041,south,harvested,acre,1872.30000,,-91.96120,34.27689,-91.30305,33.81824
forest residues,no tillage,05069,05041,south,production,dry short ton,5081.40000,,-91.96120,34.27689,-91.30305,33.81824
forest residues,no tillage,05071,22089,south,harvested,acre,3123.70000,,-93.46283,35.54890,-90.40272,29.93059
forest residues,no tillage,05071,22089,south,production,dry short ton,9942.40000,,-93.46283,35.54890,-90.40272,29.93059
forest residues,no tillage,05073,48037,south,harvested,acre,1415.60000,,-93.59218,33.25049,-94.39487,33.47649
forest residues,no tillage,05073,48037,south,production,dry short ton,4161.30000,,-93.59218,33.25049,-94.39487,33.47649
forest residues,no tillage,05075,05063,south,harvested,acre,446.80000,,-91.08693,36.06938,-91.58219,35.73479
forest residues,no tillage,05075,05063,south,production,dry short ton,1180.90000,,-91.08693,36.06938,-91.58219,35.73479
forest residues,no tillage,05077,05107,south,harvested,acre,415.00000,,-90.82305,34.76932,-90.82395,34.38173
forest residues,no tillage,05077,05107,south,production,dry short ton,996.80000,,-90.82305,34.76932,-90.82395,34.38173
forest residues,no tillage,05079,05107,south,harvested,acre,1744.20000,,-91.70938,33.97968,-90.82395,34.38173
forest residues,no tillage,05079,05107,south,production,dry short ton,4564.80000,,-91.70938,33.97968,-90.82395,34.38173
forest residues,no tillage,05081,48037,south,harvested,acre,3472.60000,,-94.22636,33.73944,-94.39487,33.47649
forest residues,no tillage,05081,48037,south,production,dry short ton,9736.20000,,-94.22636,33.73944,-94.39487,33.47649
forest residues,no tillage,05083,48279,south,harvested,acre,6108.20000,,-93.65406,35.22439,-102.35173,34.06948
forest residues,no tillage,05083,48279,south,production,dry short ton,21664.10000,,-93.65406,35.22439,-102.35173,34.06948
forest residues,no tillage,05085,05063,south,harvested,acre,366.20000,,-91.88750,34.77914,-91.58219,35.73479
forest residues,no tillage,05085,05063,south,production,dry short ton,879.60000,,-91.88750,34.77914,-91.58219,35.73479
forest residues,no tillage,05087,48201,south,harvested,acre,4204.50000,,-93.69716,36.03365,-95.38597,29.83394
forest residues,no tillage,05087,48201,south,production,dry short ton,13349.30000,,-93.69716,36.03365,-95.38597,29.83394
forest residues,no tillage,05089,48291,south,harvested,acre,6180.50000,,-92.70993,36.28061,-94.86440,30.18875
forest residues,no tillage,05089,48291,south,production,dry short ton,25172.50000,,-92.70993,36.28061,-94.86440,30.18875
forest residues,no tillage,05091,48037,south,harvested,acre,958.40000,,-93.86918,33.31639,-94.39487,33.47649
forest residues,no tillage,05091,48037,south,production,dry short ton,4449.30000,,-93.86918,33.31639,-94.39487,33.47649
forest residues,no tillage,05095,05041,south,harvested,acre,217.90000,,-91.21285,34.67081,-91.30305,33.81824
forest residues,no tillage,05095,05041,south,production,dry short ton,523.40000,,-91.21285,34.67081,-91.30305,33.81824
forest residues,no tillage,05097,17075,south,harvested,acre,3117.80000,,-93.66863,34.54258,-87.82548,40.74776
forest residues,no tillage,05097,17075,south,production,dry short ton,10390.60000,,-93.66863,34.54258,-87.82548,40.74776
forest residues,no tillage,05099,47037,south,harvested,acre,4845.20000,,-93.29135,33.70067,-86.78086,36.18705
forest residues,no tillage,05099,47037,south,production,dry short ton,19335.70000,,-93.29135,33.70067,-86.78086,36.18705
forest residues,no tillage,05101,40013,south,harvested,acre,2000.60000,,-93.21484,35.92473,-96.24537,33.92190
forest residues,no tillage,05101,40013,south,production,dry short ton,6203.30000,,-93.21484,35.92473,-96.24537,33.92190
forest residues,no tillage,05103,05003,south,harvested,acre,5410.80000,,-92.91070,33.58830,-91.79584,33.20198
forest residues,no tillage,05103,05003,south,production,dry short ton,29324.70000,,-92.91070,33.58830,-91.79584,33.20198
forest residues,no tillage,05105,48439,south,harvested,acre,4283.10000,,-92.88095,34.94375,-97.29168,32.77018
forest residues,no tillage,05105,48439,south,production,dry short ton,17488.50000,,-92.88095,34.94375,-97.29168,32.77018
forest residues,no tillage,05109,48037,south,harvested,acre,5543.00000,,-93.63520,34.14652,-94.39487,33.47649
forest residues,no tillage,05109,48037,south,production,dry short ton,14608.90000,,-93.63520,34.14652,-94.39487,33.47649
forest residues,no tillage,05111,05063,south,harvested,acre,541.10000,,-90.66284,35.57310,-91.58219,35.73479
forest residues,no tillage,05111,05063,south,production,dry short ton,2201.60000,,-90.66284,35.57310,-91.58219,35.73479
forest residues,no tillage,05113,48037,south,harvested,acre,6342.00000,,-94.19848,34.45811,-94.39487,33.47649
forest residues,no tillage,05113,48037,south,production,dry short ton,24399.20000,,-94.19848,34.45811,-94.39487,33.47649
forest residues,no tillage,05115,29095,south,harvested,acre,4396.00000,,-93.07426,35.42376,-94.35836,39.03519
forest residues,no tillage,05115,29095,south,production,dry short ton,13717.90000,,-93.07426,35.42376,-94.35836,39.03519
forest residues,no tillage,05119,05063,south,harvested,acre,3157.80000,,-92.31393,34.75248,-91.58219,35.73479
forest residues,no tillage,05119,05063,south,production,dry short ton,14070.40000,,-92.31393,34.75248,-91.58219,35.73479
forest residues,no tillage,05121,05063,south,harvested,acre,1980.60000,,-91.00499,36.30747,-91.58219,35.73479
forest residues,no tillage,05121,05063,south,production,dry short ton,5658.10000,,-91.00499,36.30747,-91.58219,35.73479
