feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator
forest residues,no tillage,09001,34017,northeast,harvested,43.3,dry short ton,
forest residues,no tillage,09003,25003,northeast,harvested,86.1,dry short ton,
forest residues,no tillage,09005,25003,northeast,harvested,324.2,dry short ton,
forest residues,no tillage,09007,25009,northeast,harvested,90.6,dry short ton,
forest residues,no tillage,09009,25003,northeast,harvested,90,dry short ton,
forest residues,no tillage,09011,25003,northeast,harvested,235.5,dry short ton,
forest residues,no tillage,09013,25003,northeast,harvested,243.7,dry short ton,
forest residues,no tillage,09015,25017,northeast,harvested,315.7,dry short ton,
forest residues,no tillage,10001,26091,northeast,harvested,700.7,dry short ton,
forest residues,no tillage,10003,42049,northeast,harvested,182,dry short ton,
forest residues,no tillage,10005,42007,northeast,harvested,1634.9,dry short ton,
forest residues,no tillage,12001,12023,south,harvested,4781.9,dry short ton,
forest residues,no tillage,12003,12023,south,harvested,1450.3,dry short ton,
forest residues,no tillage,12005,01065,south,harvested,8393.9,dry short ton,
forest residues,no tillage,12007,12023,south,harvested,2290.8,dry short ton,
forest residues,no tillage,12009,01099,south,harvested,3065.6,dry short ton,
forest residues,no tillage,12013,01065,south,harvested,3716.8,dry short ton,
forest residues,no tillage,12015,01067,south,harvested,185,dry short ton,
forest residues,no tillage,12017,12105,south,harvested,5984.4,dry short ton,
forest residues,no tillage,12019,12023,south,harvested,3926.6,dry short ton,
forest residues,no tillage,12021,12086,south,harvested,338,dry short ton,
forest residues,no tillage,12023,12023,south,harvested,3475.4,dry short ton,
forest residues,no tillage,12027,12105,south,harvested,224.5,dry short ton,
forest residues,no tillage,12029,12023,south,harvested,5505.2,dry short ton,
forest residues,no tillage,12031,12023,south,harvested,1557,dry short ton,
forest residues,no tillage,12033,01099,south,harvested,4354.8,dry short ton,
forest residues,no tillage,12035,01071,south,harvested,3104.4,dry short ton,
forest residues,no tillage,12037,01099,south,harvested,1941.4,dry short ton,
forest residues,no tillage,12039,47037,south,harvested,2774.7,dry short ton,
forest residues,no tillage,12041,12023,south,harvested,1289.4,dry short ton,
forest residues,no tillage,12043,12105,south,harvested,1728.6,dry short ton,
forest residues,no tillage,12045,47157,south,harvested,5982.8,dry short ton,
forest residues,no tillage,12047,12023,south,harvested,1905.6,dry short ton,
forest residues,no tillage,12051,12086,south,harvested,301.4,dry short ton,
forest residues,no tillage,12053,12105,south,harvested,2552.6,dry short ton,
forest residues,no tillage,12055,12105,south,harvested,73.1,dry short ton,
forest residues,no tillage,12057,12105,south,harvested,181.5,dry short ton,
forest residues,no tillage,12059,01067,south,harvested,3190.5,dry short ton,
forest residues,no tillage,12063,01067,south,harvested,8211.5,dry short ton,
forest residues,no tillage,12065,05003,south,harvested,3028.8,dry short ton,
forest residues,no tillage,12067,12023,south,harvested,4174.4,dry short ton,
forest residues,no tillage,12069,12105,south,harvested,1256.8,dry short ton,
forest residues,no tillage,12071,13063,south,harvested,1662.8,dry short ton,
forest residues,no tillage,12073,45003,south,harvested,2418,dry short ton,
forest residues,no tillage,12075,12023,south,harvested,9560.8,dry short ton,
forest residues,no tillage,12077,47037,south,harvested,3356.6,dry short ton,
forest residues,no tillage,12079,12023,south,harvested,3674.2,dry short ton,
forest residues,no tillage,12081,12105,south,harvested,681.6,dry short ton,
forest residues,no tillage,12083,45003,south,harvested,8099.3,dry short ton,
forest residues,no tillage,12085,01067,south,harvested,1029.7,dry short ton,
forest residues,no tillage,12089,12023,south,harvested,3911.4,dry short ton,
forest residues,no tillage,12091,12086,south,harvested,5986.5,dry short ton,
forest residues,no tillage,12095,12105,south,harvested,1702.7,dry short ton,
forest residues,no tillage,12097,12105,south,harvested,1216.5,dry short ton,
forest residues,no tillage,12099,12086,south,harvested,515.7,dry short ton,
forest residues,no tillage,12101,12105,south,harvested,2271,dry short ton,
forest residues,no tillage,12103,12105,south,harvested,67.7,dry short ton,
forest residues,no tillage,12105,12105,south,harvested,7877.3,dry short ton,
forest residues,no tillage,12107,12023,south,harvested,6295.8,dry short ton,
forest residues,no tillage,12109,47039,south,harvested,3566.3,dry short ton,
forest residues,no tillage,12113,01099,south,harvested,5814.8,dry short ton,
forest residues,no tillage,12115,12105,south,harvested,792.4,dry short ton,
forest residues,no tillage,12117,12105,south,harvested,1176,dry short ton,
forest residues,no tillage,12119,12105,south,harvested,842.5,dry short ton,
forest residues,no tillage,12121,12023,south,harvested,3002.1,dry short ton,
forest residues,no tillage,12123,12023,south,harvested,7657.5,dry short ton,
forest residues,no tillage,12125,12023,south,harvested,3277.7,dry short ton,
forest residues,no tillage,12127,01099,south,harvested,5354.1,dry short ton,
forest residues,no tillage,12129,01083,south,harvested,2366.8,dry short ton,
forest residues,no tillage,12131,37019,south,harvested,10625.3,dry short ton,
forest residues,no tillage,12133,01067,south,harvested,3400.5,dry short ton,
forest residues,no tillage,13001,12023,south,harvested,4162.2,dry short ton,
forest residues,no tillage,13003,12023,south,harvested,2486.8,dry short ton,
forest residues,no tillage,13005,28001,south,harvested,2507.1,dry short ton,
forest residues,no tillage,13007,13261,south,harvested,449.4,dry short ton,
forest residues,no tillage,13009,13319,south,harvested,2497.5,dry short ton,
forest residues,no tillage,13011,26159,south,harvested,2170.9,dry short ton,
forest residues,no tillage,13013,13063,south,harvested,953.6,dry short ton,
forest residues,no tillage,13015,13115,south,harvested,6268.7,dry short ton,
forest residues,no tillage,13017,45049,south,harvested,1400.8,dry short ton,
forest residues,no tillage,13019,12023,south,harvested,1710.6,dry short ton,
forest residues,no tillage,13021,13319,south,harvested,969.8,dry short ton,
forest residues,no tillage,13023,13319,south,harvested,2253.5,dry short ton,
forest residues,no tillage,13025,12023,south,harvested,5006.5,dry short ton,
forest residues,no tillage,13027,12023,south,harvested,2144.1,dry short ton,
forest residues,no tillage,13029,45049,south,harvested,2362.7,dry short ton,
forest residues,no tillage,13031,45003,south,harvested,4431.7,dry short ton,
forest residues,no tillage,13033,45003,south,harvested,3140.7,dry short ton,
forest residues,no tillage,13035,13319,south,harvested,777.6,dry short ton,
forest residues,no tillage,13037,13261,south,harvested,691.2,dry short ton,
forest residues,no tillage,13039,12023,south,harvested,4812.4,dry short ton,
forest residues,no tillage,13043,45049,south,harvested,2529.8,dry short ton,
forest residues,no tillage,13045,13063,south,harvested,2154.3,dry short ton,
forest residues,no tillage,13047,13115,south,harvested,628.9,dry short ton,
forest residues,no tillage,13049,12023,south,harvested,5033.2,dry short ton,
forest residues,no tillage,13051,45049,south,harvested,691.9,dry short ton,
forest residues,no tillage,13053,13261,south,harvested,1006,dry short ton,
forest residues,no tillage,13055,13213,south,harvested,3110.1,dry short ton,
forest residues,no tillage,13057,13063,south,harvested,3038.2,dry short ton,
forest residues,no tillage,13059,13063,south,harvested,1035.7,dry short ton,
forest residues,no tillage,13061,01067,south,harvested,464.5,dry short ton,
forest residues,no tillage,13063,13063,south,harvested,249.8,dry short ton,
forest residues,no tillage,13065,12023,south,harvested,6936.8,dry short ton,
forest residues,no tillage,13067,13063,south,harvested,598,dry short ton,
forest residues,no tillage,13069,28001,south,harvested,4607.6,dry short ton,
forest residues,no tillage,13071,13261,south,harvested,2181,dry short ton,
forest residues,no tillage,13073,45003,south,harvested,1053,dry short ton,
forest residues,no tillage,13075,13213,south,harvested,812.8,dry short ton,
forest residues,no tillage,13077,13115,south,harvested,3583.5,dry short ton,
forest residues,no tillage,13079,13319,south,harvested,3446.5,dry short ton,
forest residues,no tillage,13081,13319,south,harvested,2369.5,dry short ton,
forest residues,no tillage,13083,13115,south,harvested,999.8,dry short ton,
forest residues,no tillage,13085,13115,south,harvested,2099.1,dry short ton,
forest residues,no tillage,13087,01067,south,harvested,2234.5,dry short ton,
forest residues,no tillage,13089,13063,south,harvested,1130.1,dry short ton,
forest residues,no tillage,13091,13319,south,harvested,1406.7,dry short ton,
forest residues,no tillage,13093,13319,south,harvested,1474.2,dry short ton,
forest residues,no tillage,13095,13261,south,harvested,311.9,dry short ton,
forest residues,no tillage,13097,13063,south,harvested,27.4,dry short ton,
forest residues,no tillage,13099,13261,south,harvested,1530.4,dry short ton,
forest residues,no tillage,13101,12023,south,harvested,4568.3,dry short ton,
forest residues,no tillage,13103,45049,south,harvested,3384.9,dry short ton,
forest residues,no tillage,13105,45003,south,harvested,4427.6,dry short ton,
forest residues,no tillage,13107,45003,south,harvested,4191,dry short ton,
forest residues,no tillage,13109,45049,south,harvested,1742.6,dry short ton,
forest residues,no tillage,13111,13115,south,harvested,1726.6,dry short ton,
forest residues,no tillage,13113,13063,south,harvested,1017.1,dry short ton,
forest residues,no tillage,13115,13115,south,harvested,4333.2,dry short ton,
forest residues,no tillage,13117,13213,south,harvested,1322.3,dry short ton,
forest residues,no tillage,13119,45045,south,harvested,1277.8,dry short ton,
forest residues,no tillage,13121,13063,south,harvested,1213.7,dry short ton,
forest residues,no tillage,13123,13213,south,harvested,2826.9,dry short ton,
forest residues,no tillage,13125,45003,south,harvested,1221.3,dry short ton,
forest residues,no tillage,13127,45049,south,harvested,1540.2,dry short ton,
forest residues,no tillage,13129,13115,south,harvested,2298.3,dry short ton,
forest residues,no tillage,13131,22005,south,harvested,1613.1,dry short ton,
forest residues,no tillage,13133,13319,south,harvested,3778.9,dry short ton,
forest residues,no tillage,13135,13063,south,harvested,1917.5,dry short ton,
forest residues,no tillage,13137,47157,south,harvested,2168.7,dry short ton,
forest residues,no tillage,13139,13213,south,harvested,1920.2,dry short ton,
forest residues,no tillage,13141,13319,south,harvested,4290.9,dry short ton,
forest residues,no tillage,13143,13213,south,harvested,2157.3,dry short ton,
forest residues,no tillage,13145,13261,south,harvested,5195.7,dry short ton,
forest residues,no tillage,13147,45045,south,harvested,1718.3,dry short ton,
forest residues,no tillage,13149,13115,south,harvested,2537.6,dry short ton,
forest residues,no tillage,13151,13063,south,harvested,662.7,dry short ton,
forest residues,no tillage,13153,13261,south,harvested,2579.8,dry short ton,
forest residues,no tillage,13155,12023,south,harvested,291.5,dry short ton,
forest residues,no tillage,13157,13063,south,harvested,2822,dry short ton,
forest residues,no tillage,13159,13063,south,harvested,1506.7,dry short ton,
forest residues,no tillage,13161,01071,south,harvested,2732.2,dry short ton,
forest residues,no tillage,13163,45003,south,harvested,5114.5,dry short ton,
forest residues,no tillage,13165,45003,south,harvested,3015.2,dry short ton,
forest residues,no tillage,13167,13319,south,harvested,2309.1,dry short ton,
forest residues,no tillage,13169,13319,south,harvested,6502,dry short ton,
forest residues,no tillage,13171,13319,south,harvested,1380.8,dry short ton,
forest residues,no tillage,13173,12023,south,harvested,1373,dry short ton,
forest residues,no tillage,13175,13319,south,harvested,2003.3,dry short ton,
forest residues,no tillage,13177,13261,south,harvested,1104.8,dry short ton,
forest residues,no tillage,13179,45049,south,harvested,472.3,dry short ton,
forest residues,no tillage,13181,45003,south,harvested,1988.1,dry short ton,
forest residues,no tillage,13183,01073,south,harvested,1942,dry short ton,
forest residues,no tillage,13185,12023,south,harvested,2971.9,dry short ton,
forest residues,no tillage,13187,13213,south,harvested,1149,dry short ton,
forest residues,no tillage,13189,45003,south,harvested,457.2,dry short ton,
forest residues,no tillage,13191,47039,south,harvested,1227.3,dry short ton,
forest residues,no tillage,13193,13261,south,harvested,601.2,dry short ton,
forest residues,no tillage,13195,05041,south,harvested,2727.7,dry short ton,
forest residues,no tillage,13197,13261,south,harvested,2756.6,dry short ton,
forest residues,no tillage,13199,13063,south,harvested,3378.2,dry short ton,
forest residues,no tillage,13201,01067,south,harvested,962.4,dry short ton,
forest residues,no tillage,13205,13261,south,harvested,1360.9,dry short ton,
forest residues,no tillage,13207,13261,south,harvested,4318.2,dry short ton,
forest residues,no tillage,13209,13319,south,harvested,2394.8,dry short ton,
forest residues,no tillage,13211,13063,south,harvested,2169.3,dry short ton,
forest residues,no tillage,13213,13213,south,harvested,261.2,dry short ton,
forest residues,no tillage,13215,13261,south,harvested,1793,dry short ton,
forest residues,no tillage,13217,13063,south,harvested,450.1,dry short ton,
forest residues,no tillage,13219,13063,south,harvested,980.3,dry short ton,
forest residues,no tillage,13221,13319,south,harvested,1749.9,dry short ton,
forest residues,no tillage,13223,13213,south,harvested,2626.6,dry short ton,
forest residues,no tillage,13225,13319,south,harvested,1095.3,dry short ton,
forest residues,no tillage,13227,13063,south,harvested,3607.9,dry short ton,
forest residues,no tillage,13229,12023,south,harvested,1987.1,dry short ton,
forest residues,no tillage,13231,13063,south,harvested,1162.3,dry short ton,
forest residues,no tillage,13233,13213,south,harvested,3280.2,dry short ton,
forest residues,no tillage,13235,13319,south,harvested,2894,dry short ton,
forest residues,no tillage,13237,13319,south,harvested,2668.2,dry short ton,
forest residues,no tillage,13239,01067,south,harvested,691.2,dry short ton,
forest residues,no tillage,13241,45045,south,harvested,1669.7,dry short ton,
forest residues,no tillage,13243,13261,south,harvested,1676.8,dry short ton,
forest residues,no tillage,13245,45003,south,harvested,2388.7,dry short ton,
forest residues,no tillage,13247,13063,south,harvested,272,dry short ton,
forest residues,no tillage,13249,13261,south,harvested,1874.3,dry short ton,
forest residues,no tillage,13251,45003,south,harvested,3569.1,dry short ton,
forest residues,no tillage,13253,01067,south,harvested,342.3,dry short ton,
forest residues,no tillage,13255,13319,south,harvested,935.9,dry short ton,
forest residues,no tillage,37109,01073,south,harvested,487.9,dry short ton,
forest residues,no tillage,37111,45045,south,harvested,2682.9,dry short ton,
forest residues,no tillage,37113,45045,south,harvested,1169.9,dry short ton,
forest residues,no tillage,37115,45045,south,harvested,793.2,dry short ton,
forest residues,no tillage,37117,13261,south,harvested,1592.1,dry short ton,
forest residues,no tillage,37119,01083,south,harvested,600,dry short ton,
forest residues,no tillage,37121,17119,south,harvested,158.9,dry short ton,
forest residues,no tillage,37123,01067,south,harvested,3127.3,dry short ton,
forest residues,no tillage,37125,01067,south,harvested,3243.7,dry short ton,
forest residues,no tillage,37127,25003,south,harvested,1391.8,dry short ton,
forest residues,no tillage,37129,37019,south,harvested,197.5,dry short ton,
forest residues,no tillage,37131,01067,south,harvested,3908.6,dry short ton,
forest residues,no tillage,37133,37019,south,harvested,4362.4,dry short ton,
forest residues,no tillage,37135,45045,south,harvested,2579,dry short ton,
forest residues,no tillage,37137,12105,south,harvested,1610.1,dry short ton,
forest residues,no tillage,37139,36117,south,harvested,110.7,dry short ton,
forest residues,no tillage,37141,37019,south,harvested,5417.3,dry short ton,
forest residues,no tillage,37143,21191,south,harvested,246.4,dry short ton,
forest residues,no tillage,37145,01071,south,harvested,1512.5,dry short ton,
forest residues,no tillage,37147,39061,south,harvested,1877.4,dry short ton,
forest residues,no tillage,37149,45045,south,harvested,1120.5,dry short ton,
forest residues,no tillage,37151,13115,south,harvested,3283,dry short ton,
forest residues,no tillage,37153,42049,south,harvested,4265.8,dry short ton,
forest residues,no tillage,37155,37019,south,harvested,3693.3,dry short ton,
forest residues,no tillage,37157,42041,south,harvested,3844.7,dry short ton,
forest residues,no tillage,37159,47037,south,harvested,1954.4,dry short ton,
forest residues,no tillage,37161,45045,south,harvested,3273.3,dry short ton,
forest residues,no tillage,37163,37019,south,harvested,4518.6,dry short ton,
forest residues,no tillage,37165,13115,south,harvested,1624.4,dry short ton,
forest residues,no tillage,37167,01067,south,harvested,1654.7,dry short ton,
forest residues,no tillage,37169,42041,south,harvested,3359.3,dry short ton,
forest residues,no tillage,37171,01099,south,harvested,3135.8,dry short ton,
forest residues,no tillage,37173,18085,south,harvested,530.6,dry short ton,
forest residues,no tillage,37175,45045,south,harvested,1082.4,dry short ton,
forest residues,no tillage,37177,13115,south,harvested,156,dry short ton,
forest residues,no tillage,37179,47039,south,harvested,2523.5,dry short ton,
forest residues,no tillage,37181,42003,south,harvested,733.5,dry short ton,
forest residues,no tillage,37183,36117,south,harvested,3041.6,dry short ton,
forest residues,no tillage,37185,21191,south,harvested,4347.1,dry short ton,
forest residues,no tillage,37187,13261,south,harvested,991.9,dry short ton,
forest residues,no tillage,37189,17183,south,harvested,69.3,dry short ton,
forest residues,no tillage,37191,42003,south,harvested,1838.7,dry short ton,
forest residues,no tillage,37193,26091,south,harvested,3051.1,dry short ton,
forest residues,no tillage,37195,34017,south,harvested,871.7,dry short ton,
forest residues,no tillage,37197,21191,south,harvested,1557.1,dry short ton,
forest residues,no tillage,37199,45045,south,harvested,213.5,dry short ton,
forest residues,no tillage,38013,38049,north central,harvested,246,dry short ton,
forest residues,no tillage,38017,08063,north central,harvested,70.4,dry short ton,
forest residues,no tillage,38053,19193,north central,harvested,809.6,dry short ton,
forest residues,no tillage,38059,31157,north central,harvested,208.1,dry short ton,
forest residues,no tillage,38061,31157,north central,harvested,156,dry short ton,
forest residues,no tillage,38097,29021,north central,harvested,71.3,dry short ton,
forest residues,no tillage,38099,19183,north central,harvested,168.4,dry short ton,
forest residues,no tillage,38101,38049,north central,harvested,410,dry short ton,
forest residues,no tillage,38103,38049,north central,harvested,120.9,dry short ton,
forest residues,no tillage,39001,39061,north central,harvested,459.6,dry short ton,
forest residues,no tillage,39005,39139,north central,harvested,284.4,dry short ton,
forest residues,no tillage,39009,17099,north central,harvested,345.5,dry short ton,
forest residues,no tillage,39013,42007,north central,harvested,1067.5,dry short ton,
forest residues,no tillage,39015,21191,north central,harvested,645.8,dry short ton,
forest residues,no tillage,39019,39151,north central,harvested,496.7,dry short ton,
forest residues,no tillage,39031,39139,north central,harvested,591.5,dry short ton,
forest residues,no tillage,39033,39139,north central,harvested,32.3,dry short ton,
forest residues,no tillage,39039,26091,north central,harvested,431.2,dry short ton,
forest residues,no tillage,39041,39139,north central,harvested,224,dry short ton,
forest residues,no tillage,39045,39139,north central,harvested,932.3,dry short ton,
forest residues,no tillage,39047,13213,north central,harvested,104.8,dry short ton,
forest residues,no tillage,39049,39139,north central,harvested,156.3,dry short ton,
forest residues,no tillage,39051,26091,north central,harvested,417.3,dry short ton,
forest residues,no tillage,39053,21059,north central,harvested,2067,dry short ton,
forest residues,no tillage,39059,39151,north central,harvested,378.9,dry short ton,
forest residues,no tillage,39067,39151,north central,harvested,1064.7,dry short ton,
forest residues,no tillage,39071,21191,north central,harvested,1759.6,dry short ton,
forest residues,no tillage,39073,18171,north central,harvested,345.8,dry short ton,
forest residues,no tillage,39075,39151,north central,harvested,282.6,dry short ton,
forest residues,no tillage,39077,39139,north central,harvested,107.6,dry short ton,
forest residues,no tillage,39079,01083,north central,harvested,817.7,dry short ton,
forest residues,no tillage,39081,42003,north central,harvested,543.9,dry short ton,
forest residues,no tillage,39083,39151,north central,harvested,1169.5,dry short ton,
forest residues,no tillage,39087,55025,north central,harvested,1505.8,dry short ton,
forest residues,no tillage,39089,39139,north central,harvested,1033.2,dry short ton,
forest residues,no tillage,39101,39139,north central,harvested,102.9,dry short ton,
forest residues,no tillage,39105,13319,north central,harvested,547.1,dry short ton,
forest residues,no tillage,39111,45045,north central,harvested,370.2,dry short ton,
forest residues,no tillage,39115,42003,north central,harvested,122.5,dry short ton,
forest residues,no tillage,39117,39139,north central,harvested,1346.6,dry short ton,
forest residues,no tillage,39119,39151,north central,harvested,495.6,dry short ton,
forest residues,no tillage,39121,39151,north central,harvested,736.7,dry short ton,
forest residues,no tillage,39127,39139,north central,harvested,544.2,dry short ton,
forest residues,no tillage,39129,01067,north central,harvested,104.2,dry short ton,
forest residues,no tillage,39131,18171,north central,harvested,1046.9,dry short ton,
forest residues,no tillage,39137,26091,north central,harvested,247,dry short ton,
forest residues,no tillage,39139,39139,north central,harvested,155,dry short ton,
forest residues,no tillage,39141,19045,north central,harvested,2321.3,dry short ton,
forest residues,no tillage,39145,45045,north central,harvested,1938.8,dry short ton,
forest residues,no tillage,39147,39139,north central,harvested,58.5,dry short ton,
forest residues,no tillage,39153,39139,north central,harvested,424.4,dry short ton,
forest residues,no tillage,39157,39139,north central,harvested,715.7,dry short ton,
forest residues,no tillage,39159,39139,north central,harvested,229.6,dry short ton,
forest residues,no tillage,39163,19183,north central,harvested,524.1,dry short ton,
forest residues,no tillage,39167,26099,north central,harvested,626.3,dry short ton,
forest residues,no tillage,39171,26091,north central,harvested,126.5,dry short ton,
forest residues,no tillage,40005,40013,north central,harvested,3588.7,dry short ton,
forest residues,no tillage,40009,35009,north central,harvested,1069.9,dry short ton,
forest residues,no tillage,40013,40013,north central,harvested,1666.1,dry short ton,
forest residues,no tillage,40015,29095,north central,harvested,903.5,dry short ton,
forest residues,no tillage,40021,40143,north central,harvested,381.5,dry short ton,
forest residues,no tillage,40023,40013,north central,harvested,112.9,dry short ton,
forest residues,no tillage,40027,40143,north central,harvested,669.9,dry short ton,
forest residues,no tillage,40029,40013,north central,harvested,1094.6,dry short ton,
forest residues,no tillage,40037,40143,north central,harvested,1106.1,dry short ton,
forest residues,no tillage,40049,40013,north central,harvested,1277.2,dry short ton,
forest residues,no tillage,40051,19183,north central,harvested,464.6,dry short ton,
forest residues,no tillage,40061,29021,north central,harvested,476.7,dry short ton,
forest residues,no tillage,40063,40143,north central,harvested,89.4,dry short ton,
forest residues,no tillage,40067,29217,north central,harvested,147,dry short ton,
forest residues,no tillage,40069,40013,north central,harvested,821.9,dry short ton,
forest residues,no tillage,40077,19099,north central,harvested,331.1,dry short ton,
forest residues,no tillage,40079,48037,north central,harvested,2226.9,dry short ton,
forest residues,no tillage,40081,40143,north central,harvested,431.4,dry short ton,
forest residues,no tillage,40083,19083,north central,harvested,1058.6,dry short ton,
forest residues,no tillage,40087,48037,north central,harvested,420.7,dry short ton,
forest residues,no tillage,40089,48037,north central,harvested,7677.7,dry short ton,
forest residues,no tillage,40091,40143,north central,harvested,460.5,dry short ton,
forest residues,no tillage,40095,40013,north central,harvested,885.7,dry short ton,
forest residues,no tillage,40101,40143,north central,harvested,528.2,dry short ton,
forest residues,no tillage,40107,40143,north central,harvested,1489.7,dry short ton,
forest residues,no tillage,40109,19027,north central,harvested,1066.9,dry short ton,
forest residues,no tillage,40119,40143,north central,harvested,121.6,dry short ton,
forest residues,no tillage,40121,40143,north central,harvested,1240.6,dry short ton,
forest residues,no tillage,40123,40013,north central,harvested,420.4,dry short ton,
forest residues,no tillage,40125,29021,north central,harvested,895.8,dry short ton,
forest residues,no tillage,40127,40013,north central,harvested,4840.7,dry short ton,
forest residues,no tillage,40133,40013,north central,harvested,405.3,dry short ton,
forest residues,no tillage,40135,18171,north central,harvested,518.6,dry short ton,
forest residues,no tillage,40137,47157,north central,harvested,419.6,dry short ton,
forest residues,no tillage,40143,40143,north central,harvested,1012.9,dry short ton,
forest residues,no tillage,42001,42041,northeast,harvested,681.9,dry short ton,
forest residues,no tillage,42003,42003,northeast,harvested,0.7,dry short ton,
forest residues,no tillage,42005,42007,northeast,harvested,921.3,dry short ton,
forest residues,no tillage,42007,42007,northeast,harvested,1138.1,dry short ton,
forest residues,no tillage,42009,18065,northeast,harvested,1889.9,dry short ton,
forest residues,no tillage,42011,42041,northeast,harvested,954.7,dry short ton,
forest residues,no tillage,42013,36047,northeast,harvested,428.5,dry short ton,
forest residues,no tillage,42015,37019,northeast,harvested,1079.1,dry short ton,
forest residues,no tillage,42019,42003,northeast,harvested,1235.2,dry short ton,
forest residues,no tillage,42021,25017,northeast,harvested,34.1,dry short ton,
forest residues,no tillage,42023,18065,northeast,harvested,10.2,dry short ton,
forest residues,no tillage,42025,42049,northeast,harvested,281.7,dry short ton,
forest residues,no tillage,42027,42041,northeast,harvested,394.7,dry short ton,
forest residues,no tillage,42031,42003,northeast,harvested,1053.8,dry short ton,
forest residues,no tillage,42033,36085,northeast,harvested,2129.1,dry short ton,
forest residues,no tillage,42035,42041,northeast,harvested,383.2,dry short ton,
forest residues,no tillage,42037,42041,northeast,harvested,13.6,dry short ton,
forest residues,no tillage,42039,42049,northeast,harvested,624.4,dry short ton,
forest residues,no tillage,42043,42041,northeast,harvested,259.2,dry short ton,
forest residues,no tillage,42047,36085,northeast,harvested,241.9,dry short ton,
forest residues,no tillage,42049,42049,northeast,harvested,1688.2,dry short ton,
forest residues,no tillage,42051,42007,northeast,harvested,187,dry short ton,
forest residues,no tillage,42053,42049,northeast,harvested,743.3,dry short ton,
forest residues,no tillage,42055,42041,northeast,harvested,893.3,dry short ton,
forest residues,no tillage,42057,13063,northeast,harvested,1060.9,dry short ton,
forest residues,no tillage,42059,42003,northeast,harvested,3.6,dry short ton,
forest residues,no tillage,42061,42041,northeast,harvested,742.6,dry short ton,
forest residues,no tillage,42063,42003,northeast,harvested,2610.1,dry short ton,
forest residues,no tillage,42065,01071,northeast,harvested,963.7,dry short ton,
forest residues,no tillage,42069,25009,northeast,harvested,2888.1,dry short ton,
forest residues,no tillage,42073,39151,northeast,harvested,493.7,dry short ton,
forest residues,no tillage,42075,42041,northeast,harvested,415.2,dry short ton,
forest residues,no tillage,42077,42041,northeast,harvested,192.6,dry short ton,
forest residues,no tillage,42079,42007,northeast,harvested,2954.9,dry short ton,
forest residues,no tillage,42081,42041,northeast,harvested,1050.1,dry short ton,
forest residues,no tillage,42083,39151,northeast,harvested,137.6,dry short ton,
forest residues,no tillage,42085,42003,northeast,harvested,1209.8,dry short ton,
forest residues,no tillage,42089,34017,northeast,harvested,2268.4,dry short ton,
forest residues,no tillage,42093,42041,northeast,harvested,38.7,dry short ton,
forest residues,no tillage,42095,36085,northeast,harvested,531.6,dry short ton,
forest residues,no tillage,42097,42041,northeast,harvested,12.8,dry short ton,
forest residues,no tillage,42099,42041,northeast,harvested,288.4,dry short ton,
forest residues,no tillage,42103,34017,northeast,harvested,562.9,dry short ton,
forest residues,no tillage,42105,18065,northeast,harvested,483.7,dry short ton,
forest residues,no tillage,42107,42041,northeast,harvested,295.2,dry short ton,
forest residues,no tillage,42109,42041,northeast,harvested,23.9,dry short ton,
forest residues,no tillage,42111,17197,northeast,harvested,10.2,dry short ton,
forest residues,no tillage,42113,36117,northeast,harvested,57.6,dry short ton,
forest residues,no tillage,42115,34017,northeast,harvested,4181.5,dry short ton,
forest residues,no tillage,42117,18065,northeast,harvested,788.9,dry short ton,
forest residues,no tillage,42119,42041,northeast,harvested,8.7,dry short ton,
forest residues,no tillage,42121,42003,northeast,harvested,1287.2,dry short ton,
forest residues,no tillage,42123,42049,northeast,harvested,2677.6,dry short ton,
forest residues,no tillage,42125,42007,northeast,harvested,4.9,dry short ton,
forest residues,no tillage,42127,39139,northeast,harvested,4966.6,dry short ton,
forest residues,no tillage,42129,42007,northeast,harvested,7.8,dry short ton,
forest residues,no tillage,42131,42007,northeast,harvested,3042.1,dry short ton,
forest residues,no tillage,42133,42041,northeast,harvested,599.3,dry short ton,
forest residues,no tillage,44003,25017,northeast,harvested,169.8,dry short ton,
forest residues,no tillage,44005,25017,northeast,harvested,298.4,dry short ton,
forest residues,no tillage,44007,25009,northeast,harvested,627.2,dry short ton,
forest residues,no tillage,44009,25003,northeast,harvested,772.3,dry short ton,
forest residues,no tillage,45001,45045,south,harvested,4110.9,dry short ton,
forest residues,no tillage,45003,45003,south,harvested,11438.3,dry short ton,
forest residues,no tillage,45005,45049,south,harvested,2286.4,dry short ton,
forest residues,no tillage,45007,45045,south,harvested,4639.9,dry short ton,
forest residues,no tillage,45009,45049,south,harvested,2428,dry short ton,
forest residues,no tillage,45011,45003,south,harvested,4179.9,dry short ton,
forest residues,no tillage,45013,45049,south,harvested,2210.6,dry short ton,
forest residues,no tillage,45015,13115,south,harvested,11479.4,dry short ton,
forest residues,no tillage,45017,45003,south,harvested,1834.2,dry short ton,
forest residues,no tillage,45019,45049,south,harvested,5203.1,dry short ton,
forest residues,no tillage,45021,45045,south,harvested,2521.7,dry short ton,
forest residues,no tillage,45023,45045,south,harvested,5988.3,dry short ton,
forest residues,no tillage,45025,26099,south,harvested,4443.7,dry short ton,
forest residues,no tillage,45027,01083,south,harvested,3550.9,dry short ton,
