feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator,source_lon,source_lat,destination_lon,destination_lat
forest residues,no tillage,54033,21059,northeast,production,6583.50000,dry short ton,,-80.39632,39.28511,-87.06911,37.74564
forest residues,no tillage,54035,01083,northeast,production,5427.60000,dry short ton,,-81.69554,38.82466,-87.03223,34.77491
forest residues,no tillage,54037,13319,northeast,production,1457.00000,dry short ton,,-77.86090,39.31592,-83.15371,32.79656
forest residues,no tillage,54039,17119,northeast,production,3743.60000,dry short ton,,-81.52334,38.29698,-89.85542,38.82656
forest residues,no tillage,54041,13319,northeast,production,1027.20000,dry short ton,,-80.49334,38.94554,-83.15371,32.79656
forest residues,no tillage,54045,17119,northeast,production,1960.90000,dry short ton,,-81.94254,37.83316,-89.85542,38.82656
forest residues,no tillage,54047,45049,northeast,production,2392.20000,dry short ton,,-81.63562,37.37535,-81.10284,32.78904
forest residues,no tillage,54049,42003,northeast,production,3859.00000,dry short ton,,-80.26360,39.51427,-80.00616,40.43463
forest residues,no tillage,54051,42003,northeast,production,9700.30000,dry short ton,,-80.65551,39.87761,-80.00616,40.43463
forest residues,no tillage,54053,01099,northeast,production,2272.30000,dry short ton,,-82.00123,38.75159,-87.38233,31.52865
forest residues,no tillage,54055,45049,northeast,production,4376.80000,dry short ton,,-81.07688,37.41643,-81.10284,32.78904
forest residues,no tillage,54057,26091,northeast,production,1850.90000,dry short ton,,-78.86448,39.44303,-84.06577,41.89604
forest residues,no tillage,54061,42003,northeast,production,2297.80000,dry short ton,,-79.96980,39.57855,-80.00616,40.43463
forest residues,no tillage,54065,26159,northeast,production,2538.80000,dry short ton,,-78.29869,39.54362,-86.42568,42.24736
forest residues,no tillage,54067,01065,northeast,production,10801.70000,dry short ton,,-80.82398,38.31836,-87.63819,32.74414
forest residues,no tillage,54069,42003,northeast,production,1886.20000,dry short ton,,-80.61400,40.10130,-80.00616,40.43463
forest residues,no tillage,54071,17197,northeast,production,3843.90000,dry short ton,,-79.34082,38.68461,-87.88899,41.46518
forest residues,no tillage,54073,17183,northeast,production,4158.00000,dry short ton,,-81.15590,39.37249,-87.73619,40.17917
forest residues,no tillage,54075,55079,northeast,production,7005.20000,dry short ton,,-79.98555,38.38803,-87.58071,43.01735
forest residues,no tillage,54077,42003,northeast,production,7837.20000,dry short ton,,-79.69004,39.45815,-80.00616,40.43463
forest residues,no tillage,54081,18065,northeast,production,1463.30000,dry short ton,,-81.17434,37.74880,-85.38839,39.93190
forest residues,no tillage,54083,25003,northeast,production,23112.90000,dry short ton,,-79.82712,38.75347,-73.20214,42.39146
forest residues,no tillage,54085,18171,northeast,production,3122.90000,dry short ton,,-81.08375,39.19850,-87.38869,40.30210
forest residues,no tillage,54087,17183,northeast,production,2140.70000,dry short ton,,-81.35159,38.73164,-87.73619,40.17917
forest residues,no tillage,54091,42049,northeast,production,3753.90000,dry short ton,,-80.04869,39.34560,-80.14066,42.18239
forest residues,no tillage,54093,26159,northeast,production,4788.20000,dry short ton,,-79.57621,39.11795,-86.42568,42.24736
forest residues,no tillage,54095,36117,northeast,production,919.30000,dry short ton,,-80.82154,39.45059,-77.04969,43.34850
forest residues,no tillage,54097,21191,northeast,production,6586.50000,dry short ton,,-80.23366,38.89941,-84.36657,38.70268
forest residues,no tillage,54099,01067,northeast,production,4078.10000,dry short ton,,-82.43891,38.13215,-85.22845,31.54174
forest residues,no tillage,54101,42049,northeast,production,14480.30000,dry short ton,,-80.43536,38.48380,-80.14066,42.18239
forest residues,no tillage,54103,42003,northeast,production,6835.70000,dry short ton,,-80.66001,39.57545,-80.00616,40.43463
forest residues,no tillage,54105,39061,northeast,production,55.50000,dry short ton,,-81.40659,39.04062,-84.55762,39.16680
forest residues,no tillage,54107,01073,northeast,production,2894.30000,dry short ton,,-81.50505,39.21823,-86.86054,33.54472
forest residues,no tillage,55001,55025,north central,production,478.10000,dry short ton,,-89.77671,43.94586,-89.42476,43.06959
forest residues,no tillage,55003,21059,north central,production,33204.10000,dry short ton,,-90.68578,46.64701,-87.06911,37.74564
forest residues,no tillage,55005,26099,north central,production,7029.70000,dry short ton,,-91.84865,45.42366,-82.90140,42.67230
forest residues,no tillage,55007,19183,north central,production,14057.80000,dry short ton,,-91.18773,46.68080,-91.71580,41.33658
forest residues,no tillage,55009,55079,north central,production,143.90000,dry short ton,,-87.97772,44.46004,-87.58071,43.01735
forest residues,no tillage,55011,05063,north central,production,283.20000,dry short ton,,-91.72133,44.31089,-91.58219,35.73479
forest residues,no tillage,55013,19193,north central,production,6726.60000,dry short ton,,-92.36377,45.89866,-96.04077,42.38669
forest residues,no tillage,55017,29095,north central,production,5429.70000,dry short ton,,-91.28766,45.07456,-94.35836,39.03519
forest residues,no tillage,55019,39061,north central,production,14644.70000,dry short ton,,-90.61922,44.72754,-84.55762,39.16680
forest residues,no tillage,55021,55025,north central,production,7254.50000,dry short ton,,-89.30349,43.46157,-89.42476,43.06959
forest residues,no tillage,55023,19061,north central,production,4585.80000,dry short ton,,-90.88776,43.20611,-90.89527,42.48480
forest residues,no tillage,55025,55025,north central,production,6156.50000,dry short ton,,-89.42476,43.06959,-89.42476,43.06959
forest residues,no tillage,55027,55025,north central,production,6808.20000,dry short ton,,-88.70309,43.41296,-89.42476,43.06959
forest residues,no tillage,55029,19099,north central,production,534.60000,dry short ton,,-86.98152,45.06344,-93.05744,41.68604
forest residues,no tillage,55031,19027,north central,production,5823.20000,dry short ton,,-91.92275,46.52586,-94.86053,42.03646
forest residues,no tillage,55033,19193,north central,production,1040.50000,dry short ton,,-91.89321,44.94576,-96.04077,42.38669
forest residues,no tillage,55035,26159,north central,production,1558.90000,dry short ton,,-91.28595,44.72336,-86.42568,42.24736
forest residues,no tillage,55037,29175,north central,production,23850.70000,dry short ton,,-88.37551,45.86728,-92.50506,39.42837
forest residues,no tillage,55039,55025,north central,production,221.50000,dry short ton,,-88.52290,43.74102,-89.42476,43.06959
forest residues,no tillage,55041,55025,north central,production,51469.80000,dry short ton,,-88.86156,45.72458,-89.42476,43.06959
forest residues,no tillage,55043,19061,north central,production,4994.00000,dry short ton,,-90.76231,42.85910,-90.89527,42.48480
forest residues,no tillage,55045,19045,north central,production,6717.20000,dry short ton,,-89.60243,42.67898,-90.53281,41.88029
forest residues,no tillage,55047,55025,north central,production,143.40000,dry short ton,,-89.02684,43.80747,-89.42476,43.06959
forest residues,no tillage,55049,55025,north central,production,2773.80000,dry short ton,,-90.13346,43.01130,-89.42476,43.06959
forest residues,no tillage,55051,19193,north central,production,28558.20000,dry short ton,,-90.34647,46.38983,-96.04077,42.38669
forest residues,no tillage,55053,27053,north central,production,3520.10000,dry short ton,,-90.74153,44.33432,-93.48729,45.01492
forest residues,no tillage,55055,55025,north central,production,5936.40000,dry short ton,,-88.77694,43.02123,-89.42476,43.06959
forest residues,no tillage,55057,55025,north central,production,328.50000,dry short ton,,-90.13402,43.94613,-89.42476,43.06959
forest residues,no tillage,55061,55079,north central,production,246.00000,dry short ton,,-87.30970,44.50223,-87.58071,43.01735
forest residues,no tillage,55065,19061,north central,production,3555.60000,dry short ton,,-90.13170,42.66023,-90.89527,42.48480
forest residues,no tillage,55067,17183,north central,production,48594.60000,dry short ton,,-89.05229,45.24922,-87.73619,40.17917
forest residues,no tillage,55069,26099,north central,production,18978.80000,dry short ton,,-89.73536,45.33767,-82.90140,42.67230
forest residues,no tillage,55071,19183,north central,production,527.40000,dry short ton,,-87.53102,44.11033,-91.71580,41.33658
forest residues,no tillage,55073,19027,north central,production,30225.60000,dry short ton,,-89.76945,44.90091,-94.86053,42.03646
forest residues,no tillage,55075,29033,north central,production,34743.00000,dry short ton,,-88.00346,45.28026,-93.47284,39.41099
forest residues,no tillage,55078,55079,north central,production,23627.70000,dry short ton,,-88.73481,44.98678,-87.58071,43.01735
forest residues,no tillage,55081,29175,north central,production,2404.20000,dry short ton,,-90.61172,43.94363,-92.50506,39.42837
forest residues,no tillage,55083,55079,north central,production,16752.20000,dry short ton,,-88.30368,45.02524,-87.58071,43.01735
forest residues,no tillage,55085,19109,north central,production,16589.90000,dry short ton,,-89.54525,45.68206,-94.20645,43.20347
forest residues,no tillage,55093,27053,north central,production,69.60000,dry short ton,,-92.42420,44.70099,-93.48729,45.01492
forest residues,no tillage,55095,27053,north central,production,7089.40000,dry short ton,,-92.41907,45.46886,-93.48729,45.01492
forest residues,no tillage,55097,17099,north central,production,581.10000,dry short ton,,-89.47499,44.46480,-88.87598,41.27855
forest residues,no tillage,55099,39061,north central,production,28301.40000,dry short ton,,-90.36068,45.68002,-84.55762,39.16680
forest residues,no tillage,55103,55025,north central,production,6007.70000,dry short ton,,-90.42886,43.36279,-89.42476,43.06959
forest residues,no tillage,55105,55079,north central,production,4338.50000,dry short ton,,-89.07200,42.66871,-87.58071,43.01735
forest residues,no tillage,55107,29217,north central,production,17327.90000,dry short ton,,-91.10925,45.46562,-94.34256,37.84989
forest residues,no tillage,55109,27053,north central,production,280.10000,dry short ton,,-92.45383,45.03443,-93.48729,45.01492
forest residues,no tillage,55111,55025,north central,production,4921.70000,dry short ton,,-89.89645,43.39419,-89.42476,43.06959
forest residues,no tillage,55113,19083,north central,production,34098.70000,dry short ton,,-91.10962,45.89772,-93.23263,42.38327
forest residues,no tillage,55115,29027,north central,production,26230.00000,dry short ton,,-88.73730,44.80706,-91.89331,38.81072
forest residues,no tillage,55117,55079,north central,production,304.10000,dry short ton,,-87.63869,43.71856,-87.58071,43.01735
forest residues,no tillage,55119,19109,north central,production,27456.40000,dry short ton,,-90.48556,45.20651,-94.20645,43.20347
forest residues,no tillage,55121,19061,north central,production,69.60000,dry short ton,,-91.34782,44.28859,-90.89527,42.48480
forest residues,no tillage,55123,19183,north central,production,4697.70000,dry short ton,,-90.77139,43.57669,-91.71580,41.33658
forest residues,no tillage,55125,18171,north central,production,38444.20000,dry short ton,,-89.43616,46.07815,-87.38869,40.30210
forest residues,no tillage,55127,55025,north central,production,385.90000,dry short ton,,-88.54126,42.66748,-89.42476,43.06959
forest residues,no tillage,55129,19045,north central,production,5059.90000,dry short ton,,-91.78707,45.89780,-90.53281,41.88029
forest residues,no tillage,55131,55079,north central,production,41.70000,dry short ton,,-88.22925,43.36764,-87.58071,43.01735
forest residues,no tillage,55133,55025,north central,production,847.20000,dry short ton,,-88.30439,43.01883,-89.42476,43.06959
forest residues,no tillage,55135,17113,north central,production,1415.60000,dry short ton,,-88.98014,44.46163,-88.86330,40.52038
forest residues,no tillage,55137,55025,north central,production,345.30000,dry short ton,,-89.24186,44.11364,-89.42476,43.06959
forest residues,no tillage,55141,29021,north central,production,1116.40000,dry short ton,,-90.02113,44.46638,-94.80496,39.67595
forest residues,no tillage,56001,38049,inland west,production,1575.60000,dry short ton,,-105.67571,41.71313,-100.62579,48.24100
forest residues,no tillage,56003,08031,inland west,production,4279.70000,dry short ton,,-107.98478,44.58332,-104.95491,39.76444
forest residues,no tillage,56005,08031,inland west,production,340.00000,dry short ton,,-105.55033,44.24761,-104.95491,39.76444
forest residues,no tillage,56007,08031,inland west,production,9774.70000,dry short ton,,-106.79143,41.71889,-104.95491,39.76444
forest residues,no tillage,56009,38049,inland west,production,1354.20000,dry short ton,,-105.48569,42.89447,-100.62579,48.24100
forest residues,no tillage,56011,08063,inland west,production,1297.40000,dry short ton,,-104.57078,44.58816,-102.60183,39.30621
forest residues,no tillage,56013,32003,inland west,production,2596.70000,dry short ton,,-108.57031,43.13531,-115.25321,35.92706
forest residues,no tillage,56019,40139,inland west,production,3607.50000,dry short ton,,-106.56932,44.02683,-101.49283,36.74808
forest residues,no tillage,56025,08031,inland west,production,1097.80000,dry short ton,,-106.78782,42.96622,-104.95491,39.76444
forest residues,no tillage,56029,08063,inland west,production,2412.70000,dry short ton,,-109.41414,44.40337,-102.60183,39.30621
forest residues,no tillage,56033,08031,inland west,production,3165.30000,dry short ton,,-106.90321,44.77897,-104.95491,39.76444
forest residues,no tillage,56045,08031,inland west,production,1425.20000,dry short ton,,-104.56839,43.83989,-104.95491,39.76444
forest residues,no tillage,20099,29217,north central,harvested,376.60000,acre,,-95.29779,37.19138,-94.34256,37.84989
forest residues,no tillage,20107,29217,north central,harvested,92.00000,acre,,-94.84436,38.21322,-94.34256,37.84989
forest residues,no tillage,20123,29021,north central,harvested,89.90000,acre,,-98.20961,39.39300,-94.80496,39.67595
forest residues,no tillage,20125,48245,north central,harvested,409.00000,acre,,-95.74276,37.19307,-94.12073,29.84672
forest residues,no tillage,20133,29217,north central,harvested,312.20000,acre,,-95.30680,37.55885,-94.34256,37.84989
forest residues,no tillage,20137,40013,north central,harvested,573.30000,acre,,-99.90376,39.78434,-96.24537,33.92190
forest residues,no tillage,20141,48441,north central,harvested,83.50000,acre,,-98.76825,39.35040,-99.89012,32.30214
forest residues,no tillage,20143,48037,north central,harvested,91.60000,acre,,-97.65061,39.13231,-94.39487,33.47649
forest residues,no tillage,20147,19161,north central,harvested,218.10000,acre,,-99.34696,39.78513,-95.08992,42.38536
forest residues,no tillage,20149,20111,north central,harvested,341.80000,acre,,-96.35391,39.34643,-96.15223,38.45462
forest residues,no tillage,20157,29033,north central,harvested,91.60000,acre,,-97.65105,39.82780,-93.47284,39.41099
forest residues,no tillage,20159,29021,north central,harvested,529.20000,acre,,-98.20226,38.33889,-94.80496,39.67595
forest residues,no tillage,20163,19083,north central,harvested,81.80000,acre,,-99.32505,39.34931,-93.23263,42.38327
forest residues,no tillage,20165,27053,north central,harvested,175.30000,acre,,-99.30959,38.52322,-93.48729,45.01492
forest residues,no tillage,20167,29021,north central,harvested,178.70000,acre,,-98.76226,38.91513,-94.80496,39.67595
forest residues,no tillage,20169,08063,north central,harvested,69.20000,acre,,-97.65015,38.78369,-102.60183,39.30621
forest residues,no tillage,20183,29021,north central,harvested,98.20000,acre,,-98.78532,39.78515,-94.80496,39.67595
forest residues,no tillage,20201,48251,north central,harvested,304.30000,acre,,-97.08762,39.78421,-97.35095,32.34447
forest residues,no tillage,20205,20111,north central,harvested,332.00000,acre,,-95.74331,37.55908,-96.15223,38.45462
forest residues,no tillage,20207,20111,north central,harvested,43.30000,acre,,-95.73890,37.88704,-96.15223,38.45462
forest residues,no tillage,21001,19061,northeast,harvested,93.50000,acre,,-85.30076,37.11824,-90.89527,42.48480
forest residues,no tillage,21003,47037,northeast,harvested,82.70000,acre,,-86.21586,36.78214,-86.78086,36.18705
forest residues,no tillage,21005,21191,northeast,harvested,112.30000,acre,,-84.98022,38.00697,-84.36657,38.70268
forest residues,no tillage,21007,13261,northeast,harvested,55.50000,acre,,-89.01833,37.07168,-84.20606,32.05022
forest residues,no tillage,21011,21191,northeast,harvested,563.20000,acre,,-83.77535,38.14761,-84.36657,38.70268
forest residues,no tillage,21013,42003,northeast,harvested,257.60000,acre,,-83.64407,36.76921,-80.00616,40.43463
forest residues,no tillage,21015,39061,northeast,harvested,1343.30000,acre,,-84.72097,38.96263,-84.55762,39.16680
forest residues,no tillage,21019,01071,northeast,harvested,139.80000,acre,,-82.69931,38.37031,-86.03201,34.72746
forest residues,no tillage,21021,21059,northeast,harvested,77.30000,acre,,-84.86081,37.62465,-87.06911,37.74564
forest residues,no tillage,21025,01067,northeast,harvested,408.90000,acre,,-83.33534,37.51506,-85.22845,31.54174
forest residues,no tillage,21027,21059,northeast,harvested,712.50000,acre,,-86.41573,37.80294,-87.06911,37.74564
forest residues,no tillage,21029,45049,northeast,harvested,1077.30000,acre,,-85.71558,37.96211,-81.10284,32.78904
forest residues,no tillage,21031,47037,northeast,harvested,961.40000,acre,,-86.65784,37.19758,-86.78086,36.18705
forest residues,no tillage,21033,21059,northeast,harvested,27.20000,acre,,-87.87059,37.16508,-87.06911,37.74564
forest residues,no tillage,21035,26099,northeast,harvested,528.50000,acre,,-88.26991,36.62239,-82.90140,42.67230
forest residues,no tillage,21037,39061,northeast,harvested,133.50000,acre,,-84.36649,38.96383,-84.55762,39.16680
forest residues,no tillage,21039,45003,northeast,harvested,308.70000,acre,,-88.97196,36.86100,-81.66299,33.53640
forest residues,no tillage,21043,42041,northeast,harvested,789.20000,acre,,-83.00883,38.33645,-77.31878,40.13643
forest residues,no tillage,21045,22089,northeast,harvested,255.20000,acre,,-84.93358,37.32724,-90.40272,29.93059
forest residues,no tillage,21047,21059,northeast,harvested,261.20000,acre,,-87.48012,36.89744,-87.06911,37.74564
forest residues,no tillage,21049,21191,northeast,harvested,110.70000,acre,,-84.15573,37.96876,-84.36657,38.70268
forest residues,no tillage,21051,26091,northeast,harvested,95.00000,acre,,-83.74817,37.14789,-84.06577,41.89604
forest residues,no tillage,21053,45045,northeast,harvested,46.30000,acre,,-85.12498,36.75222,-82.35150,34.84981
forest residues,no tillage,21055,21059,northeast,harvested,161.10000,acre,,-88.08550,37.33647,-87.06911,37.74564
forest residues,no tillage,21057,19099,northeast,harvested,99.10000,acre,,-85.40832,36.77838,-93.05744,41.68604
forest residues,no tillage,21059,21059,northeast,harvested,259.70000,acre,,-87.06911,37.74564,-87.06911,37.74564
forest residues,no tillage,21061,21059,northeast,harvested,425.40000,acre,,-86.23231,37.19877,-87.06911,37.74564
forest residues,no tillage,21063,01071,northeast,harvested,195.70000,acre,,-83.06265,38.13171,-86.03201,34.72746
forest residues,no tillage,21065,21191,northeast,harvested,610.90000,acre,,-83.93093,37.69789,-84.36657,38.70268
forest residues,no tillage,21067,21191,northeast,harvested,29.60000,acre,,-84.47161,38.02830,-84.36657,38.70268
forest residues,no tillage,21069,21191,northeast,harvested,297.90000,acre,,-83.67838,38.34825,-84.36657,38.70268
forest residues,no tillage,21071,13115,northeast,harvested,353.30000,acre,,-82.75884,37.52079,-85.19449,34.33305
forest residues,no tillage,21073,39061,northeast,harvested,434.10000,acre,,-84.86658,38.23405,-84.55762,39.16680
forest residues,no tillage,21075,22005,northeast,harvested,698.10000,acre,,-89.06052,36.57466,-90.89200,30.20474
forest residues,no tillage,21081,21191,northeast,harvested,694.60000,acre,,-84.63805,38.63970,-84.36657,38.70268
forest residues,no tillage,21083,01083,northeast,harvested,530.50000,acre,,-88.65217,36.72421,-87.03223,34.77491
forest residues,no tillage,21085,21059,northeast,harvested,848.20000,acre,,-86.34958,37.47209,-87.06911,37.74564
forest residues,no tillage,21087,17099,northeast,harvested,301.10000,acre,,-85.55386,37.29068,-88.87598,41.27855
forest residues,no tillage,21089,26091,northeast,harvested,233.10000,acre,,-82.95142,38.56522,-84.06577,41.89604
forest residues,no tillage,21091,21059,northeast,harvested,141.20000,acre,,-86.75750,37.82736,-87.06911,37.74564
forest residues,no tillage,21093,21059,northeast,harvested,611.00000,acre,,-85.94209,37.72272,-87.06911,37.74564
forest residues,no tillage,21095,42003,northeast,harvested,248.90000,acre,,-83.28029,36.84293,-80.00616,40.43463
forest residues,no tillage,21099,05003,northeast,harvested,510.10000,acre,,-85.90880,37.29930,-91.79584,33.20198
forest residues,no tillage,21101,21059,northeast,harvested,257.80000,acre,,-87.57774,37.80681,-87.06911,37.74564
forest residues,no tillage,21103,21191,northeast,harvested,642.90000,acre,,-85.14619,38.46606,-84.36657,38.70268
forest residues,no tillage,21105,17099,northeast,harvested,555.10000,acre,,-88.99288,36.65019,-88.87598,41.27855
forest residues,no tillage,21107,21059,northeast,harvested,577.50000,acre,,-87.58502,37.33770,-87.06911,37.74564
forest residues,no tillage,21109,13115,northeast,harvested,473.70000,acre,,-83.99607,37.41600,-85.19449,34.33305
forest residues,no tillage,21111,29007,northeast,harvested,67.00000,acre,,-85.65568,38.18833,-91.76238,39.20232
forest residues,no tillage,21115,42049,northeast,harvested,312.30000,acre,,-82.83353,37.85192,-80.14066,42.18239
forest residues,no tillage,21117,39061,northeast,harvested,323.70000,acre,,-84.53507,38.94404,-84.55762,39.16680
forest residues,no tillage,21119,47157,northeast,harvested,236.80000,acre,,-82.93803,37.34938,-89.86571,35.20148
forest residues,no tillage,21121,18171,northeast,harvested,695.80000,acre,,-83.85506,36.87122,-87.38869,40.30210
forest residues,no tillage,21123,29095,northeast,harvested,128.90000,acre,,-85.71199,37.57726,-94.35836,39.03519
forest residues,no tillage,21125,01083,northeast,harvested,556.90000,acre,,-84.11510,37.13745,-87.03223,34.77491
forest residues,no tillage,21127,39151,northeast,harvested,773.90000,acre,,-82.75130,38.07418,-81.36747,40.81212
forest residues,no tillage,21129,55025,northeast,harvested,227.20000,acre,,-83.69943,37.60479,-89.42476,43.06959
forest residues,no tillage,21131,42049,northeast,harvested,226.80000,acre,,-83.35184,37.10183,-80.14066,42.18239
forest residues,no tillage,21133,05041,northeast,harvested,564.30000,acre,,-82.89307,37.11379,-91.30305,33.81824
forest residues,no tillage,21135,21191,northeast,harvested,641.60000,acre,,-83.38831,38.52187,-84.36657,38.70268
forest residues,no tillage,21139,17197,northeast,harvested,850.80000,acre,,-88.32650,37.20374,-87.88899,41.46518
forest residues,no tillage,21141,47037,northeast,harvested,461.80000,acre,,-86.86454,36.85840,-86.78086,36.18705
forest residues,no tillage,21143,05107,northeast,harvested,204.70000,acre,,-88.08035,37.02347,-90.82395,34.38173
forest residues,no tillage,21145,29007,northeast,harvested,420.80000,acre,,-88.72383,37.08573,-91.76238,39.20232
forest residues,no tillage,21147,42007,northeast,harvested,548.20000,acre,,-84.49018,36.77712,-80.33359,40.66659
forest residues,no tillage,21149,21059,northeast,harvested,74.30000,acre,,-87.21156,37.53194,-87.06911,37.74564
forest residues,no tillage,21151,21191,northeast,harvested,186.90000,acre,,-84.29051,37.71641,-84.36657,38.70268
forest residues,no tillage,21153,13115,northeast,harvested,289.80000,acre,,-83.09701,37.69053,-85.19449,34.33305
forest residues,no tillage,21155,18085,northeast,harvested,219.50000,acre,,-85.27423,37.57196,-85.85340,41.23867
forest residues,no tillage,21157,29021,northeast,harvested,336.70000,acre,,-88.33299,36.90584,-94.80496,39.67595
forest residues,no tillage,21159,19045,northeast,harvested,80.40000,acre,,-82.52609,37.81571,-90.53281,41.88029
forest residues,no tillage,21161,39061,northeast,harvested,272.00000,acre,,-83.80429,38.61623,-84.55762,39.16680
forest residues,no tillage,21163,21059,northeast,harvested,405.00000,acre,,-86.25234,37.99890,-87.06911,37.74564
forest residues,no tillage,21165,21191,northeast,harvested,310.40000,acre,,-83.61121,37.93861,-84.36657,38.70268
forest residues,no tillage,21169,39139,northeast,harvested,116.40000,acre,,-85.62369,37.00207,-82.55246,40.77299
forest residues,no tillage,21171,47037,northeast,harvested,171.80000,acre,,-85.71867,36.72858,-86.78086,36.18705
forest residues,no tillage,21175,01071,northeast,harvested,821.30000,acre,,-83.22285,37.91391,-86.03201,34.72746
forest residues,no tillage,21177,47037,northeast,harvested,406.20000,acre,,-87.13725,37.22839,-86.78086,36.18705
forest residues,no tillage,21179,39151,northeast,harvested,328.70000,acre,,-85.52985,37.75662,-81.36747,40.81212
forest residues,no tillage,21181,39061,northeast,harvested,150.80000,acre,,-83.99720,38.32640,-84.55762,39.16680
forest residues,no tillage,21183,21059,northeast,harvested,514.70000,acre,,-86.87445,37.47506,-87.06911,37.74564
forest residues,no tillage,21185,01071,northeast,harvested,236.70000,acre,,-85.47686,38.40480,-86.03201,34.72746
forest residues,no tillage,21187,39061,northeast,harvested,1133.00000,acre,,-84.84627,38.53157,-84.55762,39.16680
forest residues,no tillage,21189,47157,northeast,harvested,329.80000,acre,,-83.68489,37.39832,-89.86571,35.20148
forest residues,no tillage,21191,21191,northeast,harvested,257.10000,acre,,-84.36657,38.70268,-84.36657,38.70268
forest residues,no tillage,21193,47039,northeast,harvested,258.80000,acre,,-83.17200,37.21770,-88.11233,35.61490
forest residues,no tillage,21195,17113,northeast,harvested,453.90000,acre,,-82.32520,37.47062,-88.86330,40.52038
forest residues,no tillage,21197,21191,northeast,harvested,140.20000,acre,,-83.79687,37.82515,-84.36657,38.70268
forest residues,no tillage,21199,18171,northeast,harvested,929.70000,acre,,-84.59659,37.11162,-87.38869,40.30210
forest residues,no tillage,21201,21191,northeast,harvested,88.70000,acre,,-84.06634,38.51575,-84.36657,38.70268
forest residues,no tillage,21203,01099,northeast,harvested,417.70000,acre,,-84.31518,37.34627,-87.38233,31.52865
forest residues,no tillage,21205,21191,northeast,harvested,283.70000,acre,,-83.44256,38.20687,-84.36657,38.70268
forest residues,no tillage,21207,17183,northeast,harvested,116.50000,acre,,-85.02770,37.00642,-87.73619,40.17917
forest residues,no tillage,21209,21191,northeast,harvested,309.10000,acre,,-84.58617,38.30167,-84.36657,38.70268
forest residues,no tillage,21211,21191,northeast,harvested,212.30000,acre,,-85.21025,38.19738,-84.36657,38.70268
forest residues,no tillage,21213,47037,northeast,harvested,42.40000,acre,,-86.57336,36.75883,-86.78086,36.18705
forest residues,no tillage,21215,45003,northeast,harvested,202.20000,acre,,-85.30685,38.04338,-81.66299,33.53640
forest residues,no tillage,21217,01099,northeast,harvested,256.80000,acre,,-85.30284,37.33761,-87.38233,31.52865
forest residues,no tillage,21221,19033,northeast,harvested,595.60000,acre,,-87.90405,36.81713,-93.26076,43.08163
forest residues,no tillage,21223,39061,northeast,harvested,419.20000,acre,,-85.33297,38.61494,-84.55762,39.16680
forest residues,no tillage,21227,47037,northeast,harvested,518.90000,acre,,-86.40590,36.98384,-86.78086,36.18705
forest residues,no tillage,21229,55025,northeast,harvested,40.90000,acre,,-85.18229,37.77398,-89.42476,43.06959
forest residues,no tillage,21231,19183,northeast,harvested,783.70000,acre,,-84.81559,36.80048,-91.71580,41.33658
forest residues,no tillage,21233,21059,northeast,harvested,96.10000,acre,,-87.69624,37.49880,-87.06911,37.74564
forest residues,no tillage,21235,29007,northeast,harvested,317.30000,acre,,-84.16359,36.78011,-91.76238,39.20232
forest residues,no tillage,21237,05063,northeast,harvested,309.30000,acre,,-83.48896,37.74074,-91.58219,35.73479
forest residues,no tillage,22001,48201,south,harvested,2687.00000,acre,,-92.40183,30.26517,-95.38597,29.83394
forest residues,no tillage,22003,22043,south,harvested,4496.00000,acre,,-92.78834,30.66173,-92.56194,31.59215
forest residues,no tillage,22009,28001,south,harvested,101.40000,acre,,-91.97035,31.09591,-91.33655,31.47091
forest residues,no tillage,22011,22043,south,harvested,2107.60000,acre,,-93.33016,30.64260,-92.56194,31.59215
forest residues,no tillage,22013,22043,south,harvested,1526.20000,acre,,-93.08778,32.36617,-92.56194,31.59215
forest residues,no tillage,22015,48037,south,harvested,1071.70000,acre,,-93.59864,32.62776,-94.39487,33.47649
forest residues,no tillage,22017,48037,south,harvested,1778.80000,acre,,-93.90109,32.60827,-94.39487,33.47649
forest residues,no tillage,22019,48245,south,harvested,939.70000,acre,,-93.36864,30.26423,-94.12073,29.84672
forest residues,no tillage,22021,22043,south,harvested,680.80000,acre,,-92.09203,32.10249,-92.56194,31.59215
forest residues,no tillage,22025,22043,south,harvested,1503.30000,acre,,-91.91680,31.59692,-92.56194,31.59215
forest residues,no tillage,22027,05003,south,harvested,1666.10000,acre,,-92.98164,32.80103,-91.79584,33.20198
forest residues,no tillage,22031,01073,south,harvested,2052.60000,acre,,-93.78588,32.09494,-86.86054,33.54472
forest residues,no tillage,22033,22005,south,harvested,71.50000,acre,,-91.08939,30.51632,-90.89200,30.20474
forest residues,no tillage,22037,28001,south,harvested,1664.20000,acre,,-91.03866,30.82465,-91.33655,31.47091
forest residues,no tillage,22039,22043,south,harvested,2966.70000,acre,,-92.38525,30.74108,-92.56194,31.59215
forest residues,no tillage,22041,28001,south,harvested,82.60000,acre,,-91.69978,32.13885,-91.33655,31.47091
forest residues,no tillage,22043,22043,south,harvested,1925.90000,acre,,-92.56194,31.59215,-92.56194,31.59215
forest residues,no tillage,22049,22043,south,harvested,1770.40000,acre,,-92.54378,32.32130,-92.56194,31.59215
