fips,category,nox,sox,pm10,pm25,voc,nh3,co
1001,BVOC,,,,,22302.8,,
1001,NP,389.6171611,143.7846801,3614.560638,707.183178,22827.57683,134.9367138,3568.138466
1001,NR,161.3543235,0.428759418,14.22900626,13.61203104,212.9898649,0.200407494,1281.90263
1001,OR,1704.926243,7.519896422,94.91757555,51.14598509,835.361866,29.43717055,7782.497112
1001,P,2786.081706,2833.805849,752.2363753,616.4459683,5402.740357,113.0624,1018.38845
1003,BVOC,,,,,56774.9,,
1003,NP,2757.730835,461.3890697,12692.37859,2488.566072,59610.22081,436.9869877,12261.17086
1003,NR,1638.563785,4.549511494,201.1297264,189.019044,5225.879595,2.575401848,19351.29828
1003,OR,6560.285774,26.73998974,272.0647187,176.3586735,2872.153792,114.3774836,27287.52648
1003,P,17.18649934,1.819422521,30.87468984,25.95076338,31.16306891,18.58,1090.879506
1005,BVOC,,,,,32341.6,,
1005,NP,295.2883476,363.690057,3227.289207,856.1138182,32751.55091,994.7609568,4442.135158
1005,NR,189.0557284,0.541048517,21.24362865,20.01576875,568.1460001,0.270209359,2097.623163
1005,OR,966.6770715,4.447196512,47.18867423,28.15654074,471.1099417,19.18235965,4401.191477
1005,P,397.5330243,127.5360761,79.72542322,50.00905199,124.5469818,259.546,285.362999
1007,BVOC,,,,,27229.8,,
1007,NP,311.5267735,39.4909896,2195.717041,348.699499,27551.99079,73.85840493,3169.713658
1007,NR,53.14113675,0.153562866,5.602899773,5.316505586,88.30441142,0.077413524,572.9390314
1007,OR,636.2191609,2.69166194,30.40402882,18.70364313,347.7395952,11.26414508,2995.683976
1007,P,21.6815504,2.4745789,33.278,20.4788271,52.6415535,,68.84567
1009,BVOC,,,,,16208.1,,
1009,NP,487.4682653,140.4827414,6422.399425,1009.314466,16972.29881,2770.370136,2666.213203
1009,NR,137.2658934,0.367027495,12.83466473,12.26591585,162.2301507,0.176207399,1265.202769
1009,OR,1548.044525,6.127779385,65.06517568,41.79785885,863.6020213,26.0849563,7471.739178
1009,P,0.0952639,0.01926345,0.1642697,0.126468,0.2089088,5,7.86534
1011,BVOC,,,,,24739.5,,
1011,NP,166.4808705,61.21170549,973.7657116,220.2465939,24856.26935,264.5539166,2865.576124
1011,NR,41.840806,0.116315146,4.223874019,4.027353622,45.70115307,0.054593503,377.9421747
1011,OR,358.3192402,1.807956912,17.24816824,9.784335036,177.6078057,8.074875155,1742.125799
1011,P,0.23231384,0.04703509,0.39826986,0.30697323,0.50930446,,19.056685
1013,BVOC,,,,,31082.8,,
1013,NP,691.0863469,100.4641102,2158.360127,427.1617153,31600.74504,1252.841918,3905.859682
1013,NR,96.80115458,0.307572672,14.8351096,13.97157969,257.8055201,0.154761177,1202.487331
1013,OR,2160.584129,6.762793038,84.40717321,62.54794163,590.899291,28.74134654,6265.902875
1013,P,35.04986182,22.57738685,207.0636859,178.849776,205.5078095,,304.517773
1015,BVOC,,,,,17226.8,,
1015,NP,703.4730613,642.0996981,9097.562919,2302.648854,18964.16815,842.5173561,4709.820814
1015,NR,438.0562943,1.413617001,56.90271273,53.60523747,767.770765,0.700134328,8076.511755
1015,OR,3144.64911,15.29607188,224.3698805,108.9565172,1931.366708,56.69836919,17002.73157
1015,P,910.8007078,75.21702019,504.9782435,444.6744252,173.9516838,1.1038096,558.7969356
1017,BVOC,,,,,18798,,
1017,NP,417.984107,109.0867022,2280.940981,445.8807459,19154.91301,117.3634903,2756.388396
1017,NR,109.7957773,0.349057348,14.75184467,13.86142951,337.5797959,0.16733016,1543.978381
1017,OR,1223.351589,4.419634838,50.53692109,34.44066781,549.9129591,18.92047172,4917.359858
1017,P,55.51890372,6.43410636,96.88005355,94.18458157,76.69816607,29.36,136.982754
1019,BVOC,,,,,14115.2,,
1019,NP,261.7632397,114.4819183,3972.169171,738.0814809,14511.48663,772.0043148,2186.757544
1019,NR,234.9938318,0.67615408,35.47948082,33.03902426,1288.49617,0.439436964,3741.914592
1019,OR,678.3794881,3.125816745,31.3374188,18.31262093,395.5206695,13.36932101,3506.763405
1019,P,95.26881822,9.9884227,59.03982171,55.83326297,18.95356563,,59.389836
1021,BVOC,,,,,24811.4,,
1021,NP,611.3638484,142.6631169,4777.775133,791.2952796,25323.57679,151.334742,3358.404985
1021,NR,131.2500347,0.358204284,12.35976003,11.79188358,181.1266546,0.172998919,1209.82925
1021,OR,2396.564265,8.273345845,91.17671956,65.15699661,876.7774943,35.69778367,8799.811192
1021,P,287.895469,17.621549,201.602609,169.2211457,211.2344443,,1178.020248
1023,BVOC,,,,,40086.1,,
1023,NP,228.8442677,141.2365417,2006.705613,433.1258666,40576.35526,180.3977161,4499.520997
1023,NR,123.3433741,0.427759823,23.28395061,21.74003137,556.200897,0.235813834,2170.838768
1023,OR,474.9791057,2.18312554,22.59398871,13.37842836,258.2123235,9.424803388,2314.644655
