fips,category,nox,so2,pm10_primary,pm25_primary,voc,nh3,co
12027,Selective P,12.6775,0.076065,2.505074,2.505074,0.697263,,10.6491
12029,Selective NR,9.385897056,0.025918394,0.581736769,0.564752549,3.511825128,0.00814496,73.44675109
12031,Selective NR,290.3144675,0.898515412,12.93118304,12.61994048,62.16559406,0.158543485,1414.652158
12031,Selective P,145.833712,845.422661,22.58769315,22.5573514,6.935352,,106.962781
12033,Selective NR,119.9934518,0.331868711,7.011754675,6.822098069,22.2854842,0.079777074,442.8987951
12033,Selective P,348.1338,9.550048,50.4320074,50.2428163,13.644541,,603.41263
12035,Selective NR,20.91166146,0.058103475,1.237387754,1.203034276,5.281102002,0.015326944,109.1595893
12037,Selective NR,29.25799581,0.06182694,2.525780787,2.44943426,4.230926727,0.026827168,48.97883488
12039,Selective NR,26.57673811,0.07205644,1.631018666,1.585642341,5.816644995,0.019230838,114.4282501
12039,Selective P,99,12,89.788,84.4384,6,,87
12041,Selective NR,23.00479562,0.050239358,1.918409732,1.860832915,3.550421252,0.020565429,45.52687778
12043,Selective NR,76.02684062,0.158501635,6.623404923,6.423927876,8.976402191,0.068378507,75.13764005
12045,Selective NR,2.30711964,0.00732722,0.105125559,0.102247767,1.099337728,0.001831033,25.16156895
12047,Selective NR,19.12897531,0.047713421,1.358611195,1.31892545,4.341064292,0.015883112,78.54302339
12047,Selective P,18.524248,34.065421,2.73767,2.05164,0.330625,,24.42659
12049,Selective NR,102.0428345,0.212871963,8.881684621,8.614233879,12.00401659,0.091702114,101.1186881
12051,Selective NR,295.6193731,0.619378937,25.62613484,24.85524054,35.22845581,0.264812496,303.8426438
12051,Selective P,864.55405,156.454649,1941.481357,1860.245109,1806.72464,200.716,12832.23902
12053,Selective NR,29.18481073,0.073004008,2.03289543,1.974832998,4.733663645,0.022141076,78.48085535
12053,Selective P,0,0,0,0,0,,0.16775
12055,Selective NR,152.2183126,0.326695645,12.86473195,12.47987345,18.76316885,0.133550509,184.725977
12055,Selective P,0.4035,0.002421,0.031473,0.031473,0.022194,,0.33894
12057,Selective NR,392.7374198,1.135415863,20.85700816,20.31452569,74.37766146,0.240542023,1560.634249
12057,Selective P,34.603035,0.697558,79.37110805,29.82094656,2.537409,,38.084535
12059,Selective NR,27.91603926,0.061160148,2.321565053,2.251829151,4.487772462,0.025066035,59.92372601
12061,Selective NR,119.5990825,0.275602495,9.3088731,9.035631429,16.24223786,0.098182986,214.922427
12061,Selective P,1.31745,4.594536,0.239019,0.169244,0.008058,,0.16355
12063,Selective NR,112.4080776,0.241263841,9.526799165,9.240626503,15.58774571,0.100471273,175.7022988
12063,Selective P,0,0,0,0,0,,0
12065,Selective NR,24.57497713,0.053105084,2.088529913,2.025083822,4.6591306,0.02317962,67.64203701
12067,Selective NR,10.838293,0.023847442,0.909466621,0.881733755,2.440991581,0.010430998,38.75989783
12069,Selective NR,95.58254733,0.244586791,6.418088074,6.236891639,15.53859024,0.07009274,267.8202254
12069,Selective P,20.76493,0.26315,2.6800776,2.6800776,2.820924,0.125,21.87448
12071,Selective NR,122.3146191,0.342918647,6.953156468,6.767515047,22.29476273,0.078775102,446.3616418
12073,Selective NR,32.26632696,0.095326944,1.636372889,1.594235276,7.041063341,0.019766508,151.6523891
12075,Selective NR,62.12729488,0.136741471,5.150404323,4.995651033,10.42289008,0.055949397,142.9387243
12077,Selective NR,2.128305795,0.006570001,0.104489292,0.101575486,0.977287851,0.001725583,21.87198926
12077,Selective P,49.3515,5.83245,74.7424,63.552,8.74867,,134.595
12079,Selective NR,38.77813619,0.089604406,3.043895193,2.953202266,7.479052097,0.03406762,119.0463157
12081,Selective NR,183.0385468,0.47982187,11.80235865,11.47350262,30.20952338,0.129634407,543.775376
12081,Selective P,16.379875,0.414668,31.0229525,30.3001285,0.970575,,14.871583
12083,Selective NR,139.6102044,0.390050347,8.003846248,7.78883759,26.51497606,0.091539049,530.11062
12083,Selective P,9.405683,0.130742,3.3100698,3.3100698,2.025609,,0.318566
12085,Selective NR,108.9647041,0.257138366,8.229230848,7.989505031,15.40003887,0.08733923,218.4898829
12085,Selective P,36.953,0.191058,70.484,30.3071,0.79,,12.07
12086,Selective NR,598.6800167,1.784131984,29.59591077,28.84942678,118.1669322,0.348139731,2575.49311
12086,Selective P,41.6722,0.102099,1.0350682,1.0279262,0.934152,,14.267084
12087,Selective NR,32.65499641,0.072054204,2.678040579,2.598453157,4.125071741,0.027952424,46.76051594
12089,Selective NR,21.14924495,0.062992518,1.082084929,1.053182105,6.364779047,0.014658015,140.1238066
12089,Selective P,377.31875,364.43,213.633,204.457449,55.22,,528.08825
12091,Selective NR,48.80362691,0.136367515,2.797773316,2.722424184,9.526314805,0.032303673,192.7890262
12093,Selective NR,57.09641754,0.119991129,4.932855176,4.784560409,6.768761551,0.050988535,59.5684431
12095,Selective NR,334.3205674,1.016468343,15.6499905,15.26502441,68.10001324,0.187082108,1515.267396
12095,Selective P,65.669455,0.324587,11.46867345,11.3953112,2.598192,0.055,44.701381
12097,Selective NR,55.94929904,0.13366752,4.159618821,4.038807654,8.314053026,0.044490476,123.0917054
12097,Selective P,,,0.1268728,0.079558,,,
12099,Selective NR,798.3190148,1.850918427,61.69017765,59.88288033,109.4703285,0.651489341,1474.082223
12099,Selective P,773.545392,208.583679,3231.362335,3131.210219,910.367437,,17264.10668
12101,Selective NR,64.16792415,0.16836925,4.134998326,4.019644245,10.89584576,0.045688166,197.5667117
12101,Selective P,0.1225,0.000735,0,0,0.006738,,0.2029
12103,Selective NR,444.1043133,1.383063416,19.40382121,18.94313269,93.07580583,0.236721274,2131.726381
12103,Selective P,7.6592,0.045634,1.092964,1.092964,0.421257,0.216896,6.433728
12105,Selective NR,360.4471528,0.923946811,24.1280412,23.44797574,58.0575937,0.262965392,998.2711381
12105,Selective P,171.170822,1.289424,23.3129578,22.6814638,5.554207,0.164128,89.536123
12107,Selective NR,40.54941995,0.113365766,2.338516553,2.275037611,8.662320368,0.027615856,176.144223
12107,Selective P,600.511564,532.751327,136.7812278,126.2258278,34.22042,,978.628071
12109,Selective NR,55.76723104,0.141549748,3.818597968,3.709364749,10.39658659,0.042924639,185.6953711
12109,Selective P,0.0547,0.0003,0.01092,0.01092,0.003,,0.046
12111,Selective NR,162.3408355,0.360355916,13.21710923,12.82494957,20.80037912,0.138166526,240.6676207
12111,Selective P,30.13524,0.153895,2.181833,2.150697,0.718181,0.820777,21.54541
12113,Selective NR,75.31983283,0.168282205,6.102250407,5.920773515,10.90715682,0.064946658,142.1021974
12113,Selective P,221.59515,2.899941,22.1935868,22.1935868,3.410782,,50.233226
12115,Selective NR,97.73917764,0.29503106,4.668571836,4.552637806,19.72363036,0.055477306,434.9453482
12117,Selective NR,137.3731432,0.424173095,6.155757076,6.007594043,28.61239723,0.074592871,647.6834127
12119,Selective NR,34.56967759,0.080919028,2.642729035,2.565353306,5.137692633,0.028238198,73.15072646
12119,Selective P,0.345998,0.039318,0.599368,0.574442,0.026736,,0.943631
12121,Selective NR,67.63163097,0.151694822,5.452764707,5.290892565,9.773448922,0.05790848,125.3691214
12121,Selective P,8.22232,0.050545,1.0761149,1.0760849,0.452072,,6.904698
12123,Selective NR,20.52187367,0.064177792,0.936847301,0.912471295,7.37237226,0.014075897,166.6951448
12123,Selective P,888.188926,170.445652,375.5418702,375.4318701,98.129411,,3273.895557
12125,Selective NR,11.24618764,0.026197265,0.885874493,0.859123251,2.842507248,0.010490849,49.34899
12127,Selective NR,130.0383629,0.386995814,6.454767083,6.29108963,26.66875139,0.076765393,579.9869544
12127,Selective P,0.1038,0.000623,0.0153842,0.0153842,0.005709,,0.087192
12129,Selective NR,6.307957801,0.018263619,0.33777771,0.328821132,1.464354087,0.004127914,30.97396781
12129,Selective P,12.286885,2.558143,0.168129,0.118061,0.656895,,10.060235
12131,Selective NR,23.69695054,0.055734281,1.815782108,1.762057623,4.482130349,0.020297278,72.85819696
12131,Selective P,0.0734,0.52,0.017249,0.011744,0.000734,,0.01835
12133,Selective NR,16.81094916,0.040525376,1.259553203,1.222088861,4.03301174,0.014848592,71.93367812
13001,Selective NR,77.23278984,0.171936287,6.308246419,6.119451758,12.78731875,0.068478653,178.256242
13001,Selective P,48.3361,0.4691,45.35878,45.35878,11.2947,,76.149
13003,Selective NR,39.01588298,0.087607961,3.144109186,3.050627265,5.882099754,0.033644569,78.67722214
13003,Selective P,204.13,18.879,20.59,20.59,45.18,,204.88
13005,Selective NR,37.16059894,0.083010058,3.021996163,2.931697832,6.089849469,0.032748789,84.7025855
13005,Selective P,1.93,0.02,0.14,0.14,0.11,,1.48
13007,Selective NR,53.08868215,0.110040467,4.650520906,4.510205155,6.278170874,0.048103629,53.45540236
13009,Selective NR,28.81504236,0.08492332,1.462755955,1.425172791,6.03054887,0.017461837,129.8705892
13009,Selective P,,,0.104121,0.0885657,,,
13011,Selective NR,11.09331703,0.025240913,0.877254857,0.851316189,1.589384907,0.009364491,22.12624943
13013,Selective NR,29.14838269,0.083553057,1.570873516,1.529715528,5.480881888,0.018091059,114.490609
13015,Selective NR,103.481,0.299979011,5.438228925,5.296945863,20.13726813,0.063438109,428.0436189
13015,Selective P,81.358,0.182,1.9764,1.2698,2.451,,29.52
13017,Selective NR,60.20306276,0.144449736,4.447059922,4.317957217,9.215231742,0.047868141,140.5649805
13017,Selective P,5.38,0.032,0.41,0.41,0.3,,4.52
13019,Selective NR,93.76180993,0.217235125,7.257010162,7.043798905,13.79142292,0.077447719,192.7085438
13021,Selective NR,81.59702587,0.249216946,3.755825702,3.664048774,16.87734564,0.045266229,378.1027419
13021,Selective P,338.6088,39.196,96.54308615,96.40048615,25.1341,,864.6608
13023,Selective NR,75.9218658,0.169230504,6.15335356,5.970644719,10.39111236,0.064929612,128.4370761
13025,Selective NR,9.284163194,0.022391288,0.703600632,0.682325769,2.753849115,0.008768186,51.69745031
13027,Selective NR,113.2295211,0.239963944,9.703075559,9.411523935,14.18963841,0.101045179,139.9786537
13027,Selective P,221.82,35.04,74.66,74.66,18.22,,221.82
13029,Selective NR,10.35530899,0.027450906,0.671223585,0.651935553,2.746431509,0.00831368,54.71469658
13031,Selective NR,156.0516371,0.351486126,12.51100154,12.13998767,22.55408032,0.133114059,296.8792517
13033,Selective NR,126.5458311,0.276694778,10.50864538,10.19394686,18.42765142,0.111960116,232.5102913
13035,Selective NR,12.59136419,0.035370934,0.714494223,0.69522928,2.601463686,0.008420011,53.97858834
13037,Selective NR,79.05756049,0.163808971,6.926743821,6.717770024,9.256785745,0.071576966,77.75264115
13039,Selective NR,5.149953138,0.016725354,0.23172519,0.225025491,3.180040911,0.004726981,73.43208704
13043,Selective NR,42.51629762,0.091538405,3.590971923,3.48311702,5.979960186,0.038004034,69.9951514
13045,Selective NR,101.6421183,0.297083597,5.25457459,5.118401008,20.93751111,0.062548501,452.5929693
13045,Selective P,7.812,0.019,0.733,0.543,0.37,,6.558
13047,Selective NR,28.14763578,0.079223726,1.578406005,1.536371366,5.232618081,0.018053981,106.7303635
13049,Selective NR,6.26496501,0.019243032,0.335765218,0.325443188,4.213865251,0.006562714,93.86884899
13051,Selective NR,175.3608731,0.545254428,7.677890937,7.495148501,37.0488377,0.093870173,845.8043703
13051,Selective P,758.814,559.549,54.217993,48.52034546,18.2812,0.56,839.894
13053,Selective NR,0.399801374,0.001086244,0.027941177,0.027014511,0.301494345,0.000523245,6.6388176
13055,Selective NR,38.14335127,0.103053348,2.326437538,2.262435292,6.977522983,0.026369907,136.3000587
13055,Selective P,72.6,0.103,2.6,2.6,2,,29
13057,Selective NR,52.72663563,0.158515503,2.531575152,2.468282692,10.84882081,0.030374547,240.8255802
13057,Selective P,1.3108,0.022,0.1502,0.1502,0.1158,,1.7222
13059,Selective NR,71.05686838,0.218738689,3.191485891,3.114510979,14.68024692,0.038630964,332.8688809
13061,Selective NR,29.19018383,0.06067423,2.551939882,2.474894574,3.586351254,0.026537944,33.17358549
13063,Selective NR,59.19895829,0.183879491,2.589202783,2.527624835,12.36482948,0.031581385,283.057194
13063,Selective P,33.395,0.612,3.327,3.327,2.393,0.998,36.493
13065,Selective NR,16.16823061,0.048421764,0.845553163,0.821811209,6.756204113,0.013040101,148.4056151
13065,Selective P,1.39,,,,,,
13067,Selective NR,251.3481601,0.780221963,11.00601505,10.74414856,52.37045377,0.134115983,1198.213982
13067,Selective P,10.5755,0.289,1.868,1.854,1.331,,20.2263
13069,Selective NR,129.4730666,0.304468849,9.829832245,9.542384228,19.423562,0.10532935,282.7204489
13071,Selective NR,171.6626437,0.388274051,13.67175603,13.26771248,23.54994129,0.144340858,300.8895009
13073,Selective NR,51.10838857,0.156873502,2.330681396,2.27359136,11.34501192,0.028852752,256.0722038
13073,Selective P,15.971,0.105,,,0.871,,13.411
13075,Selective NR,58.02975682,0.132887934,4.556581638,4.422256994,8.351279332,0.048455597,112.8262105
13075,Selective P,57.4,0.634,5.1,4.29359,0.56,0.08,54.54
13077,Selective NR,73.6151745,0.215124489,3.801815974,3.703636282,14.69321898,0.044766785,315.6534681
13079,Selective NR,14.59379378,0.031504537,1.235677258,1.198283591,2.496640948,0.013503858,34.67573813
13081,Selective NR,75.24825494,0.174198931,5.818303398,5.64765846,10.48541013,0.061624878,142.5841618
13083,Selective NR,13.97200294,0.036408047,0.906296508,0.880971594,2.282719797,0.009956663,41.16521689
13085,Selective NR,14.10339988,0.040202472,0.771404556,0.750980178,2.777989144,0.009006424,58.31091536
13087,Selective NR,18.72679938,0.058556833,0.817583456,0.797791182,4.667559742,0.010631902,106.5954557
13087,Selective P,43.323,9.321,3.7599,3.6858468,2.259,,35.716
13089,Selective NR,297.6601031,0.792419333,18.61193655,18.09813567,49.75354075,0.20586293,929.7459599
13089,Selective P,14.91,0.091,,,1.65,,12.53
13091,Selective NR,57.01563274,0.129784697,4.532640179,4.397811423,9.567544639,0.049471109,141.3122413
13093,Selective NR,139.6538786,0.29977884,11.79748061,11.44416972,17.56702882,0.123046065,183.2709973
13095,Selective NR,76.64804729,0.202809051,4.856171555,4.7214765,13.00980661,0.053717143,238.7792975
13095,Selective P,31.6133,0.4282,2.5827,2.5797,1.5334,0.6949,22.1825
13097,Selective NR,41.96422105,0.12848321,1.916064555,1.869372219,8.745295975,0.023226486,197.5312162
13099,Selective NR,124.0080708,0.269278456,10.34990587,10.04077634,15.95371956,0.108193302,174.100516
13099,Selective P,101.8514,438.1331,219.0816,177.9414,39.162,,21.0024
13101,Selective NR,6.22943954,0.013836891,0.524952284,0.508687613,1.875050076,0.006436067,32.8876944
13103,Selective NR,46.06329372,0.127698609,2.707557748,2.633182176,10.38464886,0.032443133,211.533559
13103,Selective P,2.86,,0.3424,0.3085,0.4379,,7.7798
13105,Selective NR,42.55674934,0.117571175,2.489079878,2.421464788,8.252034703,0.028697883,165.8851358
13107,Selective NR,83.94503112,0.202493211,6.177530354,5.997573913,14.34584125,0.06787996,231.8839094
13109,Selective NR,38.55911246,0.096396251,2.689343945,2.612324426,6.515988581,0.029553047,110.0561464
13111,Selective NR,9.017776352,0.023692741,0.577761937,0.561639465,1.558937951,0.006432747,28.88248306
13113,Selective NR,37.62999373,0.114522708,1.74597538,1.703176315,7.642531671,0.020919801,171.156451
13113,Selective P,7.1938,0.043,0.5468,0.5468,0.3958,,6.0427
13115,Selective NR,113.3815982,0.323792898,6.173060336,6.010093578,22.13835107,0.071873016,464.0854928
13115,Selective P,499.002,78.432,82.882,78.051,6.532,,649.952
13117,Selective NR,84.71437451,0.258550415,3.896586685,3.801392694,17.36380073,0.046910925,390.5977122
13117,Selective P,2.5,8.92,0.07,0.0381818,0.02,,0.63
13119,Selective NR,42.41171436,0.111002494,2.734859898,2.658510167,7.131786561,0.030228669,130.1003031
13121,Selective NR,288.4740601,0.894723918,12.67439785,12.37209493,60.35723815,0.154615438,1380.137705
13121,Selective P,352.761,214.4142,71.4238,71.4238,0.6587,0.045,16.2126
13123,Selective NR,24.42323094,0.068967632,1.362808434,1.326487994,4.72612717,0.01577479,97.39189392
13125,Selective NR,5.307023673,0.012241849,0.421486054,0.408717758,1.314600194,0.004999262,23.26022383
13125,Selective P,0.985,0.006,0.195,0.195,0.054,,0.827
13127,Selective NR,31.67432335,0.099054738,1.386501578,1.352812965,8.001032914,0.018158785,183.774733
13127,Selective P,367.18,156.19,30.515,27.745,1.31,,2222.15
13129,Selective NR,87.95168035,0.241391269,5.196007853,5.054972398,15.8284962,0.058742087,312.9985047
13131,Selective NR,73.89011256,0.163801461,6.031486314,5.851959764,10.27184196,0.063808923,127.7209428
13133,Selective NR,20.30826349,0.049876725,1.46751371,1.424510783,4.303200885,0.016952931,77.47727795
13135,Selective NR,293.7728936,0.910585283,12.9257017,12.61723308,61.28712468,0.157479536,1400.356675
13135,Selective P,1.2,0.01,0.09,0.09,0.07,,1.01
13137,Selective NR,46.56669439,0.137202808,2.350117416,2.290114661,9.215868953,0.027660408,199.2649855
13139,Selective NR,177.765322,0.53902087,8.324950335,8.11990779,35.93522002,0.099523858,802.5669363
13139,Selective P,16.44,14.9538,37.4719,7.7529,0.7829,,12.0929
13141,Selective NR,4.849797567,0.012774575,0.334292191,0.323897133,2.377220717,0.005137565,50.98742302
13143,Selective NR,26.92884778,0.078148026,1.421317768,1.383978044,5.822690396,0.01715271,125.8009656
13145,Selective NR,20.03523199,0.054621695,1.213751622,1.180090399,4.384025507,0.014393054,88.00631389
13147,Selective NR,43.17273399,0.109720684,2.921726031,2.839001752,6.898698961,0.031878941,118.9768606
13147,Selective P,4.11,0.03,0.35,0.35,0.24,0.14,3.68
13149,Selective NR,9.795690983,0.027341147,0.572140134,0.556212232,2.571883724,0.007270802,55.22098179
13151,Selective NR,45.93739783,0.135917921,2.300522496,2.241945887,9.228539987,0.027230486,200.8453905
13151,Selective P,3.684,,,,,,3.089
13153,Selective NR,65.85987554,0.182768001,3.817740991,3.714703598,12.38915239,0.043594251,247.1132162
13153,Selective P,12.398,0.153,12.4261,7.746635,6.0489,,20.782
13155,Selective NR,114.9080373,0.240293469,9.978818725,9.678164756,13.94399928,0.103559715,127.7616992
13157,Selective NR,74.50690582,0.2100019,4.165581576,4.054873251,13.68558091,0.047525122,279.7663308
13157,Selective P,0.55,0.004,0.104,0.104,0.032,,0.462
13159,Selective NR,14.71667228,0.038030631,0.981951021,0.953811714,3.167409369,0.011518794,61.25998509
13159,Selective P,13.7,0.084,17.194,17.194,14.16,,32.46
13161,Selective NR,62.06513297,0.146956103,4.67890342,4.542015696,9.963604839,0.050735423,151.8134689
13163,Selective NR,83.03573035,0.188416335,6.59559729,6.400416102,12.11226344,0.07031835,163.3031408
13163,Selective P,6.1228,0.414,0.5111,0.5111,0.1,,5.861
13165,Selective NR,36.91000889,0.077785944,3.198272157,3.1013185,5.670142206,0.034288571,69.20343499
13167,Selective NR,18.80032064,0.042472848,1.518055752,1.472397169,3.753502308,0.017095867,59.41220086
13169,Selective NR,8.56300684,0.019603731,0.682890579,0.662308222,1.856816896,0.007879853,31.9535712
13171,Selective NR,17.11965263,0.042281012,1.219293789,1.18399251,3.097678322,0.013637604,54.17453587
13173,Selective NR,28.98114036,0.062453592,2.441445325,2.368297106,3.830968966,0.025603518,41.95725473
13175,Selective NR,82.18408367,0.212956386,5.442213469,5.287572047,16.46189638,0.062341171,305.4437714
13175,Selective P,12.922,1.86,18.5629,16.3111364,6.3943,0.083,208.2246
13177,Selective NR,57.6172069,0.121857678,4.946090979,4.797416751,7.136522883,0.051461642,69.62384426
13179,Selective NR,20.25359736,0.063253512,0.899012758,0.876720138,5.682954256,0.012225219,129.4361858
13179,Selective P,201.18,3.16,10.3967,8.84873,32.9844,,193.5
13181,Selective NR,4.915407652,0.011792536,0.370638543,0.359537346,1.240046834,0.00445405,22.98126168
13183,Selective NR,5.026324465,0.012053514,0.401383622,0.388587918,2.472050008,0.005840495,49.8700758
13185,Selective NR,66.60655635,0.180842092,4.039232239,3.928434961,12.41263069,0.045784798,239.6076223
13185,Selective P,645.596,8.324,274.7891,268.5288,77.947,,2598.025
13187,Selective NR,10.36224583,0.029162706,0.582011611,0.566466295,1.977747667,0.006717371,40.77317389
13189,Selective NR,75.5466393,0.178570214,5.695978355,5.529540411,11.60507308,0.061374099,174.3247985
13189,Selective P,47.09,0.985,0.7,0.53,10.21,,11.86
13191,Selective NR,19.89927115,0.041702237,1.726657797,1.674593191,2.517345186,0.018022001,24.85249137
13193,Selective NR,23.35074531,0.058071138,1.649209149,1.60152335,4.444297856,0.018591347,77.97089758
13195,Selective NR,9.559526494,0.023078472,0.707836323,0.68693793,1.992860548,0.008177279,36.23209285
13197,Selective NR,3.84136803,0.01231526,0.168923277,0.164324403,1.862679045,0.003036249,43.20716861
13199,Selective NR,29.05309538,0.074299331,1.958041201,1.902283421,5.323389612,0.022039636,97.39816263
13199,Selective P,116.43,9.16,29.46,29.46,15,,217.27
13201,Selective NR,69.64557133,0.144505204,6.094551127,5.910737469,8.194485555,0.062992083,69.2499916
13205,Selective NR,185.4203641,0.416578867,14.88011931,14.43967657,24.89933995,0.156591313,308.1362159
13205,Selective P,33.007,4,,,10,,
13207,Selective NR,12.6014602,0.032509924,0.846930718,0.822502472,2.90107189,0.010105575,56.82228762
13209,Selective NR,20.35345649,0.045488543,1.655200984,1.605683228,3.422561593,0.018032179,48.74355452
13211,Selective NR,41.38224065,0.100975926,2.985827282,2.899541494,6.600701845,0.03251761,107.9473297
13211,Selective P,204.8,16.53,23.14,23.14,27.44,,396.73
13213,Selective NR,56.08253824,0.160766303,3.028064776,2.948355108,11.09048754,0.035377534,232.7767796
13215,Selective NR,92.79514206,0.288483003,4.069986491,3.972630939,20.26832522,0.050365142,462.6849795
13215,Selective P,8.7,0.052,0.6605,0.6605,0.476,,7.28
13217,Selective NR,62.2594438,0.185417221,3.06523574,2.987841912,12.50067849,0.03634038,273.7972279
13219,Selective NR,18.5368491,0.046728634,1.272255647,1.236040063,2.99790594,0.013920303,51.63561741
13221,Selective NR,22.09871592,0.047686015,1.866004597,1.809714429,3.474572687,0.020149384,46.26185309
13223,Selective NR,15.08468029,0.044538391,0.768103229,0.74804282,3.605957909,0.009657651,80.11068631
13225,Selective NR,60.23736192,0.157136363,3.908807871,3.799568087,9.989157673,0.042988899,179.1932347
13227,Selective NR,15.86870936,0.042143528,0.999264723,0.971448818,2.891379382,0.011307526,55.69565153
13229,Selective NR,43.16453326,0.094676467,3.590205014,3.482188844,7.288770668,0.039048362,99.9046537
13231,Selective NR,11.81868589,0.026671068,0.950545489,0.922112901,2.04723071,0.010480248,31.56734636
13233,Selective NR,58.44645975,0.168511921,3.10983387,3.028668112,11.24492882,0.036104269,237.1811713
13235,Selective NR,39.06718056,0.082599571,3.365316641,3.263747276,5.508661175,0.035595184,61.61134392
13235,Selective P,6.878,0.029,0.513,0.513,0.371,,5.794
13237,Selective NR,22.1106432,0.056940331,1.474821823,1.432921501,4.147750018,0.01669518,76.84173988
13237,Selective P,20.51,,20.0017,20.0017,3.57,,
13239,Selective NR,3.800923516,0.009055912,0.288221059,0.279642215,0.856429385,0.003352664,15.04774937
13241,Selective NR,7.492599289,0.020924742,0.426974682,0.415504214,1.420393172,0.004913958,29.00631164
13243,Selective NR,58.09800805,0.122478817,5.01169494,4.860659766,7.601707627,0.052518596,78.85308785
13245,Selective NR,113.7106712,0.351338563,5.071474039,4.949264082,24.31604919,0.062129878,551.9131573
13245,Selective P,1467.039,2071.2221,318.591733,311.844967,203.7605,0.1625,2706.386
13247,Selective NR,55.29041998,0.170634447,2.465497966,2.406255245,11.45855042,0.029906048,260.5301145
13247,Selective P,50.897,7.833,0.369,0.368,0.296,0.008,4.415
13249,Selective NR,12.35077284,0.032282094,0.808784812,0.785779141,2.661331534,0.009460195,50.93859353
13251,Selective NR,90.92572662,0.19975793,7.51701342,7.292012077,13.59051361,0.080349469,175.1352581
13253,Selective NR,87.47047278,0.181515663,7.65478419,7.423910183,10.35459887,0.079129722,87.40151221
13255,Selective NR,47.42732927,0.141740891,2.314886945,2.25663577,9.620646596,0.02756265,211.5834991
13257,Selective NR,26.68319463,0.079321707,1.318588295,1.285217291,5.383407162,0.015646983,117.577011
13259,Selective NR,9.729408147,0.021513886,0.820998849,0.795569123,2.813508763,0.010021957,49.99150834
13261,Selective NR,113.9085477,0.257092569,9.095621873,8.826532251,15.75745907,0.096183567,202.5321831
13263,Selective NR,4.77166935,0.010807281,0.394685336,0.38236489,1.620181191,0.005081208,30.982252
13265,Selective NR,5.498378943,0.012013544,0.464291748,0.450061261,1.273684755,0.005397,21.21928564
13267,Selective NR,70.76933012,0.148350045,6.145715897,5.960110751,9.494798505,0.064554743,98.61900816
13269,Selective NR,33.5659558,0.07110453,2.889979461,2.802570079,5.025300753,0.030897996,61.19444281
13271,Selective NR,49.77877404,0.133313801,3.123251202,3.035640529,10.87334621,0.036778374,212.5225079
13273,Selective NR,94.69449458,0.200339717,8.122232643,7.878271394,11.49917244,0.08431133,109.6290353
13273,Selective P,,,0.052,0.052,,,
13275,Selective NR,145.5416168,0.338800253,11.19152309,10.86340902,21.18306939,0.119288664,297.5443689
13275,Selective P,42.197,4.792,38.4108,23.0908,3.2558,,114.8878
13277,Selective NR,111.8839903,0.255867079,8.788833488,8.530021535,15.48337292,0.092919085,203.4386107
