feed_id,sply_fips,used_qnty,avg_flddep_dist,avg_depref_dist,avg_total_cost
Residues,37163,4166,8.16,0,58.64
SRWC - coppice,51045,27943,25.25,0,58.66
SRWC - coppice,21077,19314,45.96,0,58.69
SRWC - coppice,42079,4383,35.28,0,58.7
Residues,51175,45174,13.32,0,58.79
SRWC - coppice,51179,6105,21.53,0,58.81
SRWC - coppice,51009,53696,29.08,0,58.84
SRWC - coppice,17033,62743,37.85,0,58.93
SRWC - coppice,37171,43050,27.5,0,58.97
SRWC - coppice,18055,114303,45.39,0,58.98
SRWC - coppice,21191,46528,34.45,0,59.03
Residues,51175,8132,13.32,0,59.04
SRWC - coppice,21201,26076,34.45,0,59.04
SRWC - coppice,42067,21905,29.09,0,59.06
SRWC - coppice,39081,33846,31.34,0,59.07
SRWC - coppice,36065,136249,36.41,0,59.08
SRWC - coppice,18155,3331,41.86,0,59.08
Residues,41019,14594,14.06,0,59.17
Residues,51077,3025,13.53,0,59.2
Residues,51077,4120,13.53,0,59.21
Residues,51035,4420,10.53,0,59.25
SRWC - coppice,44007,199,42.45,0,59.26
Residues,41019,140777,14.06,0,59.27
Residues,19117,699,0,0,59.32
Residues,37163,17000,8.16,0,59.33
SRWC - coppice,39163,9273,31.88,0,59.36
Residues,13063,2560,4.57,0,59.37
SRWC - coppice,54017,32694,32.28,0,59.41
SRWC - coppice,42103,1571,39.37,0,59.43
Residues,48203,16295,15.81,0,59.48
Residues,28073,10204,15.33,0,59.51
SRWC - coppice,51177,19496,28.05,0,59.51
SRWC - coppice,25005,3435,36.62,0,59.53
Residues,51161,1493,13.4,0,59.54
Residues,5087,2987,13.05,0,59.56
SRWC - coppice,34023,2888,39.16,0,59.57
SRWC - coppice,51023,54662,28.13,0,59.58
SRWC - coppice,29129,69064,37.92,0,59.66
SRWC - coppice,39111,62453,38.85,0,59.67
SRWC - coppice,21229,81760,40.58,0,59.69
SRWC - coppice,21073,41292,40.68,0,59.7
Residues,20133,5855,0,0,59.71
SRWC - coppice,42041,82447,30.32,0,59.72
Residues,1007,8654,16.61,0,59.73
SRWC - coppice,21005,67752,42.44,0,59.73
Residues,26071,41995,0,0,59.76259674
Residues,51175,2981,13.32,0,59.82
Residues,13151,11780,19.45,0,59.94
Residues,13089,2238,19.59,0,59.97
SRWC - coppice,5087,139,13.05,0,59.97
SRWC - coppice,36119,236,47.24,0,59.98
SRWC - coppice,18065,9874,3.54,53.74,59.98
SRWC - coppice,39105,25766,35.29,0,60
Residues,37051,17594,18.51,0,60.05
Residues,48067,21879,18.95,0,60.09
Residues,13121,8535,20.24,0,60.11
Residues,51035,1369,10.53,0,60.13
Residues,13113,654,15.3,0,60.14
Residues,51003,5402,18.4,0,60.26
Wastes,20133,588,0,0,60.26
Wastes,21069,519,0,0,60.26
Wastes,26071,415,0,0,60.26
Wastes,51640,248,0,0,60.26
Residues,51077,3465,13.53,0,60.3084329
Residues,1045,14552,18.66,0,60.35
Residues,13303,5745,19.77,0,60.38
SRWC - coppice,17095,27434,0.62,55.17,60.38
Residues,48203,3266,15.81,0,60.42
SRWC - coppice,36087,59,45.45,0,60.43
SRWC - coppice,19053,14133,40.6,0,60.44
SRWC - coppice,55009,90475,30.27621663,14.86162012,60.5285942
Residues,50015,1412,12.28,0,60.55
Residues,25021,313,9.66,0,60.61
Residues,42121,1599,5.75,0,60.61
Residues,5087,1290,13.05,0,60.62
Residues,1007,10028,16.61,0,60.62583666
SRWC - coppice,21103,69438,49.02,0,60.65
Residues,53053,7398,21.75,0,60.67
Residues,5015,1795,18.17,0,60.73
SRWC - coppice,18037,38985,48.34,0,60.75
SRWC - coppice,36101,80325,35.28,0,60.78
SRWC - coppice,19007,37390,42.17,0,60.8
SRWC - coppice,42131,21676,27.13038753,13.58359291,60.81679922
Residues,13089,2720,19.59,0,60.82
Residues,13151,1702,19.45,0,60.84
SRWC - coppice,51137,57058,38.34,0,60.86
Residues,45079,20268,22.04,0,60.88
Wastes,55071,2891,3.29,0,60.94
Residues,51003,3929,18.4,0,60.94642912
Residues,13121,1722,20.24,0,60.96
Residues,53067,3698,21.82,0,60.97
Residues,53053,25914,21.75,0,60.99
Residues,45085,20773,20.4,0,61
Residues,47085,546,15.95,0,61
Residues,5049,1037,18.75,0,61
Residues,37051,2171,18.51,0,61.02
Residues,48067,5394,18.95,0,61.03
Residues,13113,2161,15.3,0,61.04
Residues,28111,9683,20.55,0,61.08
Wastes,51125,529,3.72,0,61.11
Residues,13175,7448,23.3,0,61.19
Residues,1045,16168,18.66,0,61.28560861
Residues,53067,37191,21.82,0,61.29
Residues,42069,10214,9.16,0,61.31
Residues,42099,1394,10.52,0,61.32
Residues,13303,1696,19.77,0,61.37
SRWC - coppice,51067,45780,27.84498471,9.113335518,61.38809961
SRWC - coppice,51091,65594,28.84,0,61.48
SRWC - coppice,36051,22589,30.48255788,7.679478507,61.49610209
SRWC - coppice,18031,13659,12.09,55.29,61.52
SRWC - coppice,18167,66468,10.26,53.56,61.53
Residues,48339,35978,27.07,0,61.54
Residues,45017,8763,25.28,0,61.55
Residues,21021,1657,16.33,0,61.55
SRWC - coppice,29061,77930,37.09112871,11.17671962,61.56372385
SRWC - coppice,21135,44,41.97,0,61.57
SRWC - coppice,26045,20705,4.12,53.43,61.59
Residues,1109,11238,25.04,0,61.63
Residues,1005,13268,25.55,0,61.64
SRWC - coppice,21187,88296,54.63,0,61.65
Residues,13247,3060,29.04,0,61.66
Wastes,17197,24400,4.99,0,61.69
Wastes,42121,1939,5.75,0,61.7
Residues,37051,5912,18.51,0,61.71
SRWC - coppice,51157,40983,43.16,0,61.79
Residues,5015,1365,18.17,0,61.79
Wastes,26023,1565,5.37,0,61.8
Wastes,36047,92096,5.55,0,61.8
Residues,28131,2274,26.13,0,61.85
Residues,54033,1958,10.52,0,61.85
Residues,45079,3498,22.04,0,61.87
Residues,5065,12101,26.24,0,61.89
SRWC - coppice,19099,56350,14.35,58.04,61.93
Residues,51179,2447,21.53,0,61.98
SRWC - coppice,18137,85431,13.18,55.29,61.98
SRWC - coppice,18115,2696,49.55,0,62.01
SRWC - coppice,39025,66415,13.7,58.79,62.01
Wastes,51183,427,7.75,0,62.03
SRWC - coppice,34025,15246,46.85,0,62.03
Residues,51019,4498,26.34,0,62.12
Wastes,37163,2285,8.16,0,62.12
Residues,51181,20535,28.02,0,62.14
Residues,13175,1639,23.3,0,62.18
Residues,13255,8845,24.97,0,62.19
Wastes,42069,7672,9.16,0,62.19
Wastes,21113,1773,8.54,0,62.21
Residues,13107,18009,27.17,0,62.26
Residues,51045,1493,25.25,0,62.26
SRWC - coppice,36123,17871,33.21,0,62.26
Residues,50015,2002,12.28,0,62.27
SRWC - coppice,17001,103674,14.09,57.42,62.28
SRWC - coppice,51063,1160,39.58,0,62.28
SRWC - coppice,42055,143361,36.42321238,0.133233725,62.28646745
Residues,51023,2935,28.13,0,62.3
Residues,51149,13855,28.7,0,62.3
Residues,45085,5271,20.4,0,62.31717511
SRWC - coppice,39061,43,12.96,58.79,62.32
Residues,13319,3438,28.47,0,62.33
Residues,48339,7043,27.07,0,62.33
SRWC - coppice,26031,10046,20.42,0,62.34
SRWC - coppice,18079,90119,34.69800286,30.93562589,62.37671102
SRWC - coppice,51033,35349,34.89164983,1.059515121,62.37728677
Wastes,36081,81573,9.36,0,62.4
Residues,47135,200,22.12,0,62.41
Residues,28079,18722,28.36,0,62.45
Residues,1031,3839,29.24,0,62.48
Residues,18077,724,17.43,0,62.48
Residues,22043,9612,28.93,0,62.49
Wastes,25021,24420,9.66,0,62.5
SRWC - coppice,18061,60921,50.93153543,12.25192282,62.51407528
Residues,51149,3878,28.7,0,62.55
Residues,1109,4212,25.04,0,62.55
Residues,1005,1314,25.55,0,62.57
Residues,51061,547,25.66,0,62.58
Wastes,25025,26806,8.12,0,62.58
Wastes,51770,3501,8.62,0,62.6
SRWC - coppice,54071,93631,25.68,0,62.63
Residues,5065,1167,26.24,0,62.66506427
SRWC - coppice,25023,50,40.97,0,62.68
Residues,21181,240,26.93,0,62.69
Wastes,21029,2716,11.89,0,62.69
Residues,37171,10574,27.5,0,62.73
Residues,51047,4513,27.74,0,62.73
Wastes,29075,243,11.12,0,62.8
Residues,1125,37937,26.52,0,62.81
Residues,51091,5067,28.84,0,62.81985198
Residues,13077,13959,33.84,0,62.82
Residues,28131,3740,26.13,0,62.82
Residues,13283,3560,28.86,0,62.83
Residues,28111,7835,20.55,0,62.83
Residues,47005,12566,32.52,0,62.84
Wastes,51035,1068,10.53,0,62.84
SRWC - coppice,34015,1461,31.94,0,62.84
Residues,45017,5662,25.28,0,62.84336277
Residues,51019,1766,26.34,0,62.86
Wastes,42099,1638,10.52,0,62.86
SRWC - coppice,26141,9872,24.8,0,62.86
Residues,51177,3963,28.05,0,62.87396417
SRWC - coppice,44005,24,56.16,0,62.91
Residues,45055,40745,29.75,0,62.94
SRWC - coppice,25009,82,36.75,0,62.94
SRWC - coppice,34007,748,30.12,0,62.94
Residues,26141,1069,24.8,0,62.97
Residues,51067,5676,26.05,0,62.98
Wastes,54033,2474,10.52,0,62.99
Residues,13163,7788,30.88,0,63.01
Residues,51047,915,27.74,0,63.05
SRWC - coppice,18109,62939,17.14,50.06805987,63.08838193
Residues,13255,2629,24.97,0,63.09
Residues,37119,1201,33.38,0,63.11
Residues,45021,2547,33.07,0,63.11
SRWC - coppice,18021,120893,19.05,53.56,63.12
Residues,51181,5015,28.02,0,63.17
Wastes,50015,891,12.28,0,63.17
Residues,22043,1574,28.93,0,63.22
Residues,13107,2792,27.17,0,63.23
SRWC - coppice,54029,22,46.93,0,63.23
SRWC - coppice,29063,59154,42.83573537,14.99673801,63.2321843
Residues,55009,410,27.14,0,63.24
Residues,21123,1458,25.49,0,63.24
Residues,21161,5833,23.49,0,63.25
SRWC - coppice,21211,83944,54.43189769,14.92245116,63.25947382
SRWC - coppice,42133,22942,43.58,0,63.27
Residues,47093,707,24.51,0,63.28
SRWC - coppice,18151,35438,28.09561939,36.67584937,63.29775721
Wastes,51175,659,13.32,0,63.3
Residues,1067,7055,32.87,0,63.31
Residues,5009,1813,29.49,0,63.31
SRWC - coppice,21117,23818,19.95,58.79,63.31
Residues,21067,634,24.12,0,63.32
Residues,13319,1182,28.47,0,63.32
Residues,51149,1476,28.7,0,63.32
Residues,51023,845,28.13,0,63.33
Residues,37171,5952,27.5,0,63.34
SRWC - coppice,50017,13264,39.72,0,63.34
Wastes,21079,606,13.63,0,63.37
SRWC - coppice,51183,8530,7.75,0,63.38
Residues,1031,2629,29.24,0,63.41
Wastes,39005,1904,15.59,0,63.45
Wastes,51077,543,13.53,0,63.45
SRWC - coppice,39007,50316,12.57,62.49,63.45
SRWC - coppice,17159,106817,18.41,53.41,63.48
Residues,19185,475,18.35,0,63.51
Residues,21111,365,31.93,0,63.52
Residues,51177,4538,28.05,0,63.53480167
Residues,42001,6233,17.05,0,63.54
Residues,37013,14813,31.43,0,63.55
Wastes,37071,7447,13.31,0,63.55
Wastes,51630,970,14.5,0,63.55
Residues,26119,1151,27.44,0,63.56
Residues,51045,5999,25.25,0,63.58
Residues,28131,17701,26.13,0,63.6
SRWC - coppice,36093,128,9.9,53.39,63.62
SRWC - coppice,17067,23452,20.77,57.42,63.64
SRWC - coppice,9001,220,62.61,0,63.65
SRWC - coppice,19181,98648,34.86211976,25.20088314,63.66904773
Residues,47105,176,30.49,0,63.69
Residues,47005,844,32.52,0,63.7
Residues,13077,2280,33.84,0,63.72
Residues,21181,2210,26.93,0,63.73
Residues,54049,1148,16.25,0,63.76
Residues,1073,11714,32.96,0,63.79146662
SRWC - coppice,29007,175735,39.25974507,12.37961954,63.80519123
Residues,13283,270,28.86,0,63.82
Residues,53053,6067,21.75,0,63.83
Wastes,36061,58130,13.41,0,63.83
Residues,21205,489,25.3,0,63.84
SRWC - coppice,36067,27400,7.08,56,63.84
Wastes,39067,562,15.74,0,63.85
Wastes,29219,1173,17.67,0,63.88
Wastes,51161,3327,13.4,0,63.96
Wastes,5135,610,0,0,63.97
Residues,13163,3095,30.88,0,63.98
Residues,37119,1122,33.38,0,63.98
Wastes,18097,32856,14.45,0,63.98
Residues,37035,5504,30.62,0,63.99
Residues,45055,885,29.75,0,64
Wastes,51775,896,13.67,0,64
SRWC - coppice,21215,291,57.49,0,64.05
SRWC - coppice,18121,12723,14.29,71,64.06
Residues,22049,23420,35.58,0,64.08
Wastes,18011,2113,16.47,0,64.1
SRWC - coppice,44009,56,67.01,0,64.11
Residues,37117,8883,34.75,0,64.12
Residues,53067,3084,21.82,0,64.13
SRWC - coppice,42065,34339,17.55,62.66,64.14
Wastes,37079,765,16.69,0,64.15
SRWC - coppice,18153,4629,21.63,53.56,64.17
Wastes,34017,23495,15.14,0,64.21
Residues,21045,636,31.3,0,64.24
Wastes,18027,1149,17.45,0,64.24
Wastes,21021,1039,16.33,0,64.27
Residues,51099,3231,33.7,0,64.28
Wastes,21093,3829,17.21,0,64.29
Wastes,36085,16846,17.24,0,64.29
Wastes,6001,55664,17.27,0,64.3
Residues,47105,465,30.49,0,64.33
Residues,8015,850,22.17,0,64.33
Wastes,42001,3632,17.05,0,64.34
SRWC - coppice,21199,44868,10.77,62.56,64.34
Residues,28049,7996,37.85,0,64.37
Residues,28121,12471,33.17,0,64.37
Residues,55019,336,30.31,0,64.37
Residues,47005,870,32.52,0,64.38
Wastes,18077,1162,17.43,0,64.41
Residues,21223,1243,30,0,64.42
Residues,37013,4372,31.43,0,64.42
SRWC - coppice,19153,16901,23.4,58.04,64.43
SRWC - coppice,50011,678,45.85,0,64.43
Wastes,51003,3650,18.4,0,64.45
Residues,25017,7827,25.76,0,64.45882969
SRWC - coppice,39165,17891,26.47,58.79,64.47
Residues,26031,18826,20.65178158,0.647988951,64.47922554
Wastes,18057,10356,18.14,0,64.48
SRWC - coppice,19175,93476,10.41,55.4,64.48
Residues,47123,6195,35.52,0,64.49
Residues,51153,3700,35.32,0,64.49
SRWC - coppice,19159,10605,13.7,55.4,64.5
SRWC - coppice,26047,9688,27.85,0,64.51
Residues,45091,2297,31.42,0,64.53
SRWC - coppice,39167,55099,8.62,66.7,64.54
Wastes,37045,3488,15.62,0,64.56
Residues,54103,2034,22.62,0,64.57
Residues,51033,16801,34.53,0,64.58528897
SRWC - coppice,26027,8768,6.83,64.21,64.59
Residues,26119,1091,27.44,0,64.61
Residues,48473,9236,35.71,0,64.62
SRWC - coppice,55131,5422,20.13,56.83,64.62
Residues,28163,2186,31.66,0,64.64
SRWC - coppice,26059,46729,32.11241563,36.09933104,64.64744399
Residues,54071,2232,25.68,0,64.66
SRWC - coppice,18175,91388,20.3,59.56,64.66
Residues,51197,1405,38.8,0,64.67
Residues,22069,4001,35.35,0,64.67
SRWC - coppice,36121,30848,16.1,57.46,64.68
SRWC - coppice,18105,25817,28.92,49.78,64.69
Residues,37035,2069,30.62,0,64.7
Wastes,37109,2824,15.61,0,64.7
Residues,39013,1760,21.69,0,64.71
Residues,55119,186,31.81,0,64.72
SRWC - coppice,54041,53972,17.83,58.99,64.74
SRWC - coppice,42047,3389,18.17,62.66,64.75
Wastes,24013,5980,16.67,0,64.77
Residues,47123,567,35.52,0,64.8
Wastes,39169,4113,18.56,0,64.8
SRWC - coppice,18005,82171,28.94,49.78,64.8
Residues,50005,2114,23.93,0,64.81
Residues,45061,5178,42.05,0,64.82
Wastes,18019,4003,19.1,0,64.83
Residues,42131,18226,23.29,0,64.85
Wastes,26031,922,20.42,0,64.85
SRWC - coppice,55029,43429,10.19,58.76,64.88
Residues,37065,1893,33.84,0,64.88
SRWC - coppice,26025,26841,27.76,53.43,64.88
Residues,22049,1040,35.58,0,64.89
Residues,21045,1566,31.3,0,64.91
Residues,21179,3719,32.88,0,64.91
Wastes,54049,2032,16.25,0,64.91
SRWC - coppice,42031,34651,33.61905457,44.63469395,64.91578569
Residues,19039,614,24.61,0,64.93
SRWC - coppice,17023,94460,25.88,53.56,64.94
Wastes,18143,851,20.65,0,64.97
SRWC - coppice,33015,73,16.59,53.69,64.98
SRWC - coppice,36095,24745,17.97,53.39,64.98
SRWC - coppice,55117,85643,30.98988417,53.74260138,64.99329227
Residues,54091,1117,24.44,0,65
Wastes,39013,2490,21.69,0,65
Residues,20037,7179,23.19,0,65
SRWC - coppice,36079,293,73.12,0,65.01
Wastes,13063,9524,4.57,0,65.015
Wastes,51620,304,20.2,0,65.02
Residues,37117,2443,34.75,0,65.05
SRWC - coppice,42093,15929,12.05,56.09,65.05
Residues,28121,5654,33.17,0,65.07
Residues,51029,915,36.42,0,65.08
Residues,50019,3023,32.03,0,65.08
SRWC - coppice,36015,12939,51.3,0,65.09
Residues,28049,3613,37.85,0,65.1
Wastes,42043,9654,21.59,0,65.1
Wastes,36005,50584,20.69,0,65.11
SRWC - coppice,19013,110,14.36,62.56,65.13
SRWC - coppice,17187,17926,24.75412697,52.17544405,65.143433
SRWC - coppice,19011,36520,18.7,62.56,65.15
SRWC - coppice,34029,167,56.98,0,65.16
SRWC - coppice,25027,19458,13.46,62.88,65.18
Residues,28109,18007,43.7,0,65.19
Residues,51153,3487,35.32,0,65.19
SRWC - coppice,42011,113204,14.78,64.11,65.2
Residues,45027,6310,40.63,0,65.21
Residues,50023,2187,33.09,0,65.22
Wastes,53053,29058,21.75,0,65.22
Residues,51033,6644,34.53,0,65.24675497
Wastes,42091,28957,18.67,0,65.25
SRWC - coppice,19139,13140,16.67,66.83,65.25
Residues,54071,2681,25.68,0,65.26
SRWC - coppice,13077,358,33.84,0,65.26
SRWC - coppice,42025,3885,2.38,85.51,65.27
Wastes,51540,1593,21.38,0,65.29
Residues,19135,1633,26.27,0,65.31
Wastes,29227,74,22.12,0,65.31
Wastes,18063,5391,22.82,0,65.32
SRWC - coppice,21209,97332,14.35,73.6,65.33
Residues,13231,9900,37.94,0,65.35
Residues,51065,1784,33.83,0,65.35
SRWC - coppice,19177,95700,16.04,65.18,65.36
Residues,26043,2125,33.48,0,65.36015529
Wastes,37005,391,21.12,0,65.37
SRWC - coppice,39127,37851,13.98,66.44,65.38
Residues,1067,4439,34.59964406,3.887292183,65.3977968
Residues,51015,3117,39.03,0,65.4
Residues,48473,472,35.71,0,65.41
Residues,51155,618,43.94,0,65.42
Wastes,36059,48320,20.81,0,65.42
Residues,28051,5521,42.96,0,65.43
Residues,55061,701,33.06,0,65.43
Residues,26141,6886,24.8,0,65.45493175
SRWC - coppice,55139,72189,18.93,56.45,65.48
SRWC - coppice,19117,45328,0,82.32,65.48
SRWC - coppice,24037,2637,0,70.4,65.5
SRWC - coppice,51107,103053,10.37,56.32,65.5
Wastes,53067,9254,21.82,0,65.52
Residues,21011,6715,34.5,0,65.54666567
Wastes,20037,1408,23.19,0,65.55
Residues,45063,6819,38.08,0,65.56
SRWC - coppice,21037,19988,21.16,58.79,65.56
Residues,20099,7062,24.83,0,65.58
Wastes,26059,1655,23.31,0,65.58
Wastes,21137,873,23.36,0,65.59
SRWC - coppice,21015,28862,24.17,58.79,65.59
Wastes,26025,4820,25.67,0,65.6
Residues,48071,2561,47.48,0,65.61
Wastes,18151,1222,23.87,0,65.64
Residues,20205,6225,26.03,0,65.65
Residues,51137,2012,38.34,0,65.67
SRWC - coppice,34019,37302,18.56,59.52,65.7
Wastes,54103,587,22.62,0,65.72
Wastes,50005,1112,23.93,0,65.72
SRWC - coppice,34027,424,19.43,59.52,65.72
SRWC - coppice,39055,27374,26.04748009,60.66272448,65.72200117
Wastes,42131,1014,23.29,0,65.73
Wastes,34039,19494,24.61,0,65.76
SRWC - coppice,39071,56140,25.4,62.21421767,65.77237834
Residues,51029,4840,36.42,0,65.78418182
Residues,51197,2478,38.8,0,65.8
SRWC - coppice,21093,1136,17.21,65.31,65.81
Wastes,24021,8572,24.36,0,65.82
Wastes,55009,9050,27.14,0,65.83
SRWC - coppice,19179,120610,19.95,64.39598814,65.83168767
Wastes,51179,4806,21.53,0,65.84
SRWC - coppice,18145,96331,34.76299488,51.43175011,65.87822591
Residues,51063,2213,39.58,0,65.88
Residues,51081,3138,40.21,0,65.9
SRWC - coppice,29211,2725,0.15,86.39,65.91
SRWC - coppice,18029,30944,33.13,58.79,65.93
Wastes,21161,624,23.49,0,65.97
Wastes,26141,469,24.8,0,65.97
Residues,13211,3951,3.28,60.8,66
Wastes,21123,504,25.49,0,66.02
Residues,51015,2953,39.03,0,66.02598713
Wastes,21067,10918,24.12,0,66.04
SRWC - coppice,18013,6024,11.2,86.63,66.05
Residues,19125,1103,28.71,0,66.06
Wastes,48201,152479,7,0,66.0749715
Residues,21099,262,42.04,0,66.08
SRWC - coppice,54051,24437,59.88,0,66.08
Residues,26119,5660,27.44,0,66.09
SRWC - coppice,21155,30,61.08,0,66.09
SRWC - coppice,36001,23877,23.21,53.39,66.09
Residues,47155,1992,38.51,0,66.1
Wastes,51061,2382,25.66,0,66.11
Wastes,54071,270,25.68,0,66.12
Residues,28051,1229,42.96,0,66.13
Wastes,20099,759,24.83,0,66.13
SRWC - coppice,39151,69850,16.85,70.86,66.14
Wastes,54091,608,24.44,0,66.15
Residues,28109,3500,43.7,0,66.17
Residues,45027,1397,40.63,0,66.2
Wastes,20205,326,26.03,0,66.21
Wastes,42017,22396,21.62,0,66.22
Residues,37009,4289,42.6,0,66.23
Residues,51157,3980,43.16,0,66.25
Residues,13209,3136,43.88,0,66.26
Residues,37161,12149,39.96,0,66.26
SRWC - coppice,17121,84734,26.53,53.41,66.26
SRWC - coppice,39001,67187,22.35,65.01,66.27
Residues,13289,1141,48.11,0,66.28
SRWC - coppice,54007,46283,25.5,58.99,66.3
Wastes,51019,2698,26.34,0,66.3
SRWC - coppice,36057,53961,23.59,53.39,66.31
Residues,21209,959,41.79,0,66.32
Wastes,37147,6184,4.05,26.28323092,66.32005498
Wastes,12033,10882,25.75,0,66.33
Wastes,51820,755,25.82,0,66.33
Wastes,17063,1793,27.05,0,66.34
Residues,12113,4390,46.79,0,66.34
SRWC - coppice,51093,493,34.75,0,66.34
Residues,47017,12021,49.71,0,66.36
Residues,21201,1902,34.45,0,66.38
Residues,55117,411,41.39,0,66.39
Wastes,51067,2017,26.05,0,66.39
Residues,42127,612,31.86,0,66.42
