feed_id,sply_fips,used_qnty,avg_total_cost,avg_dist
Switchgrass,47045,159154,65.29,10.09
Miscanthus,20041,184989,65.30,3.39
Corn Stover,31077,159802,65.37,29.80181612
Miscanthus,18109,70455,65.37,17.14
Switchgrass,48349,548279,65.38,5.49
Switchgrass,48499,145835,65.39,0
Corn Stover,31051,210249,65.41,29.06964485
Miscanthus,17029,112482,65.45,18.32
Miscanthus,21183,65143,65.45,18.92
Miscanthus,29097,278427,65.45,21.75
Miscanthus,19055,30273,65.46,21.87
Miscanthus,29037,328319,65.46,22.08
Miscanthus,29047,128474,65.47,21.75
Corn Stover,46097,142901,65.55,27.56
Miscanthus,18021,94673,65.57,19.05
Miscanthus,21117,6396,65.64,19.95
Switchgrass,47015,39099,65.65,7.69
Corn Stover,20013,233384,65.66,28.86
Miscanthus,18129,148798,65.67,19.74
Switchgrass,40097,104220,65.68,10.46
Corn Stover,31025,219634,65.68,29.67068496
Miscanthus,18173,64912,65.71,17.59
Corn Stover,31003,475695,65.72,30.60763624
Miscanthus,20099,510208,65.73,24.83
Miscanthus,20073,1317197,65.74,20.2
Corn Stover,46053,53642,65.74,20.53
Corn Stover,31037,206796,65.75,30.21106371
Miscanthus,29005,19016,65.79,12.84
Miscanthus,55033,163749,65.81,14.23
Corn Stover,31143,334686,65.81,31.46
Corn Stover,31121,316697,65.82,30.24
Miscanthus,17171,38060,65.85,21.57
Miscanthus,20019,542838,65.87,21.36
Miscanthus,55023,77512,65.89,21.35
Miscanthus,29053,231088,65.89,27.36461759
Miscanthus,29171,288347,65.90,22.56
Miscanthus,17125,71607,65.91,16.34
Switchgrass,28147,65036,65.92,10.43
Corn Stover,46067,204999,65.94,31.57586066
Miscanthus,13321,38712,65.95,5.34
Miscanthus,17055,58363,65.96,22.73
Switchgrass,37147,38300,65.97,4.05
Miscanthus,20001,339674,65.97,27.12
Miscanthus,18177,109872,65.98,23
Miscanthus,20095,118237,65.98,4.08
Switchgrass,47023,41183,66.01,11.19
Switchgrass,5033,80115,66.02,11.3
Switchgrass,48037,224629,66.02,9.598651643
Switchgrass,12049,197875,66.03,11.16
Miscanthus,21213,126020,66.03,25.34
Miscanthus,20205,334140,66.06,26.34554157
Corn Stover,46025,184453,66.07,28.68572883
Miscanthus,47167,73228,66.13,16.39
Switchgrass,17145,86495,66.17,9.46
Switchgrass,40101,295334,66.22,11.71
Miscanthus,29059,187682,66.23,20.73
Miscanthus,29085,170924,66.24,23.53
Miscanthus,40071,471941,66.24,11.45
Corn Stover,46015,164123,66.27,35.75
Miscanthus,29127,80805,66.28,23.43
Switchgrass,22031,96958,66.29,8.62
Switchgrass,22041,110221,66.31,11.75
Miscanthus,29087,21161,66.31,18.51
Miscanthus,29185,283096,66.33,26.39
Miscanthus,13195,41860,66.34,10.68
Switchgrass,20041,288723,66.35,3.39
Switchgrass,29155,73736,66.36,13.1
Miscanthus,17023,143301,66.36,25.88
Miscanthus,18003,7717,66.37,16.4
Miscanthus,20117,324600,66.38,12.03
Switchgrass,40077,193236,66.39,12.82
Miscanthus,29217,437424,66.40,28.1915717
Corn Stover,46037,158213,66.40,31.44
Miscanthus,47165,79353,66.40,20.87
Corn Stover,31099,431905,66.41,31.62
Miscanthus,29101,454787,66.42,27.53
Corn Stover,31061,186014,66.42,35.11
Miscanthus,18059,109864,66.43,27.54
Miscanthus,21207,51471,66.43,21.86
Miscanthus,29119,94061,66.44,20.16
Miscanthus,17139,3147,66.45,23.43
Switchgrass,47069,101704,66.46,13.71
Corn Stover,46005,306914,66.46,33.19
Switchgrass,40029,292877,66.48,14.32
Miscanthus,29039,240476,66.48,26.15
Corn Stover,31015,47447,66.51,33.88
Miscanthus,47059,138314,66.55,12.15
Switchgrass,5119,50346,66.56,10.76
Switchgrass,48361,65610,66.57,12.53
Miscanthus,40113,1336753,66.59,17.79
Switchgrass,40013,454498,66.60,14.57
Miscanthus,17049,171315,66.63,28.62
Miscanthus,17119,207256,66.64,28.2
Miscanthus,29155,193901,66.65,26.11683787
Switchgrass,47177,87166,66.68,12.33
Miscanthus,19115,14271,66.68,24.48
Miscanthus,55065,278962,66.69,27.37
Corn Stover,31173,184112,66.70,35.41396351
Miscanthus,20079,168270,66.73,13
Miscanthus,37067,23498,66.73,15.55
Miscanthus,13157,44887,66.77,14.38
Miscanthus,21227,236623,66.79,26.77
Miscanthus,47095,60408,66.79,24.32
Switchgrass,17157,115614,66.81,11.97
Switchgrass,48439,103844,66.83,10.00728785
Miscanthus,29157,177314,66.83,27.39
Miscanthus,29227,88741,66.83,22.12
Miscanthus,5049,101145,66.84,18.75
Miscanthus,29055,110806,66.84,20.14
Switchgrass,28135,153262,66.85,15.46
Miscanthus,18051,169539,66.85,27.68
Corn Stover,31135,209962,66.86,19.5
Corn Stover,48205,263421,66.87,36.54
Miscanthus,17051,219758,66.89,29.27
Miscanthus,1101,210285,66.90,14.67
Corn Stover,31125,169075,66.90,37.18
Miscanthus,17121,157059,66.91,26.53
Miscanthus,18005,101657,66.91,28.94
Corn Stover,31027,405088,66.93,37.1841235
Miscanthus,19135,149905,66.93,26.27
Switchgrass,28161,40458,66.94,17.77
Miscanthus,20059,329886,66.94,27.54644377
Miscanthus,20091,82375,66.95,29.82
Miscanthus,39165,47445,66.97,26.47
Corn Stover,31167,151645,66.97,30.42
Switchgrass,48257,418473,66.98,12.83
Miscanthus,21145,19030,66.99,25.59
Corn Stover,31055,55849,66.99,33.49383785
Miscanthus,21037,8427,67.01,21.16
Switchgrass,28091,36935,67.02,15.23
Miscanthus,19039,148712,67.02,24.61
Miscanthus,47157,46783,67.04,20.37
Miscanthus,55021,168543,67.04,24.78
Corn Stover,48341,56435,67.05,15.53
Miscanthus,21141,248188,67.05,28.81
Switchgrass,48149,456789,67.07,12.99
Miscanthus,17081,150570,67.09,26.97
Switchgrass,48145,372176,67.12,13.61
Miscanthus,29025,200535,67.14,29.66
Miscanthus,40017,410455,67.14,10.37
Miscanthus,37057,38687,67.15,13.74
Switchgrass,5133,97778,67.16,15.89
Miscanthus,29179,34471,67.16,21.11
Corn Stover,20081,79679,67.16,18.57
Miscanthus,21015,14256,67.16,24.17
Switchgrass,40019,386837,67.18,8.57
Miscanthus,19111,133251,67.19,27.39
Switchgrass,48147,440170,67.21,17.34
Miscanthus,1001,56459,67.21,16.45
Switchgrass,20095,202818,67.23,4.08
Switchgrass,40075,327518,67.24,0.22
Miscanthus,19009,12382,67.24,22.05
Miscanthus,29051,145129,67.25,28.2
Switchgrass,40049,412374,67.28,10.23
Miscanthus,21111,18792,67.28,31.93
Miscanthus,17189,234818,67.28,29.82359589
Miscanthus,17191,235653,67.29,29.84160762
Miscanthus,17057,123747,67.30,28.79
Miscanthus,21123,122069,67.30,31.17
Corn Stover,31053,315345,67.31,36.5751301
Miscanthus,29141,220009,67.34,30.22
Miscanthus,18139,104622,67.39,29.02
Corn Stover,31023,327192,67.39,37.52589917
Miscanthus,47063,20001,67.40,16.75
Switchgrass,28107,151419,67.40,22.14
Corn Stover,46049,176429,67.42,32.41
Miscanthus,18105,221,67.46,28.92
Switchgrass,48277,391256,67.47,17.6
Miscanthus,21169,104772,67.50,29.6
Miscanthus,55121,152716,67.51,26.26
Corn Stover,31039,261200,67.52,39.02956164
Miscanthus,29043,165471,67.54,25.74
Switchgrass,40091,235136,67.55,21.37
Miscanthus,29017,172272,67.56,27.06
Miscanthus,27009,77816,67.58,14.63
Switchgrass,28043,42904,67.59,22.08
Corn Stover,20043,166345,67.62,34.03560245
Corn Stover,46009,168477,67.62,40.10887997
Miscanthus,17059,115343,67.63,32.08
Miscanthus,47149,177290,67.64,26.17
Miscanthus,19087,123701,67.65,28.74
Miscanthus,17173,230303,67.66,29.34
Switchgrass,51183,21905,67.67,7.75
Miscanthus,18153,4815,67.67,31.93
Switchgrass,48121,307982,67.68,17.67
Switchgrass,40071,100560,67.69,11.45
Miscanthus,29089,198204,67.69,33.11
Miscanthus,29201,158323,67.69,25.86
Miscanthus,18035,136,67.70,26.45
Switchgrass,47085,27521,67.72,15.95
Miscanthus,17041,4245,67.72,34.23
Miscanthus,20115,507754,67.72,19.47
Miscanthus,21171,98043,67.75,27.24
Switchgrass,48471,244342,67.76,15.03
Miscanthus,55103,115991,67.76,29.96
Corn Stover,46101,325294,67.76,41.51
Miscanthus,29041,318270,67.77,33.97
Miscanthus,19113,11947,67.80,30.37
Corn Stover,31047,532354,67.81,39.38142879
Miscanthus,17165,95450,67.81,31.36
Miscanthus,17083,17578,67.81,32.33
Corn Stover,46011,279460,67.82,41.56984692
Miscanthus,18029,22080,67.82,33.13
Miscanthus,55047,55341,67.83,27.19
Miscanthus,20209,9632,67.83,35.83
Switchgrass,28115,76215,67.85,21.37
Miscanthus,21001,120684,67.85,30.26
Miscanthus,29027,277148,67.85,34.28597717
Miscanthus,17187,20484,67.87,30.75
Miscanthus,21177,79953,67.87,30.83
Miscanthus,20121,313164,67.90,36.26
Miscanthus,29111,172882,67.90,31.92
Miscanthus,48259,293898,67.90,14.15
Miscanthus,19125,129192,67.91,28.71
Miscanthus,29057,331451,67.92,33.64
Switchgrass,12093,502844,67.92,19.98
Miscanthus,17181,64511,67.93,30.09
Corn Stover,38081,172381,67.94,34.69
Corn Stover,31073,198310,67.99,41.3
Switchgrass,40005,333914,68.00,21.68
Miscanthus,40131,214186,68.01,26.63
Miscanthus,29107,236043,68.01,37.6
Miscanthus,47073,49319,68.02,19.63
Switchgrass,5145,199567,68.03,20.96
Switchgrass,40067,480024,68.04,6.69
Switchgrass,48477,384094,68.04,20.19
Miscanthus,18151,59204,68.05,29.89
Switchgrass,5111,217780,68.07,20.58912683
Miscanthus,21085,165813,68.07,30.88
Switchgrass,22021,34866,68.08,20.47
Miscanthus,37101,48924,68.08,13.35
Corn Stover,31041,578086,68.08,42.41
Miscanthus,17169,90928,68.10,33.35035787
Switchgrass,48285,553961,68.11,19.04
Miscanthus,20087,240519,68.11,28.5
Miscanthus,29197,170143,68.11,34.4
Corn Stover,31149,46543,68.12,32.71
Switchgrass,40085,167897,68.12,13.99
Miscanthus,29229,254951,68.12,27.77
Switchgrass,5123,159439,68.14,21.54
Switchgrass,40089,294408,68.16,21.42
Miscanthus,29207,143670,68.17,30.73
Miscanthus,47089,35042,68.19,26.39
Switchgrass,20079,126722,68.20,13
Corn Stover,46057,194216,68.26,43.67
Switchgrass,48397,45941,68.27,21.02
Miscanthus,18147,108246,68.27,29.69
Miscanthus,19023,23152,68.29,32.27
Miscanthus,45069,31336,68.29,17.22
Miscanthus,45081,62580,68.30,19.33
Switchgrass,47165,32667,68.31,20.87
Switchgrass,48097,404861,68.31,19.07
Miscanthus,21179,177446,68.32,32.88
Miscanthus,29105,251730,68.32,29.31
Miscanthus,47119,244393,68.32,28.17
Miscanthus,21099,151551,68.33,34.51
Miscanthus,17159,127994,68.35,35
Miscanthus,20061,141942,68.35,24.35
Miscanthus,17069,10890,68.37,30.26
Miscanthus,29205,223221,68.37,34.03
Miscanthus,40145,31211,68.37,27.52
Switchgrass,51175,35578,68.38,13.32
Corn Stover,46083,267949,68.39,46.21
Miscanthus,20107,422968,68.40,37.85
Switchgrass,37079,25351,68.41,16.69
Switchgrass,48387,358181,68.41,21.16
Switchgrass,1079,153311,68.42,20.82
Switchgrass,21157,46000,68.42,22.99
Miscanthus,18041,55592,68.42,32.79
Miscanthus,20031,368258,68.42,35.29
Miscanthus,45033,42872,68.42,17.55
Miscanthus,55045,165238,68.44,32.72
Miscanthus,18183,26106,68.46,30.56
Miscanthus,1051,58202,68.48,23.28
Miscanthus,13011,35591,68.48,24.06
Switchgrass,20037,6686,68.50,23.19
Miscanthus,21007,81747,68.50,33.31
Switchgrass,28093,127639,68.51,24.91
Miscanthus,40075,116557,68.51,0.22
Miscanthus,20053,69664,68.52,11.44
Miscanthus,17199,51462,68.55,38.12
Miscanthus,1085,76832,68.56,22.76
Miscanthus,13119,53823,68.56,21.66
Switchgrass,48185,403926,68.57,20.74
Miscanthus,48053,237022,68.58,14.15
Switchgrass,40079,303671,68.60,21.2327078
Miscanthus,21047,275396,68.62,36.65
Miscanthus,17003,43112,68.64,39.13
Switchgrass,5095,120189,68.67,24.92
Switchgrass,48253,165751,68.68,0
Miscanthus,29121,359416,68.68,38.08
Switchgrass,48365,152813,68.71,20.11
Miscanthus,18113,26309,68.71,31.52
Miscanthus,21149,104479,68.73,34.07
Switchgrass,12009,69963,68.74,23.53
Switchgrass,20097,166884,68.74,3.75
Miscanthus,29021,85169,68.74,31.83
Miscanthus,29069,189388,68.77,32.81
Miscanthus,40119,4576,68.77,22.24
Miscanthus,21225,54962,68.78,34.16
Miscanthus,39017,52072,68.81,32.43
Miscanthus,18095,6182,68.82,30.45
Switchgrass,48331,410680,68.85,15.95
Miscanthus,19181,166091,68.88,34.66
Switchgrass,21213,6742,68.89,25.34
Switchgrass,45033,34503,68.89,17.55
Corn Stover,46111,98850,68.90,43.13
Switchgrass,12047,14999,68.90,17.94
Switchgrass,12059,49137,68.90,17.22
Miscanthus,18125,58433,68.90,34.56232146
Switchgrass,20053,274439,68.91,11.44
Miscanthus,13059,485,68.94,22.69
Corn Stover,31029,266752,68.98,44.73
Switchgrass,48339,123224,68.99,27.07
Switchgrass,47135,6679,69.00,22.12
Switchgrass,48245,452143,69.00,23.74
Miscanthus,29073,165718,69.00,36.82
Switchgrass,40135,159954,69.00,26.75671912
Switchgrass,47113,79623,69.02,24.71
Switchgrass,40063,411484,69.02,23.88
Miscanthus,29165,138786,69.03,36.53
Miscanthus,17013,46142,69.04,38.25
Miscanthus,40115,265452,69.05,38.93571109
Miscanthus,29061,132517,69.05,36.82
Switchgrass,48021,275285,69.06,16.1
Miscanthus,29079,163321,69.06,37.6
Switchgrass,40103,200870,69.07,19.93
Corn Stover,31101,176222,69.07,46.58
Miscanthus,29161,92297,69.10,35.05
Switchgrass,20099,69514,69.11,24.83
Miscanthus,37195,33145,69.11,22.22
Miscanthus,17133,124289,69.11,38.12
Miscanthus,19197,26581,69.12,34.11
Miscanthus,21033,99463,69.12,37.28
Miscanthus,20173,290926,69.13,27.65288977
Miscanthus,29115,291033,69.16,40.86761017
Switchgrass,48379,92839,69.16,21.02
Switchgrass,40061,251959,69.17,24.8
Switchgrass,40145,206913,69.17,27.52
Miscanthus,13287,18101,69.19,20.27
Miscanthus,17017,15130,69.19,34.89
Miscanthus,29113,162749,69.19,37.54
Miscanthus,20013,44229,69.19,28.86
Switchgrass,20115,145603,69.20,19.47
Miscanthus,48391,317316,69.20,20.54
Miscanthus,21233,105629,69.21,33.79
Switchgrass,40123,301307,69.22,25.86
Miscanthus,18135,3519,69.22,36.61
Switchgrass,1053,43090,69.23,25.6
Miscanthus,17077,128577,69.24,36.75
Miscanthus,51037,71669,69.24,26.86
Miscanthus,5065,40688,69.27,26.24
Miscanthus,55109,147241,69.28,35.06
Miscanthus,47075,40391,69.29,29.01
Miscanthus,29077,232894,69.29,36.25219018
Corn Stover,31067,247192,69.30,40.26323979
Switchgrass,47095,22125,69.30,24.32
Switchgrass,20205,24712,69.33,26.03
Switchgrass,21035,75267,69.33,25.94
Switchgrass,45069,28404,69.34,17.22
Miscanthus,29183,93796,69.35,42.8
Corn Stover,46027,158910,69.35,52.66
Switchgrass,48429,402388,69.36,5.15
Switchgrass,22081,58448,69.38,18.74
Miscanthus,48469,37590,69.40,20.96
Miscanthus,17079,170638,69.40,40.34010273
Corn Stover,31175,158405,69.42,49.43
Miscanthus,17153,58263,69.43,40.14
Switchgrass,5131,85139,69.44,26.28
Switchgrass,48309,421156,69.44,17.97
Switchgrass,48085,241440,69.46,25.29
Miscanthus,29071,246581,69.46,38.45
Switchgrass,28077,41166,69.47,26.89
Miscanthus,13013,17682,69.47,27.13
Miscanthus,47117,153255,69.47,33.88
Switchgrass,5061,121350,69.48,27.52
Switchgrass,12033,18854,69.48,25.75
Switchgrass,21039,49759,69.49,27.49
Switchgrass,1061,78339,69.50,20.94
Switchgrass,20031,95,69.51,211.76
Miscanthus,17067,159125,69.51,40.61
Corn Stover,46107,98233,69.52,23.43
Miscanthus,20085,379629,69.54,30.3
Switchgrass,40131,111957,69.55,26.63
Switchgrass,13185,11391,69.55,17.58
Switchgrass,51620,213,69.55,20.2
Miscanthus,17001,268053,69.55,43.82
Miscanthus,21203,52035,69.55,36.83
Miscanthus,47125,57438,69.55,35.58
Miscanthus,18165,4811,69.56,37.98
Miscanthus,37183,31222,69.57,27.3
Switchgrass,40095,187681,69.58,26.67125623
Switchgrass,5047,136835,69.60,31.13
Miscanthus,19053,176394,69.61,37.25
Switchgrass,28033,66292,69.62,32.10807171
Corn Stover,31131,195373,69.63,43.70983877
Miscanthus,29007,308964,69.63,40.101168
Miscanthus,29213,46367,69.63,26.88
Switchgrass,40119,271196,69.64,22.24
Switchgrass,48407,92358,69.64,23.01
Miscanthus,20017,584398,69.64,33.77
Miscanthus,20207,350759,69.64,43.97
Switchgrass,48051,281435,69.65,27.93700371
Miscanthus,18043,7716,69.65,44.27
Corn Stover,46127,209963,69.66,44.53935422
Miscanthus,21137,20648,69.68,39.2
Miscanthus,37159,46914,69.68,26.45
Switchgrass,5147,137699,69.69,29.7
Miscanthus,51083,98728,69.70,28.79
Switchgrass,1055,44343,69.71,26.15
Miscanthus,48193,376363,69.71,19.95
Switchgrass,48143,261343,69.73,17.27
Switchgrass,20123,92908,69.74,15.71
Switchgrass,22053,97527,69.74,31.77
Miscanthus,19061,59451,69.74,39.92
Switchgrass,48469,453161,69.75,20.96
Miscanthus,18119,42687,69.75,39.49
Miscanthus,24043,31102,69.76,29.47
Switchgrass,47047,141332,69.77,30.38
Switchgrass,40043,396932,69.78,9.26
Miscanthus,47097,78257,69.79,36.78
Switchgrass,42001,49208,69.82,17.05
Miscanthus,21231,70258,69.82,36.34
Miscanthus,21077,1745,69.83,43.01
Miscanthus,13277,14000,69.85,22
Switchgrass,48463,337586,69.86,2.08
Miscanthus,17045,113247,69.86,42.14
Miscanthus,21003,122558,69.86,39.1777529
Miscanthus,37059,39486,69.87,27.45
Corn Stover,31017,102436,69.87,50.7
Miscanthus,19195,9206,69.88,39.76
Corn Stover,46039,174662,69.89,51.89
Miscanthus,21059,104563,69.90,40.28909347
Miscanthus,17129,47905,69.91,41.21
Miscanthus,40147,368144,69.91,35.19
Miscanthus,47029,42669,69.91,30.58
Miscanthus,37197,64969,69.93,33.12
Switchgrass,48231,353452,69.93,29.56281396
Miscanthus,29003,158152,69.95,40.82
Miscanthus,39135,64362,69.95,39.78
Miscanthus,40083,61919,69.95,23.75
Miscanthus,19047,6014,69.97,31.39
Switchgrass,28079,49727,69.97,28.36
Miscanthus,20043,31969,69.98,32.91
Switchgrass,48401,213023,69.98,24.38
Miscanthus,13095,6995,69.98,26.31
Miscanthus,21163,107014,70.00,38.99
Miscanthus,18121,62764,70.01,39.05
Switchgrass,5031,84967,70.03,29.08
Corn Stover,46129,110085,70.03,50.04
Switchgrass,5107,202335,70.04,31.21
Miscanthus,17047,82609,70.04,41.57
Miscanthus,17149,259820,70.04,42.37000616
Switchgrass,1083,131868,70.05,30.4
Switchgrass,40051,258767,70.07,21.86
Miscanthus,18097,6158,70.07,47.12
Miscanthus,19029,30439,70.09,34.41
Miscanthus,40143,968,70.09,35.67
Switchgrass,48455,88225,70.11,25.81
Miscanthus,19007,195118,70.11,42.17
Miscanthus,19031,21806,70.12,39.54
Miscanthus,19097,90730,70.12,38.57
Miscanthus,55069,11706,70.13,32.79
Switchgrass,48391,52848,70.14,20.54
Switchgrass,48073,223018,70.16,25.21
Miscanthus,18161,21988,70.17,40.48
Miscanthus,47037,13282,70.18,34.2
Miscanthus,20201,381377,70.21,27.97
Switchgrass,5063,186618,70.22,29.65
Switchgrass,47083,23687,70.22,30.51
Switchgrass,20061,12737,70.23,24.35
Miscanthus,21081,1252,70.23,42.96
Miscanthus,27107,174416,70.23,21.31
Miscanthus,31089,300293,70.24,13.49
Miscanthus,37081,48048,70.28,34.13
Corn Stover,31085,89192,70.29,36.46645753
Miscanthus,20015,991971,70.31,36.68036631
Corn Stover,31155,317635,70.33,51.56636614
Switchgrass,17189,83705,70.35,28.83
Miscanthus,18133,119605,70.35,45.6
Switchgrass,12133,21048,70.35,25.27
Switchgrass,12017,42857,70.36,28.63
Miscanthus,17117,283036,70.36,44.03
Miscanthus,47179,40353,70.36,33.76
Miscanthus,55077,29714,70.36,37.07
Switchgrass,17165,57992,70.37,30.85
Switchgrass,48267,406915,70.38,2.66
Miscanthus,45071,47942,70.39,26.08
Switchgrass,40083,251290,70.40,23.75
Switchgrass,1043,64933,70.41,28.58
Switchgrass,28081,68510,70.41,31.43
Miscanthus,29221,86760,70.41,41.06
Switchgrass,47109,64413,70.42,32.75
Switchgrass,40111,301603,70.43,34.5
Switchgrass,47031,86156,70.43,31.64
Miscanthus,27087,45976,70.44,27.01
Switchgrass,48459,147409,70.44,29.16
Miscanthus,18145,157986,70.45,42.48006317
Miscanthus,39027,1084,70.46,40.08
Switchgrass,48239,392608,70.47,31.57765522
Switchgrass,28095,123032,70.48,29.91
Switchgrass,22083,58064,70.48,31.72
Switchgrass,40127,174938,70.48,27.69
Miscanthus,22023,386410,70.48,43.79
Switchgrass,21105,68959,70.49,33.12
Switchgrass,47005,58446,70.49,32.52
Miscanthus,47047,24918,70.49,34.61
Switchgrass,17059,35123,70.51,32.08
Miscanthus,55091,16814,70.52,37.95
Switchgrass,1003,65740,70.52,32.77
Miscanthus,48057,22108,70.52,33.4
Switchgrass,28163,145250,70.54,31.66
Switchgrass,1009,64840,70.56,28.31
