feed_id,sply_fips,used_qnty,avg_flddep_dist,avg_depref_dist,avg_total_cost
Miscanthus,17195,16917,26,0,79.09
Miscanthus,21227,306808,26.77,0,79.09
Switchgrass,21093,33158,17.21,0,79.1
Miscanthus,47095,78327,24.32,0,79.1
Switchgrass,40071,132962,11.45,0,79.11
Miscanthus,13157,58203,14.38,0,79.12
Miscanthus,29157,229908,27.39,0,79.13
Switchgrass,20111,47752,14.36,0,79.14
Miscanthus,29227,115063,22.12,0,79.15
Switchgrass,48471,323073,15.03,0,79.16
Miscanthus,29055,143672,20.14,0,79.17
Switchgrass,40115,28752,20.75,0,79.18
Corn stover,31107,393167,43.99761155,0,79.19966098
Miscanthus,5033,12719,11.3,0,79.2
Miscanthus,37071,26472,13.31,0,79.2
Miscanthus,18005,131809,28.94,0,79.21
Switchgrass,28115,100774,21.37,0,79.23
Miscanthus,19135,194369,26.27,0,79.23
Miscanthus,1101,272658,14.67,0,79.24
Miscanthus,18051,219825,27.76031853,0,79.24398976
Switchgrass,21027,52321,18.01,0,79.25
Switchgrass,37133,26426,16.79,0,79.26
Miscanthus,47125,74476,23.57,0,79.27
Miscanthus,21167,26172,26.09,0,79.28
Switchgrass,13321,29821,5.34,0,79.28
Miscanthus,39165,61518,26.47,0,79.28
Switchgrass,12093,664871,19.98,0,79.3
Miscanthus,21145,24675,25.59,0,79.3
Corn stover,38081,225244,37.64965513,0,79.30054479
Corn stover,31061,243061,35.77653416,10.28619359,79.3136107
Switchgrass,48203,173381,15.81,0,79.33
Miscanthus,21037,10926,21.16,0,79.33
Switchgrass,28033,87651,23.12,0,79.34
Switchgrass,20145,31868,0,0,79.34
Miscanthus,5123,44505,21.54,0,79.34
Miscanthus,28161,1630,17.77,0,79.35
Miscanthus,47157,60660,20.37,0,79.35
Miscanthus,31133,115215,12.62,0,79.36
Miscanthus,17081,195231,26.97,0,79.39
Miscanthus,40143,1254,20.29,0,79.39
Miscanthus,31079,17533,6.94,0,79.4
Switchgrass,5145,263871,20.96,0,79.42
Corn stover,31147,218232,32.91,0,79.42440531
Switchgrass,12001,154135,19.99,0,79.43
Biosorghum,22071,3,106.83,57.3,79.43
Switchgrass,48477,507858,20.19,0,79.43
Miscanthus,29025,260019,29.66,0,79.44
Switchgrass,40143,101613,20.29,0,79.45
Miscanthus,17189,304470,29.27781998,0,79.46098565
Miscanthus,21015,18486,24.17,0,79.47
Switchgrass,40067,634699,6.69,0,79.48
Miscanthus,29077,301977,26.29,0,79.48
Miscanthus,37057,50162,13.74,0,79.49
Switchgrass,48285,732460,19.04,0,79.5
Miscanthus,40017,532203,10.37,0,79.5
Miscanthus,29149,163812,19.48,0,79.51
Miscanthus,19091,63714,23.52528079,0.552225571,79.51374831
Corn stover,31041,755366,37.932771,8.118808631,79.5164188
Miscanthus,21177,103670,26.45,0,79.52
Miscanthus,29181,177522,25.14,0,79.52
Switchgrass,5123,210815,21.54,0,79.52
Switchgrass,40085,221997,13.99,0,79.54
Miscanthus,1001,73206,16.45,0,79.54
Miscanthus,29051,188177,28.2,0,79.55
Switchgrass,40089,389272,21.42,0,79.55
Miscanthus,5075,177403,24.77,0,79.56
Miscanthus,19081,5437,23.71,0,79.56
Corn stover,38021,307125,21.90507367,22.76665358,79.5661601
Miscanthus,37109,44473,15.61,0,79.57
Miscanthus,47053,59851,18.36,0,79.57
Miscanthus,21111,24367,31.93,0,79.58
Miscanthus,37045,100093,15.62,0,79.59
Miscanthus,21141,321805,29.04718072,1.296891036,79.60713805
Miscanthus,27053,11695,25.09,0,79.61
Switchgrass,20079,167555,13,0,79.61
Switchgrass,40017,90096,10.37,0,79.61
Switchgrass,37139,55982,15.45,0,79.62
Miscanthus,19039,192822,25.99665557,0,79.6204724
Miscanthus,29141,285267,30.22,0,79.63
Switchgrass,28157,47291,23.39,0,79.63
Switchgrass,48397,60744,21.02,0,79.65
Switchgrass,1105,1883,16.04,0,79.66
Corn stover,48119,16786,44.13,0,79.66
Miscanthus,17161,23667,24.73,0,79.69
Switchgrass,48097,535317,19.07,0,79.7
Miscanthus,28115,23573,21.37,0,79.72
Switchgrass,29219,28238,17.67,0,79.75
Miscanthus,18105,286,28.92,0,79.75
Miscanthus,47063,25933,16.75,0,79.75
Corn stover,31145,121510,21.77975566,3.199390091,79.75070463
Miscanthus,29187,112908,28.35,0,79.77
Miscanthus,21169,135848,29.6,0,79.79
Miscanthus,28043,13887,22.08,0,79.79
Switchgrass,21157,60821,22.99,0,79.8
Switchgrass,1079,202712,20.82,0,79.8
Miscanthus,20107,548429,34.03203268,0,79.80095735
Switchgrass,47157,83763,20.37,0,79.81
Switchgrass,47087,44941,18.47,0,79.82
Miscanthus,55121,198013,26.26,0,79.82
Miscanthus,20173,377219,18.12,0,79.83
Switchgrass,37101,81791,13.35,0,79.84
Switchgrass,5143,63582,22.35,0,79.85
Switchgrass,40113,13789,17.79,0,79.85
Miscanthus,19129,16596,22.46,0,79.85
Miscanthus,29043,214552,25.74,0,79.85
Corn stover,48341,73741,18.36645218,6.283371666,79.85016775
Miscanthus,29107,306056,30.51587161,6.912222077,79.86268657
Switchgrass,48387,473595,21.24141482,0.298658664,79.86274158
Switchgrass,20037,8841,23.19,0,79.88
Switchgrass,28093,168767,24.91,0,79.88
Miscanthus,40049,25986,10.23,0,79.88
Miscanthus,29186,155934,31.25,0,79.9
Corn stover,46085,59063,33.37,0,79.90189374
Miscanthus,17059,149557,32.08,0,79.92
Corn stover,46083,350121,46.31376596,3.297807729,79.93676103
Switchgrass,13195,863,10.68,0,79.94
Miscanthus,47149,229876,26.17,0,79.94
Miscanthus,21039,30943,27.49,0,79.95
Switchgrass,37061,97883,20.26,0,79.95
Miscanthus,19163,22159,30.68526739,0,79.95039171
Miscanthus,40109,126967,15.64646176,0,79.95980641
Miscanthus,47037,17221,24.14,0,79.96
Miscanthus,17179,13083,30.35,0,79.96
Corn stover,31163,221052,46.38307529,0,79.9617499
Miscanthus,29089,256995,33.11,0,79.97
Miscanthus,18107,4476,31.03,0,79.97
Miscanthus,5145,35637,20.96,0,79.99
Miscanthus,17165,123762,30.96714234,0,79.99215672
Miscanthus,18035,176,26.45,0,80
Miscanthus,12059,3543,17.22,0,80.01
Miscanthus,19031,28275,29.59,0,80.03
Switchgrass,5095,158916,24.92,0,80.04
Miscanthus,20115,658360,19.47,0,80.05
Miscanthus,21171,127125,27.24,0,80.05
Miscanthus,55103,150395,29.96,0,80.05
Miscanthus,29041,412674,33.97,0,80.05
Switchgrass,48365,202053,20.11,0,80.09
Miscanthus,17135,163076,31.12,0,80.09
Miscanthus,19113,15492,30.37,0,80.09
Miscanthus,18029,28630,33.13,0,80.1
Miscanthus,51111,53727,19.71,0,80.1
Switchgrass,12009,92507,23.53,0,80.12
Miscanthus,5143,55,22.35,0,80.13
Miscanthus,55047,71757,27.19,0,80.13
Switchgrass,48253,219160,0,0,80.14
Miscanthus,29027,359355,34.57031523,0,80.14398556
Miscanthus,21001,156481,30.26,0,80.15
Switchgrass,20097,220657,3.75,0,80.18
Miscanthus,29111,224161,31.92,0,80.18
Switchgrass,40135,211495,25.89,0,80.21
Miscanthus,29057,429763,33.73843332,0,80.21988687
Switchgrass,28013,98481,27.26,0,80.22
Miscanthus,17181,83647,30.09,0,80.22
Miscanthus,55021,218536,25.69973089,3.91939415,80.22343339
Corn stover,46119,157112,29.77,0,80.22802097
Switchgrass,48331,543010,15.95,0,80.23
Miscanthus,27105,18001,21.47,0,80.23
Miscanthus,48259,381071,14.15,0,80.25
Miscanthus,48349,32715,5.49,0,80.26
Miscanthus,18043,10005,34.37,0,80.27
Miscanthus,42011,78792,14.93123363,0.301248858,80.28523708
Switchgrass,45033,45623,17.55,0,80.29
Miscanthus,27169,59161,33.88,0,80.29
Switchgrass,12059,64971,17.22,0,80.3
Switchgrass,47125,93775,23.57,0,80.3
Miscanthus,21035,97426,25.94,0,80.3
Miscanthus,40131,277716,26.63,0,80.31
Miscanthus,17009,90775,33.82,0,80.31
Miscanthus,20121,406053,36.40155871,0.652793773,80.31263983
Switchgrass,20053,362870,11.44,0,80.33
Miscanthus,47073,63949,19.63,0,80.34
Miscanthus,21085,214994,30.88,0,80.36
Switchgrass,21145,38658,25.59,0,80.37
Switchgrass,48245,597834,23.74,0,80.37
Miscanthus,55129,35870,21.74,0,80.37
Switchgrass,48339,162929,27.07,0,80.37
Switchgrass,47113,105279,24.71,0,80.38
Switchgrass,48067,120371,18.95,0,80.38
Miscanthus,29197,220609,34.4,0,80.39
Miscanthus,1061,30358,20.94,0,80.39
Miscanthus,29083,508760,33.69,2.179455539,80.40695843
Switchgrass,48259,1075,14.15,0,80.41
Switchgrass,48473,377035,26.27,0,80.41
Miscanthus,18171,14617,32.22,0,80.41
Miscanthus,55005,169347,25.19,0,80.41
Miscanthus,20087,311859,28.63079276,0,80.41453253
Miscanthus,29229,330574,27.77,0,80.42
Switchgrass,17055,97032,22.73,0,80.42
Miscanthus,19089,21544,34.53,0,80.42
Miscanthus,37101,63435,13.35,0,80.43
Miscanthus,37047,67208,8.44,1.484945245,80.45029907
Switchgrass,40103,265595,19.93,0,80.47
Miscanthus,21223,1664,30,0,80.47
Miscanthus,48387,30797,21.16,0,80.47
Switchgrass,47111,59405,23.45,0,80.48
Miscanthus,22019,4356,33.11,0,80.48
Switchgrass,20099,91914,24.83,0,80.48
Miscanthus,40103,330619,19.93,2.467613779,80.48779928
Miscanthus,48277,10466,17.6,0,80.49
Miscanthus,21045,141696,31.3,0,80.5
Miscanthus,28103,53288,27.37,0,80.5
Miscanthus,47089,45436,26.39,0,80.51
Switchgrass,20159,272140,13.86,0,80.53
Switchgrass,21123,623,25.49,0,80.54
Switchgrass,21233,19049,24.83,0,80.54
Miscanthus,17173,298612,29.34,3.725881445,80.54829638
Switchgrass,47099,103498,23.86,0,80.55
Switchgrass,48379,122753,21.02,0,80.55
Miscanthus,18147,140355,29.69,0,80.56
Miscanthus,19023,30019,32.27,0,80.57
Miscanthus,47169,48876,29.82,0,80.57
Switchgrass,29073,3155,19.76,0,80.58
Switchgrass,37071,2366,13.31,0,80.58
Switchgrass,37145,18624,9.12,0,80.58
Switchgrass,20115,192520,19.47,0,80.59
Miscanthus,20177,218643,31.01125584,0,80.59503588
Switchgrass,1053,56974,25.6,0,80.6
Switchgrass,47033,125559,26.81,0,80.6
Miscanthus,48471,1088,15.03,0,80.6
Miscanthus,51053,22793,18.04,0,80.6
Miscanthus,47119,316885,28.1777021,0,80.60113985
Miscanthus,29105,326397,29.31,0,80.61
Yard Trimmings,17203,312,0,0,80.61
