feed_id,sply_fips,used_qnty,avg_total_cost,avg_dist
Residues,13121,1155,50.57,47.92
Residues,54061,1884,50.57,36.66
Residues,12095,1137,50.61,47.49
Residues,37025,4522,50.61,49.69
Coppice wood,18097,6837,50.62,14.45
Residues,1011,1669,50.64,47.05
Residues,28073,8518,50.65,51.66
Residues,13037,711,50.66,46.31
Residues,23017,634,50.66,40.19
Residues,1021,5307,50.67,41.3
Residues,1087,2201,50.67,43.49
Wastes,17097,23044,50.70,18.01
Coppice wood,21209,101627,50.71,14.35
Residues,1027,1468,50.76,49.4
Residues,37025,1971,50.76,49.69
Non coppice wood,55073,211900,50.76,0
Coppice wood,19099,369059,50.77,14.35
Coppice wood,26045,105595,50.79,4.12
Non coppice wood,19057,72,50.81,0
Residues,27037,1315,50.83,35.03
Coppice wood,21079,123549,50.83,13.63
Residues,1013,1481,50.84,47.51
Residues,55085,1789,50.86,38.05
Wastes,1059,6711,50.88,0
Residues,45027,1917,50.88,40.63
Residues,28101,7807,50.89,43.85
Residues,13231,9004,50.89,37.94
Wastes,29159,1389,50.90,18.74
Residues,23017,17548,50.91,40.19
Residues,1093,4401,50.91,41.63
Residues,13075,2088,50.91,47.62
Coppice wood,17001,195400,50.91,14.09
Residues,28073,2971,50.94,51.66
Wastes,26161,11540,50.95,20
Residues,22125,485,50.96,45.64
Coppice wood,39025,79032,51.00,13.7
Residues,22015,2525,51.01,49.39
Coppice wood,39103,49875,51.01,13.17
Residues,48199,68967,51.02,49.33
Coppice wood,39005,121960,51.02,15.59
Residues,24005,441,51.03,43.14
Residues,27025,81,51.03,35.87
Residues,25005,3234,51.04,36.62
Residues,45039,17547,51.05,52.15
Residues,28153,6395,51.07,40.21
Residues,28153,2007,51.07,40.21
Residues,5101,33724,51.08,41.44
Residues,34023,407,51.08,39.16
Coppice wood,39061,11446,51.09,12.96
Residues,36053,1552,51.10,35.26
Coppice wood,18179,40942,51.11,10.87
Non coppice wood,17095,6211,51.11,0.62
Wastes,21117,5311,51.13,19.95
Residues,5143,3933,51.13,45.16
Coppice wood,51191,2282,51.14,1.12
Residues,1047,24753,51.16,47.59
Residues,28141,3440,51.16,49.86
Wastes,51620,279,51.16,20.2
Residues,1133,28866,51.20,49.43
Residues,54069,1547,51.21,32.2
Residues,50009,2122,51.22,34.67
Residues,45075,13985,51.22,40.4
Wastes,1029,8788,51.23,12.46
Residues,27025,8636,51.24,35.87
Residues,26071,3943,51.25,42.36
Residues,37171,3193,51.25,48.56
Residues,48407,33955,51.25,50.33
Wastes,36005,46454,51.25,20.69
Coppice wood,47009,1005,51.25,4.39
Residues,12095,1030,51.26,47.49
Coppice wood,36067,91288,51.27,7.08
Residues,48199,6989,51.30,49.33
Residues,45039,9327,51.30,52.15
Residues,1021,11368,51.30,41.3
Coppice wood,29081,127803,51.31,11.66
Coppice wood,19187,292490,51.32,12.71
Residues,1011,5227,51.34,47.05
Residues,47169,400,51.34,42
Residues,37065,23183,51.35,50.01
Residues,28073,376,51.35,51.66
Wastes,53053,26684,51.36,21.75
Coppice wood,42111,120843,51.37,5.35
Wastes,42091,26594,51.39,18.67
Residues,21191,2057,51.39,39.6
Residues,25009,5782,51.40,36.75
Residues,1077,6099,51.40,38.24
Residues,37085,7133,51.41,52.32
Coppice wood,17035,82324,51.42,16.81
Coppice wood,18011,181774,51.43,16.47
Residues,13019,1138,51.43,47.22
Coppice wood,17101,142422,51.43,14.84
Residues,42051,286,51.45,39.7
Coppice wood,21021,84822,51.45,16.33
Residues,13077,2105,51.47,44.68
Residues,1133,459,51.48,49.43
Residues,28035,5702,51.48,54.15
Residues,6085,1739,51.49,54.88
Coppice wood,18085,162125,51.49,12.76
Residues,28141,3295,51.49,49.86
Residues,5081,5012,51.50,51.27
Coppice wood,29019,7018,51.51,6.35
Residues,33009,2831,51.52,41.82
Residues,1013,13667,51.53,47.51
Coppice wood,29173,82316,51.53,5.2
Residues,48407,4399,51.54,50.33
Coppice wood,19157,315799,51.54,17.81
Residues,48351,31895,51.55,51.96
Wastes,21037,2995,51.55,21.16
Wastes,27053,38918,51.55,25.09
Coppice wood,29103,29580,51.55,12.66
Non coppice wood,19117,62118,51.55,0
Residues,13171,7781,51.56,40.79
Wastes,36059,44374,51.56,20.81
Residues,1013,3158,51.57,47.51
Coppice wood,39159,151411,51.57,14.32
Residues,37065,6413,51.58,50.01
Residues,44007,1330,51.59,42.45
Wastes,29053,576,51.59,24.63
Residues,1047,851,51.60,47.59
Non coppice wood,18065,1753,51.61,3.54
Residues,1093,2506,51.62,41.63
Non coppice wood,21069,19196,51.62,0
Coppice wood,18099,138370,51.62,13.9
Residues,13159,5677,51.63,54.92
Residues,28035,3502,51.64,54.15
Residues,51053,5073,51.65,53.11
Residues,28101,7212,51.66,43.85
Wastes,53067,8498,51.66,21.82
Residues,12057,1928,51.66,52.45
Residues,37025,1064,51.67,49.69
Residues,27059,490,51.67,49.12
Residues,1027,7685,51.67,49.4
Wastes,37195,2686,51.68,22.22
Residues,24005,218,51.70,43.14
Coppice wood,18123,50876,51.70,14.06
Coppice wood,29049,32928,51.70,5.51
Coppice wood,29075,114686,51.70,11.12
Residues,50005,1899,51.71,42.78
Coppice wood,18027,146641,51.73,17.45
Coppice wood,29199,58464,51.73,12.83
Wastes,42059,1251,51.75,25.13
Coppice wood,18057,115399,51.76,18.14
Residues,12053,1106,51.77,52.34
Residues,23017,2640,51.78,40.19
Residues,53041,12417,51.80,50.57
Residues,34023,452,51.80,39.16
Coppice wood,51035,30202,51.80,10.53
Residues,1041,3315,51.82,52.06
Residues,55093,57,51.83,46.62
Residues,48351,4787,51.84,51.96
Residues,22015,2240,51.85,49.39
Coppice wood,54033,82745,51.85,10.52
Residues,28141,230,51.86,49.86
Residues,37171,5150,51.86,48.56
Coppice wood,39033,177900,51.86,19.75
Residues,47189,1231,51.88,47.1
Residues,21227,2120,51.90,47.78
Wastes,34039,17902,51.90,24.61
Residues,51053,1171,51.91,53.11
Wastes,17043,30448,51.92,23.81
Residues,37063,3846,51.93,53.15
Coppice wood,39101,139394,51.94,14.55
Coppice wood,39083,107884,51.98,14.9
Coppice wood,39169,188261,51.99,18.56
Residues,25005,14476,52.00,36.62
Coppice wood,17071,113236,52.00,16.39
Coppice wood,19013,11032,52.00,14.36
Residues,5103,14462,52.01,52.48
Wastes,21213,577,52.01,25.34
Residues,12101,8036,52.02,56.73
Wastes,21015,4049,52.03,24.17
Coppice wood,18021,74660,52.04,19.05
Residues,25023,8220,52.04,40.97
Wastes,36011,2615,52.07,24.05
Residues,1121,4535,52.09,53.8
Residues,48199,1469,52.09,49.33
Residues,13067,1289,52.09,53.18
Residues,13211,2895,52.10,60.58
Residues,37051,6657,52.10,58.35
Residues,48037,4278,52.10,53.76
Residues,27141,476,52.10,51.64
Non coppice wood,29013,166523,52.11,1.55
Residues,53041,67502,52.12,50.57
Non coppice wood,29011,98050,52.13,0.43
Residues,13077,11910,52.14,44.68
Coppice wood,19175,81301,52.15,10.41
Residues,27141,168,52.16,51.64
Residues,37083,4081,52.17,59.96
Coppice wood,21117,24453,52.19,19.95
Residues,5143,29429,52.21,45.16
Residues,1037,1703,52.21,48.58
Residues,8015,598,52.22,39
Residues,5143,1050,52.23,45.16
Coppice wood,18063,90446,52.23,22.82
Coppice wood,42099,54263,52.24,10.52
Coppice wood,39047,184858,52.26,18.74
Residues,1133,4531,52.26,49.43
Coppice wood,19077,9581,52.27,11.22
Coppice wood,19011,304320,52.27,18.7
Coppice wood,17029,210463,52.29,18.32
Non coppice wood,39113,737,52.29,4.45
Residues,1047,275,52.30,47.59
Residues,1027,14002,52.31,49.4
Residues,48407,1631,52.33,50.33
Residues,22015,3288,52.33,49.39
Coppice wood,17067,310284,52.33,20.77
Wastes,24033,29030,52.35,28.22
Residues,51036,5421,52.35,53.29
Residues,45039,6425,52.36,52.15
Wastes,42017,20568,52.36,21.62
Residues,5081,1223,52.37,51.27
Residues,28001,4388,52.37,49.75
Residues,37085,3224,52.38,52.32
Residues,48241,39317,52.38,55.54
Wastes,39165,7149,52.38,26.47
Residues,47043,1146,52.39,48.43
Coppice wood,19159,116227,52.39,13.7
Residues,37083,6196,52.40,59.96
Residues,12105,2026,52.41,51.83
Coppice wood,26021,72358,52.41,13.79
Residues,37171,14309,52.42,48.56
Wastes,25017,50592,52.42,25.76
Residues,41053,4236,52.43,52.41
Residues,37079,1277,52.44,49.55
Coppice wood,39067,74723,52.45,15.74
Residues,37163,7867,52.46,55.4
Residues,36065,1639,52.46,45.06
Coppice wood,18009,3056,52.46,17.51
Residues,25009,6634,52.47,36.75
Coppice wood,17147,113042,52.47,20.27
Residues,33009,44681,52.48,41.82
Residues,37157,4777,52.48,52.72
Residues,12053,2572,52.49,52.34
Coppice wood,18073,206706,52.49,14.14
Residues,13115,1176,52.50,52.19
Residues,51036,1053,52.50,53.29
Non coppice wood,26023,10872,52.51,5.37
Residues,37065,1477,52.51,50.01
Residues,28035,6977,52.51,54.15
Wastes,6013,35454,52.52,23.8
Residues,41005,4945,52.53,41.93
Residues,50005,1014,52.54,42.78
Coppice wood,34019,41131,52.55,18.56
Coppice wood,47035,87514,52.56,15.76
Residues,22091,3727,52.56,56.36
Residues,55085,7878,52.56,38.05
Residues,28065,6916,52.58,55.63
Residues,41053,7592,52.59,52.41
Wastes,37159,4530,52.59,26.45
Coppice wood,36121,118493,52.59,16.1
Residues,48351,5164,52.60,51.96
Residues,39015,7281,52.60,36.53
Wastes,29107,1088,52.60,29.54
Wastes,6093,1452,52.60,30.33
Non coppice wood,51640,46,52.62,0
Non coppice wood,42121,10337,52.63,5.75
Residues,23017,88480,52.63,40.19
Residues,22091,4852,52.64,56.36
Coppice wood,29117,115313,52.64,13.43
Coppice wood,18181,179553,52.65,14.76
Wastes,37183,31292,52.66,27.3
Residues,48241,6731,52.67,55.54
Wastes,11001,20860,52.68,28.04
Residues,51053,6533,52.69,53.11
Residues,29089,1919,52.69,42.88
Coppice wood,42011,122399,52.69,14.78
Residues,26049,2788,52.71,40.6
Coppice wood,39147,212557,52.72,19.46
Coppice wood,55027,165922,52.72,16.25
Residues,47189,423,52.73,47.1
Non coppice wood,29139,125684,52.73,0.49
Residues,44007,2550,52.74,42.45
Coppice wood,34027,487,52.74,19.43
Residues,1041,1982,52.75,52.06
Residues,37091,7194,52.76,49.78
Coppice wood,39079,41540,52.76,15.93
Coppice wood,18177,133884,52.77,23
Residues,37107,1631,52.77,53.52
Residues,47043,27918,52.77,48.43
Residues,37063,3001,52.78,53.15
Residues,6089,57105,52.79,61.28
Residues,33007,1078,52.79,47.44
Wastes,51181,225,52.79,28.02
Non coppice wood,17019,2097,52.80,6.99
Residues,28081,1626,52.81,57.28
Residues,1037,17603,52.81,48.58
Coppice wood,19185,66543,52.82,18.35
Coppice wood,21137,175176,52.82,23.36
Coppice wood,39109,148743,52.82,23.08
Residues,12101,713,52.82,56.73
Residues,28023,38053,52.83,59.61
Non coppice wood,26045,1987,52.85,4.12
Residues,28065,2689,52.87,55.63
Wastes,54009,781,52.87,29.26
Coppice wood,17005,122180,52.88,11.73
Wastes,37059,1359,52.89,27.45
Coppice wood,21067,123683,52.89,24.12
Coppice wood,26091,181331,52.91,10.01
Residues,37167,5653,52.92,57.13
Residues,27139,759,52.93,46.7
Residues,13067,670,52.94,53.18
Residues,13013,2042,52.95,60.62
Wastes,51149,1217,52.95,28.7
Wastes,26125,40094,52.95,26.05
Residues,27171,1088,52.97,45.68
Residues,37123,5141,52.98,52.55
Wastes,27003,11042,52.98,28.06
Residues,13131,5058,52.99,57.87
Residues,28023,1882,52.99,59.61
Residues,5103,9805,53.00,52.48
Residues,1121,3896,53.01,53.8
Residues,28117,1606,53.01,56.89
Residues,27019,206,53.01,46.4
Wastes,34013,25898,53.01,26.29
Residues,28081,1643,53.02,57.28
Non coppice wood,47055,98520,53.03,4
Wastes,48439,61846,53.04,9.98
Residues,48037,526,53.04,53.76
Residues,12105,1187,53.05,51.83
Residues,1133,2465,53.06,49.43
Coppice wood,18075,143404,53.06,19.3
Residues,13275,10803,53.07,56.24
Residues,37051,1559,53.07,58.35
Residues,55083,575,53.07,48.76
Residues,28123,3710,53.08,56.49
Residues,37167,2767,53.08,57.13
Residues,37085,614,53.08,52.32
Wastes,5087,514,53.08,13.05
Non coppice wood,55053,60257,53.08,1.41
Residues,13211,2763,53.09,60.58
Residues,18047,4890,53.09,45.92
Non coppice wood,29049,102746,53.10,5.51
Coppice wood,18059,127907,53.11,27.54
Wastes,24510,20462,53.11,29.99
Residues,37147,5084,53.12,56.26
Non coppice wood,51191,146582,53.12,1.12
Coppice wood,39135,167726,53.13,21.85
Residues,21031,1980,53.14,57.06
Residues,29033,995,53.14,43.66
Residues,37037,17834,53.14,58.57
Residues,21047,2294,53.15,50.13
Residues,22033,501,53.17,54.55
Residues,37065,3232,53.18,50.01
Coppice wood,54049,33212,53.19,16.25
Residues,1103,1953,53.19,53.64
Residues,29019,2418,53.20,48.61
Wastes,21141,877,53.20,28.81
Non coppice wood,29167,41312,53.21,3.26
Non coppice wood,47147,17062,53.21,5.7
Coppice wood,39053,62651,53.23,16.12
Residues,13285,5684,53.23,59.09
Coppice wood,19153,152209,53.24,23.4
Residues,13115,5538,53.27,52.19
Residues,51036,963,53.27,53.29
Coppice wood,19095,236375,53.27,25.4
Residues,1109,4128,53.28,54.12
Residues,28065,1288,53.28,55.63
Residues,37135,2879,53.28,64.22
Residues,37181,2338,53.28,56.86
Coppice wood,39013,88183,53.30,21.69
Coppice wood,47007,1320,53.31,15.18
Residues,45071,15731,53.31,61.2
Non coppice wood,47009,76680,53.31,4.39
Coppice wood,21161,103258,53.32,23.49
Wastes,24035,1595,53.33,29.53
Residues,37083,3525,53.33,59.96
Residues,37157,5972,53.33,52.72
Residues,26071,17465,53.33,42.36
Non coppice wood,20133,156239,53.34,0
Residues,13013,1071,53.35,60.62
Residues,45009,1417,53.35,58.33
Residues,53035,9363,53.35,57.52
Residues,24011,363,53.35,44.19
Coppice wood,39165,80057,53.37,26.47
Residues,48241,1930,53.38,55.54
Residues,21003,791,53.38,50.62
Residues,28035,2915,53.39,54.15
Residues,28035,394,53.40,54.15
Residues,22091,148,53.41,56.36
Non coppice wood,1103,85740,53.42,4.82
Wastes,36075,3996,53.42,33.05
Residues,37163,2992,53.43,55.4
Residues,50005,1997,53.43,42.78
Residues,13293,5375,53.43,55.8
Non coppice wood,17015,225,53.43,9.51
Non coppice wood,21113,1236,53.44,8.54
Residues,6041,2917,53.45,57.61
Residues,37037,6136,53.46,58.57
Residues,37185,7531,53.46,59.53
Residues,48455,40699,53.47,61.05
Residues,1103,2391,53.47,53.64
Residues,5139,19302,53.47,59.03
Residues,27171,53,53.47,45.68
Residues,45071,10846,53.49,61.2
Residues,28117,1760,53.50,56.89
Residues,28081,2347,53.51,57.28
Wastes,17031,171870,53.51,31.27
Non coppice wood,29019,111553,53.52,6.35
Residues,13285,5248,53.53,59.09
Non coppice wood,29173,118561,53.56,5.2
Residues,13089,642,53.57,66.71
Residues,37135,2989,53.60,64.22
Coppice wood,18007,62990,53.60,23.03
Coppice wood,17023,113294,53.61,25.88
Coppice wood,34041,11156,53.62,21.49
Wastes,55109,2799,53.62,34.17
Residues,45041,12953,53.63,59.45
Coppice wood,21167,125805,53.63,26.09
Residues,1121,14276,53.64,53.8
Wastes,51730,1057,53.64,32.77
Residues,53045,8332,53.65,56.29
Residues,27019,604,53.65,46.4
Residues,53035,15,53.66,57.52
Wastes,18029,1635,53.66,33.13
Non coppice wood,18031,1215,53.66,12.09
Coppice wood,19107,199716,53.67,26.17
Residues,28127,31401,53.68,61.24
Wastes,6037,327652,53.68,27.6
