from_fips,to_fips
10001,26091
10003,42049
10005,42007
11001,37019
12001,12023
12003,12023
12005,01065
12007,12023
12009,01099
12011,12086
12013,01065
12015,01067
12017,12105
12019,12023
12021,12086
12023,12023
12027,12105
12029,12023
12031,12023
12033,01099
12035,01071
12037,01099
12039,47037
12041,12023
12043,12105
12045,47157
12047,12023
12049,12105
12051,12086
12053,12105
12055,12105
12057,12105
12059,01067
12061,01073
12063,01067
12065,05003
12067,12023
12069,12105
12071,13063
12073,45003
12075,12023
12077,47037
12079,12023
12081,12105
12083,45003
12085,01067
12086,12086
12087,12086
12089,12023
12091,12086
12093,13319
12095,12105
12097,12105
12099,12086
12101,12105
12103,12105
12105,12105
12107,12023
12109,47039
12111,12023
12113,01099
12115,12105
12117,12105
12119,12105
12121,12023
12123,12023
12125,12023
12127,01099
12129,01083
12131,37019
12133,01067
13001,12023
13003,12023
13005,28001
13007,13261
13009,13319
13011,26159
13013,13063
13015,13115
13017,45049
13019,12023
13021,13319
13023,13319
13025,12023
13027,12023
13029,45049
13031,45003
13033,45003
13035,13319
13037,13261
13039,12023
13043,45049
13045,13063
13047,13115
13049,12023
13051,45049
13053,13261
13055,13213
13057,13063
13059,13063
13061,01067
13063,13063
13065,12023
13067,13063
13069,28001
13071,13261
13073,45003
13075,13213
13077,13115
13079,13319
13081,13319
13083,13115
13085,13115
13087,01067
13089,13063
13091,13319
13093,13319
13095,13261
13097,13063
13099,13261
13101,12023
13103,45049
13105,45003
13107,45003
13109,45049
13111,13115
13113,13063
13115,13115
13117,13213
13119,45045
13121,13063
13123,13213
13125,45003
13127,45049
13129,13115
13131,22005
13133,13319
13135,13063
13137,47157
13139,13213
13141,13319
13143,13213
13145,13261
13147,45045
13149,13115
13151,13063
13153,13261
13155,12023
13157,13063
13159,13063
13161,01071
13163,45003
13165,45003
13167,13319
13169,13319
13171,13319
13173,12023
13175,13319
13177,13261
13179,45049
13181,45003
13183,01073
13185,12023
13187,13213
13189,45003
13191,47039
13193,13261
13195,05041
13197,13261
13199,13063
13201,01067
13205,13261
13207,13261
13209,13319
13211,13063
13213,13213
13215,13261
13217,13063
13219,13063
13221,13319
13223,13213
13225,13319
13227,13063
13229,12023
13231,13063
13233,13213
13235,13319
13237,13319
13239,01067
13241,45045
13243,13261
13245,45003
13247,13063
13249,13261
13251,45003
13253,01067
13255,13319
13257,45045
13259,01067
13261,13261
13263,13063
13265,45003
13267,45049
13269,13261
13271,13319
13273,13261
13275,22043
13277,13261
13279,22005
13281,13213
13283,13319
13285,13063
13287,13261
13289,13319
13291,13213
13293,13319
13295,13213
13297,13063
13299,12023
13301,13319
13303,13319
13305,37019
13307,13261
13309,13319
13311,45049
13313,13213
13315,13261
13317,13319
13319,13319
13321,13261
16001,16075
16003,16075
16005,06039
16007,53043
16009,53027
16011,53071
16013,08031
16015,16075
16017,53043
16019,08031
16021,53071
16023,53071
16025,16075
16027,16075
16029,08031
16031,16075
16033,32003
16035,16075
16037,06077
16039,16075
16041,31157
16043,53043
16045,16075
16047,06001
16049,16075
16051,08031
16053,06071
16055,53027
16057,53027
16059,32003
16061,16075
16063,16075
16065,16075
16067,08031
16069,53033
16071,06071
16073,16075
16075,16075
16077,31157
16079,53043
16081,31157
16083,16075
16085,16075
16087,16075
17001,29007
17003,17197
17005,17119
17007,17099
17009,47039
17011,19045
17013,17119
17015,19061
17017,39061
17019,17113
17021,17113
17023,17183
17025,55079
17027,17119
17029,18171
17031,17197
17033,55025
17035,17183
17037,17099
17039,17113
17041,17113
17043,17197
17045,17183
17047,13115
17049,17099
17051,17119
17053,17113
17055,26091
17057,18065
17059,21059
17061,17119
17063,17099
17065,29033
17067,19183
17069,19045
17071,19183
17073,19045
17075,17075
17077,47037
17079,47157
17081,18171
17083,17119
17085,19045
17087,01067
17089,17099
17091,17197
17093,17197
17095,19045
17097,55079
17099,17099
17101,05063
17103,19045
17105,17197
17107,17113
17109,19183
17111,55079
17113,17113
17115,17113
17117,17119
17119,17119
17121,17099
17123,17099
17125,13115
17127,22089
17129,01071
17131,19183
17133,17119
17135,17119
17137,17119
17139,17113
17141,17099
17143,19045
17145,17119
17147,17113
17149,17119
17151,18085
17153,19193
17155,17099
17157,17119
17159,19183
17161,19045
17163,17119
17165,45049
17167,17113
17169,27047
17171,17119
17173,17113
17175,19045
17177,19045
17179,17113
17181,05107
17183,17183
17185,21059
17187,19183
17189,17119
17191,18065
17193,21059
17195,19045
17197,17197
17199,40143
17201,55025
17203,17113
18001,18085
18003,18085
18005,18065
18007,17075
18009,18065
18011,18171
18013,18065
18015,18171
18017,18065
18019,28001
18021,17183
18023,18171
18025,21059
18027,21059
18029,21191
18031,18065
18033,26091
18035,18065
18037,21059
18039,18085
18041,39061
18043,29027
18045,18171
18047,39061
18049,18085
18051,21059
18053,18085
18055,19083
18057,18065
18059,18065
18061,05003
18063,18171
18065,18065
18067,18085
18069,18085
18071,29217
18073,17197
18075,18085
18077,21191
18079,18065
18081,18065
18083,21059
18085,18085
18087,18085
18089,17197
18091,26159
18093,39139
18095,18065
18097,18065
18099,26159
18101,21059
18103,18085
18105,05003
18107,18171
18109,18065
18111,18171
18113,18085
18115,39061
18117,21059
18119,18171
18121,17183
18123,21059
18125,21059
18127,26099
18129,21059
18131,18085
18133,18171
18135,18065
18137,18065
18139,18065
18141,26159
18143,18085
18145,18065
18147,21059
18149,18085
18151,18085
18153,18171
18155,39061
18157,17183
18159,18065
18161,18065
18163,21059
18165,18171
18167,17183
18169,18085
18171,18171
18173,21059
18175,17197
18177,39061
18179,18085
18181,17183
18183,18085
19001,19161
19003,05041
19005,19061
19007,19099
19009,19027
19011,19099
19013,19033
19015,19109
19017,19083
19019,19061
19021,19109
19023,19033
19025,19109
19027,19027
19029,19161
19031,19183
19033,19033
19035,19035
19037,27047
19039,19099
19041,19035
19043,19061
19045,19045
19047,19161
19049,19161
19051,19183
19053,05003
19055,19061
19057,19183
19059,19035
19061,19061
19063,27063
19065,19061
19067,19033
19069,19083
19071,05107
19073,19161
19075,19099
19077,19027
19079,19109
19081,27047
19083,19083
19085,19161
19087,19183
19089,27047
19091,19083
19093,19035
19095,19099
19097,19061
19099,19099
19101,19183
19103,19183
19105,19061
19107,19183
19109,19109
19111,19183
19113,19061
19115,19183
19117,19099
19119,27063
19121,19099
19123,19099
19125,19099
19127,19099
19129,17075
19131,27047
19133,19193
19135,19099
19137,17197
19139,19061
19141,19035
19143,27063
19145,29021
19147,19109
19149,19161
19151,19035
19153,19083
19155,19161
19157,19083
19159,08063
19161,19161
19163,19045
19165,19027
19167,19193
19169,19083
19171,19099
19173,29021
19175,05041
19177,19183
19179,19183
19181,19099
19183,19183
19185,19099
19187,19033
19189,19033
19191,19061
19193,19193
19195,19083
19197,27047
20001,20111
20003,29095
20005,29021
20007,31157
20009,19193
20011,29217
20013,29021
20015,20111
20017,20111
20019,17197
20021,29217
20023,08063
20025,19083
20027,17099
20029,29033
20031,20111
20033,19161
20035,19099
20037,29217
20039,19083
20041,20111
20043,29021
20045,29021
20047,29007
20049,20111
20051,29175
20053,22043
20055,19193
20057,19033
20059,29095
20061,20111
20063,38049
20065,38049
20067,40139
20069,19083
20071,08063
20073,20111
20075,19193
20077,19193
20079,48201
20081,40139
20083,27047
20085,29021
20087,29021
20089,48279
20091,29095
20093,29095
20095,48201
20097,48291
20099,29217
20101,48279
20103,29021
20105,29027
20107,29217
20109,08063
20111,20111
20113,29217
20115,20111
20117,20111
20119,40139
20121,29095
20123,29021
20125,48245
20127,20111
20129,40139
20131,19045
20133,29217
20135,19083
20137,40013
20139,20111
20141,48441
20143,48037
20145,19109
20147,19161
20149,20111
20151,19109
20153,08063
20155,29007
20157,29033
20159,29021
20161,20111
20163,19083
20165,27053
20167,29021
20169,08063
20171,29027
20173,05041
20175,40139
20177,29021
20179,27063
20181,08063
20183,29021
20185,48439
20187,40139
20189,40139
20191,29007
20193,08063
20195,20111
20197,20111
20199,08063
20201,48251
20203,29175
20205,20111
20207,20111
20209,29095
21001,19061
21003,47037
21005,21191
21007,13261
21009,47037
21011,21191
21013,42003
21015,39061
21017,21191
21019,01071
21021,21059
21023,21191
21025,01067
21027,21059
21029,45049
21031,47037
21033,21059
21035,26099
21037,39061
21039,45003
21041,21191
21043,42041
21045,22089
21047,21059
21049,21191
21051,26091
21053,45045
21055,21059
21057,19099
21059,21059
21061,21059
21063,01071
21065,21191
21067,21191
21069,21191
21071,13115
21073,39061
21075,22005
21077,21191
21079,21191
21081,21191
21083,01083
21085,21059
21087,17099
21089,26091
21091,21059
21093,21059
21095,42003
21097,21191
21099,05003
21101,21059
21103,21191
21105,17099
21107,21059
21109,13115
21111,29007
21113,21191
21115,42049
21117,39061
21119,47157
21121,18171
21123,29095
21125,01083
21127,39151
21129,55025
21131,42049
21133,05041
21135,21191
21137,37019
21139,17197
21141,47037
21143,05107
21145,29007
21147,42007
21149,21059
21151,21191
21153,13115
21155,18085
21157,29021
21159,19045
21161,39061
21163,21059
21165,21191
21167,21191
21169,39139
21171,47037
21173,21191
21175,01071
21177,47037
21179,39151
21181,39061
21183,21059
21185,01071
21187,39061
21189,47157
21191,21191
21193,47039
21195,17113
21197,21191
21199,18171
21201,21191
21203,01099
21205,21191
21207,17183
21209,21191
21211,21191
21213,47037
21215,45003
21217,01099
21219,21059
21221,19033
21223,39061
21225,21059
21227,47037
21229,55025
21231,19183
21233,21059
21235,29007
21237,05063
21239,21191
22001,48201
22003,22043
22005,22005
22007,22005
22009,28001
22011,22043
22013,22043
22015,48037
22017,48037
22019,48245
22021,22043
22023,48245
22025,22043
22027,05003
22029,28001
22031,01073
22033,22005
22035,05041
22037,28001
22039,22043
22041,28001
22043,22043
22045,22005
22047,22005
22049,22043
22051,22089
22053,48245
22055,22005
22057,22089
22059,22043
22061,05003
22063,22089
22065,05003
22067,05003
22069,22043
22071,22089
22073,05003
22075,22089
22077,28001
22079,22043
22081,22043
22083,28001
22085,22043
22087,22089
22089,22089
22091,22089
22093,22089
22095,22005
22097,22005
22099,22005
22101,22089
22103,22005
22105,22089
22107,22043
22109,22005
22111,05003
22113,01083
22115,22043
22117,22089
22119,47157
22121,22005
22123,28151
22125,22043
22127,22043
23001,25017
23003,25003
23005,25003
23007,25009
23009,36117
23011,25017
23013,36117
23015,36047
23017,25009
23019,36117
23021,25003
23023,36047
23025,25003
23027,25017
23029,25003
23031,25009
24001,36085
24003,45049
24005,42041
24009,34017
24011,34017
24013,42041
24015,42041
24017,37019
24019,25017
24021,42041
24023,36085
24025,42041
24027,42041
24029,26091
24031,42041
24033,39151
24035,42049
24037,25017
24039,21191
24041,36047
24043,42041
24045,42049
24047,39061
24510,42041
25001,25003
25003,25003
25005,25009
25007,25009
25009,25009
25011,25003
25013,25003
25015,25003
25017,25017
25019,36047
25021,25009
25023,25009
25025,25009
25027,25017
26001,39139
26003,19183
26005,26159
26007,19061
26009,17075
26011,19045
26013,19193
26015,26159
26017,17197
26019,29175
26021,26159
26023,26091
26025,26091
26027,18085
26029,39061
26031,17099
26033,18065
26035,39061
26037,19099
26039,17119
26041,29175
26043,17113
26045,26091
26047,39139
26049,26099
26051,19033
26053,39061
26055,26091
26057,19061
26059,26091
26061,27063
26063,39061
26065,26091
26067,42049
26069,17197
26071,17113
26073,27053
26075,26091
26077,26159
26079,19183
26081,26159
26083,17075
26085,21059
26087,26099
26089,18171
26091,26091
26093,26099
26095,26091
26097,19061
26099,26099
26101,19027
26103,19183
26105,26091
26107,17075
26109,39139
26111,26091
26113,42003
26115,26099
26117,18065
26119,17183
26121,55079
26123,42003
26125,26099
26127,17113
26129,39139
26131,17113
26133,21059
26135,42041
26137,42003
26139,26159
26141,18065
26143,19099
26145,19061
26147,26099
26149,26159
26151,26099
26153,19045
26155,26091
26157,26099
26159,26159
26161,26091
26163,26099
26165,18065
27001,20111
27003,27053
27005,27063
27007,19183
27009,27053
27011,19083
27013,27047
27015,27063
27017,17183
27019,27053
27021,27063
27023,17075
27025,27053
27027,29021
27029,19035
27031,17183
27033,27063
27035,38049
27037,27053
27039,27047
27041,27053
27043,19033
27045,19033
27047,27047
27049,27053
27051,19045
27053,27053
27055,27047
27057,29027
27059,27053
27061,55079
27063,27063
27065,27053
27067,08063
27069,27063
27071,26159
27073,08063
27075,29033
27077,19099
27079,27053
27081,27063
27083,27063
27085,27053
27087,19061
27089,29021
27091,19109
27093,27053
27095,27053
27097,27047
27099,27047
27101,27063
27103,27053
27105,27063
27107,20111
27109,27047
27111,19083
27113,19183
27115,27053
27117,27063
27119,29021
27121,29217
27123,27053
27125,19061
27127,27063
27129,17099
27131,27053
27133,19035
27135,19193
27137,17075
27139,27053
27141,27053
27143,27053
27145,27053
27147,27047
27149,27063
27151,29021
27153,20111
27155,08063
27157,18065
27159,20111
27161,19109
27163,27053
27165,27063
27167,27047
27169,19033
27171,27053
27173,27063
28001,28001
28003,47039
28005,28001
28007,48245
28009,47157
28011,28151
28013,01067
28015,28151
28017,48339
28019,29027
28021,28001
28023,17113
28025,28151
28027,05107
28029,28001
28031,01067
28033,47157
28035,12023
28037,28001
28039,05003
28041,13115
28043,05107
28045,22089
28047,29007
28049,28001
28051,28151
28053,05041
28055,28151
28057,01065
28059,21191
28061,45003
28063,28001
28065,47037
28067,47037
28069,01065
28071,47157
28073,05003
28075,01065
28077,05041
28079,47039
28081,47039
28083,28151
28085,28001
28087,01065
28089,01067
28091,47039
28093,47157
28095,13115
28097,21191
28099,22089
28101,48339
28103,01065
28105,29021
28107,05107
28109,22089
28111,12105
28113,48245
28115,01065
28117,47039
28119,28151
28121,29217
28123,48201
28125,28151
28127,01065
28129,48201
28131,48167
28133,05041
28135,28151
28137,05107
28139,47039
28141,47039
28143,05107
28145,47157
28147,47037
28149,28151
28151,28151
28153,05041
28155,48167
28157,22043
28159,01067
28161,05107
28163,28151
29001,29033
29003,29021
29005,29021
29007,29007
29009,29021
29011,29217
29013,29095
29015,48201
29017,05041
29019,29175
29021,29021
29023,01067
29025,29021
29027,29027
29029,01083
29031,05003
29033,29033
29035,29027
29037,29217
29039,29217
29041,29007
29043,48201
29045,19183
29047,29095
29049,29033
29051,29007
29053,29175
29055,29027
29057,29217
29059,40143
29061,29033
29063,29021
29065,27047
29067,28001
29069,40143
29071,29027
29073,29007
29075,29021
29077,27063
29079,29033
29081,29033
29083,29095
29085,19045
29087,29021
29089,29007
29091,05063
29093,29021
29095,29095
29097,29217
29099,17119
29101,29217
29103,29175
29105,05063
29107,29033
29109,29217
29111,29175
29113,29027
29115,29033
29117,29033
29119,40143
29121,29007
29123,29027
29125,29027
29127,29175
29129,29033
29131,29007
29133,22005
29135,29027
29137,29027
29139,29027
29141,29175
29143,29095
29145,29217
29147,29021
29149,05063
29151,29027
29153,01067
29155,13261
29157,19045
29159,29033
29161,29027
29163,17119
29165,29095
29167,18085
29169,29027
29171,29033
29173,29007
29175,29175
29177,29033
29179,55079
29181,05063
29183,17119
29185,29217
29186,17119
29187,17119
29189,17119
29195,29033
29197,19035
29199,19183
29201,19027
29203,29217
29205,29027
29207,19027
29209,28001
29211,29033
29213,01067
29215,17099
29217,29217
29219,29027
29221,48251
29223,29033
29225,40139
29227,29021
29229,40013
29510,17119
30001,08031
30003,16075
30005,08031
30007,31157
30009,08031
30011,31157
30013,16075
30015,16075
30017,08031
30019,31157
30021,08031
30023,53071
30025,08031
30027,31157
30029,16075
30031,08031
30033,08031
30035,53033
30037,08031
30039,16075
30041,53043
30043,16075
30045,08031
30047,16075
30049,53071
30051,16075
30053,53071
30055,38049
30057,16075
30059,16075
30061,53043
30063,16075
30065,08031
30067,53071
30069,16075
30071,08031
30073,53071
30075,08031
30077,53071
30079,08063
30081,53071
30083,38049
30085,08031
30087,38049
30089,53027
30091,38049
30093,53043
30095,53043
30097,53071
30099,53071
30101,53071
30103,31157
30105,08031
30107,53071
30109,38049
30111,08031
31001,29175
31003,17119
31005,08031
31007,31157
31009,27053
31011,38049
31013,31157
31015,19033
31017,08031
31019,19099
31021,19193
31023,40143
31025,29175
31027,19193
31029,29217
31031,29033
31033,31157
31035,29033
31037,19193
31039,19193
31041,08031
31043,19193
31045,31157
31047,19099
31049,19161
31051,19193
31053,19193
31055,17099
31057,08063
31059,05107
31061,19061
31063,48037
31065,48251
31067,29027
31069,29021
31071,19161
31073,08031
31075,19099
31077,48279
31079,19099
31081,55025
31083,29217
31085,48441
31087,27047
31089,17119
31091,08031
31093,48251
31095,48439
31097,19033
31099,19109
31101,08031
31103,40143
31105,31157
31107,19183
31109,19083
31111,40143
31113,19161
31115,29007
31117,20111
31119,19193
31121,29021
31123,31157
31125,27047
31127,29021
31129,19193
31131,08031
31133,29021
31135,40143
31137,40143
31139,27063
31141,19161
31143,19027
31145,19083
31147,29021
31149,19109
31151,17197
31153,29021
31155,08031
31157,31157
31159,17113
31161,40143
31163,48251
31165,31157
31167,19193
31169,48251
31171,19099
31173,19193
31175,29007
31177,19193
31179,19193
31181,29027
31183,17119
31185,40139
32001,06059
32003,32003
32005,06065
32007,06037
32009,06059
32011,06001
32013,53071
32015,53043
32017,32003
32019,53027
32021,32003
32023,32003
32027,06037
32029,16075
32031,53033
32033,32003
32510,06071
33001,25017
33003,25009
33005,25017
33007,25003
33009,36047
33011,25017
33013,25017
33015,25009
33017,25017
33019,42003
34001,42049
34003,34017
34005,34017
34007,39151
34009,45045
34011,45003
34013,34017
34015,36085
34017,34017
34019,34017
34021,36047
34023,36085
34025,36047
34027,34017
34029,34017
34031,34017
34033,45003
34035,36085
34037,34017
34039,36085
34041,36047
35001,48441
35003,08063
35005,35009
35006,48279
35007,35009
35009,35009
35011,35009
35013,40139
35015,08031
35017,08031
35019,48013
35021,48441
35023,04013
35025,35009
35027,48013
35028,35009
35029,08031
35031,06065
35033,08031
35035,04013
35037,35009
35039,08031
35041,35009
35043,48441
35045,08031
35047,08031
35049,08063
35051,08031
35053,08031
35055,48279
35057,48439
35059,29095
35061,31157
36001,25003
36003,36117
36005,36047
36007,25009
36009,39151
36011,36117
36013,42049
36015,25009
36017,25009
36019,36117
36021,25003
36023,25009
36025,36117
36027,34017
36029,39061
36031,25003
36033,25009
36035,36117
36037,36117
36039,25003
36041,36085
36043,42007
36045,36117
36047,36047
36049,39139
36051,36117
36053,39139
36055,36117
36057,39151
36059,36047
36061,36047
36063,34017
36065,25003
36067,36117
36069,36117
36071,34017
36073,36117
36075,36117
36077,26091
36079,36047
36081,36047
36083,25003
36085,36085
36087,36085
36089,25003
36091,25003
36093,25003
36095,26099
36097,36117
36099,36117
36101,36117
36103,36047
36105,34017
36107,42049
36109,25003
36111,34017
36113,25003
36115,25003
36117,36117
36119,34017
36121,36117
36123,36117
37001,47039
37003,21059
37005,39151
37007,21191
37009,26099
37011,42049
37013,25009
37015,36085
37017,37019
37019,37019
37021,45045
37023,45045
37025,12023
37027,01067
37029,34017
37031,39061
37033,12105
37035,12023
37037,36047
37039,13213
37041,36085
37043,13213
37045,45045
37047,37019
37049,13319
37051,37019
37053,42007
37055,42041
37057,18171
37059,36117
37061,37019
37063,13213
37065,39061
37067,34017
37069,42049
37071,01067
37073,01071
37075,01067
37077,01073
37079,45003
37081,13319
37083,13063
37085,36047
37087,45045
37089,45045
37091,42049
37093,01099
37095,21191
37097,42007
37099,45045
37101,39151
37103,25003
37105,47037
37107,21191
37109,01073
37111,45045
37113,45045
37115,45045
37117,13261
37119,01083
37121,17119
37123,01067
37125,01067
37127,25003
37129,37019
37131,01067
37133,37019
37135,45045
37137,12105
37139,36117
37141,37019
37143,21191
37145,01071
37147,39061
37149,45045
37151,13115
37153,42049
37155,37019
37157,42041
37159,47037
37161,45045
37163,37019
37165,13115
37167,01067
37169,42041
37171,01099
37173,18085
37175,45045
37177,13115
37179,47039
37181,42003
37183,36117
37185,21191
37187,13261
37189,17183
37191,42003
37193,26091
37195,34017
37197,21191
37199,45045
38001,27063
38003,38049
38005,38049
38007,27063
38009,38049
38011,08063
38013,38049
38015,38049
38017,08063
38019,38049
38021,19083
38023,31157
38025,19193
38027,19193
38029,29021
38031,27047
38033,08031
38035,27047
38037,08063
38039,29033
38041,19161
38043,08031
38045,19099
38047,19109
38049,38049
38051,27053
38053,19193
38055,38049
38057,38049
38059,31157
38061,31157
38063,19035
38065,38049
38067,19193
38069,38049
38071,19193
38073,19193
38075,38049
38077,19193
38079,19033
38081,19183
38083,38049
38085,38049
38087,31157
38089,27053
38091,20111
38093,29033
38095,19035
38097,29021
38099,19183
38101,38049
38103,38049
38105,08063
39001,39061
39003,45003
39005,39139
39007,42049
39009,17099
39011,18065
39013,42007
39015,21191
39017,21191
39019,39151
39021,26159
39023,39061
39025,21191
39027,21191
39029,42003
39031,39139
39033,39139
39035,39151
39037,39061
39039,26091
39041,39139
39043,26099
39045,39139
39047,13213
39049,39139
39051,26091
39053,21059
39055,39151
39057,39061
39059,39151
39061,39061
39063,26091
39065,39139
39067,39151
39069,26091
39071,21191
39073,18171
39075,39151
39077,39139
39079,01083
39081,42003
39083,39151
39085,39151
39087,55025
39089,39139
39091,17075
39093,39151
39095,26091
39097,47037
39099,39151
39101,39139
39103,39139
39105,13319
39107,18065
39109,39061
39111,45045
39113,39061
39115,42003
39117,39139
39119,39151
39121,39151
39123,26099
39125,26091
39127,39139
39129,01067
39131,18171
39133,39151
39135,18065
39137,26091
39139,39139
39141,19045
39143,39139
39145,45045
39147,39139
39149,01071
39151,39151
39153,39139
39155,42007
39157,39139
39159,39139
39161,55079
39163,19183
39165,21191
39167,26099
39169,39139
39171,26091
39173,26091
39175,39139
40001,48339
40003,19193
40005,40013
40007,40139
40009,35009
40011,19099
40013,40013
40015,29095
40017,05003
40019,40013
40021,40143
40023,40013
40025,40139
40027,40143
40029,40013
40031,48201
40033,40139
40035,40143
40037,40143
40039,05107
40041,55025
40043,29021
40045,35009
40047,19193
40049,40013
40051,19183
40053,40143
40055,05107
40057,19193
40059,27063
40061,29021
40063,40143
40065,28001
40067,29217
40069,40013
40071,29021
40073,48251
40075,48201
40077,19099
40079,48037
40081,40143
40083,19083
40085,40013
40087,48037
40089,48037
40091,40143
40093,28001
40095,40013
40097,40143
40099,40013
40101,40143
40103,19193
40105,40143
40107,40143
40109,19027
40111,40143
40113,40143
40115,29217
40117,40143
40119,40143
40121,40143
40123,40013
40125,29021
40127,40013
40129,48291
40131,40143
40133,40013
40135,18171
40137,47157
40139,40139
40141,08031
40143,40143
40145,40143
40147,40143
40149,48339
40151,05003
40153,19193
41001,16075
41003,06095
41005,06019
41007,53027
41009,53071
41011,53071
41013,06001
41015,06001
41017,53043
41019,16075
41021,06095
41023,16075
41025,06001
41027,06001
41029,53027
41031,53033
41033,06029
41035,53071
41037,16075
41039,06029
41041,53033
41043,16075
41045,16075
41047,53027
41049,53071
41051,16075
41053,06077
41055,16075
41057,06095
41059,53071
41061,16075
41063,06019
41065,53027
41067,06001
41069,16075
41071,06077
42001,42041
42003,42003
42005,42007
42007,42007
42009,18065
42011,42041
42013,36047
42015,37019
42017,36085
42019,42003
42021,25017
42023,18065
42025,42049
42027,42041
42029,45049
42031,42003
42033,36085
42035,42041
42037,42041
42039,42049
42041,42041
42043,42041
42045,26099
42047,36085
42049,42049
42051,42007
42053,42049
42055,42041
42057,13063
42059,42003
42061,42041
42063,42003
42065,01071
42067,42041
42069,25009
42071,42041
42073,39151
42075,42041
42077,42041
42079,42007
42081,42041
42083,39151
42085,42003
42087,42041
42089,34017
42091,42003
42093,42041
42095,36085
42097,42041
42099,42041
42101,26091
42103,34017
42105,18065
42107,42041
42109,42041
42111,17197
42113,36117
42115,34017
42117,18065
42119,42041
42121,42003
42123,42049
42125,42007
42127,39139
42129,42007
42131,42007
42133,42041
44001,25017
44003,25017
44005,25017
44007,25009
44009,25003
45001,45045
45003,45003
45005,45049
45007,45045
45009,45049
45011,45003
45013,45049
45015,13115
45017,45003
45019,45049
45021,45045
45023,45045
45025,26099
45027,01083
45029,45003
45031,36047
45033,13115
45035,45049
45037,45003
45039,45003
45041,01071
45043,47039
45045,45045
45047,45003
45049,45049
45051,37019
45053,45049
45055,34017
45057,34017
45059,45003
45061,21059
45063,45003
45065,45045
45067,42007
45069,01071
45071,45045
45073,45045
45075,45003
45077,45045
45079,45003
45081,45003
45083,45045
45085,13115
45087,45045
45089,21191
45091,45045
46003,19193
