feedstock,state_fips,activity,equipment_name,equipment_horsepower,irrigation_water_source,acreage_fraction,resource,rate,unit_numerator,unit_denominator
corn grain,10,irrigation,irrigation gasoline,68.64912233,wells,0.012111484,time,5.147725118,hours,acre
corn grain,10,irrigation,irrigation diesel,95.78947302,wells,0.495695316,time,5.147725118,hours,acre
corn grain,10,irrigation,irrigation lpg,68.64912233,wells,0.007072901,time,5.147725118,hours,acre
corn grain,10,irrigation,irrigation natgas,68.64912233,wells,0,time,5.147725118,hours,acre
corn grain,10,irrigation,irrigation electricity,63.36842062,wells,0.440588493,time,5.147725118,hours,acre
corn grain,12,irrigation,irrigation gasoline,93.98802843,wells,0.001823843,time,5.598814433,hours,acre
corn grain,12,irrigation,irrigation diesel,131.1460862,wells,0.351969289,time,5.598814433,hours,acre
corn grain,12,irrigation,irrigation lpg,93.98802843,wells,0.001136295,time,5.598814433,hours,acre
corn grain,12,irrigation,irrigation natgas,93.98802843,wells,0.0018123,time,5.598814433,hours,acre
corn grain,12,irrigation,irrigation electricity,86.75818009,wells,0.169125392,time,5.598814433,hours,acre
corn grain,13,irrigation,irrigation gasoline,97.63332884,wells,7.94364E-05,time,5.881787004,hours,acre
corn grain,13,irrigation,irrigation diesel,136.2325519,wells,0.219100042,time,5.881787004,hours,acre
corn grain,13,irrigation,irrigation lpg,97.63332884,wells,0.00123648,time,5.881787004,hours,acre
corn grain,13,irrigation,irrigation natgas,97.63332884,wells,0,time,5.881787004,hours,acre
corn grain,13,irrigation,irrigation electricity,90.12307278,wells,0.590275861,time,5.881787004,hours,acre
corn grain,15,irrigation,,,wells,,time,,hours,acre
corn grain,16,irrigation,irrigation gasoline,256.1000584,wells,0,time,9.189995971,hours,acre
corn grain,16,irrigation,irrigation diesel,357.3489186,wells,0.006308938,time,9.189995971,hours,acre
corn grain,16,irrigation,irrigation lpg,256.1000584,wells,0,time,9.189995971,hours,acre
corn grain,16,irrigation,irrigation natgas,256.1000584,wells,0.000167337,time,9.189995971,hours,acre
corn grain,16,irrigation,irrigation electricity,236.4000539,wells,0.47457934,time,9.189995971,hours,acre
corn grain,17,irrigation,irrigation gasoline,86.67194613,wells,0.004937335,time,4.924345855,hours,acre
corn grain,17,irrigation,irrigation diesel,120.9375992,wells,0.335011016,time,4.924345855,hours,acre
corn grain,17,irrigation,irrigation lpg,86.67194613,wells,0.018310037,time,4.924345855,hours,acre
corn grain,17,irrigation,irrigation natgas,86.67194613,wells,0.003129628,time,4.924345855,hours,acre
corn grain,17,irrigation,irrigation electricity,80.00487335,wells,0.620191787,time,4.924345855,hours,acre
corn grain,18,irrigation,irrigation gasoline,67.7116648,wells,0.000332107,time,4.556082215,hours,acre
corn grain,18,irrigation,irrigation diesel,94.48139274,wells,0.314843269,time,4.556082215,hours,acre
corn grain,18,irrigation,irrigation lpg,67.7116648,wells,0.027665733,time,4.556082215,hours,acre
corn grain,18,irrigation,irrigation natgas,67.7116648,wells,0.008044124,time,4.556082215,hours,acre
corn grain,18,irrigation,irrigation electricity,62.5030752,wells,0.547570052,time,4.556082215,hours,acre
corn grain,19,irrigation,irrigation gasoline,67.73063973,wells,0.001955184,time,5.075560748,hours,acre
corn grain,19,irrigation,irrigation diesel,94.50786939,wells,0.268296553,time,5.075560748,hours,acre
corn grain,19,irrigation,irrigation lpg,67.73063973,wells,0.004505424,time,5.075560748,hours,acre
corn grain,19,irrigation,irrigation natgas,67.73063973,wells,0.001790835,time,5.075560748,hours,acre
corn grain,19,irrigation,irrigation electricity,62.52059052,wells,0.676204563,time,5.075560748,hours,acre
corn grain,20,irrigation,irrigation gasoline,81.42353909,wells,0.000596111,time,11.66959504,hours,acre
corn grain,20,irrigation,irrigation diesel,113.6142406,wells,0.161007351,time,11.66959504,hours,acre
corn grain,20,irrigation,irrigation lpg,81.42353909,wells,0.025105032,time,11.66959504,hours,acre
corn grain,20,irrigation,irrigation natgas,81.42353909,wells,0.492871125,time,11.66959504,hours,acre
corn grain,20,irrigation,irrigation electricity,75.16018993,wells,0.302295447,time,11.66959504,hours,acre
corn grain,21,irrigation,irrigation gasoline,57.78916872,wells,0.003115334,time,4.592684989,hours,acre
corn grain,21,irrigation,irrigation diesel,80.63604938,wells,0.356060437,time,4.592684989,hours,acre
corn grain,21,irrigation,irrigation lpg,57.78916872,wells,0,time,4.592684989,hours,acre
corn grain,21,irrigation,irrigation natgas,57.78916872,wells,0,time,4.592684989,hours,acre
corn grain,21,irrigation,irrigation electricity,53.34384805,wells,0.23496295,time,4.592684989,hours,acre
corn grain,22,irrigation,irrigation gasoline,144.7829405,wells,0,time,2.785051282,hours,acre
corn grain,22,irrigation,irrigation diesel,202.0227077,wells,0.434513544,time,2.785051282,hours,acre
corn grain,22,irrigation,irrigation lpg,144.7829405,wells,0,time,2.785051282,hours,acre
corn grain,22,irrigation,irrigation natgas,144.7829405,wells,0.008982879,time,2.785051282,hours,acre
corn grain,22,irrigation,irrigation electricity,133.6457912,wells,0.368119154,time,2.785051282,hours,acre
corn grain,23,irrigation,,,wells,,time,,hours,acre
corn grain,24,irrigation,irrigation gasoline,37.88649158,wells,0.004279785,time,17.96694885,hours,acre
corn grain,24,irrigation,irrigation diesel,52.86487198,wells,0.492363911,time,17.96694885,hours,acre
corn grain,24,irrigation,irrigation lpg,37.88649158,wells,0,time,17.96694885,hours,acre
corn grain,24,irrigation,irrigation natgas,37.88649158,wells,0,time,17.96694885,hours,acre
corn grain,24,irrigation,irrigation electricity,34.97214608,wells,0.295761921,time,17.96694885,hours,acre
corn grain,25,irrigation,irrigation gasoline,17.04872129,wells,0.006194967,time,33.16549618,hours,acre
corn grain,25,irrigation,irrigation diesel,23.78891342,wells,0.043155953,time,33.16549618,hours,acre
corn grain,25,irrigation,irrigation lpg,17.04872129,wells,0.017540807,time,33.16549618,hours,acre
corn grain,25,irrigation,irrigation natgas,17.04872129,wells,0,time,33.16549618,hours,acre
corn grain,25,irrigation,irrigation electricity,15.73728119,wells,0.075627327,time,33.16549618,hours,acre
corn grain,26,irrigation,irrigation gasoline,51.02674747,wells,0,time,15.5428367,hours,acre
corn grain,26,irrigation,irrigation diesel,71.20011276,wells,0.235633875,time,15.5428367,hours,acre
corn grain,26,irrigation,irrigation lpg,51.02674747,wells,0.027263074,time,15.5428367,hours,acre
corn grain,26,irrigation,irrigation natgas,51.02674747,wells,0,time,15.5428367,hours,acre
corn grain,26,irrigation,irrigation electricity,47.10161305,wells,0.522434391,time,15.5428367,hours,acre
corn grain,27,irrigation,irrigation gasoline,69.53445567,wells,0.014100371,time,5.716684211,hours,acre
corn grain,27,irrigation,irrigation diesel,97.02482186,wells,0.123586286,time,5.716684211,hours,acre
corn grain,27,irrigation,irrigation lpg,69.53445567,wells,0,time,5.716684211,hours,acre
corn grain,27,irrigation,irrigation natgas,69.53445567,wells,0,time,5.716684211,hours,acre
corn grain,27,irrigation,irrigation electricity,64.18565139,wells,0.785219963,time,5.716684211,hours,acre
corn grain,28,irrigation,irrigation gasoline,166.7581893,wells,0,time,2.777139205,hours,acre
corn grain,28,irrigation,irrigation diesel,232.6858455,wells,0.566278876,time,2.777139205,hours,acre
corn grain,28,irrigation,irrigation lpg,166.7581893,wells,0.044336549,time,2.777139205,hours,acre
corn grain,28,irrigation,irrigation natgas,166.7581893,wells,0,time,2.777139205,hours,acre
corn grain,28,irrigation,irrigation electricity,153.9306363,wells,0.336089998,time,2.777139205,hours,acre
corn grain,29,irrigation,irrigation gasoline,120.2057853,wells,0.00544935,time,3.639437826,hours,acre
corn grain,29,irrigation,irrigation diesel,167.7290027,wells,0.428820309,time,3.639437826,hours,acre
corn grain,29,irrigation,irrigation lpg,120.2057853,wells,0.130117364,time,3.639437826,hours,acre
corn grain,29,irrigation,irrigation natgas,120.2057853,wells,0.001708349,time,3.639437826,hours,acre
corn grain,29,irrigation,irrigation electricity,110.9591864,wells,0.388113484,time,3.639437826,hours,acre
corn grain,30,irrigation,irrigation gasoline,36.30080958,wells,0,time,51.31511811,hours,acre
corn grain,30,irrigation,irrigation diesel,50.65229243,wells,0.000940185,time,51.31511811,hours,acre
corn grain,30,irrigation,irrigation lpg,36.30080958,wells,0,time,51.31511811,hours,acre
corn grain,30,irrigation,irrigation natgas,36.30080958,wells,0,time,51.31511811,hours,acre
corn grain,30,irrigation,irrigation electricity,33.50843961,wells,0.050622403,time,51.31511811,hours,acre
corn grain,31,irrigation,irrigation gasoline,97.25295623,wells,0.001047281,time,7.117758847,hours,acre
corn grain,31,irrigation,irrigation diesel,135.7017994,wells,0.266408688,time,7.117758847,hours,acre
corn grain,31,irrigation,irrigation lpg,97.25295623,wells,0.054422788,time,7.117758847,hours,acre
corn grain,31,irrigation,irrigation natgas,97.25295623,wells,0.112893068,time,7.117758847,hours,acre
corn grain,31,irrigation,irrigation electricity,89.7719596,wells,0.508956738,time,7.117758847,hours,acre
corn grain,32,irrigation,irrigation gasoline,172.1997755,wells,0,time,14.70361135,hours,acre
corn grain,32,irrigation,irrigation diesel,240.2787566,wells,0.0600858,time,14.70361135,hours,acre
corn grain,32,irrigation,irrigation lpg,172.1997755,wells,0,time,14.70361135,hours,acre
corn grain,32,irrigation,irrigation natgas,172.1997755,wells,0,time,14.70361135,hours,acre
corn grain,32,irrigation,irrigation electricity,158.953639,wells,0.725293611,time,14.70361135,hours,acre
corn grain,33,irrigation,,,wells,,time,,hours,acre
corn grain,34,irrigation,irrigation gasoline,41.7438743,wells,0.008756301,time,20.12052148,hours,acre
corn grain,34,irrigation,irrigation diesel,58.24726646,wells,0.444262103,time,20.12052148,hours,acre
corn grain,34,irrigation,irrigation lpg,41.7438743,wells,0,time,20.12052148,hours,acre
corn grain,34,irrigation,irrigation natgas,41.7438743,wells,0,time,20.12052148,hours,acre
corn grain,34,irrigation,irrigation electricity,38.53280704,wells,0.24670027,time,20.12052148,hours,acre
corn grain,35,irrigation,irrigation gasoline,85.47373588,wells,0.011198581,time,19.96636029,hours,acre
corn grain,35,irrigation,irrigation diesel,119.265678,wells,0.048082187,time,19.96636029,hours,acre
corn grain,35,irrigation,irrigation lpg,85.47373588,wells,0.008815121,time,19.96636029,hours,acre
corn grain,35,irrigation,irrigation natgas,85.47373588,wells,0.097374512,time,19.96636029,hours,acre
corn grain,35,irrigation,irrigation electricity,78.89883312,wells,0.522297918,time,19.96636029,hours,acre
corn grain,36,irrigation,irrigation gasoline,30.02813917,wells,0.009999342,time,7.649084507,hours,acre
corn grain,36,irrigation,irrigation diesel,41.89972907,wells,0.440146482,time,7.649084507,hours,acre
corn grain,36,irrigation,irrigation lpg,30.02813917,wells,0,time,7.649084507,hours,acre
corn grain,36,irrigation,irrigation natgas,30.02813917,wells,0,time,7.649084507,hours,acre
corn grain,36,irrigation,irrigation electricity,27.71828231,wells,0.099204,time,7.649084507,hours,acre
corn grain,37,irrigation,irrigation gasoline,15.01833146,wells,0.000127525,time,21.7234,hours,acre
corn grain,37,irrigation,irrigation diesel,20.95581134,wells,0.048477893,time,21.7234,hours,acre
corn grain,37,irrigation,irrigation lpg,15.01833146,wells,0,time,21.7234,hours,acre
corn grain,37,irrigation,irrigation natgas,15.01833146,wells,0,time,21.7234,hours,acre
corn grain,37,irrigation,irrigation electricity,13.8630752,wells,0.29881037,time,21.7234,hours,acre
corn grain,38,irrigation,irrigation gasoline,64.24915825,wells,0,time,6.242356322,hours,acre
corn grain,38,irrigation,irrigation diesel,89.64998825,wells,0.157209163,time,6.242356322,hours,acre
corn grain,38,irrigation,irrigation lpg,64.24915825,wells,0,time,6.242356322,hours,acre
corn grain,38,irrigation,irrigation natgas,64.24915825,wells,0,time,6.242356322,hours,acre
corn grain,38,irrigation,irrigation electricity,59.30691531,wells,0.653021598,time,6.242356322,hours,acre
corn grain,39,irrigation,irrigation gasoline,15.87251478,wells,0,time,16.58274809,hours,acre
corn grain,39,irrigation,irrigation diesel,22.14769504,wells,0.107320901,time,16.58274809,hours,acre
corn grain,39,irrigation,irrigation lpg,15.87251478,wells,0,time,16.58274809,hours,acre
corn grain,39,irrigation,irrigation natgas,15.87251478,wells,0,time,16.58274809,hours,acre
corn grain,39,irrigation,irrigation electricity,14.6515521,wells,0.445416359,time,16.58274809,hours,acre
corn grain,40,irrigation,irrigation gasoline,51.96268462,wells,0.000271208,time,14.39998106,hours,acre
corn grain,40,irrigation,irrigation diesel,72.50607157,wells,0.08280203,time,14.39998106,hours,acre
corn grain,40,irrigation,irrigation lpg,51.96268462,wells,0.007785927,time,14.39998106,hours,acre
corn grain,40,irrigation,irrigation natgas,51.96268462,wells,0.374825127,time,14.39998106,hours,acre
corn grain,40,irrigation,irrigation electricity,47.96555504,wells,0.427269954,time,14.39998106,hours,acre
corn grain,41,irrigation,irrigation gasoline,61.20260382,wells,0,time,35.72927632,hours,acre
corn grain,41,irrigation,irrigation diesel,85.39898207,wells,0.016084201,time,35.72927632,hours,acre
corn grain,41,irrigation,irrigation lpg,61.20260382,wells,0,time,35.72927632,hours,acre
corn grain,41,irrigation,irrigation natgas,61.20260382,wells,0.000388859,time,35.72927632,hours,acre
corn grain,41,irrigation,irrigation electricity,56.49471121,wells,0.398308785,time,35.72927632,hours,acre
corn grain,42,irrigation,irrigation gasoline,6.444713805,wells,0.033405821,time,139.8855303,hours,acre
corn grain,42,irrigation,irrigation diesel,8.992623914,wells,0.059177347,time,139.8855303,hours,acre
corn grain,42,irrigation,irrigation lpg,6.444713805,wells,0.006107435,time,139.8855303,hours,acre
corn grain,42,irrigation,irrigation natgas,6.444713805,wells,0,time,139.8855303,hours,acre
corn grain,42,irrigation,irrigation electricity,5.948966589,wells,0.39541017,time,139.8855303,hours,acre
corn grain,44,irrigation,,,wells,,time,,hours,acre
corn grain,45,irrigation,irrigation gasoline,41.94363187,wells,0.000205595,time,9.173733108,hours,acre
corn grain,45,irrigation,irrigation diesel,58.52599796,wells,0.207886042,time,9.173733108,hours,acre
corn grain,45,irrigation,irrigation lpg,41.94363187,wells,0,time,9.173733108,hours,acre
corn grain,45,irrigation,irrigation natgas,41.94363187,wells,0,time,9.173733108,hours,acre
corn grain,45,irrigation,irrigation electricity,38.71719865,wells,0.547815552,time,9.173733108,hours,acre
corn grain,46,irrigation,irrigation gasoline,77.96532435,wells,0,time,5.541683673,hours,acre
corn grain,46,irrigation,irrigation diesel,108.7888247,wells,0.08407685,time,5.541683673,hours,acre
corn grain,46,irrigation,irrigation lpg,77.96532435,wells,0.018412849,time,5.541683673,hours,acre
corn grain,46,irrigation,irrigation natgas,77.96532435,wells,0.018412849,time,5.541683673,hours,acre
corn grain,46,irrigation,irrigation electricity,71.96799171,wells,0.583419852,time,5.541683673,hours,acre
corn grain,47,irrigation,irrigation gasoline,71.51277516,wells,0.000210068,time,3.738967298,hours,acre
corn grain,47,irrigation,irrigation diesel,99.78526766,wells,0.447730245,time,3.738967298,hours,acre
corn grain,47,irrigation,irrigation lpg,71.51277516,wells,0.019570241,time,3.738967298,hours,acre
corn grain,47,irrigation,irrigation natgas,71.51277516,wells,0.009730909,time,3.738967298,hours,acre
corn grain,47,irrigation,irrigation electricity,66.01179245,wells,0.406597502,time,3.738967298,hours,acre
corn grain,48,irrigation,irrigation gasoline,32.48441751,wells,0.000659565,time,41.77576923,hours,acre
corn grain,48,irrigation,irrigation diesel,45.3270942,wells,0.047619774,time,41.77576923,hours,acre
corn grain,48,irrigation,irrigation lpg,32.48441751,wells,0.000630433,time,41.77576923,hours,acre
corn grain,48,irrigation,irrigation natgas,32.48441751,wells,0.235398021,time,41.77576923,hours,acre
corn grain,48,irrigation,irrigation electricity,29.98561616,wells,0.663539233,time,41.77576923,hours,acre
corn grain,49,irrigation,irrigation gasoline,170.274532,wells,0.001845783,time,13.89186251,hours,acre
corn grain,49,irrigation,irrigation diesel,237.5923702,wells,0.023900163,time,13.89186251,hours,acre
corn grain,49,irrigation,irrigation lpg,170.274532,wells,0,time,13.89186251,hours,acre
corn grain,49,irrigation,irrigation natgas,170.274532,wells,0,time,13.89186251,hours,acre
corn grain,49,irrigation,irrigation electricity,157.1764911,wells,0.406517716,time,13.89186251,hours,acre
corn grain,50,irrigation,,,wells,,time,,hours,acre
corn grain,51,irrigation,irrigation gasoline,9.039108118,wells,0.061097804,time,38.79178571,hours,acre
corn grain,51,irrigation,irrigation diesel,12.612709,wells,0.061097804,time,38.79178571,hours,acre
corn grain,51,irrigation,irrigation lpg,9.039108118,wells,0,time,38.79178571,hours,acre
corn grain,51,irrigation,irrigation natgas,9.039108118,wells,0,time,38.79178571,hours,acre
corn grain,51,irrigation,irrigation electricity,8.343792109,wells,0.061097804,time,38.79178571,hours,acre
corn grain,53,irrigation,irrigation gasoline,89.73500337,wells,0.000503434,time,24.73679089,hours,acre
corn grain,53,irrigation,irrigation diesel,125.2116326,wells,0.004914211,time,24.73679089,hours,acre
corn grain,53,irrigation,irrigation lpg,89.73500337,wells,0.00089646,time,24.73679089,hours,acre
corn grain,53,irrigation,irrigation natgas,89.73500337,wells,0,time,24.73679089,hours,acre
corn grain,53,irrigation,irrigation electricity,82.8323108,wells,0.356557733,time,24.73679089,hours,acre
corn grain,54,irrigation,,,wells,,time,,hours,acre
corn grain,55,irrigation,irrigation gasoline,87.62624766,wells,0.00068603,time,5.996206625,hours,acre
corn grain,55,irrigation,irrigation diesel,122.2691828,wells,0.122115391,time,5.996206625,hours,acre
corn grain,55,irrigation,irrigation lpg,87.62624766,wells,0,time,5.996206625,hours,acre
corn grain,55,irrigation,irrigation natgas,87.62624766,wells,0,time,5.996206625,hours,acre
corn grain,55,irrigation,irrigation electricity,80.88576707,wells,0.777303048,time,5.996206625,hours,acre
corn grain,56,irrigation,irrigation gasoline,122.3175997,wells,4.92738E-05,time,11.00410608,hours,acre
corn grain,56,irrigation,irrigation diesel,170.6757205,wells,0.018416093,time,11.00410608,hours,acre
corn grain,56,irrigation,irrigation lpg,122.3175997,wells,0.001149723,time,11.00410608,hours,acre
corn grain,56,irrigation,irrigation natgas,122.3175997,wells,0.001532964,time,11.00410608,hours,acre
corn grain,56,irrigation,irrigation electricity,112.9085536,wells,0.17206831,time,11.00410608,hours,acre
corn grain,01,irrigation,irrigation gasoline,45.82491582,tailwater pits,6.4242E-05,time,3.475744,hours,acre
corn grain,01,irrigation,irrigation diesel,63.94174301,tailwater pits,0.005099234,time,3.475744,hours,acre
corn grain,01,irrigation,irrigation lpg,45.82491582,tailwater pits,0,time,3.475744,hours,acre
corn grain,01,irrigation,irrigation natgas,45.82491582,tailwater pits,1.20561E-05,time,3.475744,hours,acre
corn grain,01,irrigation,irrigation electricity,42.2999223,tailwater pits,0.004114246,time,3.475744,hours,acre
corn grain,02,irrigation,,,tailwater pits,,time,,hours,acre
corn grain,04,irrigation,irrigation gasoline,157.7920359,tailwater pits,0.000690147,time,11.3061486,hours,acre
corn grain,04,irrigation,irrigation diesel,220.1749338,tailwater pits,0.007508963,time,11.3061486,hours,acre
corn grain,04,irrigation,irrigation lpg,157.7920359,tailwater pits,0.012790309,time,11.3061486,hours,acre
corn grain,04,irrigation,irrigation natgas,157.7920359,tailwater pits,0.012790309,time,11.3061486,hours,acre
corn grain,04,irrigation,irrigation electricity,145.654187,tailwater pits,0.035549899,time,11.3061486,hours,acre
corn grain,05,irrigation,irrigation gasoline,78.35349046,tailwater pits,0.000152585,time,4.338894807,hours,acre
corn grain,05,irrigation,irrigation diesel,109.3304518,tailwater pits,0.024788361,time,4.338894807,hours,acre
corn grain,05,irrigation,irrigation lpg,78.35349046,tailwater pits,0.000413644,time,4.338894807,hours,acre
corn grain,05,irrigation,irrigation natgas,78.35349046,tailwater pits,0.001347628,time,4.338894807,hours,acre
corn grain,05,irrigation,irrigation electricity,72.32629889,tailwater pits,0.020915115,time,4.338894807,hours,acre
corn grain,06,irrigation,irrigation gasoline,52.17616162,tailwater pits,2.60464E-07,time,12.71751518,hours,acre
corn grain,06,irrigation,irrigation diesel,72.80394644,tailwater pits,0.013205786,time,12.71751518,hours,acre
corn grain,06,irrigation,irrigation lpg,52.17616162,tailwater pits,0.000358235,time,12.71751518,hours,acre
corn grain,06,irrigation,irrigation natgas,52.17616162,tailwater pits,0.000370184,time,12.71751518,hours,acre
corn grain,06,irrigation,irrigation electricity,48.16261072,tailwater pits,0.040996675,time,12.71751518,hours,acre
corn grain,08,irrigation,irrigation gasoline,22.0813468,tailwater pits,1.54201E-05,time,11.08336735,hours,acre
corn grain,08,irrigation,irrigation diesel,30.81118158,tailwater pits,0.000448934,time,11.08336735,hours,acre
corn grain,08,irrigation,irrigation lpg,22.0813468,tailwater pits,2.47618E-05,time,11.08336735,hours,acre
corn grain,08,irrigation,irrigation natgas,22.0813468,tailwater pits,1.5639E-05,time,11.08336735,hours,acre
corn grain,08,irrigation,irrigation electricity,20.38278166,tailwater pits,0.001879075,time,11.08336735,hours,acre
corn grain,09,irrigation,,,tailwater pits,,time,,hours,acre
corn grain,10,irrigation,irrigation gasoline,35.71595261,tailwater pits,0,time,4.109092055,hours,acre
corn grain,10,irrigation,irrigation diesel,49.83621295,tailwater pits,0.005239036,time,4.109092055,hours,acre
corn grain,10,irrigation,irrigation lpg,35.71595261,tailwater pits,0,time,4.109092055,hours,acre
corn grain,10,irrigation,irrigation natgas,35.71595261,tailwater pits,0,time,4.109092055,hours,acre
corn grain,10,irrigation,irrigation electricity,32.96857164,tailwater pits,0,time,4.109092055,hours,acre
corn grain,12,irrigation,irrigation gasoline,59.41803217,tailwater pits,0,time,4.145687023,hours,acre
corn grain,12,irrigation,irrigation diesel,82.9088821,tailwater pits,0.028828487,time,4.145687023,hours,acre
corn grain,12,irrigation,irrigation lpg,59.41803217,tailwater pits,2.12047E-06,time,4.145687023,hours,acre
corn grain,12,irrigation,irrigation natgas,59.41803217,tailwater pits,0,time,4.145687023,hours,acre
corn grain,12,irrigation,irrigation electricity,54.84741431,tailwater pits,0.006008088,time,4.145687023,hours,acre
corn grain,13,irrigation,irrigation gasoline,99.01999551,tailwater pits,1.97763E-06,time,4.681767241,hours,acre
corn grain,13,irrigation,irrigation diesel,138.1674356,tailwater pits,0.004627416,time,4.681767241,hours,acre
corn grain,13,irrigation,irrigation lpg,99.01999551,tailwater pits,9.05569E-05,time,4.681767241,hours,acre
corn grain,13,irrigation,irrigation natgas,99.01999551,tailwater pits,0,time,4.681767241,hours,acre
corn grain,13,irrigation,irrigation electricity,91.40307278,tailwater pits,0.006130825,time,4.681767241,hours,acre
corn grain,15,irrigation,irrigation gasoline,61.18391021,tailwater pits,0,time,44.22066158,hours,acre
corn grain,16,irrigation,irrigation gasoline,71.424,tailwater pits,4.11301E-06,time,14.39998106,hours,acre
corn grain,16,irrigation,irrigation diesel,99.66139535,tailwater pits,0.000248063,time,14.39998106,hours,acre
corn grain,16,irrigation,irrigation lpg,71.424,tailwater pits,6.36032E-07,time,14.39998106,hours,acre
corn grain,16,irrigation,irrigation natgas,71.424,tailwater pits,7.73839E-06,time,14.39998106,hours,acre
corn grain,16,irrigation,irrigation electricity,65.92984615,tailwater pits,0.007958026,time,14.39998106,hours,acre
corn grain,17,irrigation,irrigation gasoline,42.8421459,tailwater pits,1.0663E-05,time,7.25495229,hours,acre
corn grain,17,irrigation,irrigation diesel,59.77973847,tailwater pits,0.000608292,time,7.25495229,hours,acre
corn grain,17,irrigation,irrigation lpg,42.8421459,tailwater pits,7.61497E-05,time,7.25495229,hours,acre
corn grain,17,irrigation,irrigation natgas,42.8421459,tailwater pits,0,time,7.25495229,hours,acre
corn grain,17,irrigation,irrigation electricity,39.54659622,tailwater pits,0.000330954,time,7.25495229,hours,acre
corn grain,18,irrigation,irrigation gasoline,45.64109839,tailwater pits,0,time,4.101850453,hours,acre
corn grain,18,irrigation,irrigation diesel,63.68525357,tailwater pits,0,time,4.101850453,hours,acre
corn grain,18,irrigation,irrigation lpg,45.64109839,tailwater pits,0,time,4.101850453,hours,acre
corn grain,18,irrigation,irrigation natgas,45.64109839,tailwater pits,0,time,4.101850453,hours,acre
corn grain,18,irrigation,irrigation electricity,42.13024467,tailwater pits,0,time,4.101850453,hours,acre
corn grain,19,irrigation,irrigation gasoline,28.33729293,tailwater pits,0,time,12.02402214,hours,acre
corn grain,19,irrigation,irrigation diesel,39.54040874,tailwater pits,0,time,12.02402214,hours,acre
corn grain,19,irrigation,irrigation lpg,28.33729293,tailwater pits,0,time,12.02402214,hours,acre
corn grain,19,irrigation,irrigation natgas,28.33729293,tailwater pits,0,time,12.02402214,hours,acre
corn grain,19,irrigation,irrigation electricity,26.15750117,tailwater pits,0,time,12.02402214,hours,acre
corn grain,20,irrigation,irrigation gasoline,30.57398279,tailwater pits,0,time,10.81179939,hours,acre
corn grain,20,irrigation,irrigation diesel,42.66137134,tailwater pits,0.002368809,time,10.81179939,hours,acre
corn grain,20,irrigation,irrigation lpg,30.57398279,tailwater pits,0.000206077,time,10.81179939,hours,acre
corn grain,20,irrigation,irrigation natgas,30.57398279,tailwater pits,0,time,10.81179939,hours,acre
corn grain,20,irrigation,irrigation electricity,28.22213796,tailwater pits,0.001287514,time,10.81179939,hours,acre
