feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator
forest residues,no tillage,01005,01067,south,harvested,5292.1,dry short ton,
forest residues,no tillage,01007,01073,south,harvested,5018,dry short ton,
forest residues,no tillage,01009,01073,south,harvested,4990.7,dry short ton,
forest residues,no tillage,01011,01067,south,harvested,4119.8,dry short ton,
forest residues,no tillage,01013,01099,south,harvested,8509.5,dry short ton,
forest residues,no tillage,01015,13115,south,harvested,3712.9,dry short ton,
forest residues,no tillage,01017,13063,south,harvested,5565.6,dry short ton,
forest residues,no tillage,01019,01071,south,harvested,3202.4,dry short ton,
forest residues,no tillage,01021,01073,south,harvested,8447.4,dry short ton,
forest residues,no tillage,01023,01099,south,harvested,6297.4,dry short ton,
forest residues,no tillage,01025,01099,south,harvested,8241.8,dry short ton,
forest residues,no tillage,01027,01073,south,harvested,9516.4,dry short ton,
forest residues,no tillage,01029,13115,south,harvested,4030.2,dry short ton,
forest residues,no tillage,01031,01067,south,harvested,4122,dry short ton,
forest residues,no tillage,01033,47039,south,harvested,4010.9,dry short ton,
forest residues,no tillage,01035,01099,south,harvested,4389.4,dry short ton,
forest residues,no tillage,01037,01073,south,harvested,7708.5,dry short ton,
forest residues,no tillage,01039,01099,south,harvested,8770.9,dry short ton,
forest residues,no tillage,01041,01067,south,harvested,4376.4,dry short ton,
forest residues,no tillage,01043,01083,south,harvested,5044,dry short ton,
forest residues,no tillage,01045,01067,south,harvested,4407.1,dry short ton,
forest residues,no tillage,01047,01099,south,harvested,4670.8,dry short ton,
forest residues,no tillage,01049,13115,south,harvested,3349.9,dry short ton,
forest residues,no tillage,01051,01073,south,harvested,5804.6,dry short ton,
forest residues,no tillage,01053,01099,south,harvested,6979.1,dry short ton,
forest residues,no tillage,01055,13115,south,harvested,2385.9,dry short ton,
forest residues,no tillage,01057,01065,south,harvested,6676.2,dry short ton,
forest residues,no tillage,01059,01083,south,harvested,6603.3,dry short ton,
forest residues,no tillage,01061,01067,south,harvested,3156.7,dry short ton,
forest residues,no tillage,01063,01065,south,harvested,5585,dry short ton,
forest residues,no tillage,01065,01065,south,harvested,4490.9,dry short ton,
forest residues,no tillage,01067,01067,south,harvested,4755.7,dry short ton,
forest residues,no tillage,01069,01067,south,harvested,5064.5,dry short ton,
forest residues,no tillage,01071,01071,south,harvested,4596,dry short ton,
forest residues,no tillage,01073,01073,south,harvested,11143.4,dry short ton,
forest residues,no tillage,01075,01065,south,harvested,5321.2,dry short ton,
forest residues,no tillage,01077,47039,south,harvested,1867.2,dry short ton,
forest residues,no tillage,01079,01073,south,harvested,2759,dry short ton,
forest residues,no tillage,01081,01067,south,harvested,8082.8,dry short ton,
forest residues,no tillage,01083,01083,south,harvested,539.8,dry short ton,
forest residues,no tillage,01085,01099,south,harvested,5336.2,dry short ton,
forest residues,no tillage,01087,01067,south,harvested,4877.9,dry short ton,
forest residues,no tillage,01089,01071,south,harvested,830.1,dry short ton,
forest residues,no tillage,01091,01099,south,harvested,6280.8,dry short ton,
forest residues,no tillage,01093,01083,south,harvested,8372.7,dry short ton,
forest residues,no tillage,01095,01071,south,harvested,818.4,dry short ton,
forest residues,no tillage,01097,01099,south,harvested,5352.9,dry short ton,
forest residues,no tillage,01099,01099,south,harvested,8233.5,dry short ton,
forest residues,no tillage,01101,01067,south,harvested,2874.4,dry short ton,
forest residues,no tillage,01103,01083,south,harvested,2008,dry short ton,
forest residues,no tillage,01105,01073,south,harvested,3798.5,dry short ton,
forest residues,no tillage,01107,01065,south,harvested,7480.5,dry short ton,
forest residues,no tillage,01109,01067,south,harvested,4606.2,dry short ton,
forest residues,no tillage,01111,13115,south,harvested,9617.8,dry short ton,
forest residues,no tillage,01113,01067,south,harvested,6344.2,dry short ton,
forest residues,no tillage,01115,01073,south,harvested,6516.8,dry short ton,
forest residues,no tillage,01117,01065,south,harvested,6410.1,dry short ton,
forest residues,no tillage,01119,01065,south,harvested,6397.7,dry short ton,
forest residues,no tillage,01121,01073,south,harvested,5063.7,dry short ton,
forest residues,no tillage,01123,13115,south,harvested,10337,dry short ton,
forest residues,no tillage,01125,01065,south,harvested,12047.3,dry short ton,
forest residues,no tillage,01127,01065,south,harvested,8407.8,dry short ton,
forest residues,no tillage,01129,01099,south,harvested,11805.4,dry short ton,
forest residues,no tillage,01131,01065,south,harvested,7140.5,dry short ton,
forest residues,no tillage,01133,01073,south,harvested,3629,dry short ton,
forest residues,no tillage,04001,06065,inland west,harvested,594.2,dry short ton,
forest residues,no tillage,04005,08031,inland west,harvested,64.2,dry short ton,
forest residues,no tillage,04007,04013,inland west,harvested,225.6,dry short ton,
forest residues,no tillage,04017,08031,inland west,harvested,257,dry short ton,
forest residues,no tillage,05001,05107,south,harvested,312.2,dry short ton,
forest residues,no tillage,05003,05003,south,harvested,6020.2,dry short ton,
forest residues,no tillage,05005,05063,south,harvested,4995.4,dry short ton,
forest residues,no tillage,05007,17119,south,harvested,3379.5,dry short ton,
forest residues,no tillage,05009,29007,south,harvested,2831.5,dry short ton,
forest residues,no tillage,05011,05003,south,harvested,4906.1,dry short ton,
forest residues,no tillage,05013,05003,south,harvested,6653,dry short ton,
forest residues,no tillage,05015,13115,south,harvested,3874.5,dry short ton,
forest residues,no tillage,05017,28151,south,harvested,1584.2,dry short ton,
forest residues,no tillage,05019,29007,south,harvested,5608.3,dry short ton,
forest residues,no tillage,05021,01067,south,harvested,390.1,dry short ton,
forest residues,no tillage,05023,05063,south,harvested,8164.3,dry short ton,
forest residues,no tillage,05025,05041,south,harvested,4920.4,dry short ton,
forest residues,no tillage,05027,48251,south,harvested,5910.4,dry short ton,
forest residues,no tillage,05029,01099,south,harvested,3819.3,dry short ton,
forest residues,no tillage,05031,05063,south,harvested,575.3,dry short ton,
forest residues,no tillage,05033,13115,south,harvested,2172.7,dry short ton,
forest residues,no tillage,05037,47157,south,harvested,269,dry short ton,
forest residues,no tillage,05039,05003,south,harvested,4777.5,dry short ton,
forest residues,no tillage,05041,05041,south,harvested,919.3,dry short ton,
forest residues,no tillage,05043,05041,south,harvested,5119.9,dry short ton,
forest residues,no tillage,13257,45045,south,harvested,924.4,dry short ton,
forest residues,no tillage,13259,01067,south,harvested,5567.6,dry short ton,
forest residues,no tillage,13261,13261,south,harvested,2225,dry short ton,
forest residues,no tillage,13263,13063,south,harvested,4183.3,dry short ton,
forest residues,no tillage,13265,45003,south,harvested,1241,dry short ton,
forest residues,no tillage,13267,45049,south,harvested,4022.7,dry short ton,
forest residues,no tillage,13269,13261,south,harvested,3082.8,dry short ton,
forest residues,no tillage,13271,13319,south,harvested,4158,dry short ton,
forest residues,no tillage,13273,13261,south,harvested,1007,dry short ton,
forest residues,no tillage,13275,22043,south,harvested,795.8,dry short ton,
forest residues,no tillage,13277,13261,south,harvested,717.2,dry short ton,
forest residues,no tillage,13279,22005,south,harvested,2451.5,dry short ton,
forest residues,no tillage,13281,13213,south,harvested,641.4,dry short ton,
forest residues,no tillage,13283,13319,south,harvested,2236,dry short ton,
forest residues,no tillage,13285,13063,south,harvested,3319.3,dry short ton,
forest residues,no tillage,13287,13261,south,harvested,1322.2,dry short ton,
forest residues,no tillage,13289,13319,south,harvested,3932.8,dry short ton,
forest residues,no tillage,13291,13213,south,harvested,2167.2,dry short ton,
forest residues,no tillage,13293,13319,south,harvested,2517.5,dry short ton,
forest residues,no tillage,13295,13213,south,harvested,2621.4,dry short ton,
forest residues,no tillage,13297,13063,south,harvested,2716.1,dry short ton,
forest residues,no tillage,13299,12023,south,harvested,4107.6,dry short ton,
forest residues,no tillage,13301,13319,south,harvested,2422.7,dry short ton,
forest residues,no tillage,13303,13319,south,harvested,5779.1,dry short ton,
forest residues,no tillage,13305,37019,south,harvested,6358.1,dry short ton,
forest residues,no tillage,13307,13261,south,harvested,659.7,dry short ton,
forest residues,no tillage,13309,13319,south,harvested,1909.2,dry short ton,
forest residues,no tillage,13311,45049,south,harvested,1767.3,dry short ton,
forest residues,no tillage,13313,13213,south,harvested,1721.7,dry short ton,
forest residues,no tillage,13315,13261,south,harvested,5156.1,dry short ton,
forest residues,no tillage,13317,13319,south,harvested,4606.5,dry short ton,
forest residues,no tillage,13319,13319,south,harvested,4229.7,dry short ton,
forest residues,no tillage,13321,13261,south,harvested,1667.5,dry short ton,
forest residues,no tillage,16005,06039,inland west,harvested,946.1,dry short ton,
forest residues,no tillage,16007,53043,inland west,harvested,607.8,dry short ton,
forest residues,no tillage,16009,53027,inland west,harvested,1887.9,dry short ton,
forest residues,no tillage,16011,53071,inland west,harvested,304.3,dry short ton,
forest residues,no tillage,16017,53043,inland west,harvested,1450.2,dry short ton,
forest residues,no tillage,16019,08031,inland west,harvested,2534.3,dry short ton,
forest residues,no tillage,16021,53071,inland west,harvested,992.6,dry short ton,
forest residues,no tillage,16029,08031,inland west,harvested,2115.1,dry short ton,
forest residues,no tillage,16035,16075,inland west,harvested,2339.7,dry short ton,
forest residues,no tillage,16041,31157,inland west,harvested,817.1,dry short ton,
forest residues,no tillage,16043,53043,inland west,harvested,7445.9,dry short ton,
forest residues,no tillage,16049,16075,inland west,harvested,1334.6,dry short ton,
forest residues,no tillage,16055,53027,inland west,harvested,2685.6,dry short ton,
forest residues,no tillage,16057,53027,inland west,harvested,2035.6,dry short ton,
forest residues,no tillage,16059,32003,inland west,harvested,12161.1,dry short ton,
forest residues,no tillage,16061,16075,inland west,harvested,418.6,dry short ton,
forest residues,no tillage,16069,53033,inland west,harvested,364.6,dry short ton,
forest residues,no tillage,16071,06071,inland west,harvested,1413.9,dry short ton,
forest residues,no tillage,16077,31157,inland west,harvested,187.9,dry short ton,
forest residues,no tillage,16079,53043,inland west,harvested,1894,dry short ton,
forest residues,no tillage,17003,17197,north central,harvested,417.6,dry short ton,
forest residues,no tillage,17005,17119,north central,harvested,413.9,dry short ton,
forest residues,no tillage,17007,17099,north central,harvested,75.4,dry short ton,
forest residues,no tillage,17025,55079,north central,harvested,7,dry short ton,
forest residues,no tillage,17027,17119,north central,harvested,101.7,dry short ton,
forest residues,no tillage,17045,17183,north central,harvested,3.1,dry short ton,
forest residues,no tillage,17047,13115,north central,harvested,133.1,dry short ton,
forest residues,no tillage,17051,17119,north central,harvested,510.2,dry short ton,
forest residues,no tillage,17055,26091,north central,harvested,99.2,dry short ton,
forest residues,no tillage,17059,21059,north central,harvested,268.1,dry short ton,
forest residues,no tillage,17063,17099,north central,harvested,61.3,dry short ton,
forest residues,no tillage,17065,29033,north central,harvested,595.1,dry short ton,
forest residues,no tillage,17067,19183,north central,harvested,210.1,dry short ton,
forest residues,no tillage,17069,19045,north central,harvested,327.6,dry short ton,
forest residues,no tillage,17077,47037,north central,harvested,427.3,dry short ton,
forest residues,no tillage,17079,47157,north central,harvested,29.4,dry short ton,
forest residues,no tillage,17081,18171,north central,harvested,562.2,dry short ton,
forest residues,no tillage,17083,17119,north central,harvested,213.3,dry short ton,
forest residues,no tillage,17087,01067,north central,harvested,22.4,dry short ton,
forest residues,no tillage,17093,17197,north central,harvested,169.1,dry short ton,
forest residues,no tillage,17099,17099,north central,harvested,257.5,dry short ton,
forest residues,no tillage,17111,55079,north central,harvested,31.4,dry short ton,
forest residues,no tillage,17119,17119,north central,harvested,384.8,dry short ton,
forest residues,no tillage,17121,17099,north central,harvested,41.2,dry short ton,
forest residues,no tillage,17127,22089,north central,harvested,431.5,dry short ton,
forest residues,no tillage,17143,19045,north central,harvested,637,dry short ton,
forest residues,no tillage,17149,17119,north central,harvested,5.5,dry short ton,
forest residues,no tillage,17151,18085,north central,harvested,600,dry short ton,
forest residues,no tillage,17157,17119,north central,harvested,187.1,dry short ton,
forest residues,no tillage,17159,19183,north central,harvested,16.1,dry short ton,
forest residues,no tillage,17165,45049,north central,harvested,506.3,dry short ton,
forest residues,no tillage,17173,17113,north central,harvested,6.1,dry short ton,
forest residues,no tillage,17175,19045,north central,harvested,250.7,dry short ton,
forest residues,no tillage,17179,17113,north central,harvested,100.6,dry short ton,
forest residues,no tillage,17191,18065,north central,harvested,1646.5,dry short ton,
forest residues,no tillage,17193,21059,north central,harvested,747.5,dry short ton,
forest residues,no tillage,17197,17197,north central,harvested,303,dry short ton,
forest residues,no tillage,17203,17113,north central,harvested,135.5,dry short ton,
forest residues,no tillage,18005,18065,north central,harvested,249.6,dry short ton,
forest residues,no tillage,18013,18065,north central,harvested,211.4,dry short ton,
forest residues,no tillage,18019,28001,north central,harvested,168.9,dry short ton,
forest residues,no tillage,18025,21059,north central,harvested,319.1,dry short ton,
forest residues,no tillage,18035,18065,north central,harvested,21.2,dry short ton,
forest residues,no tillage,18043,29027,north central,harvested,296.6,dry short ton,
forest residues,no tillage,18047,39061,north central,harvested,177.3,dry short ton,
forest residues,no tillage,49017,16075,inland west,harvested,5809.8,dry short ton,
forest residues,no tillage,49021,06095,inland west,harvested,1093.5,dry short ton,
forest residues,no tillage,49025,35009,inland west,harvested,4197.2,dry short ton,
forest residues,no tillage,49037,48279,inland west,harvested,174.6,dry short ton,
forest residues,no tillage,49039,06029,inland west,harvested,223.4,dry short ton,
forest residues,no tillage,49041,06029,inland west,harvested,183.3,dry short ton,
forest residues,no tillage,49043,04013,inland west,harvested,179.6,dry short ton,
forest residues,no tillage,49047,06071,inland west,harvested,131.9,dry short ton,
forest residues,no tillage,49049,32003,inland west,harvested,573.4,dry short ton,
forest residues,no tillage,49055,06019,inland west,harvested,232.3,dry short ton,
forest residues,no tillage,50001,42049,northeast,harvested,267.9,dry short ton,
forest residues,no tillage,50003,25003,northeast,harvested,552.3,dry short ton,
forest residues,no tillage,50005,25003,northeast,harvested,1426.3,dry short ton,
forest residues,no tillage,50007,36047,northeast,harvested,876.6,dry short ton,
forest residues,no tillage,50009,25003,northeast,harvested,832.8,dry short ton,
forest residues,no tillage,50011,42049,northeast,harvested,801.9,dry short ton,
forest residues,no tillage,50013,25009,northeast,harvested,15.8,dry short ton,
forest residues,no tillage,50015,36047,northeast,harvested,862.1,dry short ton,
forest residues,no tillage,50017,25003,northeast,harvested,2035.2,dry short ton,
forest residues,no tillage,50019,36117,northeast,harvested,1225,dry short ton,
forest residues,no tillage,50021,25003,northeast,harvested,2167.6,dry short ton,
forest residues,no tillage,50023,25003,northeast,harvested,931.4,dry short ton,
forest residues,no tillage,50025,25003,northeast,harvested,1481.9,dry short ton,
forest residues,no tillage,50027,25003,northeast,harvested,1089,dry short ton,
forest residues,no tillage,51001,36117,south,harvested,1787.8,dry short ton,
forest residues,no tillage,51003,01071,south,harvested,2040.1,dry short ton,
forest residues,no tillage,51005,42003,south,harvested,2781.9,dry short ton,
forest residues,no tillage,51007,18085,south,harvested,1424.5,dry short ton,
forest residues,no tillage,51009,34017,south,harvested,2289.2,dry short ton,
forest residues,no tillage,51011,21191,south,harvested,1516.4,dry short ton,
forest residues,no tillage,51015,42049,south,harvested,6133,dry short ton,
forest residues,no tillage,51017,17075,south,harvested,2695.1,dry short ton,
forest residues,no tillage,51019,13115,south,harvested,3530.7,dry short ton,
forest residues,no tillage,51021,17197,south,harvested,2254.9,dry short ton,
forest residues,no tillage,51023,01067,south,harvested,3462.7,dry short ton,
forest residues,no tillage,51025,45049,south,harvested,1876.3,dry short ton,
forest residues,no tillage,51027,13115,south,harvested,996.5,dry short ton,
forest residues,no tillage,51029,36047,south,harvested,4626.1,dry short ton,
forest residues,no tillage,51031,36085,south,harvested,3529.1,dry short ton,
forest residues,no tillage,51033,01071,south,harvested,4256.8,dry short ton,
forest residues,no tillage,51035,21059,south,harvested,4118.3,dry short ton,
forest residues,no tillage,51036,25009,south,harvested,586.4,dry short ton,
forest residues,no tillage,51037,37019,south,harvested,1433.3,dry short ton,
forest residues,no tillage,51041,36047,south,harvested,1551.2,dry short ton,
forest residues,no tillage,51043,01071,south,harvested,612.7,dry short ton,
forest residues,no tillage,51045,42049,south,harvested,2445.5,dry short ton,
forest residues,no tillage,51047,18085,south,harvested,1565.3,dry short ton,
forest residues,no tillage,51049,01083,south,harvested,2061.8,dry short ton,
forest residues,no tillage,51051,47157,south,harvested,463.5,dry short ton,
forest residues,no tillage,51053,47037,south,harvested,3098.2,dry short ton,
forest residues,no tillage,51057,42049,south,harvested,733.9,dry short ton,
forest residues,no tillage,51061,25009,south,harvested,2241.7,dry short ton,
forest residues,no tillage,51063,26159,south,harvested,1842.7,dry short ton,
forest residues,no tillage,51065,36117,south,harvested,2220.9,dry short ton,
forest residues,no tillage,51067,45003,south,harvested,2688.1,dry short ton,
forest residues,no tillage,51069,45049,south,harvested,1130.2,dry short ton,
forest residues,no tillage,51071,17183,south,harvested,531.6,dry short ton,
forest residues,no tillage,51073,25017,south,harvested,1731.1,dry short ton,
forest residues,no tillage,51075,39139,south,harvested,2056.8,dry short ton,
forest residues,no tillage,51077,17183,south,harvested,1751,dry short ton,
forest residues,no tillage,51079,26159,south,harvested,291.6,dry short ton,
forest residues,no tillage,51081,21191,south,harvested,1876.8,dry short ton,
forest residues,no tillage,51083,13319,south,harvested,6337.2,dry short ton,
forest residues,no tillage,51085,36047,south,harvested,3913.6,dry short ton,
forest residues,no tillage,51087,13319,south,harvested,528.1,dry short ton,
forest residues,no tillage,51089,42049,south,harvested,2873.5,dry short ton,
forest residues,no tillage,51091,36085,south,harvested,2596.3,dry short ton,
forest residues,no tillage,51093,36047,south,harvested,1060,dry short ton,
forest residues,no tillage,51095,21191,south,harvested,370.2,dry short ton,
forest residues,no tillage,51097,13213,south,harvested,3268.7,dry short ton,
forest residues,no tillage,51099,42041,south,harvested,297.1,dry short ton,
forest residues,no tillage,51101,42007,south,harvested,1371.5,dry short ton,
forest residues,no tillage,51103,21191,south,harvested,878.6,dry short ton,
forest residues,no tillage,51105,17119,south,harvested,895.1,dry short ton,
forest residues,no tillage,51107,36085,south,harvested,970,dry short ton,
forest residues,no tillage,51109,37019,south,harvested,2000.7,dry short ton,
forest residues,no tillage,51111,01067,south,harvested,965.6,dry short ton,
forest residues,no tillage,51113,01071,south,harvested,656,dry short ton,
forest residues,no tillage,51115,13213,south,harvested,334.3,dry short ton,
forest residues,no tillage,51117,01067,south,harvested,3436.8,dry short ton,
forest residues,no tillage,51119,13319,south,harvested,1031,dry short ton,
forest residues,no tillage,51121,13063,south,harvested,2100.8,dry short ton,
forest residues,no tillage,51125,42007,south,harvested,2437.4,dry short ton,
forest residues,no tillage,51127,01071,south,harvested,1321.4,dry short ton,
forest residues,no tillage,51131,13319,south,harvested,272.3,dry short ton,
forest residues,no tillage,51133,34017,south,harvested,446.7,dry short ton,
forest residues,no tillage,51135,01067,south,harvested,1431.5,dry short ton,
forest residues,no tillage,51137,36117,south,harvested,2089.7,dry short ton,
forest residues,no tillage,51139,21059,south,harvested,1029.8,dry short ton,
forest residues,no tillage,51141,45049,south,harvested,1892,dry short ton,
forest residues,no tillage,51143,21191,south,harvested,3903.5,dry short ton,
forest residues,no tillage,51145,36047,south,harvested,986.1,dry short ton,
forest residues,no tillage,51147,42041,south,harvested,1464.6,dry short ton,
forest residues,no tillage,51149,39139,south,harvested,1171.1,dry short ton,
forest residues,no tillage,51153,45003,south,harvested,870.2,dry short ton,
forest residues,no tillage,51155,17099,south,harvested,1211.6,dry short ton,
forest residues,no tillage,51157,18065,south,harvested,347.7,dry short ton,
forest residues,no tillage,51159,42007,south,harvested,418.9,dry short ton,
forest residues,no tillage,51161,42041,south,harvested,1993.5,dry short ton,
forest residues,no tillage,51163,01083,south,harvested,5922.6,dry short ton,
forest residues,no tillage,51165,39151,south,harvested,1932.2,dry short ton,
forest residues,no tillage,51167,13261,south,harvested,428.6,dry short ton,
