feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator
forest residues,no tillage,37177,13115,south,harvested,156,dry short ton,
forest residues,no tillage,37179,47039,south,harvested,2301.8,dry short ton,
forest residues,no tillage,37181,42003,south,harvested,962.9,dry short ton,
forest residues,no tillage,37183,36117,south,harvested,1781.3,dry short ton,
forest residues,no tillage,37185,21191,south,harvested,5002.4,dry short ton,
forest residues,no tillage,37187,13261,south,harvested,991.9,dry short ton,
forest residues,no tillage,37189,17183,south,harvested,69.3,dry short ton,
forest residues,no tillage,37191,42003,south,harvested,1866,dry short ton,
forest residues,no tillage,37193,26091,south,harvested,3128.9,dry short ton,
forest residues,no tillage,37195,34017,south,harvested,846.5,dry short ton,
forest residues,no tillage,37197,21191,south,harvested,1609,dry short ton,
forest residues,no tillage,37199,45045,south,harvested,213.5,dry short ton,
forest residues,no tillage,38005,38049,north central,harvested,15.3,dry short ton,
forest residues,no tillage,38009,38049,north central,harvested,16.7,dry short ton,
forest residues,no tillage,38013,38049,north central,harvested,161.4,dry short ton,
forest residues,no tillage,38017,08063,north central,harvested,78.1,dry short ton,
forest residues,no tillage,38025,19193,north central,harvested,678.3,dry short ton,
forest residues,no tillage,38053,19193,north central,harvested,867.5,dry short ton,
forest residues,no tillage,38059,31157,north central,harvested,218.4,dry short ton,
forest residues,no tillage,38061,31157,north central,harvested,102.4,dry short ton,
forest residues,no tillage,38079,19033,north central,harvested,120.4,dry short ton,
forest residues,no tillage,38097,29021,north central,harvested,79,dry short ton,
forest residues,no tillage,38101,38049,north central,harvested,269.1,dry short ton,
forest residues,no tillage,38103,38049,north central,harvested,134,dry short ton,
forest residues,no tillage,39001,39061,north central,harvested,386.9,dry short ton,
forest residues,no tillage,39005,39139,north central,harvested,41.5,dry short ton,
forest residues,no tillage,39009,17099,north central,harvested,72.8,dry short ton,
forest residues,no tillage,39013,42007,north central,harvested,2612.7,dry short ton,
forest residues,no tillage,39015,21191,north central,harvested,543.6,dry short ton,
forest residues,no tillage,39019,39151,north central,harvested,998.1,dry short ton,
forest residues,no tillage,39023,39061,north central,harvested,70.6,dry short ton,
forest residues,no tillage,39031,39139,north central,harvested,1208.3,dry short ton,
forest residues,no tillage,39037,39061,north central,harvested,77.2,dry short ton,
forest residues,no tillage,39039,26091,north central,harvested,431.2,dry short ton,
forest residues,no tillage,39041,39139,north central,harvested,220.7,dry short ton,
forest residues,no tillage,39045,39139,north central,harvested,918.6,dry short ton,
forest residues,no tillage,39047,13213,north central,harvested,103.3,dry short ton,
forest residues,no tillage,39049,39139,north central,harvested,154,dry short ton,
forest residues,no tillage,39051,26091,north central,harvested,417.3,dry short ton,
forest residues,no tillage,39053,21059,north central,harvested,1760.8,dry short ton,
forest residues,no tillage,39067,39151,north central,harvested,2220.7,dry short ton,
forest residues,no tillage,39071,21191,north central,harvested,1481.2,dry short ton,
forest residues,no tillage,39075,39151,north central,harvested,477,dry short ton,
forest residues,no tillage,39079,01083,north central,harvested,941,dry short ton,
forest residues,no tillage,39081,42003,north central,harvested,1093,dry short ton,
forest residues,no tillage,39083,39151,north central,harvested,1653.5,dry short ton,
forest residues,no tillage,39087,55025,north central,harvested,1328.6,dry short ton,
forest residues,no tillage,39089,39139,north central,harvested,1183.5,dry short ton,
forest residues,no tillage,39091,17075,north central,harvested,62,dry short ton,
forest residues,no tillage,39101,39139,north central,harvested,101.4,dry short ton,
forest residues,no tillage,39107,18065,north central,harvested,25.1,dry short ton,
forest residues,no tillage,39109,39061,north central,harvested,106.5,dry short ton,
forest residues,no tillage,39111,45045,north central,harvested,367.1,dry short ton,
forest residues,no tillage,39117,39139,north central,harvested,1457.9,dry short ton,
forest residues,no tillage,39121,39151,north central,harvested,325.7,dry short ton,
forest residues,no tillage,39129,01067,north central,harvested,102.7,dry short ton,
forest residues,no tillage,39131,18171,north central,harvested,881.3,dry short ton,
forest residues,no tillage,39137,26091,north central,harvested,247,dry short ton,
forest residues,no tillage,39141,19045,north central,harvested,2509.5,dry short ton,
forest residues,no tillage,39145,45045,north central,harvested,1632.1,dry short ton,
forest residues,no tillage,39149,01071,north central,harvested,97.8,dry short ton,
forest residues,no tillage,39153,39139,north central,harvested,424.4,dry short ton,
forest residues,no tillage,39157,39139,north central,harvested,1366.9,dry short ton,
forest residues,no tillage,39159,39139,north central,harvested,238.8,dry short ton,
forest residues,no tillage,39171,26091,north central,harvested,126.5,dry short ton,
forest residues,no tillage,40005,40013,north central,harvested,3603.4,dry short ton,
forest residues,no tillage,40009,35009,north central,harvested,1150,dry short ton,
forest residues,no tillage,40013,40013,north central,harvested,1666.1,dry short ton,
forest residues,no tillage,40015,29095,north central,harvested,903.2,dry short ton,
forest residues,no tillage,40021,40143,north central,harvested,410.3,dry short ton,
forest residues,no tillage,40023,40013,north central,harvested,162.3,dry short ton,
forest residues,no tillage,40027,40143,north central,harvested,669.9,dry short ton,
forest residues,no tillage,40029,40013,north central,harvested,1094.6,dry short ton,
forest residues,no tillage,40037,40143,north central,harvested,1106.1,dry short ton,
forest residues,no tillage,40049,40013,north central,harvested,1277.2,dry short ton,
forest residues,no tillage,40051,19183,north central,harvested,464.6,dry short ton,
forest residues,no tillage,40061,29021,north central,harvested,474.7,dry short ton,
forest residues,no tillage,40063,40143,north central,harvested,88.3,dry short ton,
forest residues,no tillage,40067,29217,north central,harvested,147,dry short ton,
forest residues,no tillage,40069,40013,north central,harvested,821.9,dry short ton,
forest residues,no tillage,40077,19099,north central,harvested,522.1,dry short ton,
forest residues,no tillage,40079,48037,north central,harvested,2504.2,dry short ton,
forest residues,no tillage,40081,40143,north central,harvested,431.4,dry short ton,
forest residues,no tillage,40083,19083,north central,harvested,1058.5,dry short ton,
forest residues,no tillage,40087,48037,north central,harvested,420.7,dry short ton,
forest residues,no tillage,40089,48037,north central,harvested,8039.9,dry short ton,
forest residues,no tillage,40091,40143,north central,harvested,444.1,dry short ton,
forest residues,no tillage,40095,40013,north central,harvested,885.7,dry short ton,
forest residues,no tillage,40101,40143,north central,harvested,509.4,dry short ton,
forest residues,no tillage,40107,40143,north central,harvested,1489.7,dry short ton,
forest residues,no tillage,40109,19027,north central,harvested,1066.9,dry short ton,
forest residues,no tillage,40119,40143,north central,harvested,121.6,dry short ton,
forest residues,no tillage,40121,40143,north central,harvested,1256.9,dry short ton,
forest residues,no tillage,40123,40013,north central,harvested,420.4,dry short ton,
forest residues,no tillage,40125,29021,north central,harvested,895.8,dry short ton,
forest residues,no tillage,40127,40013,north central,harvested,5329.3,dry short ton,
forest residues,no tillage,40133,40013,north central,harvested,405.3,dry short ton,
forest residues,no tillage,40135,18171,north central,harvested,505.5,dry short ton,
forest residues,no tillage,40137,47157,north central,harvested,419.6,dry short ton,
forest residues,no tillage,40143,40143,north central,harvested,1041.9,dry short ton,
forest residues,no tillage,42001,42041,northeast,harvested,778.5,dry short ton,
forest residues,no tillage,42005,42007,northeast,harvested,1032.4,dry short ton,
forest residues,no tillage,42007,42007,northeast,harvested,881.9,dry short ton,
forest residues,no tillage,42009,18065,northeast,harvested,4951.5,dry short ton,
forest residues,no tillage,42013,36047,northeast,harvested,252,dry short ton,
forest residues,no tillage,42015,37019,northeast,harvested,689,dry short ton,
forest residues,no tillage,42019,42003,northeast,harvested,1305.5,dry short ton,
forest residues,no tillage,42025,42049,northeast,harvested,3140.2,dry short ton,
forest residues,no tillage,42027,42041,northeast,harvested,389.1,dry short ton,
forest residues,no tillage,42031,42003,northeast,harvested,672.5,dry short ton,
forest residues,no tillage,42033,36085,northeast,harvested,997.6,dry short ton,
forest residues,no tillage,42039,42049,northeast,harvested,653.7,dry short ton,
forest residues,no tillage,42041,42041,northeast,harvested,405.8,dry short ton,
forest residues,no tillage,42043,42041,northeast,harvested,270.5,dry short ton,
forest residues,no tillage,42047,36085,northeast,harvested,110.5,dry short ton,
forest residues,no tillage,42049,42049,northeast,harvested,1744.8,dry short ton,
forest residues,no tillage,42051,42007,northeast,harvested,897.9,dry short ton,
forest residues,no tillage,42053,42049,northeast,harvested,707.4,dry short ton,
forest residues,no tillage,42055,42041,northeast,harvested,1644.3,dry short ton,
forest residues,no tillage,42057,13063,northeast,harvested,1258.7,dry short ton,
forest residues,no tillage,42059,42003,northeast,harvested,97.2,dry short ton,
forest residues,no tillage,42061,42041,northeast,harvested,471.5,dry short ton,
forest residues,no tillage,42063,42003,northeast,harvested,2431.3,dry short ton,
forest residues,no tillage,42065,01071,northeast,harvested,546,dry short ton,
forest residues,no tillage,42069,25009,northeast,harvested,1200.4,dry short ton,
forest residues,no tillage,42073,39151,northeast,harvested,521.8,dry short ton,
forest residues,no tillage,42075,42041,northeast,harvested,346.2,dry short ton,
forest residues,no tillage,42077,42041,northeast,harvested,361.8,dry short ton,
forest residues,no tillage,42079,42007,northeast,harvested,4563.7,dry short ton,
forest residues,no tillage,42081,42041,northeast,harvested,913.8,dry short ton,
forest residues,no tillage,42085,42003,northeast,harvested,1266.8,dry short ton,
forest residues,no tillage,42089,34017,northeast,harvested,2470.3,dry short ton,
forest residues,no tillage,42093,42041,northeast,harvested,29.6,dry short ton,
forest residues,no tillage,42095,36085,northeast,harvested,544.2,dry short ton,
forest residues,no tillage,42099,42041,northeast,harvested,126.1,dry short ton,
forest residues,no tillage,42103,34017,northeast,harvested,1283.8,dry short ton,
forest residues,no tillage,42105,18065,northeast,harvested,247.9,dry short ton,
forest residues,no tillage,42107,42041,northeast,harvested,1716.8,dry short ton,
forest residues,no tillage,42111,17197,northeast,harvested,80.5,dry short ton,
forest residues,no tillage,42115,34017,northeast,harvested,3176.4,dry short ton,
forest residues,no tillage,42117,18065,northeast,harvested,520.1,dry short ton,
forest residues,no tillage,42121,42003,northeast,harvested,1345.3,dry short ton,
forest residues,no tillage,42123,42049,northeast,harvested,2715.1,dry short ton,
forest residues,no tillage,42127,39139,northeast,harvested,3965.2,dry short ton,
forest residues,no tillage,42131,42007,northeast,harvested,1264.8,dry short ton,
forest residues,no tillage,42133,42041,northeast,harvested,1143.6,dry short ton,
forest residues,no tillage,44003,25017,northeast,harvested,374.1,dry short ton,
forest residues,no tillage,44005,25017,northeast,harvested,310.5,dry short ton,
forest residues,no tillage,44007,25009,northeast,harvested,710.8,dry short ton,
forest residues,no tillage,44009,25003,northeast,harvested,965.7,dry short ton,
forest residues,no tillage,45001,45045,south,harvested,4698,dry short ton,
forest residues,no tillage,45003,45003,south,harvested,12546.8,dry short ton,
forest residues,no tillage,45005,45049,south,harvested,1568.3,dry short ton,
forest residues,no tillage,45007,45045,south,harvested,4622.8,dry short ton,
forest residues,no tillage,45009,45049,south,harvested,4483.3,dry short ton,
forest residues,no tillage,45011,45003,south,harvested,4559.5,dry short ton,
forest residues,no tillage,45013,45049,south,harvested,1896.5,dry short ton,
forest residues,no tillage,45015,13115,south,harvested,12964,dry short ton,
forest residues,no tillage,45017,45003,south,harvested,1821.6,dry short ton,
forest residues,no tillage,45019,45049,south,harvested,5462.4,dry short ton,
forest residues,no tillage,45021,45045,south,harvested,2526.3,dry short ton,
forest residues,no tillage,45023,45045,south,harvested,6311,dry short ton,
forest residues,no tillage,45025,26099,south,harvested,4432.7,dry short ton,
forest residues,no tillage,45027,01083,south,harvested,3584.8,dry short ton,
forest residues,no tillage,45029,45003,south,harvested,11622,dry short ton,
forest residues,no tillage,45031,36047,south,harvested,2744.7,dry short ton,
forest residues,no tillage,45033,13115,south,harvested,1319.7,dry short ton,
forest residues,no tillage,45035,45049,south,harvested,2557.3,dry short ton,
forest residues,no tillage,45037,45003,south,harvested,5263.8,dry short ton,
forest residues,no tillage,45039,45003,south,harvested,11436.5,dry short ton,
forest residues,no tillage,45041,01071,south,harvested,7017.6,dry short ton,
forest residues,no tillage,45043,47039,south,harvested,5550.2,dry short ton,
forest residues,no tillage,45045,45045,south,harvested,3176.1,dry short ton,
forest residues,no tillage,45047,45003,south,harvested,2634.9,dry short ton,
forest residues,no tillage,45049,45049,south,harvested,3948.9,dry short ton,
forest residues,no tillage,45051,37019,south,harvested,8849.1,dry short ton,
forest residues,no tillage,45053,45049,south,harvested,3564.3,dry short ton,
forest residues,no tillage,45055,34017,south,harvested,7173.4,dry short ton,
forest residues,no tillage,45057,34017,south,harvested,7129.7,dry short ton,
forest residues,no tillage,45059,45003,south,harvested,6259.4,dry short ton,
forest residues,no tillage,45061,21059,south,harvested,1818.6,dry short ton,
forest residues,no tillage,45063,45003,south,harvested,7780.9,dry short ton,
forest residues,no tillage,45065,45045,south,harvested,1490.4,dry short ton,
forest residues,no tillage,45067,42007,south,harvested,2997.3,dry short ton,
forest residues,no tillage,45069,01071,south,harvested,3206.9,dry short ton,
forest residues,no tillage,45071,45045,south,harvested,5598.9,dry short ton,
forest residues,no tillage,45073,45045,south,harvested,4090.8,dry short ton,
forest residues,no tillage,45075,45003,south,harvested,7528.8,dry short ton,
forest residues,no tillage,45077,45045,south,harvested,3396.5,dry short ton,
forest residues,no tillage,45079,45003,south,harvested,3337.8,dry short ton,
forest residues,no tillage,45081,45003,south,harvested,626.6,dry short ton,
forest residues,no tillage,45083,45045,south,harvested,2625,dry short ton,
forest residues,no tillage,45085,13115,south,harvested,3705.1,dry short ton,
forest residues,no tillage,45087,45045,south,harvested,2904.6,dry short ton,
forest residues,no tillage,45089,21191,south,harvested,7395.9,dry short ton,
forest residues,no tillage,45091,45045,south,harvested,5441.2,dry short ton,
forest residues,no tillage,46033,40139,north central,harvested,8093.1,dry short ton,
forest residues,no tillage,46035,19061,north central,harvested,223.3,dry short ton,
forest residues,no tillage,46047,40139,north central,harvested,494.4,dry short ton,
forest residues,no tillage,46071,19193,north central,harvested,361.7,dry short ton,
forest residues,no tillage,46073,19083,north central,harvested,41.9,dry short ton,
forest residues,no tillage,46081,08063,north central,harvested,12729.1,dry short ton,
forest residues,no tillage,46093,19193,north central,harvested,1565.2,dry short ton,
forest residues,no tillage,46097,19061,north central,harvested,74.4,dry short ton,
forest residues,no tillage,46099,19193,north central,harvested,284.8,dry short ton,
forest residues,no tillage,46101,19099,north central,harvested,81.4,dry short ton,
forest residues,no tillage,46103,27063,north central,harvested,19210.7,dry short ton,
forest residues,no tillage,46111,19183,north central,harvested,656.2,dry short ton,
forest residues,no tillage,46127,19193,north central,harvested,143.1,dry short ton,
forest residues,no tillage,47001,28151,northeast,harvested,988.2,dry short ton,
forest residues,no tillage,47003,47037,northeast,harvested,2096.2,dry short ton,
forest residues,no tillage,47005,47039,northeast,harvested,1154.6,dry short ton,
forest residues,no tillage,47007,13213,northeast,harvested,1714.2,dry short ton,
forest residues,no tillage,47009,39151,northeast,harvested,525.3,dry short ton,
forest residues,no tillage,47011,13115,northeast,harvested,602.2,dry short ton,
forest residues,no tillage,47013,01071,northeast,harvested,252.2,dry short ton,
forest residues,no tillage,47015,01071,northeast,harvested,343.2,dry short ton,
forest residues,no tillage,47017,47039,northeast,harvested,1667.5,dry short ton,
forest residues,no tillage,47019,36085,northeast,harvested,179.1,dry short ton,
forest residues,no tillage,47021,47037,northeast,harvested,551.7,dry short ton,
forest residues,no tillage,47023,47039,northeast,harvested,820.4,dry short ton,
forest residues,no tillage,47025,12105,northeast,harvested,1080.7,dry short ton,
forest residues,no tillage,47027,47037,northeast,harvested,384.1,dry short ton,
forest residues,no tillage,47029,28151,northeast,harvested,196.4,dry short ton,
forest residues,no tillage,47031,47037,northeast,harvested,787.4,dry short ton,
forest residues,no tillage,47035,19183,northeast,harvested,2811.3,dry short ton,
forest residues,no tillage,47037,47037,northeast,harvested,486,dry short ton,
forest residues,no tillage,47039,47039,northeast,harvested,1533.6,dry short ton,
forest residues,no tillage,47041,01071,northeast,harvested,1124.5,dry short ton,
forest residues,no tillage,47043,47039,northeast,harvested,1708.8,dry short ton,
forest residues,no tillage,47045,47157,northeast,harvested,172.7,dry short ton,
forest residues,no tillage,47047,47157,northeast,harvested,3458.4,dry short ton,
forest residues,no tillage,47049,01071,northeast,harvested,2431.9,dry short ton,
forest residues,no tillage,47051,01083,northeast,harvested,1622.7,dry short ton,
forest residues,no tillage,47053,47039,northeast,harvested,689.9,dry short ton,
forest residues,no tillage,47055,01083,northeast,harvested,836.2,dry short ton,
forest residues,no tillage,47057,13213,northeast,harvested,2.3,dry short ton,
forest residues,no tillage,47059,39061,northeast,harvested,1312.1,dry short ton,
forest residues,no tillage,47061,01071,northeast,harvested,2442.9,dry short ton,
forest residues,no tillage,47063,39151,northeast,harvested,185.7,dry short ton,
forest residues,no tillage,47065,13213,northeast,harvested,1179.6,dry short ton,
forest residues,no tillage,47067,13115,northeast,harvested,171.8,dry short ton,
forest residues,no tillage,47069,47157,northeast,harvested,3440.2,dry short ton,
forest residues,no tillage,47071,47039,northeast,harvested,2628.3,dry short ton,
forest residues,no tillage,47073,01067,northeast,harvested,227.9,dry short ton,
forest residues,no tillage,47075,47157,northeast,harvested,2501,dry short ton,
forest residues,no tillage,47077,47039,northeast,harvested,2686.8,dry short ton,
forest residues,no tillage,47079,47039,northeast,harvested,2617.4,dry short ton,
forest residues,no tillage,47081,47039,northeast,harvested,3473.4,dry short ton,
forest residues,no tillage,47083,47039,northeast,harvested,490.4,dry short ton,
forest residues,no tillage,47085,47039,northeast,harvested,1731.8,dry short ton,
forest residues,no tillage,47087,47037,northeast,harvested,169.5,dry short ton,
forest residues,no tillage,47089,21059,northeast,harvested,277.2,dry short ton,
forest residues,no tillage,47091,17197,northeast,harvested,2.1,dry short ton,
forest residues,no tillage,47093,05003,northeast,harvested,937.9,dry short ton,
forest residues,no tillage,47095,05003,northeast,harvested,66.8,dry short ton,
forest residues,no tillage,47097,47157,northeast,harvested,216.6,dry short ton,
forest residues,no tillage,47099,47039,northeast,harvested,1217.4,dry short ton,
forest residues,no tillage,47101,47039,northeast,harvested,619,dry short ton,
forest residues,no tillage,47103,01083,northeast,harvested,1345.7,dry short ton,
forest residues,no tillage,47105,13213,northeast,harvested,452.5,dry short ton,
forest residues,no tillage,47107,13213,northeast,harvested,1744.9,dry short ton,
forest residues,no tillage,47109,47039,northeast,harvested,2862.4,dry short ton,
forest residues,no tillage,47113,47039,northeast,harvested,2926.8,dry short ton,
forest residues,no tillage,47115,01071,northeast,harvested,3676.4,dry short ton,
forest residues,no tillage,47117,47037,northeast,harvested,1957.9,dry short ton,
forest residues,no tillage,47119,47039,northeast,harvested,2728,dry short ton,
forest residues,no tillage,47121,13213,northeast,harvested,404.7,dry short ton,
forest residues,no tillage,47123,13213,northeast,harvested,783.1,dry short ton,
forest residues,no tillage,47125,47037,northeast,harvested,1732.4,dry short ton,
forest residues,no tillage,47129,39061,northeast,harvested,2679.1,dry short ton,
forest residues,no tillage,47131,47039,northeast,harvested,1545.2,dry short ton,
forest residues,no tillage,47133,13115,northeast,harvested,506.7,dry short ton,
forest residues,no tillage,47135,47039,northeast,harvested,1590.9,dry short ton,
forest residues,no tillage,47137,01071,northeast,harvested,446.8,dry short ton,
forest residues,no tillage,47139,13115,northeast,harvested,182.1,dry short ton,
forest residues,no tillage,47141,01067,northeast,harvested,1463.3,dry short ton,
forest residues,no tillage,47143,13213,northeast,harvested,630.4,dry short ton,
forest residues,no tillage,47145,13213,northeast,harvested,273.3,dry short ton,
forest residues,no tillage,47147,47037,northeast,harvested,38.3,dry short ton,
forest residues,no tillage,47149,01071,northeast,harvested,3444.6,dry short ton,
forest residues,no tillage,47151,42049,northeast,harvested,1782.9,dry short ton,
forest residues,no tillage,47153,01071,northeast,harvested,3252.8,dry short ton,
forest residues,no tillage,47155,01071,northeast,harvested,1382.3,dry short ton,
forest residues,no tillage,47157,47157,northeast,harvested,1279.8,dry short ton,
forest residues,no tillage,47159,47037,northeast,harvested,682.2,dry short ton,
forest residues,no tillage,47161,47037,northeast,harvested,1309.1,dry short ton,
forest residues,no tillage,47163,12023,northeast,harvested,383.9,dry short ton,
forest residues,no tillage,47165,47037,northeast,harvested,636.9,dry short ton,
forest residues,no tillage,47167,47157,northeast,harvested,450.8,dry short ton,
forest residues,no tillage,47169,47037,northeast,harvested,652.3,dry short ton,
forest residues,no tillage,47171,47039,northeast,harvested,261,dry short ton,
forest residues,no tillage,47173,17113,northeast,harvested,0.1,dry short ton,
forest residues,no tillage,47175,01071,northeast,harvested,998.4,dry short ton,
forest residues,no tillage,47177,47037,northeast,harvested,765.5,dry short ton,
forest residues,no tillage,47179,01071,northeast,harvested,2.2,dry short ton,
forest residues,no tillage,47181,01083,northeast,harvested,4655.2,dry short ton,
forest residues,no tillage,47183,47039,northeast,harvested,2341.4,dry short ton,
forest residues,no tillage,47185,01071,northeast,harvested,1325.5,dry short ton,
forest residues,no tillage,47187,01083,northeast,harvested,2022.2,dry short ton,
forest residues,no tillage,47189,47037,northeast,harvested,2224,dry short ton,
forest residues,no tillage,48001,29021,south,harvested,6462.5,dry short ton,
forest residues,no tillage,48005,47157,south,harvested,7332.5,dry short ton,
forest residues,no tillage,48037,48037,south,harvested,2945.8,dry short ton,
forest residues,no tillage,48063,48037,south,harvested,961.7,dry short ton,
forest residues,no tillage,48067,48037,south,harvested,6899.4,dry short ton,
forest residues,no tillage,48071,48201,south,harvested,500.7,dry short ton,
forest residues,no tillage,48073,05107,south,harvested,7224.9,dry short ton,
forest residues,no tillage,48159,48037,south,harvested,3081.2,dry short ton,
forest residues,no tillage,48183,48037,south,harvested,151.1,dry short ton,
forest residues,no tillage,48185,48201,south,harvested,2334.6,dry short ton,
forest residues,no tillage,48199,48291,south,harvested,8006.2,dry short ton,
forest residues,no tillage,48201,48201,south,harvested,3162.8,dry short ton,
forest residues,no tillage,48203,48037,south,harvested,5493.3,dry short ton,
forest residues,no tillage,48213,48439,south,harvested,2055,dry short ton,
forest residues,no tillage,48225,48339,south,harvested,4496.7,dry short ton,
forest residues,no tillage,48241,48291,south,harvested,10657.9,dry short ton,
forest residues,no tillage,48245,48245,south,harvested,282.5,dry short ton,
forest residues,no tillage,48289,40143,south,harvested,7467.8,dry short ton,
forest residues,no tillage,48291,48291,south,harvested,5701.9,dry short ton,
forest residues,no tillage,48313,48339,south,harvested,355.1,dry short ton,
forest residues,no tillage,48315,48037,south,harvested,2056,dry short ton,
forest residues,no tillage,48339,48339,south,harvested,11933.2,dry short ton,
forest residues,no tillage,48343,48037,south,harvested,1022.7,dry short ton,
forest residues,no tillage,48347,29027,south,harvested,5253.4,dry short ton,
forest residues,no tillage,48351,48245,south,harvested,14268.1,dry short ton,
forest residues,no tillage,48361,48245,south,harvested,2386.6,dry short ton,
forest residues,no tillage,48365,22089,south,harvested,4068.5,dry short ton,
forest residues,no tillage,48373,48201,south,harvested,13402.5,dry short ton,
forest residues,no tillage,48387,48037,south,harvested,2512.1,dry short ton,
forest residues,no tillage,48401,48279,south,harvested,2391.5,dry short ton,
forest residues,no tillage,48403,48201,south,harvested,5407.6,dry short ton,
forest residues,no tillage,48405,01099,south,harvested,3630.7,dry short ton,
forest residues,no tillage,48407,48201,south,harvested,4703.1,dry short ton,
forest residues,no tillage,48419,29095,south,harvested,5925.4,dry short ton,
forest residues,no tillage,48423,48245,south,harvested,5154.8,dry short ton,
forest residues,no tillage,48449,48037,south,harvested,1094.2,dry short ton,
forest residues,no tillage,48455,48339,south,harvested,7714.2,dry short ton,
forest residues,no tillage,48457,48291,south,harvested,10332,dry short ton,
forest residues,no tillage,48459,48037,south,harvested,4832.8,dry short ton,
forest residues,no tillage,48467,17119,south,harvested,1676.5,dry short ton,
forest residues,no tillage,48471,48201,south,harvested,5320.9,dry short ton,
forest residues,no tillage,48473,48201,south,harvested,1124.7,dry short ton,
forest residues,no tillage,48499,48037,south,harvested,5099.7,dry short ton,
forest residues,no tillage,49001,06029,inland west,harvested,519.2,dry short ton,
forest residues,no tillage,37109,01073,south,production,1363.4,dry short ton,
forest residues,no tillage,37111,45045,south,production,14608.2,dry short ton,
forest residues,no tillage,37113,45045,south,production,9012.9,dry short ton,
forest residues,no tillage,37115,45045,south,production,6072.2,dry short ton,
forest residues,no tillage,37117,13261,south,production,5892.3,dry short ton,
forest residues,no tillage,37119,01083,south,production,2539.6,dry short ton,
forest residues,no tillage,37121,17119,south,production,607.7,dry short ton,
forest residues,no tillage,37123,01067,south,production,13209,dry short ton,
forest residues,no tillage,37125,01067,south,production,13108.3,dry short ton,
forest residues,no tillage,37127,25003,south,production,7237.5,dry short ton,
forest residues,no tillage,37129,37019,south,production,763.4,dry short ton,
forest residues,no tillage,37131,01067,south,production,12871.1,dry short ton,
forest residues,no tillage,37133,37019,south,production,12553.4,dry short ton,
forest residues,no tillage,37135,45045,south,production,16250.6,dry short ton,
forest residues,no tillage,37137,12105,south,production,6978.7,dry short ton,
forest residues,no tillage,37139,36117,south,production,358.6,dry short ton,
forest residues,no tillage,37141,37019,south,production,21310.1,dry short ton,
forest residues,no tillage,37143,21191,south,production,1406,dry short ton,
forest residues,no tillage,37145,01071,south,production,8485.6,dry short ton,
forest residues,no tillage,37147,39061,south,production,5513.7,dry short ton,
forest residues,no tillage,37149,45045,south,production,6963.1,dry short ton,
forest residues,no tillage,37151,13115,south,production,13581.2,dry short ton,
forest residues,no tillage,37153,42049,south,production,15513,dry short ton,
forest residues,no tillage,37155,37019,south,production,22558.8,dry short ton,
forest residues,no tillage,37157,42041,south,production,25549.6,dry short ton,
forest residues,no tillage,37159,47037,south,production,3542.1,dry short ton,
forest residues,no tillage,37161,45045,south,production,16383.8,dry short ton,
forest residues,no tillage,37163,37019,south,production,18745.2,dry short ton,
forest residues,no tillage,37165,13115,south,production,6477.1,dry short ton,
forest residues,no tillage,37167,01067,south,production,5622.5,dry short ton,
forest residues,no tillage,37169,42041,south,production,20629.8,dry short ton,
forest residues,no tillage,37171,01099,south,production,20621.1,dry short ton,
forest residues,no tillage,37173,18085,south,production,2316.2,dry short ton,
forest residues,no tillage,37175,45045,south,production,8752,dry short ton,
forest residues,no tillage,37177,13115,south,production,505.2,dry short ton,
forest residues,no tillage,37179,47039,south,production,9141.1,dry short ton,
forest residues,no tillage,37181,42003,south,production,5612.1,dry short ton,
forest residues,no tillage,37183,36117,south,production,9897.8,dry short ton,
forest residues,no tillage,37185,21191,south,production,23763.3,dry short ton,
forest residues,no tillage,37187,13261,south,production,3150.3,dry short ton,
forest residues,no tillage,37189,17183,south,production,526.5,dry short ton,
forest residues,no tillage,37191,42003,south,production,8707.7,dry short ton,
forest residues,no tillage,37193,26091,south,production,18254.2,dry short ton,
forest residues,no tillage,37195,34017,south,production,2271.7,dry short ton,
forest residues,no tillage,37197,21191,south,production,7032.5,dry short ton,
forest residues,no tillage,37199,45045,south,production,1987.7,dry short ton,
forest residues,no tillage,38005,38049,north central,production,50.9,dry short ton,
forest residues,no tillage,38009,38049,north central,production,55.7,dry short ton,
forest residues,no tillage,38013,38049,north central,production,299.9,dry short ton,
forest residues,no tillage,38017,08063,north central,production,320.7,dry short ton,
forest residues,no tillage,38025,19193,north central,production,886.9,dry short ton,
forest residues,no tillage,38053,19193,north central,production,2286.9,dry short ton,
forest residues,no tillage,38059,31157,north central,production,1257.7,dry short ton,
forest residues,no tillage,38061,31157,north central,production,190.2,dry short ton,
forest residues,no tillage,38079,19033,north central,production,400.7,dry short ton,
forest residues,no tillage,38097,29021,north central,production,324.8,dry short ton,
forest residues,no tillage,38101,38049,north central,production,499.8,dry short ton,
forest residues,no tillage,38103,38049,north central,production,629.1,dry short ton,
forest residues,no tillage,39001,39061,north central,production,1513.7,dry short ton,
forest residues,no tillage,39005,39139,north central,production,236.9,dry short ton,
forest residues,no tillage,39009,17099,north central,production,447.4,dry short ton,
forest residues,no tillage,39013,42007,north central,production,10570.4,dry short ton,
forest residues,no tillage,39015,21191,north central,production,2126.8,dry short ton,
forest residues,no tillage,39019,39151,north central,production,3793.3,dry short ton,
